nome,partido,uf,MPV 103/2003,MPV 104/2003,MPV 106/2003,MPV 107/2003,MPV 107/2003,MPV 107/2003,MPV 107/2003,MPV 107/2003,MPV 107/2003,MPV 107/2003,MPV 114/2003,MPV 116/2003,MPV 116/2003,MPV 117/2003,MPV 117/2003,MPV 118/2003,MPV 120/2003,MPV 120/2003,MPV 121/2003,MPV 121/2003,MPV 121/2003,MPV 121/2003,MPV 122/2003,MPV 124/2003,MPV 125/2003,MPV 125/2003,MPV 125/2003,MPV 125/2003,MPV 126/2003,MPV 126/2003,MPV 126/2003,MPV 129/2003,MPV 130/2003,MPV 130/2003,MPV 131/2003,MPV 132/2003,MPV 132/2003,MPV 133/2003,MPV 135/2003,MPV 135/2003,MPV 135/2003,MPV 135/2003,MPV 79/2002,MPV 79/2002,MPV 80/2002,MPV 82/2002,MPV 82/2002,MPV 86/2002,MPV 94/2002,MSC 199/2003,MSC 48/2002,PEC 254/2000,PEC 254/2000,PEC 306/2000,PEC 306/2000,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 53/1999,PEC 53/1999,PEC 53/1999,PEC 544/2002,PEC 575/1998,PL 1083/2003,PL 1084/2003,PL 1084/2003,PL 1503/2003,PL 1555/2003,PL 1840/2003,PL 1840/2003,PL 1840/2003,PL 1840/2003,PL 1936/2003,PL 2681/1996,PL 3464/2000,PL 3731/1997,PL 4285/2001,PL 4376/1993,PL 4572/1998,PL 4572/1998,PL 475/2003,PL 5073/2001,PL 58/2003,PL 7136/2002,PLP 224/2001,PLP 41/2003,PLP 52/1999,PLP 58/2003,PLP 58/2003,PLP 72/2003,PLP 72/2003,PLP 72/2003,PLP 72/2003,PLP 72/2003,PLP 72/2003,PLP 72/2003,PLP 72/2003,PLP 73/2003
Givaldo Carimbão,PSB,AL,0,1,0,-1,1,-1,0,1,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,-1,0,-1,-1,0,1,0,0,0,-1,0,1,0,1,1,1,0,1,-1,1,1,1,-1,-1,1,1,1,0,0,1,1,1,1,-1,0,0,0,1,0,1,0,1,-1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,1,0,1,1,0,1,-1,-1,0,0,0,1,-1,0,0,-1,-1,0,-1,0,1,0,-1,1,0,1,1,0,0,1,0,0,-1,-1,-1,-1,0,0,0,1,1
Helenildo Ribeiro,PSDB,AL,0,1,1,0,1,0,-1,-1,0,0,1,0,1,0,1,0,0,1,0,0,-1,-1,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,-1,0,-1,-1,0,-1,-1,1,-1,1,0,1,0,0,-1,1,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,-1,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,-1,1,1,1,1,0,0,1,1,-1,0,0,0,-1,1,1,1,1,-1,0,0,0,1,1,1,1,1,0,1,1,-1,0,0,0,1,1,1,1,-1,1
Lupércio Ramos,PPS,AM,0,1,0,-1,1,-1,1,1,1,1,0,0,-1,0,-1,-1,-1,1,-1,0,-1,1,-1,0,-1,1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0,0,-1,1,1,-1,1,1,-1,1,1,1,0,1,1,-1,1,-1,1,0,1,-1,-1,1,1,1,0,-1,1,1,1,1,-1,-1,1,-1,1,-1,1,0,1,0,-1,-1,1,-1,1,1,1,-1,0,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,1,-1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,0,1,1,1,-1,0,1,1,1,0,1,1,1,1,-1,-1,0,-1,-1,0,0,0,1,0
Dr. Benedito Dias,PPB,AP,0,-1,0,1,1,0,1,1,1,-1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eduardo Seabra,PTB,AP,0,1,-1,-1,1,0,1,1,1,1,1,-1,0,0,-1,-1,-1,1,-1,1,-1,1,-1,0,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,0,-1,1,-1,1,1,-1,1,1,0,1,1,1,-1,0,-1,-1,1,1,-1,-1,1,-1,1,0,-1,1,-1,-1,1,-1,-1,1,0,-1,-1,1,0,1,-1,-1,-1,1,-1,1,0,1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,0,1,1,-1,-1,1,1,1,1,0,1,1,1,-1,-1,0,0,-1,-1,1,1,1,1
Coronel Alves,PL,AP,0,1,-1,-1,1,0,1,1,1,1,1,-1,0,0,0,-1,-1,1,0,0,0,0,0,0,-1,1,-1,-1,1,-1,-1,0,-1,-1,1,0,0,0,-1,-1,1,-1,0,1,1,-1,1,1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,-1,1,1,1,0,-1,1,1,1,1,-1,-1,0,-1,1,-1,1,0,1,0,-1,0,1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,1,1,1,-1,-1,-1,1,-1,1,-1,0,1,-1,-1,1,0,1,1,-1,-1,1,1,1,1,0,1,0,1,-1,-1,0,-1,-1,-1,1,1,-1,0
Josias Gomes,PT,BA,0,1,-1,-1,1,-1,1,1,1,0,0,-1,0,0,0,-1,0,1,-1,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,0,-1,0,0,0,-1,0,0,0,0,-1,1,1,-1,1,1,-1,1,1,1,0,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,0,-1,1,1,1,1,-1,-1,1,-1,1,-1,1,0,1,-1,-1,-1,1,-1,1,1,1,0,-1,1,1,1,1,-1,-1,-1,0,0,0,0,0,0,1,-1,0,1,1,1,-1,1,0,1,1,0,0,-1,1,0,1,-1,0,1,-1,-1,0,1,1,0,-1,-1,0,1,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0
Guilherme Menezes,PT,BA,0,1,-1,-1,1,-1,1,1,1,1,1,-1,-1,0,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,1,1,-1,0,1,1,1,1,1,-1,1,0,1,1,0,-1,-1,1,1,1,0,-1,1,1,1,1,-1,-1,1,-1,1,-1,1,0,1,-1,-1,-1,1,-1,1,0,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,0,1,1,1,1,-1,-1,-1,1,0,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,0,1,1,-1,-1,-1,-1,-1,0,0,1,1,1
Reginaldo Germano,PFL,BA,0,-1,1,0,-1,0,-1,-1,0,0,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,-1,1,1,0,1,-1,0,1,0,0,1,0,0,0,1,-1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,-1,0,0,0,0,-1,0,-1,0,0,0,0,-1,0,-1,-1,1,0,1,0,1,0,1,0,0,0,0,0,-1,-1,-1,-1,1,1,-1,1,1,0,1,1,0,0,0,0,-1,1,1,0,0,-1,0,1,0,0,1,1,0,1,1,1,1,0,-1,0,0,0,1,0,-1,1,0
Paulo Magalhães,PFL,BA,0,1,-1,0,1,0,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,-1,1,-1,1,1,0,-1,-1,1,1,1,0,-1,1,1,1,1,0,0,0,-1,1,0,0,-1,-1,0,0,1,-1,0,-1,0,1,0,0,-1,-1,-1,0,0,1,1,1,1,1,0,1,0,0,0,0,-1,-1,0,-1,1,0,-1,1,0,0,0,1,0,0,0,0,-1,1,1,0,1,0,0,1,-1,0,1,1,0,1,1,1,1,-1,0,0,0,0,1,0,1,-1,0
Edson Duarte,PV,BA,0,-1,-1,0,1,0,1,-1,1,0,1,-1,1,0,-1,-1,1,-1,-1,1,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,0,0,0,-1,1,0,-1,1,0,-1,1,1,-1,0,0,1,0,0,1,1,-1,1,1,-1,0,-1,-1,1,-1,1,0,-1,1,1,1,1,-1,0,1,0,1,0,0,1,1,-1,0,0,1,-1,1,1,1,0,-1,1,0,1,1,1,-1,-1,-1,0,-1,-1,-1,0,1,-1,-1,1,1,1,-1,1,1,-1,1,0,-1,-1,0,-1,1,0,1,1,-1,-1,1,0,0,1,-1,-1,0,1,1,1,1,0,0,1,-1,-1,-1,-1,-1,0,1,0,0,1
Eunício Oliveira,PMDB,CE,0,1,-1,-1,1,-1,1,0,0,0,1,-1,-1,0,-1,-1,-1,1,-1,1,0,0,0,0,-1,1,-1,0,1,0,-1,0,-1,-1,0,0,-1,0,0,0,0,0,-1,1,-1,0,0,1,1,1,0,1,0,1,0,-1,1,-1,1,1,1,-1,-1,1,1,1,0,-1,0,1,1,1,-1,-1,0,-1,1,-1,1,0,1,-1,-1,0,1,0,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,1,-1,1,1,0,0,0,0,0,1,-1,0,0,0,1,0,-1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,-1,0,-1,0,0,0,1,0
Almeida de Jesus,PL,CE,0,1,-1,-1,1,-1,1,0,0,1,1,0,-1,0,-1,-1,-1,1,-1,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,1,1,-1,1,0,1,0,1,1,-1,-1,-1,1,1,0,-1,-1,1,1,1,0,-1,1,1,1,1,-1,-1,1,-1,1,0,0,0,1,-1,-1,-1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,0,0,0,0,0,0,-1,1,1,-1,0,0,1,0,0,-1,-1,1,0,0,1,1,1,1,0,0,-1,-1,-1,-1,-1,1,1,-1,1
Arnon Bezerra,PSDB,CE,0,1,0,1,1,0,-1,-1,0,0,1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,-1,1,1,0,0,1,0,-1,0,-1,1,1,1,-1,0,1,1,1,0,-1,1,1,1,1,-1,0,0,-1,1,-1,1,0,1,-1,-1,-1,-1,0,1,1,1,0,-1,1,1,1,1,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,1,1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0
Ariosto Holanda,PSDB,CE,0,1,-1,-1,1,0,1,-1,1,0,1,0,-1,0,-1,-1,-1,1,-1,1,0,0,-1,0,-1,1,-1,-1,1,0,-1,0,-1,-1,1,-1,0,-1,0,-1,1,-1,-1,1,1,-1,0,1,1,1,0,1,1,1,0,-1,1,-1,1,1,1,-1,-1,1,1,1,0,-1,1,1,1,1,-1,-1,1,-1,1,-1,1,0,1,-1,-1,-1,1,-1,1,1,1,-1,-1,1,1,1,1,-1,0,-1,0,-1,-1,-1,-1,-1,1,-1,0,1,1,1,-1,1,0,1,1,-1,0,-1,1,-1,1,0,1,1,-1,-1,0,1,1,1,-1,-1,1,1,1,0,1,1,1,1,-1,0,0,-1,-1,-1,1,1,1,0
Sigmaringa Seixas,PT,DF,0,1,-1,0,1,-1,1,1,1,1,1,0,-1,0,-1,-1,-1,0,-1,0,-1,0,0,0,-1,1,-1,-1,1,-1,-1,-1,0,0,1,0,-1,0,-1,-1,1,-1,-1,1,1,-1,1,1,-1,0,0,1,1,1,0,-1,1,-1,1,1,1,-1,-1,1,1,1,0,0,1,1,1,0,-1,-1,1,-1,1,-1,0,0,1,-1,-1,-1,1,-1,1,0,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,1,0,1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,0,1,1,1,-1,-1,1,1,1,1,1,1,1,1,-1,0,-1,-1,-1,-1,1,1,1,0
José Roberto Arruda,PFL,DF,0,-1,0,1,0,0,-1,-1,0,0,1,0,1,0,0,-1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,-1,1,0,1,0,0,1,1,0,1,1,0,0,0,-1,-1,0,1,0,1,-1,1,0,1,1,1,-1,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,0,1,0,0,1,0,0,0,0,0,0,-1,-1,-1,-1,1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,0,0,0,0,1,0,0,0,-1,0,0,0,0,1,1,0,0
Neucimar Fraga,PL,ES,0,0,-1,-1,1,0,0,1,1,1,1,-1,-1,0,-1,-1,-1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,-1,1,-1,0,-1,-1,0,0,0,-1,1,1,-1,1,0,0,1,1,0,0,1,1,-1,1,-1,1,1,1,-1,-1,0,1,1,0,-1,1,1,1,1,0,-1,1,-1,1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,1,0,-1,1,1,1,-1,1,1,-1,1,-1,-1,-1,0,-1,1,-1,1,0,-1,-1,1,1,1,0,0,-1,1,1,1,0,1,1,1,1,-1,-1,0,-1,-1,-1,1,1,-1,1
Feu Rosa,PSDB,ES,0,1,1,-1,1,-1,1,1,0,1,1,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Roberto Balestra,PPB,GO,0,-1,0,1,1,0,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonardo Vilela,PPB,GO,0,-1,0,1,-1,0,1,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubens Otoni,PT,GO,0,1,-1,-1,1,-1,1,1,1,0,1,-1,-1,0,0,0,-1,1,0,0,-1,1,-1,0,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,1,1,0,1,0,0,1,0,0,-1,1,0,1,0,1,-1,-1,1,1,1,0,0,1,1,1,1,-1,-1,1,-1,1,-1,1,0,1,-1,-1,-1,0,0,0,0,0,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,1,1,1,-1,1,1,0,1,-1,-1,-1,0,-1,0,-1,1,1,-1,-1,1,1,1,1,0,-1,0,1,1,1,1,0,1,0,-1,-1,-1,-1,-1,0,0,0,1,1
Luiz Bittencourt,PMDB,GO,0,1,-1,1,1,-1,0,0,0,0,1,-1,0,0,0,0,-1,1,0,0,-1,1,-1,0,-1,1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,0,0,0,0,0,0,-1,1,-1,-1,0,1,1,0,0,1,0,1,1,-1,-1,1,-1,-1,0,-1,-1,1,-1,1,0,-1,0,1,-1,1,-1,0,1,0,-1,0,0,0,0,-1,-1,-1,-1,-1,0,0,1,0,-1,1,1,-1,1,-1,0,0,0,0,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,1,1,0,1,-1,-1,-1,0,0,1,-1,1,1,-1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,-1,-1,0,0,-1,0,0,0,0,0
Pedro Chaves,PMDB,GO,0,1,-1,-1,1,-1,0,0,0,1,1,-1,-1,0,0,-1,-1,1,-1,1,0,1,-1,0,-1,1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,0,-1,1,-1,-1,1,1,0,1,1,0,0,1,1,-1,1,-1,1,1,1,0,0,1,1,1,0,-1,1,1,1,1,-1,-1,1,0,1,-1,0,0,1,-1,-1,-1,0,-1,0,0,1,-1,-1,1,1,1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,1,0,1,-1,-1,-1,1,0,1,-1,1,0,-1,-1,0,1,0,1,-1,-1,0,0,1,0,1,1,1,0,0,-1,0,-1,-1,-1,1,1,1,0
Costa Ferreira,PFL,MA,0,1,-1,-1,1,0,0,1,1,0,1,0,0,0,0,-1,0,1,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,1,-1,0,0,0,0,1,1,1,-1,-1,1,1,1,0,-1,1,1,1,0,-1,1,1,1,1,-1,0,1,-1,1,0,1,0,1,-1,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,-1,-1,0,0,0,0,0,0,0,1
Paulo Marinho,PFL,MA,0,1,0,1,1,0,0,0,0,1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0
Romel Anizio,PPB,MG,0,-1,-1,0,0,0,1,1,1,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mário Heringer,PDT,MG,0,1,-1,-1,1,-1,1,1,1,1,1,-1,-1,0,-1,-1,0,1,-1,0,-1,1,-1,0,-1,1,-1,0,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,-1,-1,1,0,1,1,-1,1,1,1,1,1,1,-1,1,0,1,1,0,0,-1,1,-1,1,0,-1,1,1,1,1,-1,-1,0,-1,1,-1,1,0,1,-1,-1,-1,1,-1,1,0,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,1,1,1,-1,0,1,-1,0,-1,-1,-1,1,-1,1,-1,1,0,0,0,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,-1,1,0,-1,-1,0,1,1,1,1
Dr. Francisco Gonçalves,PTB,MG,0,1,-1,-1,1,0,1,1,0,1,1,0,-1,0,0,-1,-1,1,-1,1,-1,0,-1,0,0,0,0,0,0,0,0,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,-1,1,1,1,1,1,1,-1,0,0,1,1,1,-1,-1,1,1,1,0,-1,1,0,1,1,-1,-1,1,-1,1,-1,1,0,1,-1,-1,-1,1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,-1,-1,-1,0,0,1,-1,1,1,-1,-1,1,-1,1,1,-1,-1,1,1,0,1,0,1,1,0,0,-1,0,-1,0,-1,1,1,1,1
Mauro Lopes,PMDB,MG,0,1,-1,-1,1,-1,1,-1,1,1,0,-1,-1,0,0,-1,0,1,0,0,0,1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,1,0,-1,-1,-1,0,0,0,0,1,-1,0,0,1,0,1,1,1,0,1,1,1,-1,0,1,0,1,-1,0,1,-1,0,0,-1,0,0,1,1,-1,0,1,-1,1,-1,0,0,1,-1,0,-1,1,-1,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1,1,1,1,-1,1,0,1,1,-1,-1,-1,0,0,1,-1,1,1,0,-1,1,1,0,0,0,-1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Athos Avelino,PPS,MG,0,1,-1,-1,1,-1,1,1,1,1,1,-1,-1,0,-1,-1,-1,1,-1,1,-1,1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,0,-1,1,1,1,1,-1,-1,1,-1,1,-1,1,0,1,-1,-1,-1,1,0,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,0,1,0,-1,1,1,1,-1,1,1,-1,1,0,-1,-1,1,-1,1,-1,1,1,-1,-1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,0,0,-1,0,-1,0,0,0,0,0,1
José Santana de Vasconcellos,PL,MG,0,1,0,-1,1,0,0,1,1,0,0,0,-1,0,0,-1,0,1,-1,1,-1,1,-1,0,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,-1,1,0,0,-1,-1,1,1,1,0,0,0,0,0,0,-1,-1,1,-1,1,0,1,0,1,-1,-1,-1,1,-1,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,0,0,1,0,1,0,0,0,0,1,0,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Roberto Brant,PFL,MG,0,1,1,1,-1,0,-1,-1,0,0,1,0,1,0,0,-1,0,0,1,0,0,-1,1,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,1,1,-1,1,0,0,1,-1,1,1,0,1,1,0,-1,0,1,0,0,-1,-1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,-1,0,0,1,0,-1,0,0,0,-1,0,0,-1,-1,-1,0,0,1,1,0,0,1,1,1,0,0,0,0,-1,-1,0,-1,1,0,-1,0,1,0,1,1,0,0,0,0,-1,0,1,1,1,-1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,-1,1,1
Cleuber Carneiro,PFL,MG,0,1,1,0,-1,0,-1,-1,0,1,1,0,1,0,0,-1,0,-1,1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,0,-1,0,0,0,0,1,-1,0,1,1,1,0,-1,0,1,0,1,1,1,-1,1,-1,-1,-1,-1,1,1,1,1,0,1,0,1,-1,1,-1,-1,-1,-1,-1,0,1,-1,1,-1,0,-1,1,-1,1,0,-1,0,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,0,1,-1,-1,1,1,1,-1,1,1,-1,1,1,0,1,1,0,1,-1,1,1,0,1,1,0,-1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bonifácio de Andrada,PSDB,MG,0,1,1,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,1,-1,0,0,1,1,-1,1,1,0,0,1,0,0,0,0,0,0,-1,-1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,-1,0,0,-1,-1,-1,0,1,0,-1,0,0,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,1,1,-1,0,1,0,-1,0,0,0,0,0,0,1,1,0,1,-1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,-1,0
