nome,partido,uf,MPV 103/2003,MPV 104/2003,MPV 106/2003,MPV 107/2003,MPV 107/2003,MPV 107/2003,MPV 107/2003,MPV 107/2003,MPV 107/2003,MPV 107/2003,MPV 114/2003,MPV 116/2003,MPV 116/2003,MPV 117/2003,MPV 117/2003,MPV 118/2003,MPV 120/2003,MPV 120/2003,MPV 121/2003,MPV 121/2003,MPV 121/2003,MPV 121/2003,MPV 122/2003,MPV 124/2003,MPV 125/2003,MPV 125/2003,MPV 125/2003,MPV 125/2003,MPV 126/2003,MPV 126/2003,MPV 126/2003,MPV 129/2003,MPV 130/2003,MPV 130/2003,MPV 131/2003,MPV 132/2003,MPV 132/2003,MPV 133/2003,MPV 135/2003,MPV 135/2003,MPV 135/2003,MPV 135/2003,MPV 79/2002,MPV 79/2002,MPV 80/2002,MPV 82/2002,MPV 82/2002,MPV 86/2002,MPV 94/2002,MSC 199/2003,MSC 48/2002,PEC 254/2000,PEC 254/2000,PEC 306/2000,PEC 306/2000,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 53/1999,PEC 53/1999,PEC 53/1999,PEC 544/2002,PEC 575/1998,PL 1083/2003,PL 1084/2003,PL 1084/2003,PL 1503/2003,PL 1555/2003,PL 1840/2003,PL 1840/2003,PL 1840/2003,PL 1840/2003,PL 1936/2003,PL 2681/1996,PL 3464/2000,PL 3731/1997,PL 4285/2001,PL 4376/1993,PL 4572/1998,PL 4572/1998,PL 475/2003,PL 5073/2001,PL 58/2003,PL 7136/2002,PLP 224/2001,PLP 41/2003,PLP 52/1999,PLP 58/2003,PLP 58/2003,PLP 72/2003,PLP 72/2003,PLP 72/2003,PLP 72/2003,PLP 72/2003,PLP 72/2003,PLP 72/2003,PLP 72/2003,PLP 73/2003
Corauci Sobrinho,PFL,SP,-1,1,1,1,-1,0,-1,-1,-1,1,1,1,1,0,1,-1,1,-1,1,-1,0,-1,1,0,-1,1,1,1,-1,0,1,-1,1,1,-1,-1,-1,-1,1,0,0,0,0,1,-1,1,1,1,1,-1,0,1,0,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,0,1,1,1,-1,1,1,1,-1,1,-1,1,-1,-1,0,1,1,1,-1,1,1,-1,-1,0,0,-1,-1,1,-1,1,0,0,0,0,0,0,0,1,-1,0,0,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,1,1,0,1,1,-1,-1,-1,1,1,1,0,1,1,1,1,0,-1,0,1,1,1,1,-1,1,0
Marcos Abramo,PFL,SP,-1,0,1,0,-1,0,-1,-1,0,1,1,0,1,0,1,-1,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,-1,1,0,1,1,-1,0,1,1,1,1,0,-1,0,-1,-1,-1,1,1,1,-1,1,0,0,1,1,-1,1,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,-1,0,0,-1,-1,-1,-1,1,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,1,0,1,1,0,1,1,-1,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,1,1,1,1,1,1,0,-1,-1,0,0,1,0,0,1,1
Luiz Carlos Santos,PFL,SP,-1,-1,1,1,-1,0,0,-1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,-1,1,-1,-1,0,1,1,1,-1,1,0,1,1,1,-1,1,0,0,0,1,-1,0,-1,-1,0,0,0,1,-1,1,1,0,-1,0,0,-1,-1,-1,-1,1,0,1,1,1,1,1,1,0,0,0,0,-1,0,-1,-1,1,1,-1,0,1,0,1,1,-1,0,0,0,-1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,-1,1,1
João Batista,PFL,SP,-1,-1,1,1,-1,0,0,-1,0,1,1,0,1,0,1,-1,0,-1,1,-1,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,-1,1,1,1,1,0,0,1,1,1,1,1,-1,0,-1,-1,-1,1,1,1,-1,1,0,0,1,1,-1,1,0,0,0,1,-1,0,0,-1,0,0,0,1,-1,0,-1,0,-1,0,0,-1,0,-1,-1,1,1,1,1,1,1,1,1,0,0,0,0,-1,-1,-1,-1,1,1,-1,1,1,0,1,1,-1,0,0,0,-1,1,0,1,1,-1,0,0,0,0,0,1,0,1,1,1,1,-1,-1,-1,0,0,0,1,-1,1,1
Luiza Erundina,PSB,SP,1,1,0,-1,1,-1,1,1,0,1,1,-1,-1,0,-1,0,-1,1,-1,1,-1,1,-1,0,-1,1,-1,-1,1,-1,1,0,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,1,1,-1,0,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,0,-1,1,1,-1,-1,-1,-1,1,0,-1,-1,1,0,1,-1,-1,-1,1,-1,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,1,1,1,-1,1,1,1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,1,1,1,-1,-1,1,1,1,0,1,0,1,1,-1,0,-1,-1,-1,-1,1,0,1,0
Gilberto Nascimento,PSB,SP,1,1,-1,0,1,0,1,0,0,1,0,0,0,0,0,-1,0,1,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,-1,1,1,0,0,1,1,0,0,-1,1,1,0,-1,-1,1,1,1,0,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,1,0,0,-1,-1,-1,0,0,0,0,0,0,1
Dr. Evilásio,PSB,SP,1,1,-1,-1,1,-1,0,1,1,0,1,-1,0,0,0,-1,-1,1,-1,1,-1,1,-1,0,-1,1,0,-1,1,-1,-1,0,-1,-1,1,0,-1,-1,-1,0,1,-1,-1,1,1,-1,1,1,-1,1,1,0,1,1,1,-1,1,-1,1,1,1,-1,0,1,1,1,0,-1,1,1,1,1,-1,-1,1,0,1,0,1,0,1,-1,0,0,1,0,1,0,0,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,0,0,0,-1,1,-1,-1,1,1,1,-1,1,1,0,1,-1,-1,-1,1,-1,1,-1,1,1,0,-1,0,-1,1,1,0,-1,0,1,1,1,0,1,1,1,-1,-1,-1,-1,0,-1,1,1,1,1
Jefferson Campos,PSB,SP,1,1,-1,-1,1,-1,1,0,0,1,0,0,-1,0,-1,-1,-1,1,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,0,0,1,1,0,0,1,1,0,1,-1,1,1,1,-1,-1,1,1,1,0,-1,1,1,1,1,-1,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,1,-1,0,0,-1,0,0,0,0,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,1
Jovino Cândido,PV,SP,-1,-1,1,1,-1,0,0,-1,0,0,1,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,1,-1,1,0,0,1,0,1,1,0,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,1,1,0,1,1,1,1,1,-1,-1,0,-1,-1,0,0,0,-1,-1,1,-1,1,1,-1,-1,-1,1,0,0,1,-1,0,1,1,1,-1,-1,1,-1,0,1,-1,-1,0,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,0,0,0,0,0,-1,1,-1,-1,1,0,0,1,0,0,-1,1,-1,0,0,-1,0,1,1,0,-1,-1,1,1,1,1,1,1,1,1,-1,-1,0,0,0,0,0,0,0,0
Marcelo Ortiz,PV,SP,1,-1,-1,-1,1,-1,1,-1,1,0,1,-1,1,0,-1,-1,0,-1,-1,1,-1,1,-1,0,-1,1,-1,-1,1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,-1,1,-1,-1,1,1,-1,0,1,1,0,1,1,-1,1,-1,1,1,1,-1,-1,1,-1,1,0,-1,0,1,1,1,0,0,0,0,0,-1,1,0,0,-1,0,-1,1,-1,1,1,1,-1,-1,1,1,1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,0,-1,1,-1,1,-1,0,1,1,-1,1,-1,1,0,-1,-1,1,1,1,1,0,1,0,1,-1,0,0,0,0,0,0,0,0,0
Carlos Sampaio,PSDB,SP,-1,1,1,1,1,0,-1,-1,0,1,0,0,1,0,1,1,0,1,1,-1,0,-1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,1,0,1,1,-1,1,1,0,0,1,0,0,0,-1,-1,0,-1,-1,1,-1,1,0,1,1,1,-1,1,0,0,0,1,-1,0,0,-1,-1,-1,-1,-1,1,-1,1,0,-1,-1,-1,-1,0,0,-1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,-1,0,0,0,1,-1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Lobbe Neto,PSDB,SP,-1,1,1,1,1,0,-1,-1,0,1,1,0,1,0,1,1,0,1,1,-1,0,-1,0,0,-1,1,0,1,0,0,1,-1,-1,0,-1,0,0,0,0,0,0,0,1,1,-1,1,1,1,1,-1,1,1,0,1,1,1,0,0,-1,-1,0,-1,-1,1,-1,1,0,1,1,1,-1,1,1,0,0,1,-1,0,0,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,1,1,1,0,0,0,0,0,-1,0,0,-1,1,1,1,1,1,0,0,0,-1,1,1,0,1,1,1,1,-1,0,0,0,1,1,1,1,-1,1
Alberto Goldman,PSDB,SP,-1,1,1,0,-1,0,-1,-1,0,1,0,0,1,1,0,1,0,1,1,-1,0,0,1,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,1,-1,1,1,0,1,1,1,-1,0,1,-1,0,0,-1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,1,0,0,0,0,0,0,1,0,0,1,-1,-1,-1,-1,1,1,1,1,1,0,0,1,-1,-1,0,0,-1,1,1,1,0,-1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,-1,0
Aloysio Nunes Ferreira,PSDB,SP,-1,1,1,1,-1,0,0,-1,0,1,1,0,1,0,0,1,0,-1,0,-1,0,-1,1,0,1,1,1,1,1,-1,1,-1,0,0,-1,0,0,0,0,0,0,0,0,1,-1,0,1,1,1,-1,1,1,0,1,1,0,-1,0,1,-1,0,-1,-1,1,1,1,0,1,1,1,1,1,0,0,0,-1,1,0,0,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,1,1,1,1,0,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,1,1,-1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,-1,1
Antonio Carlos Pannunzio,PSDB,SP,-1,1,1,1,1,0,-1,-1,0,1,0,0,1,0,1,1,0,1,1,-1,0,-1,1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,1,0,-1,1,0,1,1,-1,1,0,0,1,1,0,-1,0,-1,-1,0,0,0,1,1,1,0,1,1,1,-1,0,0,0,0,-1,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,0,1,1,0,-1,0,0,-1,1,1,0,1,-1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,-1,1
Salvador Zimbaldi,PSDB,SP,1,1,0,-1,1,-1,1,1,1,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,1,-1,1,1,0,0,1,1,-1,1,-1,1,1,1,-1,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,-1,-1,0,0,0,0,0,0,0,0
Paulo Kobayashi,PSDB,SP,-1,1,1,0,1,0,0,-1,0,1,0,0,1,0,1,1,0,1,1,-1,1,-1,1,0,-1,1,1,-1,-1,-1,-1,0,1,1,-1,0,0,0,0,0,0,0,1,1,-1,1,1,1,0,-1,1,1,0,1,1,1,0,0,1,-1,1,-1,-1,1,1,1,0,1,1,1,1,1,1,1,0,-1,1,0,0,0,1,-1,-1,0,1,-1,1,0,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,0,1,0,1,1,-1,0,1,0,-1,1,1,0,1,-1,0,1,-1,0,1,0,0,1,1,1,0,0,-1,0,0,0,0,0,0,0,1
Julio Semeghini,PSDB,SP,-1,1,1,1,1,-1,-1,-1,0,1,1,0,1,0,1,1,0,1,0,-1,0,-1,1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,-1,-1,1,1,0,1,1,1,-1,1,1,-1,0,-1,-1,1,1,1,0,1,1,1,1,1,1,0,0,-1,1,0,0,-1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,0,-1,1,1,-1,-1,1,-1,0,1,1,1,1,0,0,0,0,0,0,0,-1,1,1,1,1,-1,0,0,0,0,1,1,0,1,1,1,1,-1,0,0,0,1,1,0,1,-1,1
Walter Feldman,PSDB,SP,-1,1,1,1,-1,0,0,-1,0,1,1,0,1,0,1,1,0,1,1,-1,0,-1,0,0,0,0,0,0,0,-1,1,-1,0,0,-1,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,-1,1,1,1,1,1,0,0,0,1,-1,0,-1,-1,1,1,1,0,1,1,1,1,0,0,0,0,-1,1,0,0,-1,-1,-1,-1,-1,1,-1,1,0,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,0,-1,-1,1,-1,1,1,1,1,1,0,1,1,0,-1,0,0,-1,1,1,1,1,-1,0,0,0,1,1,1,0,1,1,1,1,-1,0,0,0,1,1,1,1,-1,1
Antonio Carlos Mendes Thame,PSDB,SP,-1,1,1,0,1,0,-1,-1,0,1,1,0,1,0,1,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,-1,1,-1,0,0,-1,0,0,0,0,0,0,0,1,1,-1,1,1,1,-1,-1,1,1,1,1,1,0,0,0,-1,-1,0,1,0,1,1,1,0,0,1,1,-1,1,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,1,1,1,1,1,0,1,1,0,1,1,-1,-1,-1,-1,1,1,0,1,1,0,1,1,0,0,0,0,-1,0,1,1,1,-1,0,0,0,0,1,1,1,0,1,1,1,-1,0,0,0,0,1,1,0,-1,0
Vanderlei Assis,PRONA,SP,1,-1,-1,1,1,0,1,-1,-1,0,1,0,1,1,0,-1,0,0,-1,0,0,0,1,0,0,-1,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,1,-1,1,1,0,0,1,1,1,-1,0,-1,-1,-1,1,1,-1,-1,1,0,1,0,1,-1,1,1,0,-1,1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,1,1,1,1,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,1,0,-1,0,0,-1,1,-1,0,1,-1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,-1,-1,1
Amauri Gasques,PRONA,SP,1,-1,1,1,1,0,1,-1,-1,-1,1,0,1,0,1,-1,0,0,0,0,0,-1,0,0,1,-1,0,0,-1,0,1,0,0,0,-1,-1,1,0,0,0,0,0,1,-1,1,1,1,1,-1,1,1,0,0,1,0,0,-1,0,-1,0,-1,0,1,-1,-1,1,0,1,1,1,-1,1,0,0,0,1,-1,0,0,-1,0,1,1,1,-1,0,0,-1,-1,0,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,0,0,0,1,-1,-1,-1,-1,-1,-1,0,0,1,0,1,1,0,-1,0,0,0,0,-1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,-1,0,0,0,0,1,1,0,0,0
Enéas,PRONA,SP,1,-1,1,0,0,0,0,-1,-1,-1,1,1,1,0,1,0,0,-1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,1,0,0,1,0,1,-1,0,1,1,1,1,1,0,-1,0,-1,-1,-1,1,1,-1,-1,1,0,1,1,1,-1,1,1,0,-1,1,-1,0,1,-1,0,1,1,1,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,0,0,0,0,-1,0,-1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,-1,1,0,0,0,0,1,-1,-1,1
Professor Irapuan Teixeira,PRONA,SP,1,-1,-1,1,1,0,1,-1,-1,-1,1,1,1,1,1,-1,0,-1,-1,0,0,-1,1,0,1,-1,1,1,-1,0,1,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,1,1,1,1,-1,1,1,1,0,1,1,1,-1,0,-1,-1,0,1,1,-1,-1,1,0,1,1,1,-1,1,1,0,-1,1,-1,0,1,-1,-1,1,1,1,-1,1,1,-1,-1,0,1,-1,-1,-1,-1,1,1,1,1,0,1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,1,0,1,0,1,1,0,0,0,0,0,1,-1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,-1,1,0,0,0,1,0,-1,-1,1
Ildeu Araujo,PRONA,SP,1,-1,1,1,1,0,1,-1,-1,-1,1,1,1,0,1,-1,0,-1,-1,1,0,-1,1,0,1,-1,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,1,-1,1,1,1,0,1,1,1,-1,0,-1,-1,0,1,1,-1,-1,1,0,1,1,1,-1,1,1,0,0,1,-1,0,1,-1,-1,1,0,1,-1,1,1,-1,-1,0,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,1,0,1,0,1,1,0,0,0,0,0,1,-1,1,1,1,0,0,-1,1,1,1,1,0,1,0,1,-1,1,0,0,0,1,0,-1,0,0
Jamil Murad,PCdoB,SP,1,1,-1,-1,1,-1,1,1,1,1,0,0,0,0,-1,-1,-1,1,-1,1,-1,1,-1,0,0,1,-1,-1,1,-1,0,-1,-1,-1,0,-1,0,0,-1,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,-1,1,1,1,0,-1,1,1,1,1,-1,0,1,-1,1,-1,1,0,1,0,0,0,0,0,0,0,0,-1,-1,1,1,1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,1,1,1,-1,1,1,0,1,-1,-1,-1,1,-1,1,0,0,1,-1,-1,0,1,1,1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,-1,0,0,1,1
Aldo Rebelo,PCdoB,SP,1,1,-1,-1,1,-1,1,1,1,1,1,-1,-1,0,-1,-1,-1,0,-1,1,-1,1,-1,0,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,1,1,-1,0,1,1,1,1,0,-1,1,-1,1,1,1,-1,-1,1,1,-1,0,-1,1,1,1,1,-1,-1,1,-1,1,-1,1,0,1,-1,-1,0,1,-1,1,0,1,-1,-1,1,1,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,0,1,1,1,-1,1,1,1,1,-1,-1,-1,1,0,1,-1,1,1,-1,-1,0,1,1,1,0,-1,1,1,1,1,0,1,1,1,0,0,-1,0,-1,-1,1,0,1,0
Darci Coelho,PFL,TO,-1,-1,1,1,-1,0,-1,-1,-1,1,1,0,1,0,0,-1,0,0,0,0,1,-1,1,0,1,-1,1,0,0,0,1,0,0,1,0,-1,0,0,0,-1,1,-1,0,0,-1,0,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,0,0,1,1,1,1,1,0,-1,1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,0,0,0,0,1,1,1,-1,1,1,1,1,1,0,1,0,-1,0,0,0,1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,-1,-1,0,0,0,0,1,1,1,1
Homero Barreto,PTB,TO,1,1,-1,-1,1,0,1,1,0,1,1,0,-1,0,1,-1,0,0,0,1,-1,1,0,0,-1,1,-1,-1,0,-1,-1,-1,0,0,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,0,1,1,1,1,1,1,0,-1,0,-1,1,1,0,-1,-1,1,1,1,0,-1,1,0,1,1,-1,-1,1,0,0,-1,1,0,1,-1,-1,-1,1,-1,1,1,1,0,-1,1,1,-1,1,-1,-1,0,-1,0,0,0,0,0,1,0,-1,1,0,1,-1,1,1,0,1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,0,-1,1,1,0,0,1,1,1,0,0,1,1,1,-1,0,0,0,-1,0,1,1,1,0
Kátia Abreu,PFL,TO,-1,1,1,0,-1,0,0,-1,0,1,1,0,1,1,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,1,0,1,1,0,1,1,0,0,1,1,-1,0,-1,-1,0,1,1,1,-1,1,0,1,1,1,-1,1,0,0,0,1,-1,0,0,-1,0,0,0,0,-1,0,-1,0,-1,0,0,-1,0,-1,-1,1,0,1,1,1,1,0,1,0,0,0,0,-1,-1,-1,-1,1,1,-1,0,1,0,1,1,-1,0,0,0,0,1,1,0,1,-1,0,0,0,1,0,0,1,1,1,1,1,-1,-1,0,0,0,0,0,0,0,1
Maurício Rabelo,PL,TO,1,1,-1,-1,1,0,1,1,1,1,1,0,-1,0,0,-1,0,1,-1,1,-1,1,-1,0,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,1,-1,-1,0,1,0,1,1,-1,1,0,1,1,1,0,-1,1,-1,1,1,1,-1,-1,1,1,1,0,-1,1,1,1,1,-1,-1,1,-1,1,-1,1,0,1,-1,-1,-1,1,0,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,0,0,0,0,-1,1,0,-1,1,1,1,0,1,1,0,1,0,-1,-1,1,-1,1,-1,1,1,-1,-1,0,-1,1,1,0,-1,1,1,1,0,1,1,1,1,-1,-1,0,-1,-1,-1,1,0,-1,0
Eduardo Gomes,PSDB,TO,-1,1,1,1,1,0,-1,-1,0,0,1,0,1,0,0,-1,0,0,0,-1,0,0,1,0,0,1,0,1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,1,-1,1,0,0,1,1,0,-1,0,1,-1,0,0,-1,1,-1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,-1,1,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,1,1,0,0,0,1,1,-1,1,1,-1,-1,1,-1,1,0,0,0,1,0,0,1,-1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
Ronaldo Dimas,PSDB,TO,-1,1,1,1,1,0,-1,-1,0,1,1,0,1,0,0,1,0,1,0,-1,0,-1,0,0,-1,1,1,0,0,-1,1,-1,0,0,0,-1,0,0,0,0,-1,1,1,1,-1,0,0,0,1,-1,1,0,1,1,1,0,-1,0,1,-1,1,-1,-1,1,-1,1,0,0,1,1,-1,1,0,0,0,-1,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,0,1,0,0,0,0,1,1,-1,1,1,1,-1,-1,-1,1,0,1,1,1,0,0,1,-1,-1,0,-1,-1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,-1,0,0,0,0,1,1,1,-1,0
Olavo Calheiros,PMDB,AL,0,1,-1,0,1,-1,0,-1,1,0,1,0,0,0,0,-1,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,0,0,-1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,-1,1,1,0,-1,-1,1,1,1,0,-1,1,1,1,1,-1,-1,1,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,0,-1,-1,0,0,0,0,1,1,0,-1,0,0,0,1,0,-1,0,0,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,0
João Caldas,PL,AL,0,1,-1,-1,0,0,0,0,0,1,0,0,-1,0,0,0,0,1,0,0,-1,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,1,0,-1,1,0,0,0,0,1,-1,0,-1,1,-1,0,-1,0,1,1,1,0,0,1,1,1,1,-1,-1,0,-1,1,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,1,1,1,1,-1,0,-1,-1,0,-1,-1,0,0,1,0,0,1,1,1,0,1,1,0,1,-1,-1,0,1,0,1,0,1,0,0,-1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
