nome,partido,uf,MPV 472/2009,MPV 472/2009,MPV 472/2009,MPV 472/2009,MPV 475/2009,MPV 475/2009,MPV 475/2009,MPV 476/2009,MPV 476/2009,MPV 477/2009,MPV 477/2009,MPV 477/2009,MPV 477/2009,MPV 482/2010,MPV 483/2010,MPV 483/2010,MPV 483/2010,MPV 483/2010,MPV 483/2010,MPV 487/2010,MPV 487/2010,MPV 487/2010,MPV 493/2010,MPV 493/2010,MPV 495/2010,MPV 501/2010,PDC 2600/2010,PEC 300/2008,PEC 300/2008,PEC 446/2009,PEC 47/2003,PEC 507/2010,PEC 507/2010,PL 1481/2007,PL 1481/2007,PL 1481/2007,PL 2502/2007,PL 2502/2007,PL 2944/2004,PL 5186/2005,PL 5417/2009,PL 5417/2009,PL 5417/2009,PL 5417/2009,PL 5417/2009,PL 5417/2009,PL 5417/2009,PL 5417/2009,PL 5940/2009,PL 5941/2009,PL 5941/2009,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 277/2005,PLP 352/2002,PLP 352/2002,PLP 374/2008,PLP 374/2008,PLP 543/2009,PLP 543/2009,PLP 543/2009,PLV 16/2010,REQ 5670/2009,REQ 6467/2010,REQ 6468/2010,REQ 6752/2010,REQ 6918/2010,REQ 7166/2010,REQ 7447/2010,REQ 7513/2010,REQ 7535/2010,REQ 7546/2010,REQ 7575/2010
Gerson Peres,PP,PA,-1,-1,-1,1,-1,-1,1,1,0,0,0,1,1,0,0,-1,-1,-1,0,-1,-1,1,0,0,1,0,0,1,1,0,1,1,1,1,-1,0,0,0,1,-1,-1,0,1,-1,0,-1,1,-1,0,0,-1,0,1,-1,-1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
Edmilson Valentim,PCdoB,RJ,-1,-1,-1,1,-1,-1,1,0,1,0,1,1,0,-1,0,-1,-1,-1,1,-1,-1,0,-1,1,1,-1,-1,1,1,1,0,1,1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,0,1,0,1,-1,0,-1,1,-1,1,1,1,1,1,1,1,1,1,0,-1,1,0,0,1,1,1,-1,-1,0,0,-1,-1,1,1,1,-1,1,1
Edson Santos,PT,RJ,0,0,0,0,0,-1,-1,0,1,1,0,1,1,-1,0,0,-1,-1,-1,0,-1,1,-1,1,1,-1,0,0,0,1,0,1,1,1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,1,1,1,1,1,1,1,0,-1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,-1,0
Felipe Bornier,PHS,RJ,-1,-1,-1,0,-1,-1,0,1,1,0,1,1,1,-1,-1,-1,-1,-1,1,-1,0,0,-1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,0,0,0,0,0,0,1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,0,0,1,1,1,1,0,1,1,-1,0,0,0,1,1,1,0
Chico D Angelo,PT,RJ,0,-1,0,1,0,-1,1,0,1,1,1,1,0,-1,-1,0,0,0,0,-1,-1,1,-1,0,0,0,-1,1,1,0,1,1,1,1,-1,-1,0,-1,-1,-1,-1,1,1,0,0,-1,1,0,1,0,-1,-1,1,1,1,1,0,1,1,1,1,1,1,0,-1,1,0,0,1,0,1,0,-1,1,1,-1,0,0,1,1,1,-1,0
Hugo Leal,PSC,RJ,-1,0,0,1,-1,-1,1,1,1,0,0,1,1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,1,0,1,1,0,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,1,1,-1,0,0,1,-1,1,0,-1,-1,1,-1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,-1,0,0,0,1,-1,-1,1
Silvio Lopes,PSDB,RJ,0,0,0,0,-1,1,1,1,-1,0,0,0,-1,-1,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,1,1,1,0,1,1,1,0,0,0,-1,-1,1,1,-1,1,0,1,-1,1,-1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,-1,-1,0,0,0,0,1,0,1,1,1,0
Paulo Pereira da Silva,PDT,SP,-1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,0,0,0,0,0,-1,0,0,-1,1,0,0,0,0,1,0,1,0,0,1,-1,-1,-1,1,1,0,-1,1,1,0,1,-1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,-1,1,1,1,0,1,1,-1,1,0,0,-1,-1,1,1,1,1,1,1
José Rocha,PR,BA,0,-1,0,1,1,0,-1,1,0,0,0,0,0,-1,0,-1,-1,-1,1,-1,0,0,0,0,1,-1,-1,1,1,1,1,1,1,1,0,-1,-1,1,1,-1,-1,1,1,-1,0,-1,1,-1,1,-1,-1,0,1,1,-1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,-1,0,1,1,1,1,1,1
Leo Alcântara,PR,CE,-1,-1,-1,1,1,-1,1,0,1,0,0,1,1,-1,0,-1,-1,-1,1,-1,-1,0,0,1,1,0,-1,1,1,1,1,1,0,0,0,-1,0,0,-1,-1,-1,1,0,-1,1,-1,1,-1,0,-1,-1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,-1,0,0,0,1,1,0,0
Vicente Arruda,PR,CE,-1,-1,-1,1,1,-1,1,0,1,1,0,0,1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,1,1,-1,0,1,1,1,0,0,0,1,0,-1,-1,1,0,-1,-1,1,1,-1,0,-1,1,0,1,0,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,-1,1,-1,0,0,1,1,0,0,0,0
Tonha Magalhães,PR,BA,-1,-1,0,1,-1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,-1,1,-1,-1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,-1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,-1,0,1,0,0,0,-1,0
Miguel Martini,PHS,MG,-1,-1,-1,0,-1,-1,1,1,0,1,1,1,1,-1,-1,0,0,0,0,-1,-1,1,-1,1,1,-1,-1,1,1,0,1,1,1,1,-1,-1,0,1,-1,-1,-1,0,1,-1,1,-1,1,-1,1,-1,0,-1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0,0,1,1,-1,0,0,1,0,-1,-1,1
Leonardo Quintão,PMDB,MG,-1,-1,-1,0,0,0,1,0,-1,0,1,1,1,-1,0,0,0,0,0,-1,-1,0,-1,1,1,0,0,1,0,0,1,1,0,1,-1,-1,-1,1,0,-1,-1,1,0,-1,0,-1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,-1,0,0,-1,0,1,1,0,0,0,1
Paulo Piau,PMDB,MG,0,0,-1,1,-1,-1,1,0,0,0,1,1,1,-1,0,0,-1,-1,1,0,-1,0,-1,1,1,-1,-1,0,1,1,0,1,1,0,-1,-1,-1,1,1,0,-1,0,1,0,0,0,1,0,1,0,-1,-1,1,-1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,-1,0,0,1,1,1,1,1
Ratinho Junior,PSC,PR,-1,-1,-1,0,0,-1,1,1,1,0,0,1,0,-1,0,-1,-1,-1,0,-1,0,0,-1,1,1,-1,0,0,1,1,1,1,0,0,-1,-1,-1,1,-1,0,-1,1,0,0,1,0,0,-1,1,0,-1,-1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,-1,-1,1
Suely,PR,RJ,-1,-1,-1,0,1,-1,-1,1,1,0,0,1,1,0,0,0,0,-1,1,-1,-1,1,0,0,0,0,-1,0,0,1,1,0,0,0,0,-1,0,0,1,-1,-1,0,1,-1,0,-1,0,-1,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,-1,0,0,0,0,0,0
Wellington Fagundes,PR,MT,0,0,-1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,1,0,0,1,1,0,0,0,0,1,1,-1,0,1,1,0,0,0,1,-1,-1,-1,-1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1
Átila Lira,PSB,PI,-1,0,-1,0,-1,-1,1,0,1,1,1,0,1,0,-1,0,-1,-1,1,-1,-1,1,-1,0,1,-1,-1,1,1,1,0,1,1,0,0,-1,-1,1,-1,0,-1,0,1,-1,0,-1,1,-1,1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,-1,1,1,-1,-1,0,0,1,1,1,1
Angela Portela,PT,RR,-1,-1,-1,0,1,-1,1,0,1,1,1,1,1,-1,0,0,-1,-1,1,0,-1,1,0,1,1,-1,-1,0,0,1,1,1,1,1,-1,0,0,1,-1,0,-1,0,1,0,0,0,1,-1,1,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,-1,1,1,-1,0,0,1,1,1,-1,1
Augusto Farias,PTB,AL,0,-1,-1,1,-1,-1,1,1,0,0,1,0,1,-1,0,0,-1,-1,0,0,-1,-1,0,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,1,0,0,1,1,-1,0,0,0,-1,1,0,0,-1,0,-1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,-1,0,1,1,1,1,1,0
Solange Almeida,PMDB,RJ,-1,-1,-1,0,0,-1,1,0,1,0,1,1,0,-1,0,0,-1,-1,0,-1,-1,1,-1,0,1,-1,0,1,1,1,0,1,1,1,-1,-1,0,-1,1,-1,-1,1,1,0,0,-1,1,1,1,-1,-1,0,0,-1,-1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,-1,-1,0,1,0,1,0,1
Marcelo Teixeira,PR,CE,-1,-1,0,1,1,-1,1,0,0,0,0,1,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,-1,0,1,1,1,0,0,0,0,-1,-1,-1,1,0,0,-1,1,1,-1,0,-1,1,-1,0,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,-1,-1,0,0,0,1,1,0
Edigar Mão Branca,PV,BA,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-1,-1,0,1,0,1,-1,1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acélio Casagrande,PMDB,SC,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,-1,1,0,-1,-1,1,1,-1,1,-1,1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Aline Corrêa,PP,SP,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,1,-1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,1,-1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Félix Mendonça,DEM,BA,-1,-1,-1,0,0,-1,-1,0,1,0,1,0,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,1,0,1,1,1,1,1,-1,-1,0,1,1,-1,0,0,1,0,0,0,0,1,1,-1,-1,0,0,1,1,1,1,0,0,1,0,1,1,0,-1,1,1,1,1,1,1,1,0,0,0,-1,0,1,0,1,1,1,1
Claudio Cajado,DEM,BA,0,0,0,0,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,1,1,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,0,0,-1,1,-1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,-1,1,1,1,1,1,1,1,-1,-1,0,0,0,1,0,1,-1,1,1
Antonio Carlos Magalhães Neto,DEM,BA,0,0,0,-1,-1,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,1,0,1,1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,-1,0,-1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,-1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1
Fernando de Fabinho,DEM,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fábio Souto,DEM,BA,0,0,0,0,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,1,1,1,1,0,0,0,-1,1,-1,0,0,0,0,0,1,-1,1,-1,-1,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,-1,-1,1
Luiz Carreira,DEM,BA,0,0,0,-1,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,1,1,1,1,0,0,0,0,0,-1,1,-1,1,1,0,0,0,1,-1,1,-1,0,1,1,-1,1,1,1,1,0,1,1,1,0,1,1,0,-1,1,1,1,1,1,1,0,-1,0,0,0,0,1,0,1,-1,1,0
Osório Adriano,DEM,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ronaldo Caiado,DEM,GO,0,0,0,0,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,-1,0,0,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
Nice Lobão,DEM,MA,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clóvis Fecury,DEM,MA,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lael Varella,DEM,MG,-1,-1,-1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1,0,0,0,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Carlos Melles,DEM,MG,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Vic Pires Franco,DEM,PA,0,0,0,0,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-1,1,0,1,0,0,0,0,0,-1,1,0,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0
André de Paula,DEM,PE,1,0,0,0,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,1,1,0,1,0,0,0,0,0,-1,1,0,1,0,0,0,0,1,1,1,-1,0,1,1,-1,1,0,0,0,1,1,1,1,1,1,1,1,-1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,-1,1,0
José Mendonça Bezerra,DEM,PE,0,0,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,-1,1,0,0,1,0,1
Roberto Magalhães,DEM,PE,0,0,0,0,-1,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,1,0,1,0,0,0,0,0,0,1,-1,1,1,0,0,0,0,-1,1,-1,0,1,1,-1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,-1,-1,0
Júlio Cesar,DEM,PI,-1,-1,-1,0,-1,1,1,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,0,0,-1,1,1,1,1,0,1,1,1,1,1,1,0,-1,1,1,1,1,1,0,1,0,1,1,-1,0,1,1,0,1,1,1
Abelardo Lupion,DEM,PR,0,0,0,0,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,1,0,1,1,0,0,0,-1,1,-1,0,0,0,0,0,0,0,1,-1,0,0,0,-1,1,0,0,0,1,0,1,1,1,1,1,1,-1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,-1,0
Eduardo Sciarra,DEM,PR,0,0,0,-1,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,-1,-1,0,0,0,1,1,1,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,-1,1,-1,-1,0,1,-1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,-1,1,1,0,0,1,1,1,-1,-1,0
Francisco Rodrigues,DEM,RR,0,0,0,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,1,1,0,1,1,1,0,0,0,0,1,-1,1,0,0,0,0,0,-1,1,-1,-1,1,1,-1,1,1,1,1,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,-1,0,0,0,0,1,1,1,-1,1,1
Onyx Lorenzoni,DEM,RS,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,-1,0,0,1,0,1,1,0,0,0,0,0,-1,1,0,1,0,0,0,0,0,-1,1,-1,0,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0
José Carlos Machado,DEM,SE,0,0,0,0,-1,1,1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,1,1,1,1,1,1,0,0,0,-1,1,-1,1,0,0,0,0,0,0,1,-1,0,1,1,-1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1
Mendonça Prado,DEM,SE,0,0,0,0,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1,1,-1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,-1,0,0,1,1,0,0,1,1,0,0,0,0
Jackson Barreto,PMDB,SE,-1,-1,-1,1,1,1,1,0,1,1,0,1,1,-1,0,-1,-1,-1,1,0,-1,1,-1,1,0,0,0,1,1,1,1,0,0,1,-1,-1,-1,1,0,-1,-1,1,1,-1,0,-1,1,1,0,-1,0,-1,1,-1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,-1,0,1,0,0,0,0,0
Rodovalho,DEM,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jairo Ataíde,DEM,MG,-1,-1,-1,-1,-1,1,1,1,1,0,0,1,1,-1,0,-1,-1,0,0,0,-1,0,0,0,1,-1,-1,1,0,0,1,1,1,1,-1,-1,-1,1,-1,1,0,0,1,0,1,-1,1,-1,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,-1,1,1,-1,0,1,0,1,1,-1,1
João Bittar,DEM,MG,0,0,0,-1,0,1,1,0,1,0,1,0,0,-1,0,0,-1,-1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,-1,1,0,1,0,0,0,0,1,-1,1,-1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,-1,1,1,0,1,0,0,1,0,0,0
Marcos Montes,DEM,MG,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,-1,1,0,0,0,0,1,0,1,-1,-1,0,0,-1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,-1,0,1
Vitor Penido,DEM,MG,0,0,0,0,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,1,1,0,0,0,0,1,1,1,1,0,0,0,-1,1,-1,1,0,0,0,0,1,0,1,-1,-1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,1,1,1,-1,1,1,0,0,0,1,1,1,0,1
Alceni Guerra,DEM,PR,0,0,0,0,-1,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,-1,0,0,1,1,0,1,1,1,0,0,0,-1,1,-1,1,0,0,0,0,1,-1,1,-1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,-1,1,1,0,0,1,1,1,-1,1,1
Luiz Carlos Setim,DEM,PR,-1,0,0,0,-1,1,1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,1,1,1,1,1,1,0,0,0,-1,1,-1,1,0,1,1,0,1,0,1,-1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,-1,1,1
Marcelo Almeida,PMDB,PR,-1,-1,-1,1,0,-1,-1,0,1,0,0,1,1,0,0,0,0,0,0,0,-1,1,-1,1,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,1,0,1,0,0,-1,-1,0,0,1,1,1,-1,-1,-1
Rogerio Lisboa,DEM,RJ,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0
Solange Amaral,DEM,RJ,0,0,0,0,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,-1,0,1,0,0,0,0,1,-1,1,-1,0,1,1,-1,1,0,0,0,1,1,1,1,0,1,1,0,-1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
Felipe Maia,DEM,RN,0,0,0,0,0,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,1,1,1,1,0,0,0,0,1,-1,1,0,0,0,0,1,0,1,-1,0,1,1,-1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,-1,1,1,0,0,1,1,1,0,1,0
Marcio Junqueira,DEM,RR,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,1,1,1,1,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,-1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
Germano Bonow,DEM,RS,0,0,0,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,1,1,0,1,1,1,0,0,0,-1,1,0,1,0,0,0,0,1,-1,1,-1,-1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,-1,1,1,0,0,0,1,1,-1,1,1
Paulo Bornhausen,DEM,SC,0,0,0,0,-1,1,1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,-1,0,0,0,0,0,1,0,1,-1,-1,0,1,-1,1,0,0,0,1,0,1,1,1,1,1,0,-1,-1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,-1,0,0
Jerônimo Reis,DEM,SE,-1,0,-1,0,-1,1,1,0,0,0,1,1,0,0,0,0,-1,0,1,-1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,-1,0,-1,1,0,1,0,1,0,0,0,-1,0,-1,0,0,1,-1,1,1,1,1,0,0,0,1,1,-1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0
Guilherme Campos,DEM,SP,0,0,0,-1,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,1,1,1,1,1,1,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,1,-1,0,1,1,-1,1,1,0,1,0,1,0,0,0,1,1,0,-1,1,1,1,-1,1,1,1,-1,0,0,0,0,1,1,0,-1,1,1
Jorginho Maluly,DEM,SP,0,0,0,0,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,-1,1,0,0,1,1,1,1,1,1,0,0,0,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,-1,0,0,1,1,0,0,0,1
