nome,partido,uf,PDC 240/1999,PDC 341/1999,PEC 128/1995,PEC 128/1995,PEC 249/2000,PEC 249/2000,PEC 249/2000,PEC 249/2000,PEC 407/1996,PEC 407/1996,PEC 407/1996,PEC 601/1998,PEC 601/1998,PEC 7/1999,PEC 7/1999,PEC 7/1999,PEC 7/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PL 1428/1999,PL 1615/1999,PL 1617/1999,PL 1617/1999,PL 2549/2000,PL 2549/2000,PL 3156/2000,PL 3310/1997,PL 3310/1997,PL 3756/2000,PL 3756/2000,PL 3756/2000,PL 3837/2000,PL 4155/1998,PL 621/1999,PL 621/1999,PLP 113/2000,PLP 113/2000,PLP 113/2000,PLP 113/2000,PLP 113/2000,PLP 113/2000,PLP 113/2000,PLP 114/2000,PLP 114/2000,PLP 114/2000,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 220/1998,PLP 220/1998,PLP 220/1998,PLP 23/1999,PLP 23/1999,PLP 23/1999,PLP 77/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 90/1999,PRC 72/2000
Duilio Pisaneschi,PTB,SP,0,1,1,1,-1,1,-1,0,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,0,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,1,-1,0,1,1,-1,1,-1,1,1,-1,-1,1,-1,-1,0,0,0,0,0,1,1,1,1,-1,-1,1,1,-1,1,1,-1,1,-1,-1,0,-1,-1,-1,-1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,-1,1,-1,0,0,-1,-1,1,-1,1,1,1,1,1,1,-1,0,1,0,-1,-1,-1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,-1
Jair Meneguelli,PT,SP,0,0,1,1,1,1,1,1,0,0,1,1,1,1,-1,0,-1,-1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1,1,1,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,1,1,-1,-1,1,-1,1,1,1,0,-1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,1,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,-1,-1,-1,-1,1,1,-1,1,0,0,-1,-1,1,-1,0,0,0,0,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,1,1,1,1,1,0,-1,-1,-1,0,1,-1,-1,-1,1
Jorge Tadeu Mudalen,PMDB,SP,-1,1,1,1,0,1,0,1,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,0,0,1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,-1,0,0,0,1,1,1,1,-1,-1,1,1,-1,1,1,-1,1,-1,-1,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,-1,0,0,-1,1,-1,1,-1,1,1,1,1,0,1,1,-1,1,-1,1,1,0,-1,1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,0,0,0,1,1,-1,-1,1,1,-1,0,-1,-1
José Genoíno,PT,SP,0,1,1,1,1,1,1,1,-1,1,1,1,1,-1,-1,0,-1,-1,1,1,-1,-1,0,0,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,-1,1,1,1,0,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,1,1,-1,-1,0,-1,1,1,1,0,-1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,1,0,-1,1,-1,-1,1,1,-1,1,1,0,-1,-1,1,-1,0,0,0,0,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,0,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,0,1,-1,-1,-1,1
Marcelo Barbieri,PMDB,SP,0,0,1,0,-1,1,1,0,0,0,0,0,1,1,-1,0,-1,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,0,1,1,1,-1,-1,1,-1,-1,-1,0,1,1,1,-1,1,1,1,0,1,-1,1,0,0,0,-1,-1,1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,-1,1,0,-1,-1,-1,0,-1,0,-1,-1,1,0,-1,-1,0,0,1,1,-1,0,0,1,-1,-1,1,-1,-1,1,1,-1,0,-1,1,0,0,-1,0,-1,-1,0,1,-1,1,-1,1,1,0,0,0,0,0,1,1,0,-1,1,1,-1,0,0,0
Teté Bezerra,PMDB,MT,0,0,1,1,-1,1,-1,1,0,0,0,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,1,1,-1,0,1,-1,-1,0,0,0,0,0,1,1,1,0,0,-1,1,1,-1,1,1,0,0,-1,-1,0,-1,-1,1,-1,0,1,1,-1,1,1,1,1,1,1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,1,1,1,-1,1,1,-1,0,-1,1,0,0,1,-1,-1,-1,1,1,0,-1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,-1,1
Agnelo Queiroz,PCdoB,DF,1,1,0,1,-1,1,1,1,-1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,0,-1,1,1,1,1,1,-1,-1,-1,1,1,-1,0,1,0,-1,1,1,0,-1,0,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,1,0,1,0,-1,1,1,-1,-1,-1,1,-1,1,1,1,1,-1,-1,-1,-1,0,1,0,-1,-1,-1,1,-1,1,1,-1,1,0,-1,-1,-1,-1,0,1,-1,1,1,0,-1,-1,1,-1,0,0,0,0,-1,-1,1,-1,0,-1,-1,-1,-1,-1,1,-1,0,-1,1,1,0,1,1,1,1,0,-1,-1,0,1,1,-1,-1,-1,1
Lidia Quinan,PSDB,GO,-1,1,1,1,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,0,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,0,1,-1,0,0,0,1,1,1,0,0,-1,0,0,0,0,0,-1,1,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,-1,1,1,1,-1,-1,0,1,-1,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,1,1,-1,-1,0,1,-1,-1,-1,0,1,1,0,0,0,0,0,0,-1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,-1
Zé Gomes da Rocha,PMDB,GO,0,1,1,0,0,1,-1,1,0,0,0,0,1,-1,1,-1,0,1,-1,-1,1,1,0,0,-1,0,1,1,1,1,0,1,0,1,1,0,1,-1,0,0,0,0,1,-1,0,-1,0,-1,1,1,1,-1,-1,0,1,1,-1,-1,1,0,0,0,0,0,0,0,0,-1,1,1,-1,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,-1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,-1,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,-1,0,0,0,0,-1,1,0,1,-1,1,1,1,1,1,-1,-1,0,0,-1,1,1,1,1,1,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1
Marisa Serrano,PSDB,MS,0,1,1,1,0,0,0,0,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,0,0,1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,1,0,0,1,1,-1,0,-1,1,1,0,-1,1,-1,-1,1,-1,0,0,0,1,1,1,1,-1,0,1,1,-1,1,1,0,1,-1,-1,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,0,1,0,-1,0,1,-1,1,1,1,0,0,1,-1,-1,1,0,-1,-1,0,0,0,0,0,1,1,1,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,1,1,0,1,1,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1
Basílio Villani,PSDB,PR,0,0,0,0,-1,1,-1,1,0,0,0,1,1,-1,1,-1,0,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,-1,-1,-1,0,1,0,-1,1,-1,0,-1,1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,1,1,-1,1,1,1,-1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Luciano Pizzatto,PFL,PR,0,0,1,0,-1,1,-1,1,-1,1,0,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,0,-1,1,1,1,1,1,1,1,1,1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,-1,-1,1,-1,0,0,0,1,1,1,0,0,0,1,1,-1,1,1,0,0,-1,-1,-1,-1,-1,1,-1,0,0,0,-1,1,1,1,0,1,1,0,0,1,1,0,0,-1,0,0,0,-1,-1,1,-1,1,0,0,1,0,1,-1,0,1,0,0,0,0,1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,0,0,1,-1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
Odílio Balbinotti,PSDB,PR,-1,0,1,0,-1,1,-1,0,0,0,1,0,1,-1,1,-1,1,1,-1,0,1,1,1,-1,0,0,1,1,1,1,1,0,1,0,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,-1,0,0,0,1,1,0,1,-1,-1,0,0,0,0,0,-1,1,-1,-1,0,-1,0,1,-1,1,1,1,-1,1,1,1,1,1,0,-1,-1,1,1,1,0,-1,-1,1,0,-1,-1,1,-1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,-1,-1,-1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,-1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,-1
Werner Wanderer,PFL,PR,-1,0,0,1,-1,1,-1,0,-1,1,1,0,1,-1,1,-1,1,0,0,0,0,0,0,0,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,0,1,1,-1,0,-1,1,-1,1,0,1,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,0,0,0,1,0,0,0,0,0,1,1,-1,1,1,-1,1,-1,-1,-1,0,0,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,-1,0,0,0,0,0,0,1,-1,-1,-1,1,-1,1,1,1,1,1,0,0,-1,1,0,1,-1,1,1,0,-1,-1,1,1,1,-1,1,1,0,1,1,-1,-1,1,0,-1,1,0,1,1,1,-1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,-1
Edinho Bez,PMDB,SC,0,0,1,1,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,0,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,1,1,-1,-1,1,1,0,1,1,-1,1,-1,-1,0,-1,-1,1,0,1,1,1,-1,1,0,1,0,1,0,-1,-1,1,1,1,-1,0,-1,1,-1,1,0,1,-1,1,1,0,1,0,1,1,-1,1,1,1,-1,0,1,0,0,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,-1
Hugo Biehl,PPB,SC,-1,0,1,1,-1,1,-1,1,-1,-1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,0,1,-1,1,-1,0,-1,-1,1,1,-1,1,-1,0,-1,1,1,1,-1,1,-1,0,0,1,1,0,-1,-1,-1,-1,0,0,0,1,1,1,1,-1,-1,1,0,0,1,1,-1,1,-1,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,0,-1,1,1,1,-1,1,-1,1,-1,-1,-1,1,-1,1,1,1,1,0,1,-1,0,1,1,1,1,0,0,1,-1,0,1,1,1,-1,0,1,1,1,1,-1,-1,1,1,-1,1,1,1,0,1,-1,1,1,1,-1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,-1
Paulo Gouvêa,PFL,SC,0,0,0,0,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0
Serafim Venzon,PDT,SC,0,1,1,1,-1,1,1,1,-1,1,1,1,1,1,0,-1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,0,1,1,-1,1,1,1,0,1,-1,-1,0,1,1,0,-1,1,-1,-1,1,1,0,-1,-1,-1,-1,-1,1,-1,0,1,0,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,0,1,0,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,1,0,-1,1,-1,0,1,1,-1,1,1,0,1,-1,0,0,1,0,0,0,0,-1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,0,1,1,1,1,1,1,1,1,-1,-1,-1,1,0,-1,-1,-1,1
Airton Dipp,PDT,RS,0,1,1,1,-1,1,1,1,-1,1,-1,1,1,1,-1,1,-1,-1,1,1,-1,-1,1,0,1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,-1,1,1,1,1,1,-1,1,1,1,0,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,1,-1,0,-1,-1,-1,-1,0,0,0,1,1,0,-1,1,1,1,0,1,-1,-1,-1,1,1,0,1,1,-1,1,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,1,1,1,-1,1,1,0,1,-1,1,-1,0,0,0,0,-1,0,1,-1,1,1,-1,-1,-1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,1
Fetter Junior,PPB,RS,-1,1,1,1,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,1,1,-1,1,-1,1,1,1,1,1,-1,-1,0,-1,0,0,0,1,1,1,1,-1,-1,1,1,-1,1,1,-1,1,-1,0,0,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,1,1,1,0,1,-1,-1,1,1,1,0,0,0,1,-1,-1,1,-1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,0,0,1,1,1,-1,1,1,-1,1,1,1,1,1,1,0,1,1,-1,-1,1,0,-1,0,1,1
Germano Rigotto,PMDB,RS,-1,1,1,1,-1,0,0,1,-1,1,0,0,1,-1,1,0,0,1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,0,1,-1,1,0,-1,-1,-1,1,1,-1,1,-1,1,-1,0,0,0,0,0,-1,1,1,-1,-1,0,-1,0,1,-1,0,0,0,-1,1,1,0,0,0,1,1,-1,1,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,0,1,-1,-1,1,1,0,0,1,1,-1,1,0,1,0,0,1,-1,-1,0,0,0,0,-1,0,1,1,1,1,0,0,0,1,-1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1
Paulo Paim,PT,RS,0,1,1,1,1,1,0,1,-1,1,1,1,1,1,-1,0,-1,-1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,0,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,0,0,-1,1,1,-1,0,-1,-1,0,-1,1,0,0,0,1,0,-1,1,-1,0,0,1,0,-1,0,0,1,1,1,0,0,0,0,0,-1,-1,1,-1,1,1,1,1,-1,-1,-1,0,-1,1,0,1,-1,-1,1,-1,-1,0,-1,1,0,0,-1,-1,0,1,1,-1,1,1,0,-1,-1,1,-1,0,0,0,0,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,1,0,-1,-1,-1,1
Fioravante,PT,RS,0,0,1,1,1,0,1,0,0,1,1,1,1,1,-1,0,0,-1,1,1,-1,-1,1,1,1,1,-1,0,-1,-1,-1,1,1,1,1,-1,-1,1,0,-1,0,0,1,1,1,-1,0,0,1,0,1,-1,-1,0,0,0,0,0,0,0,0,1,1,-1,0,0,-1,-1,-1,0,-1,0,1,1,-1,-1,1,-1,0,1,1,0,-1,1,0,0,1,1,1,-1,1,1,0,-1,0,0,-1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,1,0,-1,0,-1,0,1,1,-1,1,0,0,-1,-1,0,0,0,0,0,0,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,1,1,1,1,1,0,0,-1,-1,1,0,-1,-1,-1,1
Albérico Filho,PMDB,MA,0,0,1,0,-1,1,0,1,0,1,1,1,1,-1,1,-1,0,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,0,1,-1,1,0,1,1,1,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,0,0,0,1,1,1,1,-1,-1,1,1,-1,1,1,-1,1,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,0,-1,1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,1,1,1,1,0,1,-1,0,0,1,0,1,-1,1,1,1,1,1,0,0,0,1,-1,1,1,1,0,1,-1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,-1
Ana Catarina,PMDB,RN,0,0,1,0,-1,1,-1,1,0,0,0,1,0,1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,0,1,0,1,1,0,1,1,1,0,0,-1,0,0,-1,0,1,0,0,1,-1,0,-1,1,1,0,-1,1,-1,0,1,-1,0,1,0,0,-1,-1,0,0,0,1,1,1,0,0,0,0,1,-1,1,0,-1,1,-1,-1,0,0,0,1,-1,0,1,1,0,0,1,1,-1,0,1,0,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,1,0,1,0,-1,1,1,-1,1,1,0,0,0,1,0,-1,-1,0,0,1,-1,1,-1,1,-1,0,0,0,0,1,-1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,-1,0,1,1,0,-1,1
Arnaldo Madeira,PSDB,SP,-1,1,1,0,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,0,0,0,1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,0,1,1,1,-1,0,0,0,1,0,1,1,-1,-1,1,1,-1,1,1,-1,1,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,0,1,1,-1,1,-1,-1,1,1,0,-1,1,1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1
Chico da Princesa,PSDB,PR,-1,1,1,1,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,1,-1,1,1,-1,1,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,-1,1,1,0,1,1,-1,-1,1,0,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Jaime Fernandes,PFL,BA,-1,0,1,1,-1,1,-1,1,-1,1,1,0,1,-1,1,-1,1,0,0,0,0,0,0,0,-1,-1,1,0,0,1,1,0,1,1,1,-1,1,-1,-1,-1,0,0,1,-1,1,-1,1,-1,1,1,1,-1,0,-1,1,1,-1,-1,1,0,0,-1,-1,0,0,0,1,1,1,1,-1,-1,1,1,-1,1,1,-1,1,-1,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,-1,-1,1,1,1,-1,-1,0,1,-1,-1,-1,1,-1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,-1,-1,0,1,1,1,-1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-1
João Magalhães,PMDB,MG,-1,0,1,1,-1,1,-1,1,-1,1,1,1,0,0,1,-1,1,1,-1,-1,-1,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,1,1,1,1,0,0,0,-1,1,1,1,-1,1,0,0,0,-1,-1,1,0,0,1,-1,0,0,0,1,1,1,1,0,-1,1,1,-1,1,0,-1,1,-1,0,0,-1,-1,1,-1,1,1,1,0,0,1,1,0,1,1,-1,1,1,1,1,-1,-1,-1,0,0,0,0,0,0,1,1,1,1,1,-1,1,-1,1,0,1,1,0,0,-1,1,-1,1,0,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,0,0,0,0,0,0,0,-1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,-1,1,0,0
Júlio Redecker,PPB,RS,0,1,1,0,-1,1,0,0,-1,1,1,0,0,-1,1,-1,1,1,-1,-1,1,1,0,0,-1,-1,1,0,0,1,0,1,1,1,0,-1,1,-1,-1,-1,-1,0,0,-1,1,-1,0,-1,1,1,0,-1,1,-1,0,0,0,0,1,-1,0,1,-1,0,0,0,1,1,1,1,0,-1,0,1,0,1,1,-1,1,0,0,0,0,-1,1,-1,1,1,1,0,0,1,1,1,1,1,0,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,-1,0,1,-1,0,1,0,0,1,0,1,-1,-1,-1,1,1,1,-1,0,1,1,1,1,-1,0,1,1,-1,1,0,0,1,1,-1,1,1,1,-1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,-1
Marçal Filho,PMDB,MS,-1,1,1,1,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,0,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,1,1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,-1,0,0,0,1,1,1,1,-1,-1,1,1,-1,1,1,-1,1,-1,-1,0,-1,-1,1,-1,0,0,0,0,1,1,1,1,1,1,-1,-1,0,0,0,0,0,0,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,0,1,1,-1,1,1,1,-1,-1,-1,1,1,1,-1,1,1,1,1,-1,0,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,-1,1
