nome,partido,uf,MPV 385/2007,MPV 385/2007,MPV 385/2007,MPV 385/2007,MPV 385/2007,MPV 385/2007,MPV 397/2007,MPV 398/2007,MPV 398/2007,MPV 398/2007,MPV 398/2007,MPV 398/2007,MPV 398/2007,MPV 398/2007,MPV 399/2007,MPV 400/2007,MPV 402/2007,MPV 402/2007,MPV 402/2007,MPV 402/2007,MPV 404/2007,MPV 404/2007,MPV 404/2007,MPV 405/2007,MPV 405/2007,MPV 405/2007,MPV 405/2007,MPV 405/2007,MPV 405/2007,MPV 405/2007,MPV 405/2007,MPV 406/2007,MPV 408/2007,MPV 409/2007,MPV 409/2007,MPV 410/2007,MPV 411/2007,MPV 413/2008,MPV 413/2008,MPV 413/2008,MPV 414/2008,MPV 415/2008,MPV 415/2008,MPV 417/2008,MPV 418/2008,MPV 420/2008,MPV 421/2008,MPV 422/2008,MPV 422/2008,MPV 424/2008,MPV 424/2008,MPV 424/2008,MPV 424/2008,MPV 424/2008,MPV 425/2008,MPV 425/2008,MPV 425/2008,MPV 427/2008,MPV 429/2008,MPV 431/2008,MPV 431/2008,MPV 431/2008,MPV 431/2008,MPV 431/2008,MPV 431/2008,MPV 432/2008,MPV 432/2008,MPV 432/2008,MPV 432/2008,MPV 432/2008,MPV 432/2008,MPV 434/2008,MPV 434/2008,MPV 435/2008,MPV 435/2008,MPV 436/2008,MPV 436/2008,MPV 436/2008,MPV 436/2008,MPV 440/2008,MPV 440/2008,MPV 440/2008,MPV 441/2008,MPV 443/2008,MPV 443/2008,MPV 444/2008,MPV 445/2008,MPV 445/2008,MPV 445/2008,MPV 445/2008,MPV 445/2008,PDC 387/2007,PDC 387/2007,PDC 563/2008,PDC 563/2008,PEC 138/2003,PEC 138/2003,PEC 138/2003,PEC 138/2003,PEC 138/2003,PEC 333/2004,PEC 333/2004,PEC 495/2006,PEC 495/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PL 1990/2007,PL 2468/2007,PL 3452/2008,PL 3674/2008,PL 3674/2008,PL 3674/2008,PL 3674/2008,PL 3674/2008,PL 3674/2008,PL 940/2007,PLP 132/2007,PLP 132/2007,PLP 144/2007,PLP 177/2004,PLP 182/2004,PLP 183/2001,PLP 184/2004,PLP 2/2007,PLP 2/2007,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 375/2006,PRC 69/2007,REC 90/2007
Lelo Coimbra,PMDB,ES,0,1,-1,1,1,-1,1,0,0,0,0,-1,-1,1,0,1,-1,-1,1,0,-1,0,0,0,-1,-1,1,1,-1,1,1,1,1,-1,1,-1,0,-1,1,1,0,1,1,-1,-1,1,1,0,1,-1,1,-1,-1,1,0,-1,-1,0,-1,0,-1,1,-1,0,0,0,-1,0,0,1,1,0,1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,-1,1,1,-1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,-1,-1,1,0,-1,1,-1,0,1,1,1,1,0,1,1,0,1,1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,-1,1,0,1,-1,1,-1,-1,0,1,-1,-1,0,-1,0,1,0,1,-1,0,1,1,-1
Íris de Araújo,PMDB,GO,-1,1,-1,0,0,-1,0,-1,1,1,0,-1,0,1,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,1,1,1,-1,0,0,0,0,0,0,1,1,1,-1,-1,1,1,0,1,0,1,-1,-1,1,0,0,0,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,1,0,-1,-1,1,1,1,0,-1,1,1,-1,-1,0,0,1,1,1,1,-1,-1,-1,0,1,1,1,-1,-1,1,0,-1,1,-1,0,1,1,1,-1,0,0,0,1,0,1,-1,-1,0,0,0,1,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,-1,-1,0,-1,1,1,1,0,0,0,0,0,0,1,1,1
Marcelo Melo,PMDB,GO,0,1,-1,0,0,-1,1,-1,1,1,0,-1,-1,1,1,1,-1,-1,1,1,-1,0,0,-1,-1,-1,1,1,-1,1,1,1,0,-1,1,-1,0,0,1,1,0,-1,-1,-1,-1,1,1,0,1,-1,1,-1,-1,0,0,-1,0,-1,-1,1,-1,1,-1,-1,1,-1,0,-1,-1,1,0,-1,0,-1,0,-1,-1,-1,1,-1,-1,-1,1,0,1,0,-1,1,1,0,-1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,0,-1,1,-1,0,1,1,1,-1,0,1,1,-1,1,1,-1,0,-1,-1,1,0,0,0,1,0,1,1,-1,1,1,1,-1,1,0,-1,-1,0,-1,1,1,1,-1,1,0,1,-1,0,1,1,1
Pedro Wilson,PT,GO,-1,1,-1,0,0,-1,1,-1,1,1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,1,1,1,-1,1,0,0,-1,1,1,1,1,1,-1,-1,1,1,0,1,0,1,-1,-1,1,0,-1,-1,-1,-1,1,-1,0,-1,-1,1,-1,0,-1,1,-1,1,0,0,-1,-1,-1,-1,-1,1,0,-1,-1,1,1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,0,-1,-1,-1,1,1,1,1,-1,-1,1,0,-1,1,-1,0,1,1,1,-1,0,1,1,1,1,0,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,-1,0,1,1,1
Carlos Brandão,PSDB,MA,0,0,0,0,0,0,-1,0,0,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,-1,-1,1,1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,-1,1,1,0,0,-1,-1,-1,1,1,1,1,0,0,0,1,0,1,0,0,-1,-1,1,1,0,-1,-1,-1,1,-1,0,0,0,0,-1,-1,0,1,1,0,1,1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,1
Davi Alves Silva Júnior,PDT,MA,-1,1,-1,0,1,0,1,-1,1,1,1,-1,-1,1,0,0,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,1,-1,1,1,1,1,-1,1,-1,0,-1,1,1,1,-1,-1,1,-1,1,1,0,1,-1,1,-1,-1,1,0,-1,0,-1,0,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,1,0,0,-1,-1,-1,1,0,-1,-1,-1,0,0,0,-1,0,1,-1,-1,1,1,1,1,1,0,0,0,0,1,1,1,1,-1,-1,1,0,-1,1,-1,0,1,1,1,-1,0,1,1,1,1,1,-1,-1,0,0,1,0,1,1,1,1,1,1,-1,1,1,1,-1,1,0,-1,-1,-1,-1,1,1,1,-1,1,-1,1,-1,0,1,1,0
Domingos Dutra,PT,MA,-1,0,-1,0,0,-1,1,-1,1,1,0,-1,-1,1,0,0,-1,-1,0,1,0,1,-1,0,0,0,0,0,0,0,0,1,1,-1,1,-1,0,-1,1,1,1,1,1,0,-1,1,1,0,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,0,0,-1,-1,1,-1,1,-1,1,0,-1,-1,-1,-1,1,0,-1,-1,1,0,1,0,-1,1,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,1,0,0,1,-1,0,1,1,1,-1,0,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,-1,0,-1,-1,1,0,0,-1,1,0,1,-1,0,1,1,-1
Flávio Dino,PCdoB,MA,-1,1,0,0,0,-1,0,-1,1,1,0,-1,-1,1,1,1,-1,-1,0,1,-1,1,-1,-1,0,-1,0,0,-1,1,0,0,1,-1,1,-1,0,0,0,0,0,0,0,-1,-1,1,1,-1,1,0,1,0,-1,1,0,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,-1,1,0,0,0,-1,1,1,-1,-1,0,1,1,1,0,0,-1,-1,-1,1,1,1,1,-1,-1,1,0,-1,1,-1,1,1,1,0,-1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,-1,1,0,1,-1,1,0,-1,-1,0,-1,1,0,1,0,0,0,0,0,0,0,1,1
Pinto Itamaraty,PSDB,MA,0,0,0,0,0,0,-1,0,0,-1,1,1,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,-1,1,1,1,1,-1,-1,-1,1,1,1,1,0,0,0,0,0,1,0,0,-1,-1,1,1,0,-1,-1,-1,1,-1,0,0,0,0,-1,0,0,1,1,1,1,1,-1,1,1,1,0,0,0,0,0,1,0,-1,0,-1,0,-1,0,0,0,-1,1,0,0
Julião Amin,PDT,MA,0,1,-1,1,0,0,1,-1,1,1,0,-1,-1,1,1,1,-1,-1,1,1,-1,0,0,-1,0,-1,1,1,0,1,1,1,1,-1,1,0,0,-1,1,1,1,1,1,-1,-1,1,1,0,1,0,0,-1,-1,1,0,0,0,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,1,0,-1,-1,1,1,0,0,0,0,1,-1,-1,1,1,1,0,1,1,-1,-1,0,0,0,1,1,-1,0,1,-1,-1,1,-1,0,1,1,1,-1,0,1,1,1,0,1,-1,-1,0,-1,1,0,0,0,0,1,1,1,-1,1,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Professor Setimo,PMDB,MA,0,1,-1,0,0,-1,1,-1,1,1,0,-1,-1,1,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,1,0,-1,1,1,1,1,-1,1,-1,0,-1,1,1,1,1,-1,0,-1,0,1,0,1,-1,1,0,0,0,0,-1,-1,0,-1,1,-1,0,-1,-1,1,-1,0,-1,1,-1,1,-1,0,0,0,0,-1,-1,1,0,-1,-1,1,1,1,0,-1,0,1,0,-1,1,1,1,1,0,1,-1,-1,-1,1,1,1,1,-1,-1,1,0,-1,1,-1,0,1,1,1,-1,0,1,1,1,0,1,-1,-1,-1,-1,1,0,1,1,1,0,1,1,-1,1,0,1,0,0,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,-1,0,0,1,1
Waldir Maranhão,PP,MA,-1,1,-1,0,0,0,1,-1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,1,-1,-1,0,-1,1,1,-1,1,1,1,1,-1,1,-1,0,0,0,0,1,-1,0,1,-1,1,1,0,1,-1,1,-1,0,1,0,-1,-1,-1,0,1,-1,0,0,-1,-1,-1,-1,0,-1,1,1,-1,1,-1,0,0,0,0,0,-1,-1,-1,1,0,1,0,-1,1,1,-1,0,1,1,1,1,1,1,0,-1,-1,1,1,0,0,-1,0,1,0,-1,1,1,0,1,1,1,-1,0,1,1,-1,1,1,-1,-1,-1,-1,1,0,1,1,1,0,1,1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,-1,0,0,1,1
Aelton Freitas,PR,MG,-1,0,0,0,0,-1,0,-1,1,1,1,-1,-1,1,1,1,-1,-1,1,0,-1,1,0,0,-1,-1,1,0,-1,1,0,0,1,-1,0,-1,0,0,1,1,1,-1,-1,1,-1,1,1,0,0,-1,1,-1,-1,1,0,-1,0,0,0,0,-1,0,-1,-1,1,0,-1,0,0,0,0,0,1,0,-1,0,0,0,0,-1,-1,-1,0,1,0,0,1,0,1,-1,-1,0,1,1,1,0,1,-1,-1,-1,0,1,1,1,0,-1,1,0,-1,1,-1,0,1,0,1,-1,0,1,1,-1,1,0,-1,-1,0,-1,1,1,0,1,1,1,0,0,-1,1,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,-1,1,-1,0,1,1,0
Alexandre Silveira,PPS,MG,-1,1,0,0,0,0,1,-1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,-1,1,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,-1,1,0,0
Antônio Roberto,PV,MG,-1,1,-1,0,0,-1,1,-1,1,1,1,-1,-1,1,1,1,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,1,1,-1,1,-1,0,-1,1,-1,0,0,0,0,-1,1,-1,0,-1,-1,1,0,0,0,0,-1,-1,-1,-1,1,-1,0,-1,-1,1,-1,-1,-1,1,-1,1,0,0,-1,0,0,0,0,0,0,0,-1,-1,1,0,0,-1,0,0,0,-1,1,1,1,1,0,1,-1,-1,-1,1,1,1,1,-1,-1,1,0,-1,1,0,0,1,1,1,-1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,-1,1,0,1,0,0,0,-1,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,1
Ciro Pedrosa,PV,MG,0,0,0,0,0,0,1,-1,1,1,1,0,0,1,1,1,-1,-1,1,1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,-1,1,-1,0,0,0,0,1,-1,-1,-1,-1,1,1,0,0,-1,1,0,0,0,0,-1,-1,0,0,1,-1,0,0,-1,1,-1,-1,-1,1,-1,1,0,0,0,0,-1,-1,-1,1,0,0,0,-1,1,1,0,-1,1,1,-1,-1,1,1,1,0,0,1,-1,-1,-1,1,1,1,0,-1,-1,1,-1,-1,1,-1,0,1,1,1,-1,0,0,1,-1,1,1,-1,-1,-1,-1,1,0,1,1,1,1,1,1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,1,1,1
Elismar Prado,PT,MG,-1,1,-1,0,0,-1,1,-1,1,1,-1,-1,-1,1,1,1,0,0,0,0,-1,1,0,-1,-1,-1,1,0,-1,1,1,1,1,-1,1,-1,0,-1,1,1,1,1,1,-1,-1,1,1,0,1,-1,1,-1,-1,1,0,-1,-1,-1,-1,1,-1,1,0,-1,1,-1,-1,0,1,-1,1,-1,1,-1,-1,-1,-1,-1,1,0,-1,0,0,1,1,0,-1,1,1,-1,-1,1,1,1,1,1,1,-1,-1,0,1,1,1,1,-1,-1,1,0,-1,1,-1,0,1,1,1,-1,0,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,0,1,1,-1,1,1,1,-1,1,0,0,-1,-1,-1,1,1,1,0,1,0,0,0,0,0,1,1
Fábio Ramalho,PV,MG,-1,1,-1,0,0,-1,1,-1,1,1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,-1,0,-1,-1,1,0,-1,1,0,1,0,-1,1,0,0,1,1,-1,1,1,1,1,-1,1,1,0,0,-1,1,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,0,0,-1,0,0,1,0,-1,0,1,-1,-1,1,1,1,1,0,1,0,-1,-1,1,1,1,1,0,0,0,0,-1,1,-1,0,1,1,1,-1,0,1,1,1,1,0,-1,-1,-1,-1,0,0,1,1,1,0,0,0,-1,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,1,-1,0,1,1
George Hilton,PP,MG,0,0,0,0,0,1,1,-1,1,1,0,-1,0,1,1,0,0,0,-1,-1,0,-1,1,-1,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0,0,0,0,0,0,-1,-1,0,0,1,-1,1,-1,-1,-1,0,-1,-1,-1,1,0,-1,1,0,-1,-1,-1,-1,1,0,-1,-1,1,0,1,0,-1,1,1,-1,-1,0,0,1,0,1,1,-1,-1,-1,0,0,1,1,-1,-1,1,0,0,1,-1,0,1,0,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,-1,0,-1,1,1,1,-1,1,-1,1,-1,0,0,0,1
Humberto Souto,PPS,MG,-1,0,1,0,0,0,1,-1,-1,1,0,1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,1,-1,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,1,-1,1,1,-1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,-1,-1,-1,1,0,1,1,0,0,0,1,0,1,0,0,-1,-1,1,1,0,-1,0,-1,1,-1,0,0,0,0,-1,-1,1,0,0,1,1,1,-1,1,0,0,0,0,0,0,0,1,0,-1,0,-1,0,-1,0,-1,1,0,0,-1,1
José Fernando Aparecido de Oliveira,PV,MG,-1,1,-1,1,0,0,1,-1,1,1,0,-1,-1,1,1,1,-1,-1,0,0,0,1,0,-1,0,-1,1,1,-1,1,1,1,1,0,1,-1,0,0,1,-1,1,-1,-1,0,-1,0,0,0,-1,0,1,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,1,-1,-1,0,1,0,0,-1,1,-1,0,0,0,-1,1,0,-1,-1,-1,1,1,0,0,1,1,-1,0,1,1,1,1,0,0,-1,-1,-1,1,1,0,0,-1,-1,1,0,-1,1,-1,0,1,0,0,0,0,1,1,1,1,1,-1,0,0,-1,1,1,1,1,1,1,1,1,-1,1,1,0,0,0,0,0,0,1,-1,-1,0,-1,0,-1,-1,-1,1,0,0,0,0
Jô Moraes,PCdoB,MG,-1,1,-1,0,0,-1,1,-1,1,1,0,-1,-1,0,1,1,0,-1,0,1,-1,1,-1,-1,0,-1,0,1,-1,1,1,1,1,-1,0,-1,-1,-1,1,1,1,1,1,-1,-1,1,1,-1,1,0,1,-1,-1,1,0,-1,-1,-1,-1,1,-1,0,0,-1,1,-1,0,0,1,-1,0,-1,0,0,0,-1,-1,-1,1,-1,-1,-1,1,1,1,0,-1,1,0,-1,-1,1,1,1,1,1,0,-1,-1,-1,1,1,1,1,-1,-1,1,0,-1,1,0,0,1,1,0,-1,0,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,0,0,1,1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,-1,0,0,1,1
Mário de Oliveira,PSC,MG,-1,1,-1,0,0,-1,1,-1,1,1,0,-1,-1,1,1,1,0,-1,1,0,-1,1,-1,-1,-1,-1,1,1,-1,1,0,0,0,-1,1,-1,0,0,0,0,1,1,1,-1,-1,1,1,0,1,-1,1,-1,-1,0,0,0,0,-1,-1,1,0,1,0,0,1,-1,-1,-1,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,1,1,1,1,-1,-1,-1,1,1,0,0,-1,-1,1,0,-1,1,0,0,1,1,1,-1,0,1,0,1,1,1,0,-1,-1,-1,1,0,1,1,1,0,0,1,0,0,1,0,-1,0,-1,-1,-1,0,0,1,1,0,0,0,-1,1,-1,0,0,1,-1
Miguel Corrêa,PT,MG,-1,1,-1,0,0,-1,1,-1,1,1,0,-1,-1,1,1,1,-1,-1,0,0,-1,1,-1,-1,0,-1,0,0,-1,1,1,0,0,-1,1,-1,0,0,1,1,1,1,1,-1,-1,0,0,0,0,-1,1,-1,-1,1,0,0,-1,0,0,0,0,0,0,-1,1,-1,-1,-1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,0,0,0,0,1,1,1,-1,0,-1,0,1,1,1,-1,0,0,0,-1,1,-1,0,1,1,1,-1,0,1,0,1,0,0,-1,-1,0,-1,1,0,0,1,1,0,1,1,-1,0,0,0,-1,1,0,-1,-1,0,0,1,0,1,0,1,0,0,0,0,0,1,-1
Bilac Pinto,PR,MG,0,0,0,0,0,-1,1,0,0,0,0,-1,-1,1,1,1,-1,-1,1,0,0,1,-1,-1,-1,-1,0,0,-1,1,0,1,1,-1,1,-1,0,0,0,0,0,0,0,0,-1,0,1,0,1,0,0,0,-1,1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,-1,1,1,0,1,-1,0,0,0,0,0,0,-1,-1,1,1,0,0,1,0,1,-1,-1,1,0,1,1,0,1,-1,-1,-1,1,1,1,1,0,-1,1,0,-1,1,-1,0,1,1,1,-1,0,1,1,-1,1,1,-1,0,-1,-1,1,1,1,1,1,1,0,0,-1,1,0,1,0,0,0,0,-1,-1,-1,1,0,-1,-1,1,0,0,0,0,1,1,1
Paulo Abi-Ackel,PSDB,MG,0,0,0,0,0,0,-1,0,0,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,-1,0,0,0,0,1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,-1,0,0,1,1,-1,0,-1,1,1,1,1,0,0,0,1,0,1,0,-1,0,-1,0,1,0,-1,-1,-1,1,0,0,0,0,0,-1,-1,-1,0,0,1,1,0,-1,1,0,1,0,0,0,0,0,1,0,-1,0,-1,0,0,0,0,1,-1,1,1,1
Rodrigo de Castro,PSDB,MG,0,0,0,0,0,0,-1,0,0,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,0,1,-1,-1,-1,1,1,1,1,0,0,0,0,0,1,0,0,-1,-1,1,1,0,-1,0,-1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,-1,0,-1,0,0,0,0,0,0,0,0,1
Dagoberto,PDT,MS,0,0,0,0,0,0,1,-1,1,1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,-1,0,-1,-1,1,1,0,1,1,1,1,-1,1,-1,0,0,0,0,0,1,1,-1,-1,1,1,0,1,-1,0,-1,-1,1,0,-1,-1,-1,-1,1,-1,0,0,-1,0,0,-1,-1,0,1,1,-1,0,-1,-1,-1,-1,0,1,0,-1,0,1,1,1,0,-1,0,1,-1,-1,1,0,1,1,0,1,-1,0,0,1,1,1,1,-1,-1,1,0,-1,1,-1,0,1,1,1,-1,0,1,1,1,1,1,0,-1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,0,0,0,-1,1,1,1,-1,1,-1,1,-1,0,1,1,1
Waldir Neves,PSDB,MS,0,0,0,0,0,0,-1,0,0,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,-1,0,0,-1,-1,0,1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,-1,1,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,-1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,-1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,-1,0,-1,0,0,0,0,1,-1,1,0,1
Eliene Lima,PP,MT,-1,1,-1,1,0,-1,1,-1,1,1,-1,-1,-1,1,0,1,-1,-1,1,0,-1,1,-1,-1,-1,-1,1,1,-1,1,1,1,1,-1,1,-1,0,-1,1,1,1,-1,-1,1,-1,1,1,0,1,-1,1,-1,-1,1,0,-1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,1,0,-1,-1,1,1,1,0,-1,0,1,-1,-1,1,1,1,1,1,1,0,-1,-1,1,1,1,1,-1,-1,0,0,-1,1,-1,0,1,1,1,-1,0,1,1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,-1,0,1,1,0
Homero Pereira,PR,MT,-1,1,0,0,0,-1,1,-1,1,1,0,-1,-1,1,1,1,-1,-1,0,1,0,1,-1,-1,-1,-1,1,0,-1,0,1,1,0,-1,0,0,0,-1,1,1,1,-1,-1,1,-1,1,1,0,1,0,0,-1,-1,1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,1,0,1,0,1,-1,-1,1,1,1,0,0,1,-1,0,-1,1,0,1,1,-1,0,1,0,-1,1,-1,0,1,1,1,-1,0,1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,0,0,1,1
Valtenir Pereira,PSB,MT,-1,1,-1,0,0,-1,1,-1,1,1,-1,0,-1,1,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,1,1,0,0,1,-1,0,-1,1,1,1,-1,-1,-1,-1,1,-1,0,1,-1,1,-1,-1,1,0,-1,-1,0,-1,0,-1,0,-1,0,1,-1,-1,-1,-1,1,1,-1,1,0,0,-1,0,-1,-1,0,-1,-1,0,1,1,0,-1,0,1,-1,-1,1,0,1,0,1,1,-1,-1,-1,0,0,1,1,-1,-1,1,0,0,0,-1,0,0,0,1,-1,0,1,1,1,0,0,-1,0,-1,-1,1,1,1,0,0,1,1,0,0,1,1,1,-1,0,-1,-1,0,-1,-1,1,1,1,-1,1,0,1,-1,0,1,1,1
Bel Mesquita,PMDB,PA,-1,1,-1,0,0,-1,1,-1,1,1,0,-1,-1,1,0,0,0,0,1,1,-1,0,-1,-1,0,-1,1,1,-1,1,0,1,1,-1,0,-1,0,-1,1,1,1,-1,1,-1,-1,0,1,0,0,-1,1,-1,0,0,0,-1,-1,-1,-1,1,-1,0,-1,-1,1,-1,-1,0,0,1,1,0,0,-1,-1,-1,-1,-1,1,0,-1,-1,0,1,1,0,0,0,0,0,-1,0,0,1,1,0,1,-1,-1,0,1,1,1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,-1,-1,-1,-1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,-1,0,0,0,1
