nome,partido,uf,MPV 447/2008,MPV 447/2008,MPV 447/2008,MPV 447/2008,MPV 449/2008,MPV 449/2008,MPV 449/2008,MPV 450/2008,MPV 450/2008,MPV 451/2008,MPV 451/2008,MPV 451/2008,MPV 451/2008,MPV 451/2008,MPV 451/2008,MPV 452/2008,MPV 452/2008,MPV 453/2009,MPV 454/2009,MPV 454/2009,MPV 454/2009,MPV 455/2009,MPV 457/2009,MPV 457/2009,MPV 457/2009,MPV 457/2009,MPV 457/2009,MPV 457/2009,MPV 458/2009,MPV 458/2009,MPV 458/2009,MPV 458/2009,MPV 458/2009,MPV 459/2009,MPV 460/2009,MPV 460/2009,MPV 460/2009,MPV 460/2009,MPV 460/2009,MPV 460/2009,MPV 460/2009,MPV 460/2009,MPV 462/2009,MPV 462/2009,MPV 462/2009,MPV 462/2009,MPV 464/2009,MPV 465/2009,MPV 465/2009,MPV 465/2009,MPV 465/2009,MPV 465/2009,MPV 465/2009,MPV 466/2009,MPV 466/2009,MPV 466/2009,MPV 466/2009,MPV 466/2009,MPV 466/2009,MPV 466/2009,MPV 468/2009,MPV 469/2009,MPV 469/2009,MPV 469/2009,MPV 469/2009,MPV 469/2009,MPV 470/2009,MPV 470/2009,MPV 470/2009,MPV 470/2009,MPV 470/2009,MPV 470/2009,MPV 470/2009,MSC 134/2009,PDC 981/2008,PDC 981/2008,PEC 130/2007,PEC 22/1999,PEC 277/2008,PEC 277/2008,PEC 277/2008,PEC 277/2008,PEC 324/2009,PEC 324/2009,PEC 324/2009,PEC 336/2009,PEC 336/2009,PEC 351/2009,PEC 351/2009,PEC 391/2009,PEC 391/2009,PEC 413/2005,PEC 413/2005,PEC 47/2003,PEC 483/2005,PEC 483/2005,PL 1664/2007,PL 18/2007,PL 1825/2007,PL 2502/2007,PL 2502/2007,PL 2502/2007,PL 2502/2007,PL 2502/2007,PL 2502/2007,PL 2502/2007,PL 2502/2007,PL 2502/2007,PL 2502/2007,PL 2660/1996,PL 2660/1996,PL 3021/2008,PL 451/1995,PL 5245/2009,PL 5245/2009,PL 5279/2009,PL 5312/2009,PL 5334/2009,PL 5498/2009,PL 5498/2009,PL 5498/2009,PL 5498/2009,PL 5498/2009,PL 5498/2009,PL 5498/2009,PL 5498/2009,PL 5498/2009,PL 5664/2009,PL 5798/2009,PL 5800/2005,PL 5829/2005,PL 5939/2009,PL 5939/2009,PL 5939/2009,PL 5939/2009,PL 5939/2009,PL 5940/2009,PL 5941/2009,PL 7703/2006,PL 7703/2006,PL 836/2003,PL 836/2003,PL 836/2003,PLP 12/2003,PLP 12/2003,PLP 217/2004,PLP 217/2004,PLP 28/2007,PLP 28/2007,PLP 28/2007,PLP 28/2007,PLP 462/2009,PLP 59/1999,REQ 5921/2009
Gilmar Machado,PT,MG,-1,0,0,0,-1,0,-1,0,1,-1,1,0,-1,0,1,1,1,-1,-1,0,-1,-1,0,0,0,0,1,1,0,0,0,0,0,-1,-1,1,0,1,-1,0,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,0,-1,-1,-1,-1,1,-1,0,1,-1,-1,0,0,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,0,-1,-1,1,-1,-1,-1,0,-1,1,-1,1,1,0,0,0,0,1,-1,0,1,1,-1,-1,-1,0,-1,1,1,0,0,-1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,-1,1,-1,1,1,-1
Leonardo Monteiro,PT,MG,-1,-1,-1,-1,-1,-1,0,0,0,0,1,-1,-1,1,1,1,1,-1,-1,0,-1,-1,-1,1,-1,1,0,0,-1,1,1,-1,1,-1,0,1,-1,0,1,-1,-1,0,0,0,-1,1,-1,-1,-1,0,-1,0,1,0,0,-1,0,1,-1,1,1,-1,0,-1,0,0,1,-1,-1,-1,1,-1,-1,1,-1,-1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,-1,1,1,1,1,0,1,1,-1,0,0,0,-1,1,0,0,-1,0,-1,1,0,0,0,0,1,1,0,1,-1,1,1,-1,-1,-1,-1,1,0,0,1,1,-1,0,0,1,1,1,-1,0,1,1,0,1,0,1,1,1,-1,0,0,1,1,0
Fernando Diniz,PMDB,MG,-1,-1,1,1,-1,0,-1,-1,1,1,1,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,0,1,1,-1,1,1,-1,1,1,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,-1,1,-1,0,1,0
Silas Brasileiro,PMDB,MG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,1,0,1,1,-1,1,1,-1,1,-1,1,-1,0,-1,0,1,1,1,1,-1,-1,-1,1,-1,0,1,-1,-1,-1,-1,1,-1,1,0,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,-1,-1,1,1,-1,0,1,1,1,0,0,0,1,-1,1,-1,-1,-1,1,-1,-1,0,1,-1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,-1,1,-1,1,1,1,-1,-1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,-1,1,0,1,0,0
Saraiva Felipe,PMDB,MG,-1,-1,1,1,-1,-1,-1,0,0,-1,1,0,0,0,0,1,1,-1,-1,-1,-1,-1,0,1,0,0,1,1,-1,0,0,0,0,0,-1,1,-1,1,-1,-1,0,0,1,1,0,1,-1,1,-1,1,0,1,0,-1,-1,-1,0,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,0,-1,1,-1,-1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,-1,0,0,1,1,0,1,0,-1,1,-1,-1,0,0,0,0,1,1,0,1,-1,0,1,1,1,1,1,0,0,0,0,0,0,0,-1,1,-1,1,1,1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,0
Geraldo Thadeu,PPS,MG,0,1,1,1,1,0,0,0,0,0,0,1,1,-1,-1,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,-1,-1,1,-1,1,-1,-1,1,-1,1,0,0,0,-1,-1,1,0,1,0,0,0,0,1,-1,1,1,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,-1,1,1,0,1,1,1,0,1,1,1,0,1,-1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,-1,0,0,1,0,1,1,-1,-1,1,-1,-1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,-1,1,0,0,1,1,0,0,0,0,1,1,0
Narcio Rodrigues,PSDB,MG,0,0,1,1,0,0,0,1,-1,0,0,0,1,0,0,-1,-1,-1,0,-1,0,1,0,0,0,0,-1,-1,0,0,-1,1,-1,1,0,-1,0,-1,0,-1,0,-1,-1,-1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,1,-1,0,1,1,0,0,1,1,0,1,1,0,1,-1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,1,0,-1,1,1,0,-1,-1,-1,-1,-1,1,1,1,0,0,-1,-1,0,-1,0,-1,-1,0,1,1,0,0,0,0,1,1,1,-1,1,1,0,1,0
Eduardo Barbosa,PSDB,MG,0,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,-1,1,1,0,0,0,0,-1,0,-1,-1,1,-1,1,0,-1,1,-1,-1,0,0,0,-1,-1,1,1,1,0,0,0,0,1,-1,1,0,0,0,0,0,-1,0,-1,0,0,0,1,-1,0,0,0,0,0,0,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,-1,1,0,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,0,1,-1,1,1,1,0,1,1,-1,1,1,1,1,0
Rafael Guerra,PSDB,MG,0,0,1,1,0,0,0,0,-1,0,0,0,0,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,-1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,-1,0,-1,0,-1,-1,0,0,1,0,0,-1,0,-1,0,0,-1,0,0,1,0,1,0,0,0,1,0,0,-1,0,0,1,1,0
Biffi,PT,MS,-1,0,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,1,0,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,0,-1,1,1,-1,1,-1,-1,0,-1,1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,1,0,-1,-1,1,-1,-1,1,-1,-1,1,1,1,0,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,0,-1,1,1,1,1,1,-1,1,1,-1,1,0,1,1,1,-1,1,-1,1,1,0
Vander Loubet,PT,MS,-1,0,0,0,-1,-1,-1,0,1,0,1,-1,-1,1,1,1,1,-1,-1,0,0,-1,0,0,0,0,0,0,-1,1,1,-1,1,-1,0,1,-1,0,0,0,-1,1,0,-1,-1,1,0,0,0,1,0,0,0,-1,-1,0,0,0,0,1,0,0,-1,-1,-1,0,1,-1,0,-1,1,-1,-1,1,0,0,1,1,1,-1,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,1,0,1,-1,0,-1,-1,0,0,-1,-1,0,1,-1,0,-1,1,1,1,0,1,1,0,-1,-1,1,1,-1,-1,-1,0,0,1,1,1,0,-1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,-1,1,0,0
Nelson Trad,PMDB,MS,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,0,0,1,-1,1,0,1,-1,1,1,1,1,1,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,1,-1,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,-1,0,0,1,1,-1,0,0,0,0,1,1,1,0,1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0
Waldemir Moka,PMDB,MS,-1,-1,1,1,-1,-1,-1,-1,1,0,1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,0,0,0,0,1,0,-1,1,1,-1,0,1,-1,1,1,1,0,-1,-1,1,1,1,1,0,-1,-1,0,1,-1,1,1,-1,-1,-1,-1,1,0,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,1,0,1,1,-1,1,1,1,1,0,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,0,1,-1,-1,0,1,-1,-1,0,0,-1,1,-1,1,1,1,0,1,1,-1,-1,-1,1,1,-1,0,1,1,1,0,0,0,0,-1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,-1,1,0,1,1,0
Carlos Abicalil,PT,MT,-1,0,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,0,1,-1,1,0,1,-1,1,1,-1,1,0,-1,1,-1,1,0,-1,0,0,-1,-1,-1,1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,1,-1,1,0,0,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,0,-1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,-1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,1,0,1,1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,-1,1,-1,1,1,0
Thelma de Oliveira,PSDB,MT,1,1,1,1,0,0,0,0,-1,0,0,0,1,-1,0,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,-1,0,-1,-1,1,0,1,0,-1,1,0,0,-1,-1,1,-1,-1,1,1,1,0,0,0,0,0,-1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,-1,1,0,0,1,0,1,1,1,1,1,1,-1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-1,-1,-1,1,0,-1,0,1,-1,-1,-1,-1,-1,-1,0,1,0,0,0,-1,0,-1,-1,-1,-1,-1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0
Paulo Rocha,PT,PA,-1,-1,-1,-1,0,0,0,-1,1,-1,1,-1,-1,1,1,1,1,-1,0,-1,-1,-1,-1,1,-1,1,1,1,-1,1,1,-1,1,-1,-1,1,-1,1,0,-1,-1,-1,-1,0,-1,0,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1,0,0,0,0,0,0,1,-1,0,-1,1,-1,-1,1,-1,-1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,-1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,1,1,1,1,0,1,0,0,1,-1,0,-1,0,0,-1,0,0,1,-1,-1,0,1,1,1,0,-1,1,1,1,1,1,1,0,0,-1,1,-1,1,1,0
Zé Geraldo,PT,PA,-1,0,0,-1,0,-1,0,0,1,0,1,-1,-1,1,0,1,1,0,0,0,0,0,0,1,-1,1,0,0,-1,1,1,-1,1,0,0,1,0,1,-1,-1,1,-1,0,-1,-1,1,0,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,0,0,0,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,1,1,-1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,-1,1,1,1,0,1,0,1,-1,1,0,-1,0,1,-1,-1,-1,1,-1,0,-1,1,1,0,1,1,1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,-1,0,0,1,1,1,1,0,1,-1,1,1,0,0,0,-1,1,-1,1,1,0
Zenaldo Coutinho,PSDB,PA,0,0,1,-1,1,1,1,0,-1,0,0,0,0,-1,-1,-1,-1,1,-1,0,0,1,0,1,0,-1,0,0,0,-1,0,1,-1,-1,0,-1,0,-1,0,-1,-1,1,0,0,1,1,1,0,0,0,0,1,-1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,-1,1,0,-1,0,1,1,1,1,1,1,-1,-1,1,0,1,-1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,-1,-1,1,1,0,1,-1,-1,-1,-1,-1,0,-1,0,0,1,0,0,0,-1,-1,0,-1,0,0,0,1,-1,-1,1,1,1,0,1,1,-1,1,-1,1,1,0
Nilson Pinto,PSDB,PA,1,-1,1,-1,0,1,0,1,-1,0,-1,0,1,-1,-1,0,-1,1,-1,-1,-1,0,1,0,0,0,0,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,0,-1,-1,1,-1,-1,1,1,1,0,0,0,0,1,-1,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,-1,1,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,0,0,1,0,0,-1,0,-1,0,-1,-1,-1,0,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,0
Luiz Couto,PT,PB,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,1,-1,0,-1,-1,-1,-1,1,-1,1,1,1,-1,1,1,-1,1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,0,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,0,1,1,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,0,1,-1,1,1,1,0,1,0,1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,0,0,1,-1,1,1,0
Maurício Rands,PT,PE,-1,0,-1,0,0,-1,-1,-1,1,0,1,-1,-1,1,1,1,1,-1,-1,0,-1,0,0,0,0,0,0,1,0,1,0,-1,1,-1,0,0,0,0,0,0,-1,-1,0,-1,-1,1,0,-1,0,0,-1,-1,0,-1,-1,-1,-1,1,0,0,1,0,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,1,1,1,-1,-1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,0,0,1,0,0,1,1,-1,-1,0,0,0,1,1,0,-1,0,0,1,0,0,0,-1,1,1,-1,0,0,0,0,0,0,1,-1,1,0,0
Marcelo Castro,PMDB,PI,-1,-1,0,1,0,-1,-1,-1,1,0,0,-1,-1,1,1,1,1,-1,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,0,1,1,-1,1,-1,1,0,-1,-1,1,1,0,1,1,0,-1,-1,1,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0,0,1,1,-1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,1,-1,0,0,0,1,1,0,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,-1,1,-1,0,0,0
Dr. Rosinha,PT,PR,-1,-1,-1,-1,0,-1,0,-1,1,0,0,0,0,0,0,1,1,0,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,1,1,-1,1,-1,-1,1,-1,1,1,-1,-1,0,0,0,0,0,-1,0,-1,0,0,-1,1,0,0,0,0,0,0,1,0,-1,-1,-1,0,-1,0,0,0,0,0,0,0,-1,-1,-1,0,1,1,0,1,1,1,0,1,1,0,-1,-1,1,0,1,-1,1,0,1,0,1,1,0,0,0,0,0,-1,1,-1,-1,0,1,-1,1,0,0,0,1,0,1,1,1,-1,-1,0,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,-1,1,-1,1,1,0
Assis do Couto,PT,PR,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,0,0,0,0,1,1,-1,0,0,0,-1,-1,1,-1,1,1,1,-1,1,1,-1,1,-1,-1,1,-1,1,1,0,0,-1,0,0,-1,0,-1,-1,-1,1,0,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,0,1,-1,1,1,1,1,1,1,1,0,-1,1,-1,-1,-1,0,0,-1,1,1,1,0,-1,1,1,1,1,0,-1,1,1,1,0,0,1,1,1,-1,1,-1,0,1,-1
Moacir Micheletto,PMDB,PR,0,-1,1,1,-1,0,-1,-1,-1,0,1,0,-1,1,-1,0,1,-1,0,-1,0,-1,0,0,-1,0,0,0,-1,1,1,1,1,1,-1,1,-1,1,0,-1,0,0,0,0,1,1,0,0,0,1,-1,1,1,-1,-1,-1,0,1,-1,1,1,0,0,-1,-1,0,0,0,0,-1,1,-1,-1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,-1,-1,1,1,0,1,1,1,0,-1,1,-1,-1,-1,1,-1,-1,1,0,0,1,0,0,1,1,1,1,0,1,-1,-1,-1,-1,-1,0,0,0,-1,0,0,1,-1,0,0,0,1,1,0,-1,0,0,0,1,1,1,1,1,0,1,-1,0,0,0
Osmar Serraglio,PMDB,PR,-1,-1,0,1,-1,-1,-1,-1,-1,-1,1,-1,0,1,1,1,0,1,-1,-1,-1,-1,-1,1,-1,1,1,0,-1,1,1,-1,-1,1,-1,1,-1,1,0,-1,-1,1,-1,0,-1,1,-1,-1,-1,1,-1,1,1,-1,-1,0,-1,1,-1,1,1,-1,-1,-1,-1,0,1,-1,-1,-1,1,-1,-1,1,0,1,-1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,0,-1,1,1,-1,1,-1,1,1,0,1,1,1,1,1,1,1,-1,-1,-1,-1,0,-1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,-1,0,-1,1,1,0
Luiz Carlos Hauly,PSDB,PR,0,1,1,-1,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,-1,0,-1,-1,1,0,-1,1,-1,-1,-1,0,1,-1,-1,1,-1,1,0,0,0,0,1,-1,1,1,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,-1,0,1,1,0,1,0,0,1,1,1,0,-1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,-1,0,0,1,0,-1,1,1,1,-1,-1,-1,-1,-1,0,0,1,1,0,-1,0,0,-1,-1,-1,0,0,-1,1,1,1,1,1,-1,1,1,-1,0,1,1,1,-1
Affonso Camargo,PSDB,PR,0,1,1,-1,1,0,0,1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,-1,0,-1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,1,1,0,1,-1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,1,0,0,1,1,0,-1,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,-1,1,-1,0,1,0
Alex Canziani,PTB,PR,-1,-1,1,1,-1,0,0,0,1,-1,0,-1,-1,1,0,0,1,-1,-1,-1,-1,-1,0,0,-1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,0,0,0,0,-1,1,1,0,-1,0,-1,1,-1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,1,-1,1,0,0,1,0,1,1,1,1,1,-1,-1,1,1,0,0,1,1,1,0,0,0,0,0,1,-1,-1,0,0,0,0,0,0,-1,0,-1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,-1,0,1,1,1,0,-1,0,0,1,1,1,1,1,0,0,0,0,0,1,0
Carlos Santana,PT,RJ,-1,0,0,-1,-1,-1,-1,-1,1,-1,1,0,0,0,0,1,1,-1,0,0,0,0,-1,1,-1,0,1,1,-1,1,1,-1,1,0,0,0,0,0,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,0,0,0,0,1,1,0,-1,0,-1,-1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,0,1,-1,1,1,0,1,1,1,1,-1,-1,1,-1,-1,-1,0,1,-1,0,0,1,0,0,0,0,1,1,1,-1,1,1,1,0,0,1,1,1,-1,1,-1,1,1,0
Luiz Sérgio,PT,RJ,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,1,1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,1,-1,0,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,0,-1,-1,-1,1,-1,-1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,0,0,0,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,0,1,0,1,1,0,-1,-1,1,-1,-1,-1,0,1,-1,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,1,1,0,1,1,1,-1,1,-1,1,1,0
Antonio Carlos Biscaia,PT,RJ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,0,0,0,0,1,1,-1,1,1,-1,1,-1,-1,1,-1,1,1,1,1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,1,-1,-1,0,1,1,0,1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,-1,1,1,0
Fernando Gonçalves,PTB,RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,1,-1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Fátima Bezerra,PT,RN,-1,0,0,0,0,0,-1,-1,0,0,0,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,1,1,0,1,-1,-1,1,0,1,0,0,-1,-1,-1,-1,-1,1,0,-1,-1,0,-1,-1,1,-1,-1,0,-1,0,-1,1,0,-1,0,-1,-1,-1,1,-1,-1,-1,1,-1,-1,0,0,-1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,-1,1,1,1,0,1,1,0,-1,1,-1,-1,-1,1,0,-1,-1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,-1,1,0,0,1,1,0,-1,0,1,1,1,0,-1,0,1,1,0,1,1,1,0,-1,1,-1,0,1,0
