nome,partido,uf,MPV 447/2008,MPV 447/2008,MPV 447/2008,MPV 447/2008,MPV 449/2008,MPV 449/2008,MPV 449/2008,MPV 450/2008,MPV 450/2008,MPV 451/2008,MPV 451/2008,MPV 451/2008,MPV 451/2008,MPV 451/2008,MPV 451/2008,MPV 452/2008,MPV 452/2008,MPV 453/2009,MPV 454/2009,MPV 454/2009,MPV 454/2009,MPV 455/2009,MPV 457/2009,MPV 457/2009,MPV 457/2009,MPV 457/2009,MPV 457/2009,MPV 457/2009,MPV 458/2009,MPV 458/2009,MPV 458/2009,MPV 458/2009,MPV 458/2009,MPV 459/2009,MPV 460/2009,MPV 460/2009,MPV 460/2009,MPV 460/2009,MPV 460/2009,MPV 460/2009,MPV 460/2009,MPV 460/2009,MPV 462/2009,MPV 462/2009,MPV 462/2009,MPV 462/2009,MPV 464/2009,MPV 465/2009,MPV 465/2009,MPV 465/2009,MPV 465/2009,MPV 465/2009,MPV 465/2009,MPV 466/2009,MPV 466/2009,MPV 466/2009,MPV 466/2009,MPV 466/2009,MPV 466/2009,MPV 466/2009,MPV 468/2009,MPV 469/2009,MPV 469/2009,MPV 469/2009,MPV 469/2009,MPV 469/2009,MPV 470/2009,MPV 470/2009,MPV 470/2009,MPV 470/2009,MPV 470/2009,MPV 470/2009,MPV 470/2009,MSC 134/2009,PDC 981/2008,PDC 981/2008,PEC 130/2007,PEC 22/1999,PEC 277/2008,PEC 277/2008,PEC 277/2008,PEC 277/2008,PEC 324/2009,PEC 324/2009,PEC 324/2009,PEC 336/2009,PEC 336/2009,PEC 351/2009,PEC 351/2009,PEC 391/2009,PEC 391/2009,PEC 413/2005,PEC 413/2005,PEC 47/2003,PEC 483/2005,PEC 483/2005,PL 1664/2007,PL 18/2007,PL 1825/2007,PL 2502/2007,PL 2502/2007,PL 2502/2007,PL 2502/2007,PL 2502/2007,PL 2502/2007,PL 2502/2007,PL 2502/2007,PL 2502/2007,PL 2502/2007,PL 2660/1996,PL 2660/1996,PL 3021/2008,PL 451/1995,PL 5245/2009,PL 5245/2009,PL 5279/2009,PL 5312/2009,PL 5334/2009,PL 5498/2009,PL 5498/2009,PL 5498/2009,PL 5498/2009,PL 5498/2009,PL 5498/2009,PL 5498/2009,PL 5498/2009,PL 5498/2009,PL 5664/2009,PL 5798/2009,PL 5800/2005,PL 5829/2005,PL 5939/2009,PL 5939/2009,PL 5939/2009,PL 5939/2009,PL 5939/2009,PL 5940/2009,PL 5941/2009,PL 7703/2006,PL 7703/2006,PL 836/2003,PL 836/2003,PL 836/2003,PLP 12/2003,PLP 12/2003,PLP 217/2004,PLP 217/2004,PLP 28/2007,PLP 28/2007,PLP 28/2007,PLP 28/2007,PLP 462/2009,PLP 59/1999,REQ 5921/2009
José Fernando Aparecido de Oliveira,PV,MG,-1,-1,1,1,-1,-1,0,-1,-1,0,0,-1,1,1,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,-1,0,1,-1,1,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,-1,-1,1,0,0,0,1,1,-1,-1,1,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,-1,1,-1,-1,0,0,1,1,1,0,0,0,0,1,0,-1,-1,0,-1,1,-1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0
Jô Moraes,PCdoB,MG,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,0,1,-1,1,1,1,-1,1,1,-1,1,-1,-1,1,0,1,0,0,1,-1,-1,-1,1,1,1,-1,-1,0,-1,-1,1,-1,0,-1,-1,0,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,-1,1,1,1,0,1,1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1,0,-1,1,0,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,1,-1,1,1,1,0,-1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,0,1,-1,1,1,0
Mário de Oliveira,PSC,MG,0,-1,1,-1,-1,-1,-1,-1,1,-1,1,0,0,0,0,1,1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,1,1,-1,1,0,0,-1,-1,1,0,0,-1,1,0,-1,1,1,-1,0,-1,1,0,1,1,0,0,-1,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,-1,1,1,1,1,1,0,1,0,0,0,0,0,-1,-1,0,0,0,0,-1,1,-1,1,1,1,0,1,0,-1,-1,-1,1,1,1,-1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0
Miguel Corrêa,PT,MG,-1,-1,-1,-1,0,0,0,-1,1,0,1,-1,-1,1,1,0,1,-1,0,0,0,-1,-1,1,-1,1,1,0,0,1,0,-1,1,0,0,1,0,1,0,0,-1,-1,0,-1,0,0,-1,-1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,-1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,-1,0,1,0,0,1,0,1,-1,0,1,-1,-1,0,0,1,-1,1,1,1,0,-1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,-1,0,0,0
Bilac Pinto,PR,MG,-1,-1,1,1,0,-1,-1,-1,1,-1,1,-1,-1,1,1,1,1,-1,0,0,-1,-1,0,0,0,0,0,0,-1,1,1,-1,1,1,0,0,1,1,-1,-1,-1,1,1,1,0,1,0,0,-1,0,-1,1,0,-1,-1,0,-1,1,0,1,0,0,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,-1,1,-1,0,0,1,-1,0,-1,0,0,0,-1,1,1,0,1,0,1,0,-1,0,-1,1,1,1,0,0,0,0,0,1,-1,-1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,-1,1,-1,1,1,0
Paulo Abi-Ackel,PSDB,MG,0,0,1,1,0,0,0,0,-1,0,0,0,1,-1,-1,-1,0,-1,-1,-1,-1,1,0,0,0,0,0,-1,0,-1,-1,1,-1,1,0,-1,0,-1,0,-1,-1,0,0,-1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,1,1,-1,-1,1,0,1,0,1,1,0,1,0,0,1,-1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,-1,-1,-1,-1,-1,1,1,1,0,0,-1,0,-1,0,-1,-1,-1,0,0,0,1,1,1,1,0,1,0,-1,1,1,0,0,0
Rodrigo de Castro,PSDB,MG,0,1,1,1,0,0,0,1,-1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,-1,0,-1,-1,1,-1,0,0,-1,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,-1,0,0,0,-1,1,1,0,0,1,1,1,1,1,0,1,-1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,-1,0,0,-1,-1,-1,-1,1,1,1,1,0,0,1,1,1,1,-1,0,0,1,0,0
Dagoberto,PDT,MS,0,0,0,0,-1,-1,0,-1,1,-1,1,-1,-1,1,1,0,1,-1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,1,-1,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0,1,1,0,1,1,1,-1,1,1,0,0,0,1,0,-1,-1,1,1,1,-1,0,0,1,0,0,0,0,-1,1,-1,-1,0,1,-1,-1,-1,1,-1,0,0,1,1,1,0,1,1,-1,1,-1,-1,-1,-1,-1,0,1,0,1,1,1,0,-1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,-1,1,-1,0,1,0
Waldir Neves,PSDB,MS,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Eliene Lima,PP,MT,-1,1,1,-1,0,-1,-1,-1,1,-1,1,-1,-1,1,1,0,1,-1,-1,0,0,-1,-1,1,-1,0,0,0,-1,0,1,-1,1,1,-1,1,0,1,0,-1,0,-1,0,1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,-1,0,1,-1,0,0,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,0,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,0,1,1,1,1,1,-1,0,-1,-1,-1,1,-1,0,-1,0,-1,1,-1,1,1,1,1,0,1,-1,-1,0,1,-1,1,0,0,1,1,0,1,0,-1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,-1,1,-1,0,1,0
Homero Pereira,PR,MT,0,0,0,1,0,-1,-1,0,0,-1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,-1,1,1,0,-1,-1,-1,1,0,0,0,1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,0,1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,1,1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,0,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,-1,1,1,0,0,1,1,-1,-1,-1,-1,-1,1,1,0,1,1,0,1,1,-1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,-1,0,1,0
Valtenir Pereira,PSB,MT,-1,0,-1,0,-1,-1,0,0,-1,0,1,-1,1,1,1,0,1,-1,0,-1,-1,-1,0,1,-1,1,0,1,-1,0,0,-1,0,0,0,1,1,1,0,-1,-1,-1,0,1,1,1,0,0,-1,1,-1,1,-1,-1,-1,-1,-1,1,0,0,1,0,0,-1,-1,-1,0,-1,-1,-1,1,-1,-1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,-1,1,0,1,0,1,1,0,-1,1,-1,0,-1,0,-1,-1,-1,1,0,1,0,1,0,1,1,0,1,-1,1,1,-1,0,-1,0,-1,1,0,0,1,1,0,0,1,1,0,1,1,-1,0,-1,1,0,1,1,0,1,-1,1,-1,0,1,0
Bel Mesquita,PMDB,PA,-1,-1,1,1,-1,-1,0,-1,1,1,1,0,0,0,0,1,1,-1,0,0,0,-1,-1,1,-1,1,0,1,-1,1,1,0,1,1,0,1,-1,0,-1,0,-1,1,1,1,1,1,-1,-1,0,0,0,1,1,0,0,0,-1,1,-1,1,0,-1,-1,-1,0,-1,1,-1,-1,-1,0,0,0,1,0,1,-1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,-1,1,0,-1,-1,0,-1,-1,1,1,-1,0,-1,1,0,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,0,0,1,-1,-1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,-1,1,-1,0,1,0
Beto Faro,PT,PA,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,1,1,-1,1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,1,-1,-1,1,-1,-1,0,0,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,0,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,0,1,0
Lúcio Vale,PR,PA,-1,-1,1,-1,-1,0,-1,-1,-1,-1,0,0,-1,1,1,1,1,-1,-1,-1,-1,1,-1,1,-1,1,1,0,-1,1,1,-1,1,-1,0,1,0,1,-1,-1,-1,1,1,0,1,1,-1,0,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,1,1,-1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,0,0,0,1,-1,-1,-1,1,-1,-1,0,1,-1,1,0,1,1,0,0,0,1,-1,0,0,0,-1,1,1,0,1,1,1,1,0,-1,-1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,-1,1,-1,1,1,0
Wandenkolk Gonçalves,PSDB,PA,0,1,1,1,0,1,0,0,-1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,-1,0,0,0,-1,-1,1,-1,1,0,-1,0,-1,-1,-1,-1,1,-1,1,1,1,1,0,0,0,0,0,-1,1,1,1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,1,1,1,-1,0,1,1,1,1,0,1,1,0,0,0,1,-1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,-1,1,0,0,0,0,0,0,0,0,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,0
Manoel Junior,PSB,PB,0,0,-1,1,-1,-1,-1,-1,1,-1,0,-1,0,1,1,0,1,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,1,0,1,0,-1,1,-1,1,0,-1,-1,1,-1,1,1,0,0,0,0,1,0,0,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-1,1,1,0,1,1,0,0,1,0,0,0,1,-1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,1,-1,1,1,-1,-1,-1,-1,0,0,-1,1,1,0,0,0,0,0,0,0,0,1,0,-1,1,0,0,1,1,0,-1,1,-1,1,0,0
Rômulo Gouveia,PSDB,PB,0,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,-1,-1,1,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,-1,0,-1,-1,1,-1,-1,1,1,0,0,0,0,0,0,-1,1,1,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,-1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-1,1,1,1,-1,-1,-1,1,-1,-1,1,1,0,1,-1,0,0,-1,-1,-1,-1,1,1,1,1,1,0,0,0,0,1,-1,1,-1,1,0,0
Vital do Rêgo Filho,PMDB,PB,0,0,0,0,0,-1,0,-1,1,-1,1,-1,-1,1,1,1,1,0,0,0,-1,0,-1,1,0,0,1,1,-1,1,1,-1,1,0,-1,1,-1,1,0,0,0,0,-1,1,1,0,1,-1,-1,1,-1,1,-1,-1,0,-1,-1,0,0,0,1,-1,0,-1,-1,-1,1,-1,-1,-1,0,-1,-1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,-1,1,-1,-1,-1,1,-1,-1,1,0,-1,0,-1,1,1,0,1,0,1,1,-1,1,1,0,0,0,0,1,0,0,1,0,-1,-1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,-1,1,0,1,1,0
Wilson Braga,PMDB,PB,0,0,0,0,0,-1,0,0,1,-1,0,-1,-1,1,1,1,1,0,-1,0,-1,0,-1,1,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,-1,-1,-1,1,-1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-1,0,0,1,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,-1,-1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Ana Arraes,PSB,PE,0,0,-1,-1,0,-1,-1,1,-1,0,0,-1,1,1,1,1,1,-1,0,-1,-1,-1,-1,1,-1,1,0,1,-1,0,1,-1,1,0,-1,1,-1,1,0,0,0,0,-1,-1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,-1,-1,0,-1,-1,1,-1,-1,-1,1,-1,-1,1,0,1,-1,1,1,0,1,0,0,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,0,-1,0,1,-1,1,0,1,1,0,0,1,1,-1,-1,-1,-1,1,-1,1,-1,1,0,0,1,1,-1,-1,0,1,1,1,1,-1,1,-1,1,0,0,0,0,1,-1,1,-1,1,0,0
Bruno Rodrigues,PSDB,PE,0,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,1,1,0,0,0,0,-1,0,-1,-1,1,-1,1,0,-1,0,0,0,0,-1,1,-1,-1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,-1,1,1,1,1,-1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,1,0,-1,1,1,-1,-1,-1,1,-1,-1,0,0,1,0,0,-1,0,0,-1,-1,-1,-1,1,0,1,1,1,1,0,1,1,1,-1,1,1,1,1,0
Bruno Araújo,PSDB,PE,0,0,0,1,1,0,0,1,-1,0,0,0,0,0,0,0,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1,1,1,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,-1,0,1,-1,1,1,0,-1,-1,1,0,-1,0,0,1,1,1,-1,-1,0,-1,0,-1,0,0,-1,0,1,0,1,1,0,0,1,0,0,0,1,1,0
Edgar Moury,PMDB,PE,-1,-1,-1,1,0,0,-1,1,0,-1,-1,-1,0,1,-1,1,1,-1,-1,1,1,-1,-1,1,1,0,1,0,1,1,0,0,0,1,-1,-1,1,1,-1,1,1,-1,-1,1,1,1,1,-1,1,1,-1,1,1,1,1,-1,0,-1,0,-1,0,-1,1,0,-1,-1,1,1,-1,-1,1,-1,-1,0,1,1,0,1,0,0,1,1,0,1,1,-1,-1,1,1,1,1,1,0,1,1,1,1,0,1,1,-1,-1,0,0,1,-1,0,1,1,1,-1,0,1,-1,-1,1,1,1,1,-1,0,0,0,1,-1,-1,1,0,0,1,1,1,-1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0
Eduardo da Fonte,PP,PE,0,1,0,1,-1,-1,-1,0,1,-1,1,-1,-1,1,1,1,1,-1,0,0,-1,0,-1,1,0,0,1,1,-1,1,1,-1,1,1,-1,1,0,1,0,0,-1,1,0,1,0,0,-1,0,0,0,-1,0,0,0,-1,-1,-1,1,-1,0,0,0,0,-1,-1,0,1,-1,-1,0,0,-1,-1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,0,1,0,0,0,-1,-1,0,1,0,0,0,1,-1,0,0,0,1,0,0,1,0,-1,-1,1,1,0,1,1,0,1,0,0,1,0,-1,0,1,1,1,0,0,1,-1,1,0,0,0,0,1,1,-1,0,0,1,1,1
Fernando Coelho Filho,PSB,PE,-1,1,0,-1,0,0,-1,-1,-1,-1,1,-1,1,1,1,1,1,-1,-1,0,0,-1,-1,1,-1,0,0,1,-1,0,0,0,0,0,-1,1,0,1,0,1,-1,-1,0,-1,1,0,1,0,-1,1,-1,1,0,-1,-1,-1,-1,1,0,1,0,0,-1,-1,-1,0,1,-1,-1,-1,1,-1,-1,0,1,1,-1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,-1,1,-1,-1,-1,1,-1,-1,-1,0,0,1,0,0,1,0,1,1,0,1,-1,-1,-1,1,-1,1,0,0,0,0,1,1,-1,-1,1,1,1,1,1,-1,1,-1,0,1,1,1,1,0,0,0,0,1,1,0
Raul Henry,PMDB,PE,0,0,0,0,1,1,1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,0,0,0,-1,1,1,1,-1,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,0,1,1,1,-1,1,1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,1,1,0,-1,1,1,-1,-1,1,1,1,0,-1,0,1,-1,1,1,1,-1,0,1,1,0,-1,0,0,0,-1,1,1,-1,-1,1,1,1,0,0,0,1,-1,-1,1,1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,1,1,1,1,1,-1,1,0,1,1,0
Osmar Júnior,PCdoB,PI,0,1,-1,1,0,-1,0,0,-1,0,0,0,0,0,0,0,1,-1,0,0,-1,-1,-1,1,-1,1,0,1,0,0,0,0,0,-1,-1,1,0,1,0,1,1,-1,0,0,1,-1,1,-1,-1,1,0,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,1,0,-1,1,1,1,0,1,1,1,0,1,1,1,-1,1,1,1,1,-1,1,1,1,1,0,0,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,1,1,0,0,1,1,1,-1,-1,1,-1,1,0,1,-1,1,1,1,-1,-1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,0,1,-1,1,1,1
Andre Vargas,PT,PR,0,0,0,0,-1,-1,-1,0,0,-1,1,-1,0,1,1,0,0,-1,-1,0,0,0,-1,1,-1,0,0,0,-1,1,1,-1,1,-1,0,0,-1,1,-1,-1,-1,1,-1,0,-1,1,-1,-1,-1,1,0,0,0,-1,-1,-1,-1,1,-1,1,1,0,-1,-1,-1,-1,1,-1,0,-1,1,-1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,-1,0,0,0,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,0,0,-1,0,0,1,1,1,0,1,-1,0,1,-1,-1,-1,0,0,-1,0,0,1,-1,0,0,1,1,1,1,-1,0,0,1,1,1,0,0,0,0,0,0,1,0,0
Angelo Vanhoni,PT,PR,-1,-1,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,-1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,-1,0,0,-1,1,0,-1,-1,1,0,0,0,-1,-1,-1,0,1,-1,-1,0,0,-1,0,-1,-1,1,-1,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,-1,0,1,1,0,1,1,0,-1,1,-1,-1,-1,0,0,0,-1,0,0,1,-1,0,0,1,0,1,0,1,-1,0,0,0,0,0,-1,0,-1,0,1,1,0,0,0,1,1,1,0,-1,1,1,0,1,0,0,0,0,0,0,0,1,0,0
Barbosa Neto,PDT,PR,-1,-1,-1,-1,0,0,0,0,0,-1,1,-1,0,1,-1,0,1,-1,0,0,0,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfredo Kaefer,PSDB,PR,0,1,1,1,0,0,0,0,-1,0,-1,0,0,0,0,-1,-1,-1,0,0,-1,0,1,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,-1,-1,-1,0,1,-1,-1,1,-1,1,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,1,-1,-1,1,1,1,0,1,1,0,0,0,1,1,-1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,0,1,-1,0,-1,0,0,-1,1,-1,-1,1,0,1,0,0,-1,0,0,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
Rodrigo Rocha Loures,PMDB,PR,-1,0,1,1,1,-1,-1,-1,1,0,0,-1,-1,-1,-1,1,1,-1,0,0,0,0,-1,1,-1,0,1,0,0,1,1,-1,0,1,-1,1,-1,0,0,-1,0,1,0,0,1,1,0,-1,0,1,0,-1,0,-1,-1,0,-1,1,0,0,1,-1,-1,-1,0,-1,0,0,0,-1,1,-1,-1,1,1,1,-1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,-1,1,1,1,0,1,1,1,0,1,-1,0,-1,0,-1,0,0,0,-1,0,0,0,1,0,0,0,0,-1,-1,-1,-1,1,1,-1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0
Dr. Adilson Soares,PR,RJ,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,1,-1,0,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,-1,1,1,1,-1,-1,-1,1,1,1,1,1,0,-1,-1,1,-1,0,1,0,0,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1,-1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,-1,1,1,1,0,1,1,0,1,-1,1,-1,-1,-1,1,0,0,-1,1,0,0,0,1,1,1,1,1,0,-1,-1,0,0,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
