nome,partido,uf,PDC 337/1996,PEC 198/1995,PEC 233/1995,PEC 233/1995,PEC 233/1995,PEC 233/1995,PEC 233/1995,PEC 233/1995,PEC 25/1995,PEC 256/1995,PEC 256/1995,PEC 256/1995,PEC 256/1995,PEC 256/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 367/1996,PEC 41/1991,PEC 41/1991,PEC 41/1991,PL 102/1995,PL 102/1995,PL 1059/1995,PL 1125/1995,PL 1151/1995,PL 1229/1995,PL 1258/1988,PL 1275/1995,PL 1275/1995,PL 1287/1995,PL 1287/1995,PL 1325/1995,PL 1409/1996,PL 1487/1996,PL 1487/1996,PL 1536/1996,PL 1564/1996,PL 1612/1996,PL 1669/1996,PL 1669/1996,PL 1669/1996,PL 1724/1996,PL 1724/1996,PL 1801/1996,PL 1801/1996,PL 1838/1996,PL 1838/1996,PL 189/1983,PL 1935/1996,PL 1935/1996,PL 200/1995,PL 200/1995,PL 201/1995,PL 2085/1996,PL 2284/1996,PL 2317/1996,PL 2317/1996,PL 2448/1996,PL 2448/1996,PL 2504/1996,PL 2801/1992,PL 4018/1993,PL 4018/1993,PL 4716/1994,PL 490/1995,PL 738/1995,PL 7865/1986,PL 824/1991,PL 824/1991,PL 824/1991,PL 846/1995,PL 899/1995,PL 914/1995,PRC 60/1995,PRC 60/1995,PRC 60/1995
Sarney Filho,PFL,MA,0,0,0,1,-1,-1,0,0,-1,1,-1,0,-1,1,1,-1,1,1,-1,1,1,1,0,0,0,1,1,1,-1,0,1,-1,1,-1,1,-1,-1,-1,1,0,0,1,1,0,0,0,-1,1,1,1,0,-1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,-1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,-1,0,0,-1,0,0,1,-1,-1,1,0,1,1,0,1,1
Gonzaga Mota,PMDB,CE,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,1,-1,1,-1,-1,1,0,-1,0,1,1,-1,-1,-1,0,1,1,-1,1,1,-1,-1,-1,1,-1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,-1,1,1,1,1,-1,0,0,0,1,0,0,0,0,1,1,1,1,1,-1,1,1,0,0,1,-1,0,1,-1,-1,-1,0,-1,0,-1,1,-1,-1,1,-1,-1
Luciano Castro,PSDB,RR,-1,-1,-1,1,0,0,0,0,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,0,0,1,1,1,-1,1,1,-1,1,0,1,1,-1,-1,1,0,0,1,1,1,-1,0,0,1,1,1,1,-1,1,-1,-1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,-1,0,1,1,1,1,1,1,0,1,0,1,-1,1,0,1,0,1,1,0,1,1,1,-1,-1,-1,1,-1,-1,1,0,-1,-1,1,1,1
Raimundo Santos,PFL,PA,-1,1,-1,0,-1,0,1,-1,0,1,-1,0,-1,1,-1,0,-1,-1,0,1,0,1,0,-1,0,0,-1,0,1,1,1,-1,0,-1,1,0,-1,-1,1,1,0,1,1,1,-1,0,0,1,1,1,0,0,-1,-1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,-1,1,-1,1,0,1,1,0,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,1,-1,1,0,1,1,0,1,-1,-1,0,0,1,0,1,-1,0,-1,-1
Marinha Raupp,PSDB,RO,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,-1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Zila Bezerra,PFL,AC,-1,-1,-1,0,-1,0,0,0,-1,1,0,-1,-1,1,1,-1,1,1,-1,1,1,-1,1,0,0,0,0,1,0,0,1,-1,1,-1,1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,-1,1,1,1,1,0,1,0,0,0,1,-1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,-1,-1,1,1,-1,1,0,-1,1,1,0,-1,-1,0,0,1,-1,0,1,0
Ubiratan Aguiar,PSDB,CE,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,0,0,0,0,0,1,1,1,-1,1,1,-1,1,-1,1,1,-1,-1,1,1,0,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,-1,1,0,1,-1,1,1,-1,-1,-1,1,0,-1,1,1,1,-1,1,1,1
Armando Abílio,PMDB,PB,-1,1,-1,0,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,1,1,1,1,0,-1,1,-1,-1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,-1,1,1,1,-1,1,1,-1,-1,-1,0,-1,-1,-1,1,1,1,1,1,1
Antônio Geraldo,PFL,PE,0,-1,-1,1,-1,-1,1,1,0,1,-1,0,-1,1,1,0,0,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,1,1,-1,1,-1,-1,-1,1,0,0,1,1,1,-1,1,-1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,-1,1,-1,0,-1,-1,1,1,1,0,0,0,0
José Múcio Monteiro,PFL,PE,-1,0,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,0,1,-1,-1,-1,1,1,0,1,1,1,-1,1,0,1,1,1,1,-1,1,-1,-1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,-1,1,1,1,-1,1,1,-1,1,0,1,-1,-1,1,1,1,-1,0,1,1
Sergio Guerra,PSB,PE,0,0,1,-1,1,-1,0,0,-1,1,0,0,0,1,-1,1,-1,-1,0,-1,-1,-1,0,1,-1,-1,-1,-1,1,-1,0,0,1,0,0,1,1,1,0,1,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,0,0,-1,1,1,1,1,0,-1,0,0,1,1,1,1,1,1,-1,0,0,-1,-1,-1,-1,0,0,0,0,1,0,1,1,0,-1,1,0,1,1,0,0,-1,0,0,-1,-1,0,0,1,0,0,1,-1,0,-1,-1
José Thomaz Nonô,PSDB,AL,-1,0,-1,1,-1,-1,1,-1,-1,0,-1,1,0,-1,1,-1,1,1,1,1,1,1,-1,0,0,-1,1,1,-1,1,1,-1,1,-1,1,1,-1,-1,1,1,0,1,1,-1,-1,1,0,1,1,1,0,-1,-1,1,-1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,-1,0,0,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,0,1,0,0,-1,1,-1,0,0,1,-1,1,1,0,1,-1,-1,1,0,-1,-1,-1,1,0,0,1,1,1
Marcelo Déda,PT,SE,0,-1,1,-1,1,1,1,1,-1,-1,0,0,0,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,0,-1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,0,0,-1,-1,-1,0,1,0,1,-1,1,-1,-1,0,-1,-1,1,-1,0,0,-1,-1,1,-1,0,1,-1,-1,1,-1,0,-1,-1
Coriolano Sales,PDT,BA,1,-1,0,0,0,0,0,0,1,1,-1,0,1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,-1,-1,1,-1,0,-1,-1,-1,0,0,0,0,0,1,1,-1,0,-1,-1,1,-1,1,1,1,1,1,0,-1,-1,-1,1,0,1,1,1,1,-1,1,-1,0,-1,-1,-1,-1,-1,0,1,0,1,0,1,-1,1,-1,0,-1,1,-1,0,-1,-1,-1,1,-1,0,1,-1,-1,1,-1,0,-1,-1
Leur Lomanto,PFL,BA,0,0,-1,1,-1,-1,1,-1,0,1,-1,0,-1,1,1,-1,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,0,0,0,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,-1,0,0,0,-1,1,1,-1,1,-1,1,0,-1,0,1,1,-1,1,1,1
Manoel Castro,PFL,BA,-1,-1,-1,1,-1,-1,1,-1,0,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,1,0,-1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,0,1,1
Roland Lavigne,PFL,BA,-1,0,-1,1,0,0,1,-1,-1,1,-1,0,0,1,0,-1,1,1,-1,1,1,1,0,0,0,1,1,1,-1,1,1,-1,1,-1,1,-1,0,-1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,-1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,-1,0,1,-1,1,-1,0,0,0,1,1,1,0,0,0,0
Ademir Lucas,PSDB,MG,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,-1,1,1,1,1,1,0,1,0,0,-1,1,0,1,0,0,0,1,0,0,1,-1,0,1,0,0,0,0,-1,0,0,1,1,-1
João Fassarella,PT,MG,1,-1,1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,0,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,-1,0,1,-1,-1,1,-1,0,-1,-1
Roberto Brant,PSDB,MG,-1,-1,0,0,0,0,0,0,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,0,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,-1,1,1,-1,1,-1,1,-1,1,1,1,-1,0,1,1,1
José Carlos Coutinho,PFL,RJ,0,-1,0,1,-1,-1,1,-1,0,1,-1,-1,0,0,-1,-1,0,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,0,-1,1,-1,-1,-1,1,1,0,1,0,1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,-1,0,-1,-1,1,1,0,0,1,1,0
Arnaldo Faria de Sá,PPB,SP,1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,1,1,1,-1,1,-1,0,1,1,-1,1,0,1,1,1,1,1,-1,-1,1,-1,1,1,1,1,-1,1,1,0,1,1,0,1,-1,-1,0,-1,-1,-1
Fernando Zuppo,PDT,SP,0,-1,1,-1,1,1,1,1,-1,-1,0,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,1,1,1,-1,1,0,1,-1,1,-1,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,0,1,1,1,-1,0,-1,0,0,-1,-1,0,0,-1,-1,0,0,1,1,1,0,1,0,0,0,-1,-1,1,1,0,0,0,0,1,-1,1,1,0,-1,-1,-1,0,-1,-1
José Machado,PT,SP,1,-1,0,0,0,0,0,0,-1,-1,-1,1,1,-1,-1,0,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,0,-1,-1,-1,1,-1,0,-1,-1,-1,1,1,1,1,1,1,1,1,0,-1,-1,1,-1,-1,1,-1,-1,-1,0,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,0,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,0,0,0
Ricardo Izar,PPB,SP,0,0,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,0,1,0,1,1,-1,1,1,1,0,0,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,-1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,-1,-1,1,1,1,1,1,-1,1,-1,0,1,1,-1,0,1,1,1
Affonso Camargo,PFL,PR,0,0,0,1,0,0,0,0,-1,-1,0,0,0,-1,1,-1,1,1,-1,1,1,1,-1,0,0,1,1,1,-1,0,0,-1,1,0,1,-1,0,0,0,1,0,1,1,1,0,0,-1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,-1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,-1,0,1,1,0,1,0,0,0,0,1,0,1,-1,1,-1,-1,1,1,-1,1,1,1,1
Flávio Arns,PSDB,PR,0,0,-1,1,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,-1,1,-1,1,-1,1,1,0,-1,-1,-1,-1,1,1,-1,1,-1,1,1,-1,-1,1,1,0,1,1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,-1,1,1,1,0,-1,-1,-1,1,1,1,1,1,0,1,1,1,1,1,0,1,-1,0,0,1,-1,1,1,0,-1,1,1,1,1,-1,-1,1,-1,-1,-1,-1
Luiz Mainardi,PT,RS,1,-1,1,-1,1,1,1,1,-1,-1,-1,1,1,0,-1,0,-1,-1,1,-1,-1,-1,1,1,0,-1,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,0,0,1,1,1,0,-1,1,1,-1,-1,1,-1,0,1,-1,-1,0,-1,-1,-1,1,-1,-1,1,-1,-1,-1,0,1,-1,-1,0,0,-1,-1,0,0,1,1,1,-1,1,0,-1,0,-1,-1,1,-1,0,-1,-1,-1,1,-1,0,1,-1,-1,0,-1,0,-1,-1
Ayrton Xerêz,PSDB,RJ,-1,-1,-1,1,-1,0,0,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,-1,0,1,0,1,-1,1,0,1,1,1,1,1,0,0,1,1,-1,0,0,1,-1,1,0,1,-1,1,0,0,-1,-1,1,-1,-1,1,1,1,1,0,0,0
Chico da Princesa,PTB,PR,0,1,-1,1,0,0,0,0,1,1,-1,-1,-1,1,1,0,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,-1,1,1,1,1,-1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1,1,1,-1
Ricardo Rique,PMDB,PB,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,1,0,0,-1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,-1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
José Carlos Vieira,PFL,SC,0,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,0,1,-1,1,1,-1,1,1,0,-1,-1,0,1,1,0,-1,0,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,1,1,1,1,1,-1,1,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,-1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,-1,0,1,-1,-1,1,0,0,1
Alcione Athayde,PPB,RJ,0,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,-1,1,1,1,1,0,1,-1,0,-1,1,-1,-1,1,1,-1,-1,1,1,1
Ivandro Cunha Lima,PMDB,PB,-1,1,-1,1,0,1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,0,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,0,1,-1,-1,-1,1,1,0,1,1,1,0,1,1,1,1,1,0,-1,1,-1,-1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,-1,0,1,1,1,1,0,-1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,-1,1,1,-1,-1,1,1,0,-1,-1,1,1,-1,1,1,1
José Luiz Clerot,PMDB,PB,-1,1,-1,1,-1,0,1,0,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,0,1,1,1,0,-1,1,1,-1,1,-1,-1,1,1,1,1,1,-1,1,1,1,0,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,0,0,0,1,1,1,1,1,-1,1,1,1,1,0,-1,1,0,-1,-1,1,0,0,0,-1,1,1,0,-1,-1,-1
Humberto Costa,PT,PE,0,-1,1,-1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,0,1,1,-1,1,1,1,-1,1,1,1,-1,-1,0,-1,-1,-1,1,-1,0,-1,-1,-1,1,1,1,1,1,1,1,1,0,-1,-1,1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,0,0,-1,1,1,-1,-1,1,-1,0,-1,-1
João Colaço,PSB,PE,1,0,1,0,1,1,0,0,-1,0,-1,1,1,1,1,1,-1,-1,0,0,0,-1,0,0,0,-1,-1,0,1,1,0,0,1,1,0,0,1,1,-1,-1,0,-1,-1,0,0,-1,0,0,-1,-1,1,0,0,0,0,0,1,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,1,0,0,-1,0,0,-1,0,-1,0,-1,0,0,0,1,0,0,0,-1,1,-1,0,0,1,0,0,-1,0,0,0,-1,-1,0,1,0,1,0,1,0,0,0,0,0,-1
Roberto Fontes,PFL,PE,-1,1,-1,1,-1,0,0,-1,-1,1,1,-1,-1,1,1,-1,1,1,-1,1,0,0,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,-1,-1,1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1,-1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,-1,1,1,1,-1,0,1,-1,0,1,1,-1,-1,1,1,1,1,1,1,1
Salatiel Carvalho,PPB,PE,0,0,-1,-1,-1,0,1,0,0,1,-1,0,0,1,1,-1,1,1,-1,1,1,1,-1,0,0,0,0,0,-1,1,0,0,1,-1,-1,0,0,0,1,0,0,1,1,0,-1,1,0,0,1,1,1,0,1,1,1,0,-1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,-1,1,-1,1,0,0,0,-1,0,-1,-1,1,1,1,1,1,1,0
Wilson Campos,PSDB,PE,-1,1,0,1,-1,0,1,-1,-1,1,0,-1,-1,1,1,0,0,0,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,0,1,-1,-1,1,1,0,1,1,1,0,1,1,1,1,1,1,-1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,-1,1,-1,1,-1,1,-1,1,-1,1,1,0,-1,0,1,-1,-1,1,1,1,-1,1,1,1
Albérico Cordeiro,PTB,AL,-1,-1,-1,1,0,-1,1,-1,-1,0,0,0,0,1,1,0,1,-1,0,0,-1,-1,1,1,0,-1,1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,-1,-1,0,0,1,-1,-1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,-1,1,0,-1,-1,-1,1,0,0,0,0,0,0,1,1,-1,1,0,0,0,1,1,1,1,0,1,-1,0,-1,0,0,-1,1,0,-1,0,0,1,-1
Benedito de Lira,PFL,AL,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,-1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,-1,-1,1,1,1,1,1,1,-1,-1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,-1,1,-1,1,1,-1,1,-1,1,0,0,0,1,0,1,1,1,-1,-1,1,1,0,1,1,1,1,0,1,0,1,-1,1,0,-1,-1,1,-1,-1,0,-1,-1
Fernando Torres,PSDB,AL,-1,0,-1,1,-1,-1,1,0,-1,-1,-1,0,0,-1,1,0,1,1,-1,1,-1,1,1,-1,0,1,1,0,-1,0,1,-1,1,-1,0,0,-1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,-1,0,0,0,1,0,1,1,1,1,-1,1,0,1,0,1,1,1,1,1,1,1,1,-1,1,0,1,0,-1,1,0,1,1,1,0,1,0,1,1,0,-1,0,1,-1,-1,-1,1,0,-1,0,1,0,0,-1,1,-1,-1,1,1,1,1,0,0,0
Álvaro Gaudêncio Neto,PFL,PB,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,0,-1,1,1,-1,1,1,-1,1,1,0,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,0,1,1,1,1,-1,0,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,-1,1,1,0,-1,1,1,1,1,-1,1,-1,-1,1,1,1,-1,1,1,1
Alcides Modesto,PT,BA,0,-1,1,-1,1,1,1,1,0,-1,-1,1,1,-1,-1,0,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,-1,0,1,0,-1,1,-1,0,-1,-1
Sérgio Barradas Carneiro,PDT,BA,1,-1,1,-1,1,1,1,1,-1,-1,0,1,1,-1,-1,0,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,0,1,-1,-1,-1,-1,0,-1,-1,0,1,1,1,-1,1,-1,1,0,-1,-1,1,-1,0,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,0,-1,-1
