nome,partido,uf,PDC 414/1997,PDC 573/1997,PEC 1/1995,PEC 1/1995,PEC 1/1995,PEC 1/1995,PEC 1/1995,PEC 1/1995,PEC 1/1995,PEC 1/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 338/1996,PEC 338/1996,PEC 338/1996,PEC 338/1996,PEC 338/1996,PEC 449/1997,PEC 449/1997,PEC 449/1997,PEC 449/1997,PEC 449/1997,PEC 449/1997,PEC 449/1997,PEC 449/1997,PEC 449/1997,PEC 449/1997,PEC 449/1997,PEC 449/1997,PEC 449/1997,PEC 449/1997,PEC 449/1997,PL 1/1995,PL 1131/1995,PL 1151/1995,PL 1210/1995,PL 1210/1995,PL 1210/1995,PL 1317/1988,PL 1521/1996,PL 1530/1996,PL 1530/1996,PL 1869/1996,PL 2085/1996,PL 2142/1996,PL 2226/1996,PL 2319/1996,PL 2353/1996,PL 2381/1996,PL 2381/1996,PL 2653/1996,PL 2688/1996,PL 2695/1997,PL 2695/1997,PL 2695/1997,PL 2695/1997,PL 2695/1997,PL 2695/1997,PL 3100/1997,PL 3100/1997,PL 3241/1997,PL 3242/1997,PL 3242/1997,PL 3553/1997,PL 3553/1997,PL 3920/1997,PL 4425/1994,PL 4425/1994,PL 4425/1994,PL 469/1995,PL 4695/1994,PL 5430/1990,PL 720/1995,PL 821/1995,PL 821/1995,PL 821/1995,PL 821/1995,PL 821/1995,PL 821/1995,PLP 14/1995,PLP 14/1995,PLP 214/1997,PRC 136/1997
Haroldo Sabóia,PT,MA,0,0,-1,0,0,-1,-1,1,1,1,0,-1,1,0,1,1,0,1,1,-1,0,1,0,0,0,0,-1,1,1,-1,1,-1,-1,1,-1,0,-1,-1,-1,-1,0,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,0,1,-1,1,-1,1,0,0,0,0,-1,1,0,1,-1,-1,-1,1,1,-1,1,-1,1,-1,0,-1,1,1,1,1,0,0,-1,1,-1,-1,-1,0,-1,-1,1,0,0,-1,1,0,-1,0,0,0,-1,0,-1,-1,-1,0,0,0,0,1,-1,-1,-1,0,1,1,0,0,1,0,0,-1,1,-1,1,0,1,-1,1,-1
Marçal Filho,PSDB,MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,-1,-1,1,0,-1,0,0,0,0,0,0,0,1,-1,1,-1
Djalma de Almeida Cesar,PMDB,PR,1,0,1,1,-1,-1,-1,-1,1,1,-1,1,-1,0,1,1,1,-1,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,-1,-1,0,0,0,1,1,1,0,0,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,0,1,-1,1,-1,1,-1,1,0,0,1,-1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,0,-1,-1,1,1
Regina Lino,PMDB,AC,1,0,1,1,-1,-1,-1,-1,1,1,-1,1,0,0,1,1,1,-1,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,-1,-1,0,0,0,1,1,1,0,0,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,-1,1,1,1,1,0,0,0,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,0,-1,0,-1,1,0,1,-1,1,0,-1,1,1,1,1,0,1,1,0,1,1,-1,1,0,0,0,1,0,1,1,-1,1,1,0,1,-1,-1,0,-1,-1,1,1,0,-1,1,-1,1,0,0,1,1
Wagner do Nascimento,PPB,MG,1,-1,0,0,-1,-1,-1,1,1,-1,-1,0,0,0,1,1,1,-1,0,1,0,-1,-1,0,0,0,0,1,-1,0,1,0,1,-1,0,0,0,0,0,1,0,0,-1,-1,-1,0,0,1,1,1,-1,-1,-1,1,0,-1,-1,1,-1,1,-1,0,1,1,1,1,1,1,1,1,0,1,-1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,0,0,-1,1,0,1,1,-1,1,0,1,0,1,1,1,-1,1,0,0,0,1,-1,1,-1,1,-1,0,0,1,1,-1,1,1,1,1,-1,-1,0,-1,-1,0,0,1,-1,-1,1,0,1,1,1,1
Lamartine Posella,PPB,SP,0,0,1,1,-1,-1,-1,0,0,1,-1,1,0,0,1,1,1,-1,0,1,0,-1,-1,-1,-1,1,1,-1,-1,1,1,0,1,-1,0,0,0,1,1,1,0,0,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,0,0,0,0,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,0,0,-1,1,-1,1,1,-1,0,1,1,0,1,1,1,-1,0,1,0,1,1,-1,1,-1,1,1,1,0,1,1,-1,1,1,1,1,-1,-1,1,-1,0,0,1,1,-1,1,-1,0,1,1,0,1
Etevalda Grassi de Menezes,PMDB,ES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,1,1,0
Dércio Knop,PDT,SC,0,0,-1,0,1,0,-1,1,1,1,1,-1,1,-1,1,1,-1,1,0,-1,0,1,1,1,1,-1,-1,1,-1,-1,1,0,-1,-1,0,-1,0,-1,1,-1,0,-1,1,1,1,1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,1,0,0,-1,-1,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,0,0,1,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,1,1,1,-1,1,0,-1,-1,1,1,1,0,1,-1,1,0
Carlos Alberto Campista,PFL,RJ,0,-1,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,1,1,0,-1,0,1,0,-1,-1,0,-1,1,0,-1,-1,1,1,0,0,-1,0,0,0,1,1,1,0,0,-1,-1,-1,-1,1,1,1,1,-1,-1,0,1,-1,0,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,-1,0,1,0,0,0,0,0,-1,1,1,0,1,-1,-1,0,1,-1,0,1,1,-1,0,0,0,0,0,1,1
Geraldo Pastana,PT,PA,0,0,-1,0,1,-1,-1,1,1,1,0,-1,1,-1,1,1,0,1,0,-1,0,1,0,0,0,0,-1,1,1,-1,1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,1,0,0,0,-1,1,-1,0,0,-1,0,-1,0,-1,-1,-1,1,0,-1,0,1,1,-1,1,-1,-1,-1,0,0,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,1,0,-1,0,1,-1,1,0,1,-1,1,-1
Joana Darc,PT,MG,0,0,-1,0,1,-1,-1,1,1,1,1,-1,1,-1,0,1,-1,1,1,-1,0,1,0,0,0,0,-1,1,0,0,1,-1,-1,1,-1,-1,0,-1,-1,-1,0,-1,1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,1,0,1,-1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,1,1,0,0,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,-1,0,0,1,-1,1,-1,-1,-1,0,0,0,-1,1,0,0,-1,-1,0,1,1,-1,1,0,-1,-1,1,-1,1,0,1,-1,1,-1
Paulo Nascimento,PPB,RJ,0,0,0,1,-1,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanio dos Santos,PT,SC,0,0,-1,0,1,-1,-1,1,0,1,1,-1,1,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,1,1,-1,1,-1,-1,1,-1,0,-1,-1,-1,-1,0,0,1,1,1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,-1,1,-1,1,1,0,-1,-1,-1,1,-1,0,-1,-1,-1,1,1,-1,1,-1,1,-1,0,-1,1,1,1,1,0,0,-1,0,-1,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,-1,0,1,1,-1,1,-1,-1,-1,0,0,-1,-1,1,-1,-1,0,0,1,1,0,-1,1,0,-1,-1,0,-1,1,0,1,-1,1,-1
Osmar Leitão,PPB,RJ,1,-1,0,1,-1,-1,-1,0,0,-1,-1,-1,0,0,1,0,1,0,0,-1,0,0,1,0,0,0,-1,1,0,-1,0,0,-1,-1,-1,0,-1,0,0,-1,0,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,0,0,1,1,-1,1,-1,1,1,1,0,-1,0,-1,1,-1,1,1,1,-1,-1,1,0,0,-1,0,-1,0,1,1,1,1,1,1,1,-1,0,1,1,1,0,1,1,-1,1,0,1,0,0,0,1,1,-1,1,1,1,1,-1,-1,1,-1,-1,0,0,1,-1,-1,1,0,1,1,1,1
Paulo Lustosa,PMDB,CE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,0,0,0,1,1,1,0,0,-1,-1,-1,-1,0,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,-1,1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,1,0,1,0,1,1,1,0,1,0,-1,0,0,0,0,0,0,1,1,-1,1,0,1,1,0,0,0,0,-1,0,1,0,-1,1,0,1,1,-1,1,0
Arlindo Vargas,PTB,RS,1,0,1,1,-1,-1,-1,-1,0,0,-1,1,-1,0,1,1,1,-1,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,0,-1,0,1,-1,0,1,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,-1,-1,1,1,0,0,1,1,-1,1,1,0,1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,1
Emílio Assmar,PPB,AC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,0,0,-1,0,0,0,0,-1,1,0,0,-1,0,1,0,-1,1,1,0,1,1,-1,1,-1,1,1,0,0,1,1,-1,1,1,1,1,-1,-1,1,1,-1,0,1,1,-1,-1,-1,0,1,1,1,1
Ari Magalhães,PPB,PI,0,-1,1,1,0,0,0,1,1,-1,1,-1,1,0,1,1,1,-1,0,1,0,-1,-1,-1,-1,1,-1,1,-1,1,1,0,0,-1,0,0,1,1,1,1,0,1,-1,-1,-1,-1,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,-1,1,1,1,-1,1,1,1,0,1,1,0,0,1,1,0,-1,1,0,0,0,1,1,0,1,1,0,0,-1,0,0,1,-1,0,1,1,1,1,-1,0,0,0,0,1
Felipe Mendes,PPB,PI,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,1,1,1,-1,0,1,0,-1,-1,-1,-1,1,1,-1,-1,1,1,0,-1,-1,0,0,0,1,1,1,0,0,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,0,0,0,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,0,0,-1,1,-1,0,1,1,0,1,1,-1,1,1,1,-1,1,1,0,1,1,1,-1,0,0,0,1,0,1,1,0,1,1,1,1,-1,0,1,-1,-1,0,1,1,-1,-1,-1,0,1,1,1,1
Augusto Viveiros,PFL,RN,0,-1,1,1,-1,-1,-1,-1,1,-1,0,0,0,0,1,1,1,0,0,-1,0,-1,1,-1,-1,1,-1,0,-1,-1,1,0,0,0,0,0,0,-1,1,1,0,0,-1,-1,-1,-1,0,1,1,1,-1,0,0,1,-1,-1,-1,1,-1,1,-1,1,1,1,1,0,0,0,0,0,1,1,1,1,-1,1,1,1,0,-1,0,-1,1,-1,1,1,1,-1,-1,-1,0,0,-1,1,-1,1,1,-1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,0,1,1,-1,1,1,1,1,-1,-1,1,1,-1,1,1,1,-1,0,-1,0,1,1,1,1
Magno Bacelar,PFL,MA,1,-1,1,1,-1,-1,-1,0,0,-1,-1,1,-1,0,1,1,0,-1,0,1,0,-1,-1,-1,-1,1,1,-1,-1,1,1,0,-1,-1,0,0,0,1,1,1,0,0,-1,-1,0,-1,1,1,1,1,-1,-1,-1,1,-1,0,-1,1,-1,1,-1,-1,0,1,1,1,1,1,1,-1,1,1,-1,0,-1,0,0,0,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,0,1,0,1,1,0,-1,1,-1,1,1,0,1,0,1,-1,1,1,0,1,0,1,0,-1,1,1,1,0,-1,0,1,0,0,1,1,1,-1,0,-1,0,1,1,0,1
Antonio Balhmann,PPS,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-1,1,0
Carlos Airton,PPB,AC,0,-1,0,-1,0,0,0,0,0,0,-1,-1,0,0,1,1,1,0,0,1,0,-1,0,0,0,1,1,0,0,-1,1,0,0,0,0,0,0,-1,1,1,0,0,-1,1,0,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,1,-1,0,0,0,0,1,1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,1,0,0,0,0,1,0,0,-1,0,-1,0,1,1,1,1,0,-1,1,0,0,0,0,1,0,1,1,0,1,1,0,-1,-1,0,1,1,-1,1,1,1,1,-1,-1,1,1,-1,0,1,1,0,-1,1,0,1,0,1,1
Célia Mendes,PPB,AC,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,0,1,0,0,0,-1,0,0,0,1,0,0,0,1,1,-1,0,0,1,0,0,1,0,1,1,-1,-1,1,0,-1,0,0,0,0,0,0,0,1,-1,1,0
Antônio Jorge,PFL,TO,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,-1,-1,1,0,-1,0,0,0,0,0,0,0,1,1,1,0
Dolores Nunes,PFL,TO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,-1,-1,0,0,-1,0,0,0,0,0,0,0,1,1,1,0
Osvaldo Reis,PPB,TO,1,-1,1,1,0,-1,-1,-1,-1,-1,0,1,0,0,1,1,1,-1,0,1,0,-1,-1,-1,0,1,-1,0,-1,1,1,0,-1,-1,0,0,0,1,1,1,0,0,-1,-1,0,-1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,0,0,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,1,-1,-1,-1,0,0,-1,1,0,0,1,-1,0,0,0,1,1,1,0,-1,0,1,0,1,0,1,1,1,1,0,-1,0,0,0,-1,1,1,1,1,0,-1,1,-1,-1,0,1,0,-1,-1,0,0,1,1,1,1
Antonio Joaquim,PL,MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,-1,1,1,1,1,1,0,0,1,0,1,1,0,-1,-1,0,1,1,1,1,1,1,1,-1,-1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,-1,1,-1,-1,0,0,0,1,0,0,0,1,1,1,0,-1,0,0,1,0,0,0,-1,0,0,0,1,1,1,1
Eliseu Moura,PL,MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,1,0,0,0,1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,-1,-1,1,0,-1,0,0,0,0,0,0,0,0,0,1,1
Silvernani Santos,PFL,RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,-1,-1,-1,1,-1,0,-1,0,0,0,0,0,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,0,0,-1,0,0,0,0,-1,1,1,0,1,0,0,0,-1,1,1,0,1,0,1,0,1,-1,0,0,0,1,1,0,1,0,1,1,-1,0,1,0,-1,0,0,0,0,0,0,0,1,1,1,0
Olávio Rocha,PSDB,PA,0,0,1,1,-1,-1,0,-1,-1,-1,0,1,0,0,1,1,1,-1,0,1,0,-1,-1,-1,-1,1,1,-1,-1,1,1,0,-1,-1,0,0,0,1,1,1,0,0,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,1,0,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,-1,1,1,1,1,-1,0,1,-1,-1,1,1,1,-1,1,-1,0,1,1,1,1
João Thomé,PMDB,AM,0,0,1,1,1,-1,-1,-1,1,1,0,-1,1,-1,1,1,1,-1,0,-1,0,1,1,1,-1,-1,-1,1,0,1,1,0,1,1,0,0,-1,-1,1,-1,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,-1,1,0,1,-1,1,-1,-1,-1,1,1,1,1,-1,0,-1,1,-1,1,-1,1,0,1,1,-1,1,1,0,1,-1,1,0,1,-1,1,-1,-1,1,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,-1,1,1,-1,1,1,1,0,0,0,1,1
Emerson Olavo Pires,PSDB,RO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,-1,0,-1,0,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,-1,0,-1,0,1,0,0,0,1,-1,-1,0,-1,-1,0,0,0,0,1,0,1,1,0,1,-1,0,0,-1,1,-1,1,1,0,0,-1,0,-1,1,-1,1,1,1,0,-1,1,0,0,0,0,1,-1,1,0,1,1,-1,1,0,0,0,1,0,0,0,0,0,1,0,1,-1,1,1,0,0,0,0,0,-1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
Elton Rohnelt,PFL,RR,0,0,1,1,-1,-1,-1,-1,-1,-1,0,1,-1,0,1,1,0,-1,-1,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,-1,0,0,0,0,1,1,1,0,0,-1,0,-1,-1,0,1,1,1,-1,-1,0,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,-1,0,0,0,0,0,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,0,0,0,1,-1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,-1,0,1,0,-1,0,-1,0,1,0,0,0
Francisco Rodrigues,PTB,RR,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,1,1,0
Luis Barbosa,PPB,RR,1,-1,1,1,-1,-1,0,-1,-1,-1,-1,1,0,-1,1,1,1,-1,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,0,0,1,1,1,1,1,1,1,-1,1,-1,1,1,0,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,0,0,-1,1,-1,1,1,-1,0,0,1,-1,1,1,1,-1,0,1,0,1,0,-1,-1,1,1,0,1,0,1,0,-1,1,1,1,1,-1,-1,1,-1,0,0,0,1,-1,-1,-1,0,1,1,0,1
Murilo Pinheiro,PFL,AP,1,-1,1,1,-1,-1,-1,-1,0,0,-1,1,0,0,1,1,1,-1,0,1,0,-1,-1,0,0,1,-1,-1,-1,-1,1,0,-1,-1,0,0,0,1,1,1,0,0,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,0,0,0,0,1,-1,1,-1,-1,1,1,1,1,1,1,1,0,1,1,-1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,0,-1,-1,1,-1,0,1,-1,1,0,-1,0,1,-1,1,-1,1,1,1,1,1,1,0,1,1,-1,0,0,1,1,0,1,1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,0,0,1,1,1,1
