nome,partido,uf,PDC 414/1997,PDC 573/1997,PEC 1/1995,PEC 1/1995,PEC 1/1995,PEC 1/1995,PEC 1/1995,PEC 1/1995,PEC 1/1995,PEC 1/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 338/1996,PEC 338/1996,PEC 338/1996,PEC 338/1996,PEC 338/1996,PEC 449/1997,PEC 449/1997,PEC 449/1997,PEC 449/1997,PEC 449/1997,PEC 449/1997,PEC 449/1997,PEC 449/1997,PEC 449/1997,PEC 449/1997,PEC 449/1997,PEC 449/1997,PEC 449/1997,PEC 449/1997,PEC 449/1997,PL 1/1995,PL 1131/1995,PL 1151/1995,PL 1210/1995,PL 1210/1995,PL 1210/1995,PL 1317/1988,PL 1521/1996,PL 1530/1996,PL 1530/1996,PL 1869/1996,PL 2085/1996,PL 2142/1996,PL 2226/1996,PL 2319/1996,PL 2353/1996,PL 2381/1996,PL 2381/1996,PL 2653/1996,PL 2688/1996,PL 2695/1997,PL 2695/1997,PL 2695/1997,PL 2695/1997,PL 2695/1997,PL 2695/1997,PL 3100/1997,PL 3100/1997,PL 3241/1997,PL 3242/1997,PL 3242/1997,PL 3553/1997,PL 3553/1997,PL 3920/1997,PL 4425/1994,PL 4425/1994,PL 4425/1994,PL 469/1995,PL 4695/1994,PL 5430/1990,PL 720/1995,PL 821/1995,PL 821/1995,PL 821/1995,PL 821/1995,PL 821/1995,PL 821/1995,PLP 14/1995,PLP 14/1995,PLP 214/1997,PRC 136/1997
Raquel Capiberibe,PSB,AP,0,0,0,-1,-1,-1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,0,-1,-1,0,0,0,0,0,0,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,1,1,1,-1,1,-1,0,1,1,1,-1,1,1,0,0,0,0,0,1,1,-1,1,-1,1,-1,-1,-1,1,1,1,0,0,0,0,1,-1,0,-1,-1,0,0,1,0,-1,0,1,0,0,1,1,0,-1,1,-1,-1,-1,0,0,0,0,1,-1,-1,-1,0,0,0,1,1,1,1,-1,-1,1,-1,0,0,-1,1,1,-1
Antônio Brasil,PMDB,PA,0,0,-1,0,1,-1,-1,1,1,0,1,-1,1,-1,1,1,-1,1,0,-1,-1,1,1,1,1,0,-1,1,1,1,1,-1,-1,1,-1,0,-1,-1,1,-1,0,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,1,1,-1,1,0,0,0,0,0,1,1,-1,-1,-1,0,1,1,1,1,-1,-1,1,1,1,0,0,0,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,1,0,0,1,1,-1,1,0,0,0,1,0,1,-1,1,-1,-1,-1,0,1,1,1,-1,-1,-1,0,0,1,1,1,0,1,-1,1,-1
Benedito Guimarães,PPB,PA,1,-1,0,0,-1,-1,-1,1,-1,-1,0,1,-1,-1,1,1,1,-1,0,1,0,-1,-1,-1,-1,1,1,-1,-1,-1,1,0,-1,-1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,-1,-1,-1,0,0,0,0,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,0,0,-1,1,-1,1,1,1,-1,-1,-1,0,0,0,1,-1,1,1,-1,1,0,1,1,1,0,1,-1,0,0,0,0,1,-1,1,-1,1,1,-1,1,1,1,-1,0,1,1,0,-1,-1,1,0,-1,0,0,0,-1,-1,0,0,1,1,0,1
Hilário Coimbra,PSDB,PA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,-1,0,0,0,-1,-1,-1,-1,0,-1,-1,-1,1,1,0,-1,-1,0,0,0,1,1,1,0,0,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,-1,0,0,1,1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,0,0,-1,1,-1,0,0,0,1,0,0,0,0,1,0,-1,1,0,0,1,0,1,0,1,1,-1,1,0,1,0,-1,1,1,1,1,-1,0,1,1,-1,0,1,0,-1,1,0,0,1,1,1,1
Mário Negromonte,PSDB,BA,0,0,1,1,-1,0,0,0,0,0,-1,1,-1,0,1,1,1,-1,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,-1,-1,0,0,0,1,1,1,0,0,0,0,-1,-1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,0,0,0,1,-1,-1,1,-1,1,1,-1,0,1,0,1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,0,1,1,-1,0,1,1,1,-1,-1,0,0,-1,0,1,1,-1,1,0,0,1,-1,1,0
José Egydio,PL,RJ,0,0,1,1,0,-1,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,-1,0,1,1,0,-1,-1,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-1,-1,0,-1,1,-1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,-1,0,-1,0,0,0,0,0
Luiz Durão,PFL,ES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,1,1,0
José Aldemir,PMDB,PB,1,0,1,0,-1,0,-1,-1,1,1,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,1,0,1,-1,0,0,0,-1,1,1,0,0,-1,-1,-1,-1,0,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,0,1,1,-1,1,1,1,-1,1,1,-1,0,0,1,1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,0,-1,0,-1,1,-1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,-1,1,1,0,0,1,1,0,1,0,1,1,-1,0,1,1,-1,1,1,1,-1,1,-1,0,1,1,1,1
Simara Ellery,PMDB,BA,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,0,0,1,1,1,-1,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,-1,-1,0,0,0,1,1,1,0,0,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,0,-1,0,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,0,1,1,-1,1,1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,-1,0,1,1,1,1
José Maurício,PDT,RJ,0,0,-1,0,1,0,-1,1,1,0,0,-1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,-1,1,0,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,0,1,1,1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,0,1,1,-1,0,0,0,0,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,1,0,0,0,-1,1,-1,-1,1,-1,-1,-1,1,-1,0,-1,1,-1,-1,0,0,1,-1,1,-1,-1,-1,0,0,-1,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,-1,-1,1,-1,0,0,1,-1,1,-1
Adhemar de Barros Filho,PPB,SP,1,0,-1,0,-1,-1,0,0,1,-1,-1,-1,1,-1,-1,1,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,1,1,0,-1,-1,0,0,0,-1,1,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,0,1,1,-1,1,0,0,0,1,1,-1,1,0,0,0,0,-1,1,0,1,1,-1,0,0,0,1,1,1,0,0,0,1,-1,1,1,1,1,1,1,-1,1,1,1,0,1,0,0,0,1,1,1,-1,0,0,0,0,1,1,-1,1,0,0,0,0,0,1,-1,0,0,1,1,-1,-1,0,0,0,0,0,1
Hélio Rosas,PMDB,SP,0,0,1,1,-1,-1,-1,-1,-1,1,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,1,-1,-1,0,1,1,0,-1,-1,0,0,0,-1,1,1,0,0,0,0,0,0,-1,-1,1,0,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,1,1,1,1,0,-1,1,-1,1,1,1,-1,0,0,-1,1,-1,1,1,1,1,-1,-1,0,-1,0,1,1,-1,1,-1,0,1,-1,1,1,1,0,0,0,1,1,1,1,-1,1,-1,-1,-1,0,0,1,1,0,0,1,0,1,-1,-1,1,0,-1,1,1,1,-1,1,0,0,0,0,1,0
José Pinotti,PSB,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-1,-1,0,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Antonio Joaquim,PSDB,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Maurício Requião,PMDB,PR,1,1,-1,0,0,-1,-1,1,1,1,1,-1,1,0,1,1,-1,1,0,-1,0,1,1,1,-1,-1,-1,1,1,1,1,0,1,-1,0,0,-1,-1,1,-1,0,0,1,1,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,1,1,0,0,0,-1,1,-1,-1,1,-1,-1,0,1,-1,-1,-1,1,-1,-1,0,1,1,-1,1,-1,-1,-1,0,0,1,-1,1,-1,0,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,0,1,-1,1,-1
Pedro Henry,PSDB,MT,1,-1,1,1,-1,0,-1,-1,-1,1,-1,1,0,0,1,1,1,-1,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,1,0,0,-1,-1,0,0,0,1,1,1,0,0,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,0,1,0,1,-1,-1,1,0,1,1,-1,1,1,0,1,1,1,1,1,1,1,0,-1,1,1,-1,1,0,1,1,-1,1,1,1,1,-1,-1,1,0,-1,1,1,1,-1,1,-1,1,1,1,1,1
Mario Martins,PMDB,PA,0,0,1,0,0,0,0,0,0,0,-1,1,0,0,1,1,0,-1,0,0,0,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,-1,-1,0,0,0,1,0,1,0,0,-1,-1,-1,-1,1,1,0,1,0,0,0,1,-1,-1,-1,1,-1,1,-1,-1,0,1,1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,0,-1,0,-1,1,-1,1,1,1,0,0,0,0,0,0,1,0,0,0,-1,1,1,1,0,1,1,1,0,0,1,1,1,1,-1,1,-1,1,-1,0,0,1,0,-1,1,1,1,1,-1,-1,1,-1,-1,-1,0,0,-1,1,0,0,1,1,1,-1
Sílvio Pessoa,PMDB,PE,0,0,1,1,-1,-1,-1,0,0,1,-1,-1,1,1,1,1,0,0,0,-1,0,0,-1,-1,-1,0,-1,-1,-1,-1,1,0,0,0,0,0,0,-1,1,1,0,0,0,-1,-1,1,-1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,1,1,0,1,1,1,-1,1,-1,1,1,1,0,-1,0,-1,1,-1,0,1,1,0,0,0,0,0,0,1,1,-1,1,-1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,-1,-1,-1,0,0,1,1,-1,1,-1,0,1,1,1,0,1,0,0,0,1,-1,1,0,0,0,0,0,-1
Neif Jabur,PMDB,MG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,1,-1,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,1,0
Paes de Andrade,PMDB,CE,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,1,1,0,-1,0,0,0,0,0,1,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,1,-1,0,0,-1,-1,1,1,-1,0,1,1,0,1,1,1,1,1,1,0,1,0,-1,0,0,-1,1,0,1,-1,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,-1,-1,1,0,1,-1,-1,1,0,1,1,1,0,0,-1,1,-1,-1,0,0,0,1,1,0,-1,0,1,1,0,0,1,0,0,0,0,0,0,1,-1,0,0,0,1,-1
Aníbal Gomes,PSDB,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,-1,-1,0,0,-1,0,0,0,0,0,0,0,1,0,1,0
Udson Bandeira,PMDB,TO,0,-1,1,0,1,-1,-1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,1,1,0,1,0,0,0,0,0,1,1,0,0,-1,-1,0,-1,1,1,1,1,-1,-1,-1,1,0,0,-1,1,-1,1,-1,-1,1,0,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,1,-1,0,1,0,0,0,-1,0,0,-1,1,1,0,0,1,1,1,1,1,1,-1,0,-1,1,1,0,0,1,0,-1,0,1,1,1,0,-1,0,0,-1,1,0,0,-1,1,0,0,1,1,0,0
Robério Araújo,PPB,RR,0,0,1,1,-1,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,-1,1,0,-1,0,0,0,0,0,0,0,1,1,0,0
Salomão Cruz,PSDB,RR,1,-1,1,1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,-1,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,1,0,1,-1,0,0,0,1,1,1,0,0,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,0,0,0,0,-1,1,0,0,1,1,0,1,0,-1,0,1,0,1,0,1,1,1,-1,1,1,-1,1,0,1,1,0,1,1,1,1,-1,-1,1,-1,-1,0,1,0,0,0,-1,0,1,1,1,1
Fernando Lyra,PSB,PE,-1,0,1,1,-1,1,1,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,-1,1,-1,1,0,0,0,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,0,0,0,0,0,0,0,1,0,-1,-1,0,-1,-1,0,0,0,0,0,-1,-1,1,1,1,0,0,-1,-1,0,0,0,-1,-1,1,0,-1,0,0,0,0,0,0,1,1,-1,-1,0,0,1,0,0,0,1,-1
Benito Gama,PFL,BA,0,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,0,0,1,1,1,-1,0,1,0,-1,-1,-1,-1,1,1,-1,-1,1,1,0,1,-1,0,0,0,1,1,1,0,0,-1,-1,0,-1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,-1,0,0,-1,1,-1,1,1,1,-1,-1,-1,1,-1,0,1,-1,1,1,-1,1,0,1,0,1,-1,1,-1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,-1,1,1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,-1,0,1,1,1,1
Cleonâncio Fonseca,PMDB,SE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,1,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0
Nestor Duarte,PSDB,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,-1,0,0,1,0,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,0,0,0,0,0,0,0,-1,1,1,0,-1,0,0,0,1,1,0,0,0,0,-1,-1,1,1,1,0,0,1,0,-1,1,1,1,1,0,-1,1,0,-1,0,0,0,0,0,0,0,1,-1,1,1
Jairo Azi,PFL,BA,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,1,0,1,-1,0,1,0,-1,-1,0,-1,1,-1,-1,-1,-1,1,0,-1,-1,0,0,0,1,1,1,0,0,0,0,0,-1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,0,0,0,1,-1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,-1,1,1,1,0,0,1,1,-1,1,1,0,1,-1,-1,1,0,0,0,1,1,-1,1,-1,0,0,0,0,1
Fernando Lopes,PDT,RJ,0,0,-1,0,1,0,-1,1,1,0,0,-1,0,0,1,0,-1,1,0,-1,-1,1,0,0,0,0,-1,0,0,1,0,0,-1,0,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,1,1,0,0,0,1,0,-1,0,-1,-1,-1,1,-1,-1,-1,1,0,-1,-1,1,1,0,0,-1,-1,0,-1,0,-1,-1,0,-1,-1,-1,-1,1,1,1,-1,1,0,-1,-1,1,0,1,0,1,-1,1,0
João Mendes,PPB,RJ,0,-1,1,0,0,-1,0,1,0,-1,0,1,-1,0,1,0,0,0,0,0,0,1,-1,-1,-1,1,1,-1,-1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,0,0,0,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,-1,1,1,0,-1,0,0,0,0,-1,-1,0,1,0,0,0,1,0,0,0,1,1,-1,-1,-1,0,0,1,1,1
José Augusto,PPS,SP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,1,1,1,0,1,0,0,0,0,0,0,0,1,-1,1,0
Marta Suplicy,PT,SP,0,0,-1,0,1,-1,-1,1,1,1,0,-1,1,0,0,0,0,0,0,-1,0,1,0,0,0,0,-1,1,0,-1,1,-1,-1,1,-1,0,0,1,-1,-1,0,-1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,0,0,-1,-1,1,0,0,-1,-1,-1,0,1,-1,1,-1,1,-1,-1,-1,1,1,1,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,-1,1,-1,-1,0,0,1,-1,0,-1,-1,-1,0,0,0,-1,1,-1,0,-1,-1,1,1,1,-1,1,0,-1,-1,1,-1,1,0,1,-1,1,-1
Carlos Cardinal,PDT,RS,0,0,-1,0,1,-1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,0,1,0,0,0,0,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,0,1,-1,0,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,1,0,0,0,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,0,1,1,-1,1,-1,-1,-1,0,0,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,-1,-1,1,-1,1,0,1,-1,0,-1
Renan Kurtz,PDT,RS,0,0,-1,0,0,0,-1,1,1,1,1,-1,0,0,1,1,-1,1,1,-1,-1,1,0,0,0,0,-1,1,1,-1,1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,0,1,1,1,1,1,-1,1,-1,-1,-1,0,0,1,-1,1,-1,1,-1,-1,-1,1,1,1,0,0,0,-1,1,0,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,0,1,1,-1,1,0,-1,-1,0,0,0,-1,1,1,-1,-1,-1,1,1,1,-1,-1,0,-1,-1,1,-1,1,0,1,-1,1,-1
Melquíades Neto,PFL,TO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adroaldo Streck,PSDB,RS,0,-1,1,1,-1,-1,0,-1,-1,-1,-1,1,0,0,1,1,1,-1,0,1,0,-1,-1,-1,-1,1,0,-1,-1,1,1,0,-1,-1,0,0,0,1,1,1,0,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,0,1,1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,0,-1,0,1,-1,-1,1,-1,1,0,-1,1,1,0,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,1,-1,1,1,1,1,-1,-1,1,0,-1,1,1,1,-1,1,-1,0,1,0,0,1
