nome,partido,uf,MPV 549/2011,MPV 550/2011,MPV 551/2011,MPV 551/2011,MPV 554/2011,MPV 558/2012,MPV 559/2012,MPV 559/2012,MPV 559/2012,MPV 559/2012,MPV 563/2012,MPV 563/2012,MPV 563/2012,MPV 563/2012,MPV 563/2012,MPV 563/2012,MPV 563/2012,MPV 566/2012,MPV 566/2012,MPV 566/2012,MPV 567/2012,MPV 567/2012,MPV 567/2012,MPV 570/2012,MPV 571/2012,MPV 571/2012,MPV 571/2012,MPV 574/2012,MPV 574/2012,MPV 574/2012,MPV 575/2012,MPV 576/2012,MPV 579/2012,MPV 579/2012,MPV 579/2012,MPV 579/2012,PDC 514/2011,PEC 153/2003,PEC 153/2003,PEC 270/2008,PEC 416/2005,PEC 416/2005,PEC 438/2001,PEC 445/2009,PEC 471/2005,PEC 478/2010,PEC 478/2010,PL 1876/1999,PL 1876/1999,PL 1992/2007,PL 1992/2007,PL 1992/2007,PL 1992/2007,PL 2330/2011,PL 2330/2011,PL 2330/2011,PL 2565/2011,PL 2565/2011,PL 2565/2011,PL 2793/2011,PL 301/2007,PL 3839/2012,PL 5279/2009,PL 5403/2001,PL 643/2011,PL 865/2011,PLP 114/2011,PLP 230/2004,PLP 362/2006,PLP 579/2010,REQ 1134/2011,REQ 2130/2011,REQ 4504/2012,REQ 4636/2012,REQ 4636/2012,REQ 6062/2012,REQ 6135/2012,REQ 6460/2012,REQ 6461/2012,PEC 471/2005
Sandra Rosado,PSB,RN,0,1,-1,0,0,0,-1,0,0,1,-1,0,0,0,0,0,0,0,-1,-1,0,-1,0,1,-1,-1,-1,0,0,0,1,0,0,0,-1,0,1,1,0,1,0,0,1,1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,1,0,-1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1
Ariosto Holanda,PSB,CE,0,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,0,0,1,-1,1,-1,-1,-1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,-1,-1,-1,0,0,0,0,1,1,-1,-1,1,0,1,1,0,0,0,0,1,1,1,-1,1,1,1,1
Júlio Delgado,PSB,MG,1,0,0,-1,1,1,0,0,0,0,0,0,-1,0,0,-1,1,-1,0,-1,0,-1,-1,1,0,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,1,1,1,0,1,0,-1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1
João Leão,PP,BA,1,0,0,0,-1,0,-1,-1,0,1,0,0,0,0,0,-1,1,0,-1,-1,0,-1,0,0,-1,-1,0,-1,-1,1,0,-1,0,0,-1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,-1,-1,0,-1,1,1,-1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1
Ivan Valente,PSOL,SP,0,1,-1,1,1,-1,1,1,0,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,0,0,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,0,1,1,1,1,1,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,1,1,1,-1
Afonso Hamm,PP,RS,-1,-1,0,-1,1,0,-1,0,0,0,-1,-1,-1,-1,0,-1,1,-1,-1,0,-1,-1,0,1,0,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,0,1,1,1,0,-1,0,1,0,-1,-1,0,-1,-1,1,1,1,-1,0,0,-1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1
André Zacharow,PMDB,PR,0,-1,1,-1,0,1,-1,-1,-1,1,-1,-1,0,-1,0,-1,1,-1,-1,-1,-1,0,-1,1,0,0,0,-1,-1,1,1,0,0,0,0,1,1,0,1,1,1,1,-1,0,1,1,1,0,-1,1,-1,0,-1,0,0,0,-1,1,0,0,1,0,-1,-1,1,1,0,0,1,1,1,1,1,-1,1,1,0,1,1,1
Deley,PSC,RJ,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,-1,0,0,0,0,-1,0,-1,0,0,1,1,0,0,0,0,1,0,-1,0,0,0,0,1,1,0,0,0,-1,0,0,0,0,0,0,-1
Chico Alencar,PSOL,RJ,-1,1,-1,1,1,-1,1,1,0,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,-1,0,0,1,1,-1,-1,-1,1,-1,1,1,0,0,0,0,1,-1,-1,0,1,0,0,1,1,0,0,0,-1,1,0,0,0,0,0,-1
Francisco Escórcio,PMDB,MA,0,-1,0,0,0,0,-1,0,0,1,-1,-1,0,-1,0,0,0,-1,0,-1,0,-1,-1,1,0,0,0,-1,0,0,0,0,1,-1,0,0,1,1,1,0,0,0,1,0,1,1,0,-1,-1,0,0,0,-1,0,-1,0,0,1,1,0,1,1,-1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1
Evandro Milhomen,PCdoB,AP,-1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,1,0,0,0,1,1,-1,1,0,-1,-1,-1,-1,0,1,1,1,0,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,-1,-1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1
Leonardo Vilela,PSDB,GO,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
José Otávio Germano,PP,RS,0,0,0,0,0,1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armando Abílio,PTB,PB,1,-1,-1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,-1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,0,-1,-1,0,0,0,0,1,0,-1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Gorete Pereira,PR,CE,0,0,0,0,0,1,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,-1,-1,-1,0,-1,0,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-1,0,0,0,1
Lincoln Portela,PR,MG,0,1,1,-1,1,1,-1,-1,0,-1,0,0,0,0,0,0,1,0,-1,-1,-1,-1,1,1,-1,-1,0,1,0,0,1,-1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,-1,0,-1,0,1,0,1,1,0,-1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0
Aracely de Paula,PR,MG,-1,1,1,-1,0,1,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,-1,-1,1,0,-1,-1,0,-1,-1,1,1,1,-1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,-1,0,0,0,0
Jaime Martins,PR,MG,0,1,0,1,1,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,-1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,-1,0,0,-1,0,0,-1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
Wellington Roberto,PR,PB,1,-1,0,-1,1,0,0,0,0,0,0,0,-1,-1,0,-1,1,0,-1,0,0,0,1,0,0,-1,-1,0,0,0,0,0,1,0,-1,0,1,1,0,1,0,0,0,1,1,0,1,-1,-1,1,0,-1,-1,0,-1,-1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1
Inocêncio Oliveira,PR,PE,1,1,-1,0,1,1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,1,0,-1,-1,0,0,0,1,-1,0,0,-1,-1,1,1,1,1,1,0,1,1,1,0,1,-1,-1,1,-1,-1,-1,0,-1,-1,1,1,1,-1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,-1,1,1,1,1
Giacobo,PR,PR,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,1,1,0,0,1,0,0,-1,0,0,-1,0,-1,0,1,0,1,1,1,0,0,1,1,0,1,-1,-1,1,0,-1,-1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1
Luciano Castro,PR,RR,1,1,-1,-1,-1,1,-1,-1,0,1,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,0,-1,0,0,1,0,0,-1,0,-1,0,0,1,0,1,0,1,0,1,0,1,0,-1,1,0,-1,0,0,-1,-1,1,1,1,-1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1
Flaviano Melo,PMDB,AC,0,-1,1,-1,1,0,-1,0,-1,1,0,0,-1,-1,0,0,0,-1,-1,-1,-1,0,-1,1,0,0,0,0,-1,-1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,-1,0,1,-1,-1,-1,0,-1,-1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1
Joaquim Beltrão,PMDB,AL,1,-1,1,0,-1,1,0,0,0,0,-1,0,0,-1,-1,-1,1,-1,0,-1,-1,-1,-1,1,-1,0,0,-1,-1,1,0,-1,-1,-1,0,0,1,0,1,0,0,0,0,1,1,1,0,-1,-1,1,-1,-1,-1,0,0,0,1,1,1,-1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,-1,1,0,0,1
Sabino Castelo Branco,PTB,AM,0,1,1,-1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,-1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,-1,0,0,0,0,0,-1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1
Dalva Figueiredo,PT,AP,0,0,0,0,0,0,0,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,-1,0,-1,-1,-1,0,-1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,-1,0,0,-1,-1,1,-1,1,0,0,-1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
Sebastião Bala Rocha,PDT,AP,-1,-1,0,0,-1,0,-1,0,0,0,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,0,0,1,-1,0,0,-1,0,0,-1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,-1,-1,-1,1,0,-1,-1,1,0,1,0,1,0,-1,0,0,1,1,0,1,1,1,0,1,1,1,-1,0,0,0,0
João Carlos Bacelar,PR,BA,0,-1,1,-1,1,1,0,0,0,1,0,0,0,-1,0,-1,1,0,-1,-1,0,0,0,1,0,0,-1,0,0,0,0,0,-1,0,0,-1,1,1,1,1,1,0,0,1,1,0,0,-1,0,0,0,0,0,0,-1,-1,-1,-1,1,0,0,0,0,-1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1
Marcos Medrado,PDT,BA,-1,1,-1,-1,-1,1,0,-1,-1,1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,0,-1,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,-1,1,1,-1,-1,-1,0,-1,-1,0,0,0,0,1,1,-1,-1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1
Maurício Trindade,PR,BA,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,-1,-1,1,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,-1,0,1,1,0
Roberto Britto,PP,BA,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,0,0,0,0,0,0,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,-1,0,1,1,1,1,0,1,1,1,1,0,1,-1,1,1,1,1
Sérgio Barradas Carneiro,PT,BA,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,0,0,0,0,0,0,0,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-1,-1,-1,0,0,0,-1,-1,1,-1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0
Eudes Xavier,PT,CE,-1,-1,0,0,-1,1,0,-1,-1,1,-1,0,0,0,0,-1,1,-1,0,-1,-1,-1,-1,1,0,0,0,1,1,-1,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,1,-1,0,1,1,0,0,1,1,1,1,1,1,1,-1,1,1,1,-1
Chico Lopes,PCdoB,CE,0,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,0,-1,-1,-1,1,0,0,0,1,1,-1,0,-1,1,-1,-1,0,1,1,0,1,1,1,1,1,1,1,1,-1,1,-1,0,0,-1,-1,-1,-1,-1,1,0,-1,0,1,-1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1
José Airton Cirilo,PT,CE,-1,-1,-1,-1,-1,0,-1,-1,0,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,1,-1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,0,1,0,1,1,1,1,-1,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
José Guimarães,PT,CE,-1,0,-1,-1,-1,0,0,-1,-1,1,-1,-1,-1,-1,0,-1,1,0,0,0,-1,-1,-1,1,-1,-1,0,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
Augusto Carvalho,PPS,DF,-1,-1,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,0,0,0,0,-1,1,1,1,1,0,1,1,-1,1,0,1,1,-1,1,-1,1,-1,-1,1,1,1,1,-1,1,0,-1,1,0,-1,1,1,1,-1,-1,-1,1,0,1,0,0,0,0,-1
Camilo Cola,PMDB,ES,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,1,0,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sueli Vidigal,PDT,ES,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,-1,0,0,0,-1,0,0,0,1,-1,-1,1,-1,1,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,0,0,0,0,1,1,-1,-1,-1,0,1,1,-1,0,0,1,1,1,0,0,1,0,1,0,-1,-1,0,1,1,1
Lelo Coimbra,PMDB,ES,0,1,1,-1,0,1,-1,-1,-1,1,-1,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,1,0,0,0,0,-1,0,1,0,1,1,1,1,1,0,0,1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,1,1,-1,0,1,1,0,1,0,0,-1,1,1,0,-1,-1,1,1,1,0
Íris de Araújo,PMDB,GO,-1,-1,1,-1,-1,1,0,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,0,1,-1,-1,-1,1,1,1,1,1,1,1,0,1,1,1,-1,-1,1,-1,-1,-1,0,0,0,1,1,1,0,1,1,-1,0,1,0,1,0,1,1,0,1,0,1,0,-1,1,1,1,1
Carlos Brandão,PSDB,MA,0,0,-1,1,1,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,-1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,-1,-1,1,0,1,1,0,0,0,1,1,1,0,-1,1,0,0,-1,-1,0,1,1,1,1,1,1,1,1,-1,0,0,0,1
Domingos Dutra,PT,MA,-1,-1,-1,-1,1,0,-1,-1,-1,1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,0,0,0,0,1,0,1,-1,-1,-1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,-1,-1,0,-1,-1,-1,0,0,0,0,1,1,-1,-1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0
Pinto Itamaraty,PSDB,MA,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,-1,0,0,1,1,0,1,0,1,1,1,0,-1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,-1,0,1,0,1,0,1,1,0,0,-1,0,0,1,1
Professor Setimo,PMDB,MA,1,0,0,-1,-1,1,-1,-1,-1,1,0,0,0,0,0,-1,1,-1,-1,-1,0,-1,-1,1,-1,0,-1,0,-1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,0,1,1,0,-1,-1,0,0,0,0,0,-1,-1,1,1,1,0,1,1,-1,0,1,1,0,1,1,1,1,1,0,-1,1,1,1,1,1,1
Waldir Maranhão,PP,MA,0,-1,-1,-1,-1,1,-1,-1,0,1,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,1,-1,-1,0,0,-1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,0,1,1,-1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1
Aelton Freitas,PR,MG,1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,-1,-1,1,0,1,1,1,1,0,1,1,1,1,-1,-1,1,-1,0,0,0,0,0,1,0,0,-1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Antônio Roberto,PV,MG,0,0,-1,-1,1,0,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,-1,1,0,0,-1,1,1,0,0,-1,-1,0,0,0,-1,0,0,1,1,0,1,0,-1,1,1,1,1,1,0,0,0,-1,0,0,1,0,1,-1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,-1
Fábio Ramalho,PV,MG,0,0,-1,-1,-1,0,0,0,-1,1,-1,0,-1,-1,0,-1,1,0,-1,-1,-1,0,-1,1,0,0,0,0,1,-1,1,-1,0,0,0,-1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,-1,-1,1,1,1,0,1,0,-1,-1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1
Jô Moraes,PCdoB,MG,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,0,-1,-1,0,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,0,-1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,-1,1,1,1,1,1,0,-1,-1,-1,-1,-1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,-1
Mário de Oliveira,PSC,MG,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Miguel Corrêa,PT,MG,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,-1,1,1,1,1,0,0,1,-1,0,0,1,0,1,-1,0,0,0,-1,-1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,-1
Paulo Abi-Ackel,PSDB,MG,0,0,0,1,0,-1,0,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,-1,0,1,0,1,0,0,1,1,1,1,1,-1,0,1,0,0,0,0,0,1,0,1,-1,1,0,1,1,-1,0,0,0,1
Rodrigo de Castro,PSDB,MG,-1,0,-1,0,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,-1,0,1,1,1,0,0,0,1,0,0,-1,0,0,0,1
Valtenir Pereira,PSB,MT,0,0,-1,0,0,0,-1,-1,0,1,0,-1,-1,-1,-1,-1,0,-1,0,0,-1,0,0,1,0,-1,0,0,1,0,0,0,1,1,-1,0,1,0,0,0,1,1,1,0,1,1,1,-1,-1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,-1,0,1,1,1,1,0,0,0,0,1,1,-1,0,1,0,1
Beto Faro,PT,PA,0,-1,-1,-1,-1,1,-1,0,-1,1,0,0,0,0,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,1,0,1,1,0,1,1,1,1,1,1,1,1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,1,1,0,1,1,1,1,1,0,1,-1,1,1,1,1
Lúcio Vale,PR,PA,0,-1,-1,-1,1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,1,0,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,0,-1,-1,1,1,1,-1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1
Wandenkolk Gonçalves,PSDB,PA,-1,1,-1,1,1,1,1,1,-1,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,-1,0,0,1,-1,-1,1,-1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,-1,-1,-1,0,0,0,0,1,1,1,1,1,-1,0,0,0,0,0,1,1,1,0,1,-1,0,1,0,0,-1,0,0,0,1
Bruno Araújo,PSDB,PE,0,1,-1,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,-1,-1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,-1,1,1,1,0,-1,0,0,1,1,-1,0,0,0,0
Eduardo da Fonte,PP,PE,0,-1,0,-1,0,1,-1,0,-1,1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,-1,-1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,-1,0,-1,-1,-1,-1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1
Fernando Coelho Filho,PSB,PE,0,0,0,-1,-1,1,-1,-1,-1,1,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,0,-1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,-1,-1,-1,-1,-1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1
Raul Henry,PMDB,PE,-1,0,1,-1,1,0,-1,1,1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,-1,0,0,1,1,-1,1,1,1,0,1,1,1,1,1,-1,1,1,-1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,-1
Osmar Júnior,PCdoB,PI,0,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,-1,-1,0,-1,0,0,-1,0,0,1,0,0,-1,-1,0,0,0,-1,1,0,1,1,0,1,1,1,1,1,-1,0,1,0,-1,-1,-1,-1,-1,-1,1,1,-1,1,0,-1,-1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Andre Vargas,PT,PR,0,0,-1,-1,0,0,0,0,-1,1,0,0,0,0,0,-1,1,0,0,0,-1,-1,0,1,-1,-1,-1,1,1,0,0,-1,1,-1,-1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,-1,0,-1,-1,-1,-1,-1,0,1,-1,1,0,-1,-1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
Angelo Vanhoni,PT,PR,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,-1,-1,-1,-1,-1,0,0,0,0,1,0,-1,0,0,1,0,0,0,0,1,0,1,0,0,-1,0,0,0,1
Alfredo Kaefer,PSDB,PR,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,-1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,-1,1,1,0,0,0,0,1,0,0,0,0,0,0,1
Dr. Adilson Soares,PR,RJ,0,1,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,-1,-1,1,-1,-1,-1,0,1,1,-1,-1,-1,-1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,-1,-1,1,1,1,1
Andreia Zito,PSDB,RJ,-1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,-1,-1,1,0,0,0,0,0,1,-1,0,1,1,1,0,1,1,-1,0,1,1,1,-1,-1,-1,1,0,1,1,-1,-1,-1,-1,0,0,0,0,0,-1,0,1,1,1,-1,1,1,0,-1,-1,1,1,1,-1
