nome,partido,uf,MPV 267/2005,MPV 268/2005,MPV 269/2005,MPV 269/2005,MPV 269/2005,MPV 272/2005,MPV 273/2005,MPV 275/2005,MPV 275/2005,MPV 275/2005,MPV 275/2005,MPV 275/2005,MPV 276/2006,MPV 276/2006,MPV 276/2006,MPV 278/2006,MPV 278/2006,MPV 279/2006,MPV 279/2006,MPV 280/2006,MPV 280/2006,MPV 280/2006,MPV 280/2006,MPV 281/2006,MPV 283/2006,MPV 283/2006,MPV 284/2006,MPV 284/2006,MPV 284/2006,MPV 285/2006,MPV 285/2006,MPV 287/2006,MPV 288/2006,MPV 288/2006,MPV 288/2006,MPV 288/2006,MPV 288/2006,MPV 291/2006,MPV 291/2006,MPV 291/2006,MPV 291/2006,MPV 291/2006,MPV 316/2006,MPV 327/2006,PDC 2075/2005,PEC 199/2003,PEC 199/2003,PEC 347/1996,PEC 347/1996,PEC 349/2001,PEC 536/1997,PEC 536/1997,PEC 536/1997,PEC 536/1997,PEC 536/1997,PEC 536/1997,PEC 536/1997,PEC 536/1997,PEC 536/2006,PEC 548/2002,PEC 548/2002,PEC 548/2002,PEC 7/2003,PEC 7/2003,PEC 7/2003,PL 4428/2004,PL 4591/2004,PL 4776/2005,PL 5855/2005,PL 5855/2005,PL 5855/2005,PL 6272/2005,PL 6272/2005,PL 6272/2005,PL 6272/2005,PLP 123/2004,PLP 123/2004,PLP 184/2004,PLP 22/2003,PLP 22/2003,PLP 249/2005,PLP 249/2005,PLP 249/2005,PLP 380/2006,PLP 76/2003,PLP 76/2003,REP 43/2005
Anivaldo Vale,PSDB,PA,1,-1,-1,0,1,1,0,0,0,1,0,1,0,0,0,-1,-1,-1,0,1,1,1,1,-1,0,0,0,-1,1,0,1,1,1,-1,1,-1,1,-1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,0,1,0,-1,1,1,0,0,1,-1,1
Zenaldo Coutinho,PSDB,PA,1,-1,-1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,0,-1,0,-1,1,0,1,0,0,0,0,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,-1,-1,1,1,1,0,1,1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,0,0,0,0,0,-1,1
Nilson Pinto,PSDB,PA,1,-1,-1,0,1,1,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,1,0,-1,0,-1,0,0,0,0,1,1,1,0,1,-1,1,-1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,-1,1,0,-1,-1,1,1,1,-1,1,1,1,-1,-1,1,1,1,-1,1,1,0,0,1,1,-1,1,1,1,0,1,-1,1
Luiz Couto,PT,PB,0,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,0,-1,-1,-1,0,-1,0,1,-1,-1,0,0,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,1,0,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,1,1,1,-1,-1
Carlos Dunga,PTB,PB,1,1,1,0,0,-1,-1,1,-1,-1,0,-1,0,-1,1,0,-1,0,0,-1,-1,0,0,1,1,1,-1,-1,-1,-1,1,-1,-1,0,0,0,0,1,0,0,0,0,-1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,-1,-1,1,1,1,-1,1,0,1,-1,1,0,0,1,-1,-1,-1,1,0,1,1,-1,1,1,1,1,0,0,0
Wellington Roberto,PL,PB,1,1,1,-1,-1,-1,-1,1,-1,-1,0,0,-1,-1,1,-1,-1,0,0,-1,0,1,0,1,0,1,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,0,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,-1,1,0,0,-1,1,1,0,1,-1,-1,0,0,-1,1,1,-1,1,0,-1,0,1,0,-1
Benjamin Maranhão,PMDB,PB,0,1,1,0,0,-1,-1,1,-1,-1,0,0,-1,0,1,0,-1,0,0,-1,0,0,-1,1,0,0,-1,1,-1,0,-1,-1,-1,0,0,-1,0,1,0,0,0,1,-1,0,1,1,1,1,1,0,1,1,1,1,1,-1,1,0,-1,-1,1,1,0,-1,1,1,0,0,0,0,-1,1,-1,-1,-1,0,-1,0,0,0,0,0,0,1,0,0,0
Maurício Rands,PT,PE,0,1,0,0,0,0,0,1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,-1,-1,1,1,0,0,0,1,1,-1,1,0,1,1,-1,0,0,0,-1,1,1,0,1,1,0,1,1,0,-1
Paulo Rubem Santiago,PT,PE,1,1,1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,0,1,0,-1,-1,-1,-1,0,0,-1,0,1,0,0,0,0,0,0,1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,-1,1,1,0,-1,0,0,0,1,-1,-1,-1,1,-1,0,0,0,-1,1,-1,0,0,0,-1
Carlos Eduardo Cadoca,PMDB,PE,0,1,-1,0,1,-1,-1,0,0,1,-1,1,-1,-1,1,-1,-1,1,0,-1,1,0,0,1,0,1,0,1,1,-1,1,-1,1,0,0,0,1,-1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,-1,1,1,1,-1,1,0,1,0,-1,1,-1,1,-1,1,1,1,-1,1,1,-1,1,0,1,1,1,0,-1
Roberto Freire,PPS,PE,-1,-1,-1,0,0,-1,-1,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,-1,0,-1,0,1,-1,0,-1,0,0,0,0,0,0,1,-1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,-1,-1,1,1,1,-1,1,0,0,1,1,0,0,-1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,-1
André de Paula,PFL,PE,-1,-1,-1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,1,-1,0,0,1,0,1,0,1,-1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,0,1,1,0,1,0,1,1,-1,1,1,0,1,0,1,1,-1,1,1,1,1,1,-1,1
Joaquim Francisco,PFL,PE,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,0,0,0,1,-1,1,-1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,-1,1,1,1,-1,1,1,0,1,0,0,0,-1,1,1,1,1,-1,1,1,-1,1,0,1,1,1,-1,0
Eduardo Campos,PSB,PE,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,-1,-1,1,1,1,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1
Pastor Francisco Olímpio,PSB,PE,1,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,1,0,1,-1,1,-1,1,-1,1,0,1,1,0,0,-1,1,1,1,1,0,1,1,1,1,1,-1,1,0,-1,-1,1,1,1,-1,0,0,0,0,1,0,0,1,-1,-1,-1,1,0,1,1,-1,1,1,-1,1,1,0,0
Renildo Calheiros,PCdoB,PE,0,1,1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,-1,1,-1,-1,1,0,-1,0,0,-1,-1,1,1,-1,-1,-1,-1,-1,0,-1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,1,1,0,0,1,0,1,1,0,-1
Moraes Souza,PMDB,PI,1,1,1,0,1,-1,-1,1,-1,-1,-1,-1,0,-1,1,0,-1,0,0,0,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,1,0,1,1,1,1,1,-1,1,0,-1,-1,1,1,1,0,1,1,1,1,0,0,1,1,-1,-1,-1,0,-1,1,1,0,0,0,0,1,0,0,0
Marcelo Castro,PMDB,PI,1,1,0,0,-1,-1,-1,1,-1,-1,-1,0,-1,-1,1,-1,-1,1,0,-1,-1,1,-1,0,0,1,0,1,-1,0,0,0,-1,0,0,-1,-1,1,0,-1,0,0,-1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,-1,-1,1,1,0,-1,1,0,1,1,0,1,1,0,-1,-1,0,0,-1,1,0,-1,1,0,1,1,1,-1,0
Mussa Demes,PFL,PI,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,0,0,1,1,1,-1,1,-1,1,-1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,-1,1,1,0,0,0,0,1,-1,1,1,0,1,0,-1,0
Júlio Cesar,PFL,PI,-1,-1,-1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,1,-1,1,0,1,1,1,0,1,-1,1,-1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,-1,1,1,1,-1,1,1,1,-1,1,0,0,1,1,1,1,-1,1,1,1,1,-1,1,0,0,1,1,1,1,1,-1,1
Átila Lira,PSDB,PI,1,-1,-1,0,1,1,0,0,0,1,0,0,0,0,0,-1,-1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,-1,0,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,0,1,1,-1,-1,0,1,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,-1,1
Colombo,PT,PR,0,1,0,0,-1,-1,-1,0,0,0,-1,0,-1,-1,1,0,-1,0,-1,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,1,1,0,1,0,0,1,1,1,0,1,-1,1,1,-1,-1,-1,-1,-1,-1,0,1,1,0,1,0,1,0,-1,-1,0,0,-1,1,1,-1,1,1,1,1,1,0,-1
Dr. Rosinha,PT,PR,1,1,1,-1,-1,-1,-1,0,0,-1,-1,0,-1,0,0,-1,0,0,0,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,0,0,-1,0,1,0,0,0,0,-1,-1,1,-1,-1,1,1,0,1,1,1,1,1,-1,1,0,-1,-1,-1,-1,1,-1,1,1,1,-1,0,0,1,1,-1,-1,0,0,-1,1,1,-1,-1,0,0,1,1,-1,-1
Assis do Couto,PT,PR,1,1,1,-1,1,0,0,1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,0,0,-1,-1,-1,1,0,1,0,0,0,0,0,-1,-1,-1,0,-1,-1,1,0,0,0,0,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,0,-1,1,1,-1,1,1,1,0,1,0,1,1,0,0,-1,1,-1,1,1,0,1,1,-1,1,1,-1,-1
Selma Schons,PT,PR,0,1,1,-1,-1,-1,-1,1,-1,0,-1,0,0,-1,1,-1,0,0,-1,-1,-1,0,-1,0,0,1,-1,0,-1,-1,0,-1,-1,0,0,0,-1,1,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,1,0,0,0,0,1,0,0,-1,1,-1,1,1,-1,0,1,-1,1,1,-1,-1
Dra. Clair,PT,PR,1,0,1,-1,-1,-1,0,-1,1,0,-1,1,-1,-1,1,-1,-1,1,-1,0,0,-1,0,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,0,-1,0,1,0,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,0,0,0,1,1,-1,1,1,0,0,-1,0,-1,1,1,-1,-1,0,-1,1,1,-1,-1
Max Rosenmann,PMDB,PR,0,0,-1,0,1,0,0,-1,0,-1,-1,1,0,-1,1,-1,-1,1,-1,0,0,0,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,1,-1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,-1,-1,1,1,0,-1,0,1,0,-1,0,1,-1,-1,-1,0,1,0,0,0,0,0,1,1,1,0,0,0,1
Moacir Micheletto,PMDB,PR,1,1,1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,1,0,0,1,1,-1,1,0,-1,1,-1,-1,0,0,0,1,-1,1,0,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,-1,-1,1,1,1,-1,1,0,0,1,0,1,-1,1,-1,1,0,1,0,1,1,-1,1,1,1,1,1,0,0
Osmar Serraglio,PMDB,PR,0,1,0,0,1,-1,-1,1,-1,-1,-1,0,-1,-1,1,0,0,1,0,0,-1,0,-1,1,0,1,-1,1,-1,-1,1,-1,-1,0,0,-1,1,-1,0,1,0,0,-1,1,1,1,0,1,0,1,1,1,0,0,1,-1,1,1,0,-1,1,1,0,-1,0,0,1,1,0,0,-1,1,-1,-1,0,0,-1,1,1,-1,0,0,1,1,1,-1,1
Abelardo Lupion,PFL,PR,0,0,-1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,-1,1,0,1,1,1,-1,1,-1,1,-1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,-1,1,1,1,-1,1,0,0,1,1,1,1,-1,1,1,1,1,0,1,1,-1,1,1,1,0,0,-1,1
Eduardo Sciarra,PFL,PR,-1,0,-1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,-1,0,1,1,1,-1,-1,0,0,1,-1,1,0,1,1,1,0,1,-1,1,-1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,-1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,-1,1,1,1,0,1,-1,1
Luiz Carlos Hauly,PSDB,PR,0,-1,0,0,1,1,0,0,0,1,0,1,0,0,0,-1,-1,0,0,1,0,1,0,-1,-1,0,1,-1,0,0,0,0,1,0,1,-1,1,-1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,-1,1,1,-1,0,-1,-1,1,-1,1,1,0,-1,0,1,0,1,0,0,1,1,-1,1,1,0,1,0,1,1,1,-1,1
Affonso Camargo,PSDB,PR,1,-1,-1,0,1,1,0,0,0,1,0,0,0,0,0,-1,-1,-1,0,0,0,1,1,-1,-1,0,-1,-1,1,0,1,1,1,-1,1,-1,1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,1,-1,-1,1,1,1,-1,1,0,1,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,0,1
Alex Canziani,PTB,PR,0,0,0,-1,-1,-1,-1,1,-1,-1,-1,0,0,0,1,-1,0,1,-1,0,1,0,-1,0,1,1,0,-1,0,0,-1,-1,0,0,0,-1,1,-1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,-1,-1,-1,-1,0,-1,1,1,0,-1,0,1,0,0,-1,-1,0,1,0,1,1,-1,0,0,0,0,0,0,-1
Carlos Santana,PT,RJ,1,1,1,-1,1,-1,-1,1,-1,-1,-1,0,-1,-1,0,-1,-1,1,-1,-1,-1,-1,0,0,-1,1,0,1,-1,-1,-1,0,-1,0,0,0,0,1,-1,0,0,0,-1,0,1,1,1,1,1,0,1,1,1,1,1,-1,1,0,-1,-1,-1,-1,1,-1,1,1,0,-1,1,0,1,1,-1,-1,-1,0,-1,0,0,0,0,0,0,1,0,0,-1
Luiz Sérgio,PT,RJ,1,0,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,0,-1,1,1,1,-1,1,-1,-1,-1,-1,0,-1,0,-1,0,1,0,0,0,0,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,1,0,1,1,-1,-1,-1,1,0,1,1,-1,1,1,1,1,1,-1,-1
Jorge Bittar,PT,RJ,1,1,1,0,-1,0,0,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,0,1,1,1,-1,1,-1,0,0,-1,-1,-1,0,-1,0,1,0,0,0,0,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,0,-1,-1,1,-1,1,0,0,-1,0,0,0,1,0,0,-1,1,0,1,0,-1,0,0,0,1,1,-1,-1
Antonio Carlos Biscaia,PT,RJ,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,0,1,1,-1,1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,-1,-1,1,0,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,1,0,1,1,-1,-1,-1,1,-1,1,1,-1,-1,0,-1,1,1,-1,-1
Fernando Gonçalves,PTB,RJ,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,0,1,1,1,-1,-1,-1,-1,-1,0,0,-1,0,0,1,-1,0,0,0,0,-1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,-1,-1,1,1,1,-1,1,1,0,1,1,0,-1,1,-1,1,-1,0,0,0,0,0,1,0,1,1,1,-1,-1
Moreira Franco,PMDB,RJ,0,1,-1,0,1,-1,-1,0,0,1,-1,0,-1,-1,1,0,-1,0,-1,0,0,1,-1,-1,0,1,0,0,0,-1,-1,-1,0,0,0,-1,1,-1,1,0,0,0,-1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,-1,-1,1,1,1,1,0,0,1,1,1,1,-1,0,1,0,1,1,0,1,1,-1,1,1,0,0,1,-1,1
Rodrigo Maia,PFL,RJ,-1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,1,1,-1,-1,0,0,1,-1,1,0,1,1,1,-1,1,-1,1,-1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,0,0,1,1,1,-1,1,1,1,1,-1,0,1,-1,1,1,1,1,1,-1,1
Reinaldo Betão,PL,RJ,0,1,0,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,1,-1,-1,1,-1,0,1,1,-1,1,1,1,0,0,-1,-1,1,-1,0,0,0,1,1,-1,1,0,0,0,-1,1,1,1,1,1,1,0,1,1,1,1,1,-1,1,0,-1,0,1,1,1,-1,1,0,0,-1,0,1,1,1,0,0,-1,0,0,0,0,0,0,1,1,1,1,-1,-1
Alexandre Cardoso,PSB,RJ,1,1,1,-1,-1,-1,0,1,-1,-1,0,0,0,0,0,0,-1,1,-1,0,0,0,-1,1,0,1,0,0,-1,-1,-1,0,-1,0,0,0,0,1,-1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,-1,-1,1,1,1,-1,1,1,0,-1,1,1,0,1,-1,-1,0,0,0,0,1,0,1,1,1,0,0,-1,-1
Paulo Baltazar,PSB,RJ,0,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,-1,-1,0,0,0,-1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,-1,-1,1,1,1,-1,1,1,0,-1,1,0,1,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,-1
Paulo Feijó,PSDB,RJ,1,-1,-1,0,1,1,0,0,0,0,0,1,0,0,0,-1,-1,0,0,1,1,1,0,-1,0,0,0,0,0,0,0,0,1,0,0,-1,1,-1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,-1,-1,-1,1,0,-1,0,1,-1,-1,-1,0,0,1,1,1,1,1,0,1,1,-1,0,0,0,0,0,0,0
Itamar Serpa,PSDB,RJ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,0,0,0,-1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,-1,-1,-1,-1,1,-1,1,0,0,-1,-1,1,1,-1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1
Jandira Feghali,PCdoB,RJ,1,1,1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,0,0,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,1,1,0,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,-1,1,0,1,1,0,-1,1,1,-1,-1,-1,1,-1,1,0,-1,0,1,-1,1,1,0,-1
Fátima Bezerra,PT,RN,1,0,1,0,1,-1,0,0,0,-1,0,0,-1,-1,0,-1,-1,0,-1,-1,-1,0,0,1,1,1,0,0,-1,0,-1,-1,0,0,0,-1,0,1,-1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,0,1,1,1,1,0,1,0,1,1,0,-1,0,1,0,0,1,0,1,1,0,1,1,-1,-1
Henrique Eduardo Alves,PMDB,RN,0,0,0,0,1,-1,0,0,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,0,1,-1,-1,1,1,1,-1,1,0,1,1,-1,0,-1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,-1,-1
Eduardo Valverde,PT,RO,0,0,1,0,1,-1,-1,1,-1,0,-1,0,0,-1,1,-1,-1,0,-1,-1,0,-1,-1,1,0,1,-1,1,0,0,-1,-1,-1,0,0,-1,-1,1,0,0,0,0,-1,-1,1,1,1,1,1,1,1,1,0,1,1,-1,1,0,-1,-1,-1,0,1,-1,1,0,1,-1,1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,0,1,1,0,-1,0
Marinha Raupp,PMDB,RO,1,0,1,0,0,0,0,0,-1,-1,0,-1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,-1,-1,1,1,1,-1,1,0,0,1,-1,1,-1,1,0,-1,0,1,0,1,1,-1,0,0,0,0,1,-1,-1
Miguel de Souza,PL,RO,1,0,1,0,0,-1,-1,1,0,0,0,-1,-1,-1,1,0,0,0,-1,-1,0,0,0,1,1,1,-1,0,0,-1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,1,0,0,1,0,1,1,1,1,1,1,1,-1,1,1,-1,0,1,1,0,0,1,1,1,-1,1,1,1,1,-1,-1,-1,0,0,1,0,-1,1,1,1,0,1,0,-1
Pastor Frankembergen,PTB,RR,1,1,1,-1,-1,-1,-1,1,-1,0,-1,-1,0,-1,1,-1,0,1,0,-1,-1,1,-1,0,0,1,-1,-1,-1,0,0,-1,0,0,0,0,0,0,-1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,0,1,1,1,1,1,0,-1,1,-1,1,-1,1,0,1,1,-1,1,0,1,0,1,-1,-1
Dr. Rodolfo Pereira,PDT,RR,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,0,0,0,-1,-1,1,-1,0,0,0,-1,-1,1,0,1,-1,1,-1,0,0,0,0,0,-1,1,-1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,0,1,1,0,1,-1,0,0,-1,-1,1,1,0,-1,1,1,0,1,1,-1,1,0,-1,0
Alceu Collares,PDT,RS,1,0,0,0,1,-1,-1,0,0,0,-1,1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,1,1,-1,0,-1,1,0,1,0,0,0,1,-1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,-1,1,1,0,0,1,0,0,1,-1,0,0,-1,1,0,1,0,0,0,0,0,1,1,-1,0,1,0,-1
Tarcísio Zimmermann,PT,RS,0,1,0,-1,-1,0,0,1,-1,-1,-1,-1,0,-1,0,-1,0,1,0,-1,-1,-1,0,1,1,0,-1,1,0,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,-1,-1,1,1,0,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,1,0,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,1,1,-1,-1
Paulo Pimenta,PT,RS,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,1,-1,-1,0,0,0,0,0,-1,1,1,0,-1,1,-1,-1,-1,-1,0,0,0,1,0,1,0,0,0,0,-1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,-1,-1,1,-1,1,0,1,1,0,-1,1,0,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,1,0,1,-1,0
Henrique Fontana,PT,RS,1,0,1,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1,1,-1,-1,1,0,-1,-1,0,-1,1,0,0,-1,1,-1,-1,-1,0,-1,0,0,1,0,1,-1,-1,0,0,-1,-1,1,1,1,1,1,1,0,0,0,0,1,-1,1,1,0,-1,-1,-1,1,-1,1,1,0,-1,1,0,1,1,-1,-1,-1,1,-1,0,0,0,1,0,1,1,0,0,-1
Orlando Desconsi,PT,RS,1,1,1,-1,-1,-1,-1,1,-1,-1,0,0,-1,-1,1,0,-1,1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,0,0,1,1,1,0,0,0,0,-1,0,1,1,0,1,0,1,1,1,1,0,1,-1,1,1,-1,-1,-1,-1,1,-1,0,1,1,-1,1,0,0,0,-1,-1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1
Maria do Rosário,PT,RS,1,1,1,0,0,-1,-1,0,0,-1,-1,-1,0,-1,1,-1,-1,0,0,-1,-1,0,0,1,0,1,0,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,0,1,-1,1,0,1,0,0,0,1,1,-1,-1,-1,1,0,1,1,-1,1,1,1,1,1,-1,0
Pastor Reinaldo,PTB,RS,1,1,1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,1,0,-1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,-1,1,0,1,-1,1,1,-1,1,0,1,-1,0,-1,1,1,-1,1,1,1,1,1,-1,-1
