nome,partido,uf,MPV 267/2005,MPV 268/2005,MPV 269/2005,MPV 269/2005,MPV 269/2005,MPV 272/2005,MPV 273/2005,MPV 275/2005,MPV 275/2005,MPV 275/2005,MPV 275/2005,MPV 275/2005,MPV 276/2006,MPV 276/2006,MPV 276/2006,MPV 278/2006,MPV 278/2006,MPV 279/2006,MPV 279/2006,MPV 280/2006,MPV 280/2006,MPV 280/2006,MPV 280/2006,MPV 281/2006,MPV 283/2006,MPV 283/2006,MPV 284/2006,MPV 284/2006,MPV 284/2006,MPV 285/2006,MPV 285/2006,MPV 287/2006,MPV 288/2006,MPV 288/2006,MPV 288/2006,MPV 288/2006,MPV 288/2006,MPV 291/2006,MPV 291/2006,MPV 291/2006,MPV 291/2006,MPV 291/2006,MPV 316/2006,MPV 327/2006,PDC 2075/2005,PEC 199/2003,PEC 199/2003,PEC 347/1996,PEC 347/1996,PEC 349/2001,PEC 536/1997,PEC 536/1997,PEC 536/1997,PEC 536/1997,PEC 536/1997,PEC 536/1997,PEC 536/1997,PEC 536/1997,PEC 536/2006,PEC 548/2002,PEC 548/2002,PEC 548/2002,PEC 7/2003,PEC 7/2003,PEC 7/2003,PL 4428/2004,PL 4591/2004,PL 4776/2005,PL 5855/2005,PL 5855/2005,PL 5855/2005,PL 6272/2005,PL 6272/2005,PL 6272/2005,PL 6272/2005,PLP 123/2004,PLP 123/2004,PLP 184/2004,PLP 22/2003,PLP 22/2003,PLP 249/2005,PLP 249/2005,PLP 249/2005,PLP 380/2006,PLP 76/2003,PLP 76/2003,REP 43/2005
Eliseu Resende,PFL,MG,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,-1,-1,0,1,-1,1,0,1,0,0,0,0,0,1,-1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,-1,1,1,0,0,-1,1,0,0,1,1,0,0,1,-1,1
Asdrubal Bentes,PMDB,PA,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,0,1,0,0,-1,1,-1,0,1,0,-1,1,0,-1,-1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,-1,1,1,-1,-1,1,1,1,-1,1,1,0,1,0,1,0,1,-1,0,-1,0,-1,1,1,-1,1,1,1,1,1,-1,-1
Chico da Princesa,PL,PR,1,1,1,-1,-1,0,-1,1,-1,0,-1,-1,0,-1,1,0,0,1,-1,-1,0,-1,-1,1,1,0,-1,1,-1,-1,-1,0,0,0,0,1,0,1,0,0,0,0,-1,1,1,1,1,1,1,1,1,1,1,0,1,-1,1,1,-1,-1,1,1,1,0,1,1,1,-1,0,1,1,1,-1,-1,-1,1,-1,1,1,-1,1,0,1,1,1,0,-1
Laura Carneiro,PFL,RJ,-1,-1,-1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,-1,1,0,1,0,1,0,1,-1,1,-1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,-1,1,1,0,0,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,0,-1,1,1,0,1,1,-1,1
Álvaro Dias,PDT,RN,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,-1,0,1,1,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
Nilton Capixaba,PTB,RO,0,0,0,0,-1,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,1,0,-1
Francisco Rodrigues,PFL,RR,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,-1,1,-1,0,0,-1,1,-1,0,0,1,-1,0,0,0,-1,1,-1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,-1,0,1,0,-1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,-1,1,-1,1,1,-1,1,0,1,1,1,-1,0
Nelson Marquezelli,PTB,SP,1,1,1,-1,0,-1,-1,1,-1,0,-1,-1,-1,-1,1,-1,-1,1,0,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,1,0,-1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,-1,0,1,1,1,-1,1,1,0,-1,1,1,0,0,-1,0,-1,1,-1,0,0,0,1,1,1,1,0,0,-1
Remi Trinta,PL,MA,1,1,1,0,0,0,0,0,0,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,1,0,0,0,-1,1,1,1,1,0,1,1,1,1,0,0,0,0,-1,-1,1,0,1,-1,1,0,1,0,0,1,1,1,-1,-1,-1,0,0,1,1,-1,0,0,0,0,1,-1,-1
Carlos Melles,PFL,MG,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,1,1,0,0,1,-1,1,-1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,-1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0
Ney Lopes,PFL,RN,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,-1,1,0,1,0,0,0,0,-1,1,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,1,-1,0
Jackson Barreto,PTB,SE,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,-1,0,0,-1,-1,1,-1,0,1,0,-1,-1,-1,-1,-1,-1,1,0,0,-1,1,-1,1,0,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,-1,1,1,0,-1,1,0,1,-1,1,-1,-1,1,-1,-1,-1,1,0,1,0,0,1,0,1,1,1,-1,-1
Neuton Lima,PTB,SP,1,1,1,0,-1,0,0,1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,1,0,1,0,1,0,0,0,0,0,-1,0,0,0,-1,1,-1,1,0,1,0,-1,1,1,1,1,1,1,0,0,1,0,0,1,-1,0,1,-1,-1,1,1,0,-1,0,0,0,-1,0,1,-1,1,-1,-1,0,0,-1,1,1,-1,1,1,1,1,1,-1,-1
Osvaldo Reis,PMDB,TO,0,0,1,-1,1,0,-1,0,-1,-1,-1,-1,0,-1,1,-1,-1,1,-1,0,0,0,-1,1,1,1,-1,1,-1,-1,0,-1,-1,0,0,-1,1,1,-1,-1,0,0,-1,1,1,0,1,1,1,0,1,1,1,1,1,-1,1,1,-1,-1,1,1,0,0,0,0,1,1,1,1,1,1,-1,-1,-1,0,0,1,1,-1,1,0,1,1,1,-1,0
Osvaldo Coelho,PFL,PE,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,-1,0,1,1,1,0,1,-1,1,0,1,-1,1,1,1,-1,1,0,0,1,0,1,0,-1,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,1
Robson Tuma,PFL,SP,0,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,-1,0,0,1,0,1,0,1,-1,1,-1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,-1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1
José Mendonça Bezerra,PFL,PE,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,-1,1,-1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,-1,1,1,1,-1,1,1,0,0,1,0,0,1,0,1,1,-1,0,0,0,0,-1,0,0,0,1,0,1,1,0,0,0
Josias Quintal,PSB,RJ,1,1,1,-1,-1,0,-1,-1,-1,0,-1,-1,0,-1,0,-1,-1,0,-1,-1,0,-1,-1,1,0,1,-1,1,0,-1,0,-1,-1,0,0,-1,1,-1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,0,-1,1,0,1,0,1,1,1,0,1,0,-1,1,-1,1,1,-1,0,0,0,1,1,-1,-1
Enio Bacci,PDT,RS,-1,1,-1,0,0,-1,-1,1,1,0,-1,1,0,0,0,-1,0,1,-1,-1,0,0,0,0,1,1,1,0,1,-1,0,0,1,0,1,0,1,-1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,-1,-1,1,1,1,0,1,1,0,1,0,0,0,-1,1,1,1,1,-1,0,0,0,0,0,-1,1,0,0,0
Paulo Cesar de Oliveira Lima,PMDB,SP,0,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,1,0,-1,-1,0,0,1,0,0,0,0,-1,0,1,0,0,-1,0,-1,0,-1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,-1,0,1,0,1,-1,1,0,0,0,0,0,-1,-1,0,0,0,1,-1,1,1,0,1,0,1,1,1,0,0
José Chaves,PTB,PE,0,0,1,-1,-1,0,0,1,-1,0,-1,0,-1,-1,1,-1,0,0,-1,-1,-1,1,0,1,0,1,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,-1,-1,1,1,1,0,1,0,1,-1,1,1,0,1,-1,0,0,0,0,0,0,-1,1,0,0,1,1,0,-1
José Múcio Monteiro,PTB,PE,1,1,0,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,1,0,0,1,-1,0,0,1,0,1,1,1,-1,0,0,0,-1,0,-1,0,0,-1,0,1,0,0,0,0,-1,1,1,1,1,1,1,1,1,1,1,0,1,-1,0,0,-1,-1,1,1,0,0,1,1,1,-1,1,1,0,1,-1,0,0,1,0,1,0,-1,1,1,0,1,1,-1,-1
Hamilton Casara,PSDB,RO,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,-1,0,0,0,1,1,0,0,0,0,-1,0,0,0,1,0,1,0,1,0,1,-1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,-1,1,1,-1,0,-1,0,1,-1,1,0,1,-1,-1,1,0,1,1,1,1,0,-1,0,0,-1,0,0,0,1,1,0,0
Luciano Castro,PL,RR,1,1,1,-1,-1,-1,-1,1,-1,0,-1,0,-1,-1,1,0,-1,1,-1,-1,-1,-1,0,1,1,1,-1,0,0,0,-1,0,-1,-1,0,1,0,1,0,-1,-1,0,-1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,-1,1,1,1,-1,1,1,1,-1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,-1
Júlio Redecker,PSDB,RS,1,0,-1,0,1,1,0,0,0,1,0,0,0,0,0,-1,-1,0,0,1,1,0,0,-1,0,0,-1,-1,1,0,1,0,1,0,0,-1,1,-1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,-1,-1,-1,-1,1,-1,1,0,0,1,-1,1,1,1,-1,1,1,1,0,0,0,0,1,1,1,1,1,0,1
Badu Picanço,PL,AP,0,1,1,0,-1,-1,-1,1,-1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,0,1,1,0,0,1,0,1,-1,0,0,0,1,-1,-1,-1,1,-1,0,0,0,0,0,0,1,1,0,0
Evandro Milhomen,PSB,AP,1,0,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
Domiciano Cabral,PSDB,PB,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,0,1,1,1,1,1,-1,1,0,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,0,1,1,1,1,0,0,-1,1,1,-1,0,0,0,1,0,0,0
Ivan Paixão,PPS,SE,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,-1,-1,1,1,1,-1,1,0,0,1,1,0,0,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0
Ricardo Berzoini,PT,SP,1,0,0,-1,0,0,-1,1,-1,-1,0,-1,0,-1,1,1,-1,0,-1,-1,-1,-1,-1,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,-1,-1,-1,-1,1,-1,1,1,1,0,1,0,0,1,-1,-1,-1,1,-1,0,0,-1,1,1,-1,1,1,-1,-1
Xico Graziano,PSDB,SP,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,-1,1,1,1,-1,-1,-1,1,-1,1,0,1,1,-1,0,0,1,0,0,0,1,-1,1,1,-1,1,1,1,1,0,0,1
Armando Abílio,PSDB,PB,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,1,0,0,0,0,0,0,-1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0
Jorge Khoury,PFL,BA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,1,1,0,0,-1,-1,0,1,-1,1,0,1,1,1,0,1,-1,1,-1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,1,1,0,1,-1,0
Roland Lavigne,PMDB,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Aldir Cabral,PFL,RJ,-1,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,-1,1,0,1,-1,1,1,1,-1,1,0,0,1,0,1,0,-1,1,1,1,0,0,1,1,-1,1,1,1,1,1,-1,0
Arolde de Oliveira,PFL,RJ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,-1,0,0,0,0,0,0,0,1,0,0,0,1,-1,1,-1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Miro Teixeira,PDT,RJ,1,1,-1,-1,-1,-1,-1,0,0,1,-1,1,0,0,0,-1,-1,1,-1,-1,1,1,-1,-1,1,1,1,-1,1,-1,1,0,0,0,0,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,0,1,-1,-1,1,-1,1,0,1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1
Ary Kara,PTB,SP,0,0,0,-1,-1,-1,-1,0,0,-1,0,0,-1,1,1,-1,0,0,-1,0,0,0,0,1,0,0,0,0,-1,-1,1,0,-1,0,0,-1,1,-1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,-1,-1,1,1,1,-1,0,0,1,-1,0,0,0,1,1,-1,0,1,0,1,1,0,1,1,1,0,1,-1,0
Marcelo Barbieri,PMDB,SP,0,1,1,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,-1,-1,1,1,0,-1,1,0,0,1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
Teté Bezerra,PMDB,MT,1,1,1,-1,1,-1,-1,1,0,0,-1,0,-1,-1,1,-1,-1,1,-1,0,-1,-1,-1,1,0,1,-1,1,-1,0,-1,0,-1,0,0,1,0,1,-1,-1,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,0,-1,1,1,0,-1,1,0,1,1,-1,1,-1,1,-1,0,0,1,0,1,1,-1,1,1,1,1,1,0,-1
Agnelo Queiroz,PCdoB,DF,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,1,-1,0,-1,-1,0,-1,1,1,0,-1,-1,-1,-1,0,-1,0,0,-1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,1,0,1,1,-1,0
Edinho Bez,PMDB,SC,1,0,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,1,-1,0,1,1,-1,0,-1,-1,-1,-1,-1,0,1,-1,1,-1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,-1,0,1,0,-1,1,1,1,-1,1,1,1,1,-1,-1,-1,1,-1,1,-1,1,0,1,1,0,1,1,1,0,1,-1,-1
Albérico Filho,PMDB,MA,1,1,1,-1,1,-1,0,0,0,-1,0,0,0,0,1,-1,-1,1,-1,0,-1,-1,-1,1,1,0,-1,0,0,-1,1,0,-1,-1,0,-1,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,1,1,-1,1,0,-1,-1,1,1,1,-1,1,1,0,1,-1,0,-1,1,-1,-1,-1,0,-1,1,1,0,0,0,1,1,1,0,-1
Arnaldo Madeira,PSDB,SP,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,1,1,1,1,1,0,-1,-1,-1,1,0,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,1,1,1,1,-1,0
João Magalhães,PMDB,MG,1,1,1,0,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,0,-1,1,-1,0,0,0,-1,0,1,1,-1,1,-1,-1,1,-1,-1,0,0,0,0,1,-1,0,0,0,0,-1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,-1,-1,1,1,0,-1,0,0,0,1,0,1,-1,1,-1,-1,-1,0,-1,1,0,0,0,0,1,0,1,0,-1
Raimundo Gomes de Matos,PSDB,CE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,1,1,0,0,0,-1,-1,1,0,1,0,1,0,1,-1,1,-1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,-1,1,1,1,1,1,-1,1
Joel de Hollanda,PFL,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,0,0,0,1,-1,0,0,1,1,1,0,1,-1,1,-1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-1,1,1,-1,1,1,1,1,1,0,1
Silvio Torres,PSDB,SP,1,0,-1,0,1,1,0,0,0,1,0,0,0,0,0,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,-1,0,1,1,1,-1,1,1,0,-1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Mauro Benevides,PMDB,CE,1,0,1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,-1,-1,1,-1,1,0,1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,0,0,1,1,1,1,-1,0,0,1,-1,1,-1,1,0,0,1,-1,1,1,1,1,1,0,-1
Edir Oliveira,PTB,RS,0,0,0,-1,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,-1,-1,1,-1,1,1,0,-1,-1,0,-1,-1,-1,-1,0,0,-1,0,1,0,0,0,0,-1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,1,1,-1,1,1,1,1,0,-1,0
João Dado,PDT,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Socorro Gomes,PCdoB,PA,1,0,1,0,0,-1,-1,1,-1,-1,0,-1,-1,0,1,0,0,0,-1,0,0,0,0,-1,0,1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,0,1,1,0,0,1,1,-1,1,1,1,1,1,1,0,1,1,1,1,-1,1,0,-1,-1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,-1,1,-1,1,1,0,1,1,-1,1,1,0,-1
Osmar Terra,PMDB,RS,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,1,1,-1,-1,0,1,0,-1,1,-1,0,-1,1,0,1,-1,1,-1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,1,1,0,0,0
Reinaldo Gripp,PL,RJ,1,0,1,0,0,0,0,1,-1,0,-1,-1,0,-1,1,0,-1,0,-1,0,0,0,-1,1,0,1,-1,0,0,-1,1,-1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,-1,-1,1,1,1,-1,0,0,0,-1,1,1,-1,1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1,0,-1
Edmundo Galdino,PSDB,TO,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,-1,-1,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilson Cignachi,PMDB,RS,1,1,1,0,0,-1,-1,1,-1,-1,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,-1,1,1,0,0,0,0,0,-1,-1,1,1,1,-1,1,1,0,-1,-1,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
Armando Monteiro,PTB,PE,1,0,-1,-1,-1,-1,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,-1,-1,1,1,0,-1,1,0,0,0,0,0,0,0,-1,-1,0,0,-1,1,1,-1,1,0,0,0,0,0,0
João Tota,PP,AC,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,1,0,0,-1,0,0,1,-1,1,1,0,0,-1,1,1,1,1,1,1,0,1,1,1,1,1,-1,1,0,-1,0,0,-1,1,-1,1,0,1,-1,0,1,0,0,0,0,0,0,-1,1,1,-1,1,1,1,1,1,-1,-1
Benedito de Lira,PP,AL,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,-1,1,-1,0,1,-1,-1,-1,0,0,0,0,1,-1,1,-1,1,1,0,0,0,0,-1,0,1,0,-1,0,0,-1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,0,-1,0,1,1,0,-1,0,0,1,1,1,-1,1,1,1,-1,-1,1,-1,1,1,-1,1,1,1,1,1,-1,-1
Dr. Benedito Dias,PP,AP,1,1,1,0,0,0,0,1,-1,0,-1,0,0,0,0,-1,0,0,0,-1,0,0,-1,1,0,1,-1,1,-1,0,1,-1,-1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,-1,-1,-1,-1,0,-1,1,0,0,-1,1,0,0,1,1,1,-1,0,-1,0,0,0,0,0,0,1,0,0,0
Nilton Baiano,PP,ES,1,0,1,-1,1,-1,0,0,0,-1,-1,0,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,0,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,1,0,1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,0,0,1,-1,1,0,1,1,1,-1,-1
Sandes Júnior,PP,GO,-1,1,0,0,-1,-1,-1,1,-1,0,0,0,-1,-1,1,0,-1,1,0,-1,1,1,0,1,1,0,0,-1,0,-1,1,0,-1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,-1,1,1,-1,0,1,1,0,1,-1,-1
Ibrahim Abi-Ackel,PP,MG,1,0,1,0,0,0,-1,0,-1,-1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,-1,-1,1,1,0,-1,1,1,0,-1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
