nome,partido,uf,REQ 3970/2016,PLP 163/2015,REQ 4881/2016,REQ 5022/2016,MSC 471/2016,PL 6568/2016,REQ 5679/2016,REQ 5829/2017,MPV 747/2016,MPV 747/2016,REQ 5468/2016,REQ 6026/2017,REQ 6074/2017,PEC 209/2012,PEC 395/2014,PL 4302/1998,PL 4302/1998,PL 4302/1998,PL 4302/1998,REQ 6053/2017,MPV 751/2016,PEC 395/2014,PL 5587/2016,PL 5587/2016,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,REQ 6281/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,REQ 6292/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PL 6787/2016,PL 6787/2016,PL 6787/2016,PL 6787/2016,PL 6787/2016,PL 6787/2016,PL 6787/2016,PL 6787/2016,PL 6787/2016,MPV 752/2016,MPV 752/2016,MPV 752/2016,MPV 752/2016,MPV 752/2016,PEC 304/2017,PEC 304/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,MPV 757/2016,MPV 756/2016,MPV 756/2016,MPV 756/2016,MPV 756/2016,MPV 756/2016,MPV 756/2016,MPV 756/2016,MPV 758/2016,MPV 758/2016,MPV 758/2016,MPV 758/2016,MPV 758/2016,MPV 758/2016,MPV 758/2016,REQ 6015/2017,MPV 755/2016,MPV 763/2016,MPV 763/2016,MPV 763/2016,MPV 763/2016,PLP 54/2015,MPV 765/2016,MPV 767/2017,PLP 54/2015,PLP 54/2015,PEC 304/2017,REQ 6150/2017,PEC 199/2016,REQ 6711/2017,MPV 759/2016,MPV 759/2016,MPV 759/2016,MPV 759/2016,MPV 759/2016,MPV 770/2017,MPV 770/2017,MPV 770/2017
Renato Molling,PP,RS,0,1,-1,-1,1,-1,1,1,0,0,0,1,1,1,0,-1,-1,-1,1,1,0,0,-1,-1,-1,-1,-1,1,-1,0,1,-1,1,1,-1,1,0,1,1,1,0,0,0,0,-1,0,1,1,1,-1,1,-1,-1,0,-1,0,0,0,1,-1,1,0,1,-1,-1,-1,1,-1,-1,1,0,1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,1,1,1,1,0,0,0,0,0,0,-1,-1,-1
Sérgio Moraes,PTB,RS,1,1,-1,-1,1,0,0,1,0,0,0,-1,-1,1,0,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,0,0,1,-1,1,0,0,0,0,0,0,0,1,1,-1,0,-1,0,-1,-1,1,-1,-1,-1,1,0,0,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,0,-1,0,1,1,1,1,-1,0,-1,1,1,-1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,-1,-1,1,1,1,-1,-1,-1
Celso Maldaner,PMDB,SC,1,1,0,1,0,1,0,1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,0,0,0,-1,1,1,-1,1,0,1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,0,0,-1,0,1,1,-1,1,-1,1,0,1,-1,0,0,-1,1,1,1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,1,1,1,1,0,-1,-1,1,-1,1,-1,-1,-1
Décio Lima,PT,SC,1,1,-1,1,0,1,1,-1,1,-1,1,1,1,1,0,0,0,0,-1,0,1,-1,1,1,1,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,-1,-1,-1,1,-1,0,0,0,-1,-1,-1,0,-1,1,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,1,1,-1,1,1,-1,0,0,0,0,0,0,0,0
Mauro Mariani,PMDB,SC,0,1,-1,1,1,0,0,1,-1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,-1,-1,0,1,-1,0,1,-1,1,1,-1,1,0,1,1,1,1,-1,1,-1,0,0,1,1,1,-1,1,-1,-1,0,0,-1,-1,1,1,-1,1,0,1,0,0,-1,1,-1,0,0,1,1,0,0,-1,1,0,0,-1,1,-1,-1,-1,-1,-1,0,0,-1,0,1,1,1,0,1,-1,-1,0,0,0,-1,-1,-1
Valadares Filho,PSB,SE,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,-1,1,-1,0,1,0,0,-1,-1,-1,0,1,1,-1,-1,1,-1,-1,0,1,-1,-1,0,1,-1,1,1,0,0,-1,0,1,1,-1,-1,-1,1,-1,1,0,0,0,0,1,0,1,1,-1,-1,-1,1,1,-1,0,0,0,-1,-1,0,-1,0,-1,1,1,1,1,1,0,-1,-1,1,-1,1,0,0,0
Carlos Zarattini,PT,SP,1,0,-1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,-1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,0,0,0,0,0,0,0,0,0,0
Ricardo Tripoli,PSDB,SP,0,0,0,1,0,1,0,1,-1,1,1,1,1,0,0,-1,-1,0,1,0,-1,1,-1,-1,-1,-1,-1,1,0,0,1,-1,1,1,-1,1,0,1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,0,0,-1,-1,1,-1,0,1,0,1,0,0,-1,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,1,-1,0,1,1,0,-1,0,0,0,-1,0,-1
Paulo Teixeira,PT,SP,1,1,0,1,-1,-1,1,-1,1,-1,0,0,0,1,0,0,0,0,-1,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,-1,1,-1,0,0,0,-1,-1,-1,0,-1,1,1,0,0,0,1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,0,-1,0,0,1,0,0,0,0,1,1,-1,1,1,-1,0,1,0,0,0,0,0,0
Paulo Maluf,PP,SP,1,0,-1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,1,-1,1,0,1,0,1,1,-1,0,-1,-1,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,-1,1,-1,0,1,1,1,0,-1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,0,0,0,0,-1,0
Vanderlei Macris,PSDB,SP,1,1,1,1,1,1,1,1,-1,1,1,1,1,0,0,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,0,1,0,0,1,-1,1,0,0,0,0,1,-1,1,-1,0,-1,1,1,1,-1,1,-1,-1,0,0,-1,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,1,1,0,0,-1,0,0,0,0,1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,-1,0,-1,0,0,0,0,-1,-1
Lázaro Botelho,PP,TO,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,-1,-1,-1,1,1,-1,1,1,1,-1,-1,-1,0,-1,0,1,-1,1,1,-1,1,0,1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,0,-1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,0,1,1,1,1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,1,1,1,-1,-1,1,-1,0,-1,-1,-1
Milton Monti,PR,SP,1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,-1,-1,-1,1,-1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,-1,1,0,1,1,1,-1,1,-1,-1,0,0,-1,-1,1,1,-1,1,-1,1,-1,0,0,1,-1,-1,1,1,0,0,-1,-1,0,1,1,0,0,0,-1,-1,-1,-1,-1,0,-1,1,1,1,0,1,0,-1,0,0,0,0,-1,-1,-1
Luiz Fernando Faria,PP,MG,1,1,0,0,0,1,0,1,-1,1,1,0,1,1,0,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,0,-1,0,0,-1,1,1,-1,1,0,1,1,1,0,-1,1,0,0,-1,1,1,0,-1,1,-1,-1,0,0,0,-1,1,1,-1,1,0,1,0,1,0,1,-1,0,1,1,1,0,-1,-1,0,0,0,0,1,-1,0,-1,-1,-1,-1,0,-1,1,1,1,0,1,1,-1,-1,1,0,0,-1,0,-1
Carlos Bezerra,PMDB,MT,1,1,-1,0,0,1,0,1,-1,1,1,1,1,1,0,-1,-1,0,1,0,1,1,-1,-1,0,-1,-1,1,-1,0,1,-1,1,1,-1,1,0,1,1,1,1,-1,1,0,-1,0,1,1,1,-1,1,-1,-1,0,-1,-1,-1,1,1,-1,1,-1,-1,0,1,0,1,-1,0,1,1,1,1,-1,-1,1,1,1,-1,1,-1,0,-1,-1,0,0,0,-1,1,1,1,1,1,1,-1,-1,1,0,1,-1,-1,0
Chico D Angelo,PT,RJ,0,1,0,1,-1,-1,1,-1,0,0,-1,-1,1,1,0,0,0,1,-1,0,1,-1,1,1,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,-1,-1,1,-1,0,0,0,-1,-1,-1,0,-1,1,1,0,1,1,1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,1,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,1,1,-1,0,0,0,0,0,0,0,0
José Rocha,PR,BA,1,0,-1,0,1,1,0,1,-1,1,1,1,1,0,0,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,-1,1,0,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,0,0,-1,-1,1,1,0,1,0,0,-1,1,-1,0,0,0,1,0,0,1,0,0,1,1,1,-1,0,-1,-1,-1,0,-1,-1,1,0,0,1,0,1,1,1,0,-1,0,0,1,0,-1,0
Leonardo Quintão,PMDB,MG,1,1,0,1,1,0,0,0,-1,1,1,0,1,1,0,-1,-1,0,1,1,1,1,-1,-1,0,-1,-1,1,-1,0,1,0,1,1,0,1,0,1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,0,-1,-1,-1,1,1,-1,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,-1,-1
Átila Lira,PSB,PI,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,0,1,-1,1,1,-1,1,0,1,1,1,1,-1,1,0,0,-1,1,1,1,-1,1,0,0,0,-1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,0,1,1,1,1,-1,-1,1,0,0,0,1,0,-1,-1,-1,0,-1,0,-1,1,1,1,1,1,1,-1,0,1,0,1,0,-1,-1
Claudio Cajado,DEM,BA,1,0,-1,1,1,0,1,0,-1,0,0,1,1,0,0,-1,0,-1,1,0,1,1,0,0,0,0,0,0,-1,0,1,-1,0,1,-1,1,0,1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,0,0,0,-1,1,1,-1,1,-1,1,0,1,-1,1,-1,-1,1,1,1,0,-1,-1,0,0,0,0,1,-1,0,-1,-1,-1,-1,0,-1,0,1,1,1,1,0,-1,-1,1,-1,1,-1,-1,0
Carlos Melles,DEM,MG,1,1,-1,0,0,1,0,0,0,0,1,1,0,1,0,-1,0,-1,1,1,1,1,-1,-1,0,-1,-1,1,0,0,0,0,1,1,-1,1,0,0,1,1,1,-1,1,0,0,-1,1,1,1,-1,1,-1,-1,0,-1,-1,-1,1,1,-1,0,-1,1,0,0,-1,1,0,0,0,0,1,0,-1,-1,0,0,0,0,1,0,0,-1,-1,-1,-1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0
Onyx Lorenzoni,DEM,RS,0,0,-1,0,1,-1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,-1,0,0,-1,1,-1,0,0,-1,0,1,-1,1,0,1,1,1,-1,1,-1,0,-1,0,1,0,1,0,1,-1,-1,0,0,0,0,1,1,-1,-1,0,0,0,1,0,0,-1,-1,1,1,1,0,0,0,1,1,0,0,1,0,0,-1,0,0,-1,0,0,0,0,0,1,1,1,0,-1,0,-1,0,-1,-1,0
Felipe Maia,DEM,RN,1,1,0,1,1,0,0,0,-1,1,1,1,0,1,-1,-1,-1,0,1,0,1,1,-1,1,-1,-1,-1,1,0,0,1,-1,1,1,-1,1,0,1,1,1,1,-1,1,-1,0,-1,1,1,0,-1,1,-1,-1,0,0,-1,0,1,1,-1,1,0,0,0,1,-1,1,0,0,1,1,1,1,0,-1,1,1,0,-1,1,0,0,0,0,-1,-1,0,-1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,-1,-1
Jorge Tadeu Mudalen,DEM,SP,1,0,-1,1,1,1,0,1,-1,0,-1,1,1,1,0,-1,-1,-1,1,1,-1,1,0,-1,-1,-1,-1,1,0,0,1,-1,0,1,0,1,0,1,1,0,1,-1,1,-1,-1,-1,1,1,0,-1,1,-1,-1,0,0,-1,-1,1,1,-1,1,0,1,-1,1,-1,1,0,-1,1,1,1,0,-1,-1,1,1,1,-1,1,-1,0,-1,-1,-1,0,0,-1,1,1,1,0,1,1,0,-1,0,0,0,0,-1,-1
Efraim Filho,DEM,PB,0,1,-1,1,1,1,1,1,-1,1,1,1,1,1,0,-1,0,0,0,1,-1,0,-1,-1,-1,-1,0,1,-1,0,0,-1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,-1,1,-1,-1,0,-1,-1,-1,1,1,-1,1,-1,1,-1,1,0,0,0,-1,1,0,0,1,0,-1,1,1,1,-1,0,0,0,-1,0,-1,0,1,-1,1,1,1,1,1,1,0,-1,1,-1,1,-1,-1,0
José Carlos Aleluia,DEM,BA,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,0,0,0,1,1,-1,1,0,1,1,1,1,-1,1,-1,-1,-1,1,1,0,0,1,-1,-1,0,-1,0,0,0,1,-1,1,-1,1,-1,1,0,1,-1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,-1,-1,0,-1,1,-1,-1,-1
Rodrigo Maia,DEM,RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-1,0
Cleber Verde,PRB,MA,1,1,-1,-1,1,1,1,1,1,0,1,0,0,1,0,-1,-1,-1,1,1,-1,0,-1,-1,-1,-1,-1,1,-1,0,0,-1,0,1,-1,1,0,1,1,1,0,0,0,0,-1,0,1,1,1,-1,1,-1,-1,0,-1,-1,0,0,1,-1,0,-1,1,0,0,-1,0,-1,-1,0,1,1,1,0,-1,1,1,1,-1,0,-1,0,-1,0,-1,-1,0,-1,1,1,1,1,1,1,0,0,0,-1,1,-1,-1,-1
Damião Feliciano,PDT,PB,0,1,0,-1,-1,1,0,1,0,0,0,1,1,1,-1,0,0,0,-1,-1,1,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,-1,0,1,-1,1,0,1,-1,0,0,1,0,0,-1,-1,0,0,0,0,0,-1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
Takayama,PSC,PR,0,1,-1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,1,1,-1,0,0,0,0,0,1,-1,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,1,1,0,-1,1,-1,-1,0,-1,-1,-1,1,1,-1,1,-1,1,-1,0,-1,0,0,-1,1,1,1,1,0,0,1,1,1,-1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,-1,0
Izalci,PSDB,DF,0,1,1,1,1,-1,1,1,-1,1,0,1,0,1,-1,-1,-1,-1,1,1,-1,1,-1,-1,0,-1,0,0,-1,0,1,0,1,1,-1,1,0,1,1,1,1,-1,1,-1,-1,-1,1,1,1,0,1,-1,-1,0,-1,-1,0,1,0,0,0,0,0,0,1,-1,1,-1,0,1,1,1,1,0,0,1,1,1,-1,1,-1,0,-1,0,-1,-1,1,-1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,-1,-1
Alberto Fraga,DEM,DF,1,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,-1,-1,0,-1,1,1,-1,1,1,0,-1,-1,-1,1,-1,0,1,-1,1,1,-1,1,0,1,1,1,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,0,-1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,1,1,1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,-1,-1,0,-1,1,1,1,0,1,1,-1,-1,1,-1,1,-1,-1,-1
Rogério Marinho,PSDB,RN,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,-1,-1,-1,1,1,0,1,-1,-1,-1,-1,-1,1,-1,0,1,-1,0,1,0,1,0,1,1,1,1,-1,1,0,-1,-1,1,1,1,-1,1,-1,-1,0,-1,0,0,0,1,-1,1,0,0,0,1,-1,1,0,0,1,0,1,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,-1,1,0,0,1,0,0,-1,-1,0
Márcio Marinho,PRB,BA,0,1,-1,0,1,1,1,1,0,0,1,0,1,0,0,-1,0,0,1,0,1,1,0,0,-1,-1,-1,1,0,0,0,0,0,1,-1,1,0,1,1,1,0,-1,0,-1,-1,-1,1,0,1,0,1,-1,-1,0,0,-1,0,0,1,-1,1,0,0,0,1,-1,1,0,0,1,0,1,1,0,-1,1,1,1,-1,1,-1,-1,0,-1,-1,-1,0,-1,1,1,1,0,1,1,0,0,0,0,0,-1,-1,0
Antonio Bulhões,PRB,SP,1,1,1,-1,1,0,0,0,1,1,-1,1,1,1,0,-1,-1,-1,1,1,0,0,-1,1,-1,-1,-1,1,-1,0,1,-1,1,1,-1,1,0,1,1,1,0,0,0,0,-1,0,1,1,0,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,0,-1,1,-1,1,-1,-1,0,1,1,1,-1,-1,1,1,0,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1
Félix Mendonça Júnior,PDT,BA,1,1,-1,-1,-1,1,1,1,0,0,1,1,1,1,0,0,0,0,-1,0,1,-1,1,-1,0,0,0,0,0,0,0,1,0,0,0,-1,0,-1,-1,-1,-1,1,-1,0,0,0,-1,-1,-1,0,-1,1,-1,0,0,1,-1,-1,1,-1,-1,0,1,0,1,-1,1,-1,0,1,1,-1,0,-1,-1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
Valmir Assunção,PT,BA,1,1,-1,1,-1,-1,1,-1,1,0,1,-1,1,1,0,0,0,0,-1,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,1,-1,0,0,0,-1,-1,-1,0,-1,1,1,0,0,1,0,-1,1,-1,-1,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,0,0,0,0,0
Waldenor Pereira,PT,BA,-1,1,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,1,1,0,0,0,-1,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,1,-1,0,0,0,-1,-1,-1,0,-1,1,1,0,0,0,1,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,0,0,-1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,-1,0,0,0,0,0,0,0,0
Lucio Vieira Lima,PMDB,BA,1,1,0,0,0,1,0,1,-1,1,-1,1,1,1,0,-1,-1,0,0,0,1,1,1,-1,-1,0,-1,1,-1,0,1,0,1,1,-1,1,0,1,1,1,1,-1,1,-1,-1,0,1,1,1,-1,1,-1,-1,0,0,-1,0,1,1,-1,1,0,0,0,0,-1,1,0,0,0,0,1,1,-1,-1,1,1,1,-1,0,0,-1,0,-1,-1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
Paulo Foletto,PSB,ES,1,1,1,-1,1,1,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,1,1,1,0,1,0,-1,-1,1,1,1,-1,1,-1,-1,0,-1,-1,-1,1,1,-1,1,-1,1,-1,1,0,1,0,0,1,0,1,0,-1,0,1,1,1,-1,1,0,-1,-1,-1,0,0,0,0,1,1,1,0,1,1,-1,-1,1,-1,1,-1,-1,-1
Flávia Morais,PDT,GO,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,-1,0,1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,-1,0,-1,-1,-1,-1,1,-1,0,0,0,-1,-1,-1,0,-1,1,-1,0,1,1,-1,-1,1,-1,-1,0,1,-1,1,-1,1,-1,1,1,0,-1,0,-1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0
Alberto Filho,PMDB,MA,1,1,-1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,1,0,0,1,0,0,1,-1,1,0,1,1,1,1,-1,1,-1,-1,0,1,1,1,-1,1,-1,-1,0,-1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,0,1,1,1,1,-1,-1,0,0,0,0,1,-1,-1,-1,-1,-1,0,0,-1,1,1,1,1,1,1,0,0,0,0,0,0,-1,0
Dimas Fabiano,PP,MG,0,1,-1,-1,1,0,1,1,-1,1,1,1,1,1,0,-1,0,0,1,1,1,1,1,0,-1,-1,-1,1,1,0,-1,1,1,-1,1,-1,0,0,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,0,-1,0,0,0,1,-1,1,0,1,0,1,-1,1,-1,-1,0,1,1,0,-1,0,0,0,0,0,1,-1,-1,-1,0,-1,0,-1,-1,1,1,1,1,0,0,-1,-1,1,-1,1,-1,-1,-1
Renzo Braz,PP,MG,0,0,0,0,0,-1,0,1,-1,1,1,1,1,1,0,-1,-1,0,1,0,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,0,1,-1,1,0,1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,0,0,0,0,0,1,-1,1,0,1,0,1,-1,1,-1,-1,1,1,1,0,-1,0,0,0,0,0,1,0,-1,0,-1,-1,-1,0,-1,1,1,0,1,1,0,-1,-1,0,0,0,0,0,0
Toninho Pinheiro,PP,MG,0,1,-1,1,1,1,0,1,-1,1,1,1,1,1,0,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,0,1,-1,1,1,-1,1,0,1,1,1,1,0,1,-1,-1,-1,1,1,1,-1,1,-1,-1,0,0,0,-1,1,1,-1,1,0,1,0,1,0,1,-1,0,1,1,1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,-1,0
Gabriel Guimarães,PT,MG,0,1,-1,1,0,1,1,-1,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
Padre João,PT,MG,1,1,-1,-1,-1,-1,1,-1,0,0,1,-1,1,1,0,0,0,0,-1,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,1,-1,0,0,0,-1,-1,-1,0,-1,1,1,0,0,0,1,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,1,0,1,1,-1,0,0,0,0,0,0,0,0
Marcus Pestana,PSDB,MG,0,1,1,-1,1,1,1,0,-1,1,1,1,1,1,0,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,1,0,1,1,1,1,-1,1,-1,0,-1,1,1,1,-1,1,-1,-1,0,-1,-1,-1,1,0,0,1,-1,1,-1,1,-1,1,-1,0,1,1,1,1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,-1,0,0,0,1,1,1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1
Domingos Sávio,PSDB,MG,1,1,-1,0,0,0,1,1,-1,1,0,1,1,0,0,-1,-1,-1,1,1,-1,1,1,-1,0,-1,-1,1,0,0,0,-1,1,1,-1,1,0,1,1,1,1,-1,1,-1,-1,0,1,1,1,-1,1,-1,-1,0,0,-1,-1,1,1,-1,1,0,1,0,1,0,1,0,0,0,1,1,1,-1,-1,0,1,1,-1,1,-1,0,0,-1,0,-1,0,0,0,1,1,1,1,0,0,-1,1,0,0,-1,0,-1
Mandetta,DEM,MS,1,1,-1,0,1,-1,1,1,-1,0,1,1,-1,0,0,-1,-1,0,-1,1,1,1,-1,1,-1,-1,-1,1,-1,0,0,-1,1,1,-1,1,0,1,1,1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,0,1,0,0,0,1,1,0,0,-1,-1,-1,-1,-1,0,0,0,1,1,1,-1,1,1,-1,-1,0,-1,1,-1,0,-1
Ságuas Moraes,PT,MT,1,1,-1,1,0,1,1,-1,1,-1,1,1,1,1,0,0,0,0,-1,0,0,-1,1,1,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,-1,1,1,0,0,0,1,-1,1,1,-1,-1,1,0,-1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,0,0,0,0,0
Arnaldo Jordy,PPS,PA,1,1,-1,1,1,-1,1,1,1,-1,-1,1,0,1,0,0,0,0,-1,-1,-1,1,1,-1,0,-1,-1,1,-1,0,1,0,1,1,-1,-1,0,0,1,1,1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,1,1,0,0,-1,0,1,-1,1,1,0,0,-1,0,-1,0,0,-1,1,1,0,1,0,-1,0,1,1,-1,1,0,0,-1,-1,-1,-1,0,-1,1,1,0,-1,1,0,0,0,0,0,1,-1,-1,-1
