nome,partido,uf,REQ 3970/2016,PLP 163/2015,REQ 4881/2016,REQ 5022/2016,MSC 471/2016,PL 6568/2016,REQ 5679/2016,REQ 5829/2017,MPV 747/2016,MPV 747/2016,REQ 5468/2016,REQ 6026/2017,REQ 6074/2017,PEC 209/2012,PEC 395/2014,PL 4302/1998,PL 4302/1998,PL 4302/1998,PL 4302/1998,REQ 6053/2017,MPV 751/2016,PEC 395/2014,PL 5587/2016,PL 5587/2016,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,REQ 6281/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,REQ 6292/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PL 6787/2016,PL 6787/2016,PL 6787/2016,PL 6787/2016,PL 6787/2016,PL 6787/2016,PL 6787/2016,PL 6787/2016,PL 6787/2016,MPV 752/2016,MPV 752/2016,MPV 752/2016,MPV 752/2016,MPV 752/2016,PEC 304/2017,PEC 304/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,MPV 757/2016,MPV 756/2016,MPV 756/2016,MPV 756/2016,MPV 756/2016,MPV 756/2016,MPV 756/2016,MPV 756/2016,MPV 758/2016,MPV 758/2016,MPV 758/2016,MPV 758/2016,MPV 758/2016,MPV 758/2016,MPV 758/2016,REQ 6015/2017,MPV 755/2016,MPV 763/2016,MPV 763/2016,MPV 763/2016,MPV 763/2016,PLP 54/2015,MPV 765/2016,MPV 767/2017,PLP 54/2015,PLP 54/2015,PEC 304/2017,REQ 6150/2017,PEC 199/2016,REQ 6711/2017,MPV 759/2016,MPV 759/2016,MPV 759/2016,MPV 759/2016,MPV 759/2016,MPV 770/2017,MPV 770/2017,MPV 770/2017
Rubens Pereira Júnior,PCdoB,MA,0,1,-1,1,-1,0,0,0,1,-1,0,-1,0,-1,0,0,0,0,-1,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,-1,-1,-1,1,-1,0,0,0,0,0,1,0,1,-1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
Dulce Miranda,PMDB,TO,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,1,-1,0,1,-1,1,1,-1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,-1,-1
Adelmo Carneiro Leão,PT,MG,1,1,-1,1,-1,-1,1,-1,1,-1,-1,1,1,1,0,0,0,0,-1,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,1,-1,0,0,0,-1,-1,-1,0,-1,1,1,0,0,1,1,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,-1,-1,-1,1,1,-1,0,0,0,0,0,0,0,0
Eduardo Bolsonaro,PSC,SP,1,0,0,0,0,-1,0,1,-1,1,0,0,0,1,0,-1,-1,-1,1,0,1,-1,-1,-1,0,1,1,1,-1,0,-1,1,-1,-1,1,1,0,-1,-1,1,1,1,-1,1,-1,-1,1,1,0,-1,1,-1,-1,0,-1,1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,1,1,1,1,-1,-1,1,1,1,-1,1,0,-1,0,-1,-1,-1,0,-1,1,1,1,1,1,0,-1,-1,1,0,1,-1,-1,-1
Jarbas Vasconcelos,PMDB,PE,1,1,-1,1,1,0,0,0,-1,1,1,1,1,1,0,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,0,1,-1,1,1,-1,1,0,1,1,1,1,-1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,0,0,-1,0,1,1,-1,1,-1,1,-1,0,-1,1,-1,0,1,1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,0,0,-1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,-1,-1
Irmão Lazaro,PSC,BA,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,-1,0,0,0,0,0,1,0,-1,-1,-1,1,-1,1,1,0,0,1,1,-1,0,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,-1,-1
Alan Rick,PRB,AC,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,-1,-1,1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,0,0,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,0,1,1,1,1,0,-1,1,1,1,-1,0,0,-1,-1,-1,-1,-1,0,-1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,-1,0
João Marcelo,PMDB,MA,1,1,-1,1,1,1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,1,0,-1,-1,0,0,0,-1,0,1,-1,0,1,-1,1,0,0,1,1,0,-1,1,-1,0,0,1,1,0,1,1,-1,-1,0,0,-1,-1,1,1,-1,1,0,1,-1,1,-1,1,-1,0,1,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,0,0,-1,1,1,1,1,1,1,0,0,0,0,0,-1,-1,-1
Remídio Monai,PR,RR,0,1,-1,1,1,1,0,1,0,0,0,1,1,1,0,-1,-1,0,1,0,0,1,-1,-1,-1,0,0,0,-1,0,0,-1,1,1,-1,0,0,1,1,1,0,0,0,0,-1,-1,1,1,1,-1,1,-1,-1,0,-1,-1,0,1,1,-1,1,-1,1,-1,0,-1,1,-1,0,1,1,1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,0,-1,-1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,-1,0
Roberto Góes,PDT,AP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enio Verri,PT,PR,1,1,-1,1,-1,1,0,-1,1,-1,1,1,1,1,1,0,0,0,-1,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,-1,-1,-1,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,0,0,0,0,0
Helder Salomão,PT,ES,-1,1,-1,1,-1,0,1,-1,1,-1,1,1,1,1,-1,0,0,0,-1,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,1,0,0,0,0,-1,-1,-1,0,-1,1,1,0,0,0,1,-1,1,-1,-1,-1,1,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,1,1,0,1,-1,0,0,0,0,0,0,0,0
José Reinaldo,PSB,MA,0,0,0,0,0,1,0,0,-1,1,1,1,0,1,0,-1,0,-1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,0,1,-1,0,1,-1,1,0,1,1,1,1,-1,1,0,-1,-1,1,1,1,-1,1,-1,-1,0,0,-1,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,1,1,1,-1,0,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,1,1,1,0,1,-1,-1,1,-1,1,0,0,0
Valmir Prascidelli,PT,SP,1,1,-1,1,-1,1,1,-1,1,-1,1,1,1,1,0,0,0,0,-1,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,-1,1,-1,0,0,0,-1,-1,-1,0,-1,1,1,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,0,0,0,0,0
Miguel Haddad,PSDB,SP,1,1,0,1,1,-1,1,1,-1,1,1,1,0,1,0,-1,-1,-1,1,-1,-1,1,0,0,-1,-1,-1,1,0,0,0,-1,1,1,-1,1,0,1,1,1,1,-1,1,-1,-1,0,1,1,1,-1,1,-1,-1,0,0,0,0,0,-1,1,1,-1,1,0,1,0,0,-1,0,0,1,1,0,0,-1,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,1,1,-1,1,1,1,0,-1,0,0,0,-1,-1,-1
Carlos Andrade,PHS,RR,0,1,-1,1,0,1,1,0,-1,1,1,1,1,1,0,-1,-1,0,0,1,1,-1,-1,1,0,-1,-1,1,-1,0,1,-1,1,1,-1,-1,0,1,1,-1,0,-1,-1,0,-1,0,-1,-1,1,0,1,-1,-1,0,-1,-1,-1,1,1,-1,-1,0,0,0,1,-1,0,0,-1,1,0,1,1,0,-1,1,0,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,0,1,1,1,-1,-1,0
Fabio Garcia,PSB,MT,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,-1,-1,-1,0,1,1,1,-1,-1,-1,-1,0,0,-1,0,0,0,0,1,-1,1,0,1,1,1,1,-1,1,0,0,0,1,1,1,-1,1,-1,-1,0,-1,0,0,1,1,-1,1,0,0,0,1,0,1,-1,0,0,1,0,0,-1,0,1,1,1,-1,1,0,-1,-1,0,0,0,0,0,1,1,1,1,1,0,-1,0,0,0,1,0,0,0
Celso Pansera,PMDB,RJ,1,0,-1,0,1,1,1,0,1,0,1,1,0,1,0,-1,-1,0,-1,-1,1,1,0,1,-1,-1,-1,1,-1,0,1,-1,0,1,-1,1,0,1,1,1,-1,-1,1,-1,-1,-1,-1,1,0,1,-1,-1,1,0,-1,-1,-1,1,1,-1,1,0,1,-1,0,-1,1,0,0,0,1,1,0,-1,-1,1,1,1,-1,0,0,-1,0,-1,-1,-1,0,-1,0,0,0,1,1,1,0,-1,1,-1,1,0,-1,-1
Andres Sanchez,PT,SP,1,1,-1,1,-1,0,0,-1,0,0,1,1,1,1,-1,0,0,0,-1,0,1,-1,-1,1,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,-1,-1,1,-1,0,0,0,-1,-1,-1,1,-1,1,-1,0,1,0,1,0,1,-1,-1,-1,1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,-1,1,1,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,0,0,0,0,0
Caetano,PT,BA,1,1,-1,1,-1,-1,1,-1,0,0,1,-1,1,1,-1,0,0,0,-1,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,-1,1,-1,0,0,0,-1,-1,-1,0,-1,1,1,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,0,0,0,0,0
Shéridan,PSDB,RR,1,1,0,1,1,-1,1,1,-1,1,1,1,1,1,0,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,0,1,-1,1,0,0,0,0,0,0,0,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,0,-1,-1,-1,1,1,-1,1,-1,1,-1,0,-1,1,-1,0,1,1,1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,1,1,1,1,0,-1,-1,1,-1,1,-1,-1,-1
Cesar Souza,PSD,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,1,1,1,1,1,-1,1,-1,1,-1,0,0,1,1,1,-1,1,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,-1,1,0,1,-1,1,-1,1,-1,0,0,1,1,1,-1,-1,0,0,0,0,1,-1,0,-1,-1,-1,-1,0,-1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,-1,-1
Flavinho,PSB,SP,-1,1,-1,-1,-1,-1,0,1,1,1,-1,1,-1,1,0,0,1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,1,0,-1,1,-1,-1,1,-1,0,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,-1,0,1,1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,-1,0,-1,-1,1,-1,1,-1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,1
Delegado Éder Mauro,PSD,PA,0,1,-1,1,1,1,1,1,-1,1,0,1,0,1,-1,0,0,0,0,0,-1,1,1,1,0,-1,-1,1,-1,0,1,0,1,1,-1,1,0,1,1,1,1,-1,1,0,-1,0,1,1,0,0,1,-1,-1,0,0,-1,0,1,1,-1,1,-1,1,-1,0,0,0,0,0,0,0,1,0,-1,-1,0,0,0,0,0,0,-1,0,-1,-1,-1,0,-1,1,1,1,0,1,0,-1,-1,1,-1,1,-1,0,-1
Joaquim Passarinho,PSD,PA,1,1,-1,-1,1,-1,0,0,-1,1,0,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,0,1,-1,1,1,-1,1,0,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,0,0,0,0,0,1,-1,1,-1,0,-1,1,-1,1,-1,-1,1,1,1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,-1,-1
Leo de Brito,PT,AC,1,1,-1,1,-1,1,1,-1,1,-1,1,1,1,1,-1,0,0,0,-1,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,-1,1,-1,0,0,0,-1,-1,-1,0,-1,1,1,0,1,1,1,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,0,0,0,0,0
Herculano Passos,PSD,SP,1,1,0,1,1,1,1,0,0,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,0,1,-1,1,1,-1,1,0,1,1,1,1,-1,1,-1,-1,0,1,1,1,-1,1,-1,-1,0,0,-1,-1,1,1,-1,1,0,1,0,1,-1,1,-1,-1,1,1,1,0,-1,-1,0,1,1,-1,1,0,-1,-1,-1,-1,-1,0,0,1,-1,1,1,1,1,-1,-1,1,-1,1,-1,-1,-1
Gilberto Nascimento,PSC,SP,0,1,0,1,1,0,0,1,-1,1,1,1,1,1,0,0,-1,-1,0,1,-1,1,0,0,-1,0,-1,1,-1,0,1,-1,1,1,-1,1,0,1,1,1,1,1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,0,-1,0,-1,1,-1,1,1,-1,1,-1,1,-1,1,-1,0,0,1,1,1,-1,-1,1,1,1,0,1,-1,-1,-1,-1,-1,0,1,-1,1,1,-1,1,1,1,0,0,0,0,0,-1,-1,-1
Evandro Rogerio Roman,PSD,PR,1,0,-1,1,1,0,0,0,-1,0,0,0,0,1,0,-1,-1,0,1,0,1,1,-1,0,0,0,-1,1,-1,0,1,0,1,1,0,1,0,1,1,1,1,-1,1,-1,-1,-1,1,0,0,-1,1,-1,-1,0,-1,-1,0,0,1,-1,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,-1,1,0,1,1,-1,0,0,-1,1,0,-1,0
Covatti Filho,PP,RS,1,1,0,0,1,-1,1,0,-1,1,1,1,0,1,0,-1,-1,-1,0,1,-1,1,-1,-1,-1,-1,-1,0,-1,0,1,-1,1,1,-1,1,0,1,1,1,1,1,1,-1,0,0,1,1,1,0,1,-1,-1,0,-1,1,-1,1,1,-1,-1,0,1,-1,1,-1,0,-1,-1,1,0,1,0,-1,0,1,0,1,-1,1,-1,-1,0,-1,-1,-1,0,-1,1,1,1,-1,-1,-1,0,0,0,0,0,-1,-1,-1
Josi Nunes,PMDB,TO,1,1,-1,0,1,1,1,1,1,1,0,1,1,1,0,0,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,0,0,1,-1,1,1,-1,1,0,1,1,1,1,-1,1,-1,-1,0,1,1,1,-1,1,-1,1,0,0,0,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,0,1,1,1,0,-1,-1,0,1,1,-1,1,-1,0,0,-1,0,-1,0,-1,1,1,1,0,1,1,-1,-1,1,-1,1,-1,-1,-1
Eduardo Cury,PSDB,SP,0,1,1,0,0,1,1,1,0,0,-1,1,-1,1,0,-1,-1,-1,1,0,-1,1,-1,-1,-1,-1,-1,1,-1,0,1,-1,1,1,-1,1,0,1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,0,0,0,0,0,0,1,1,-1,0,-1,1,-1,0,-1,0,1,1,0,1,0,0,1,1,1,-1,0,-1,0,-1,0,-1,0,0,0,1,1,0,-1,1,1,-1,-1,1,-1,1,-1,-1,-1
Evair de Melo,PV,ES,1,1,-1,1,1,-1,1,1,-1,1,-1,-1,-1,1,1,0,0,0,-1,1,1,-1,0,0,-1,-1,-1,1,-1,0,1,0,0,1,-1,-1,0,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,-1,1,-1,-1,0,-1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,0,0,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,-1,-1,0,-1,1,1,1,0,1,1,-1,-1,0,-1,1,-1,-1,-1
Bacelar,PTN,BA,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,1,0,1,1,0,-1,-1,1,-1,1,1,1,1,0,0,1,0,-1,1,-1,-1,1,-1,0,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,0,1,1,0,-1,1,-1,-1,-1,1,1,-1,1,-1,1,1,-1,0,-1,-1,1,1,-1,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedro Cunha Lima,PSDB,PB,0,1,1,1,1,1,1,1,-1,-1,0,0,0,0,0,-1,-1,-1,1,0,1,1,-1,-1,-1,-1,-1,0,-1,0,1,-1,1,1,-1,-1,0,1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,0,0,-1,0,1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,1,1,1,-1,0,1,1,1,-1,1,0,-1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,0,0,-1,-1,-1
Geovania de Sá,PSDB,SC,0,1,-1,0,-1,-1,1,1,0,1,0,0,0,1,0,0,0,1,-1,1,-1,1,1,1,-1,-1,-1,1,-1,0,1,-1,1,1,-1,-1,0,1,1,-1,1,-1,1,-1,1,1,-1,-1,0,1,-1,0,0,0,-1,0,0,1,1,-1,1,-1,1,-1,1,0,0,-1,-1,1,0,1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,0,0,-1,0,-1,1,1,1,0,1,1,0,-1,0,-1,1,-1,-1,-1
Roberto Sales,PRB,RJ,1,0,-1,0,0,1,1,0,0,0,0,1,0,1,0,-1,-1,0,1,1,0,0,0,0,0,0,0,0,-1,0,1,0,0,1,-1,1,0,0,0,0,0,0,1,0,-1,0,0,1,1,-1,1,-1,-1,0,-1,-1,0,0,1,-1,1,0,0,-1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,-1,1,0,-1,0,0,-1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
Angelim,PT,AC,1,0,-1,1,0,-1,1,-1,1,-1,0,1,0,1,1,0,0,0,-1,0,1,-1,1,1,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,-1,-1,-1,1,-1,0,0,0,-1,-1,-1,0,-1,1,1,0,0,0,1,-1,1,-1,-1,-1,1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,0,0,0,0,0
Caio Narcio,PSDB,MG,0,1,0,0,1,0,0,0,-1,1,0,0,1,1,0,-1,-1,0,1,1,-1,1,-1,-1,0,-1,-1,1,-1,0,0,-1,1,-1,-1,0,0,1,1,1,1,1,1,0,-1,-1,1,1,1,0,1,-1,-1,0,0,-1,-1,0,1,-1,1,-1,0,0,0,0,1,0,0,1,0,1,1,-1,0,1,1,1,-1,1,0,-1,0,-1,-1,0,1,0,1,0,1,0,1,1,-1,0,1,-1,1,0,-1,0
Betinho Gomes,PSDB,PE,0,1,1,1,1,-1,0,1,-1,1,1,1,1,1,0,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,1,-1,0,1,-1,1,1,-1,1,0,1,1,1,1,-1,1,-1,-1,-1,1,1,0,-1,1,-1,-1,0,0,1,-1,1,1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,1,0,-1,1,-1,-1,0,-1,-1,-1,0,0,1,1,1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1
Rogério Rosso,PSD,DF,0,0,0,0,0,1,1,1,-1,1,1,1,1,1,-1,-1,-1,0,-1,1,0,0,1,1,-1,-1,-1,1,0,0,1,-1,1,1,-1,1,0,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,0,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,1,-1,1,-1,-1,-1
Miguel Lombardi,PR,SP,1,1,-1,1,1,1,1,1,-1,1,-1,1,1,1,0,-1,-1,-1,1,1,-1,1,0,-1,-1,-1,-1,1,-1,0,1,-1,1,1,-1,0,0,1,1,1,1,-1,1,-1,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,0,-1,-1,1,1,1,1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,-1,-1,1,-1,0,0,0,1,1,1,-1,-1,1,-1,1,-1,-1,-1
Mário Negromonte Jr.,PP,BA,0,0,0,0,0,1,0,0,-1,1,1,1,1,1,0,-1,-1,-1,1,1,-1,-1,0,1,-1,-1,-1,1,-1,0,1,0,0,1,-1,-1,0,1,1,1,1,-1,1,0,-1,-1,1,1,1,-1,1,1,-1,0,0,-1,-1,1,1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,-1,-1,1,-1,1,-1,-1,-1
Giuseppe Vecci,PSDB,GO,0,1,1,-1,1,1,1,1,0,0,0,1,1,1,0,-1,-1,-1,1,1,-1,1,0,0,-1,-1,-1,0,-1,0,0,-1,0,1,-1,1,0,1,1,1,0,0,0,0,-1,-1,1,1,1,-1,1,-1,-1,0,-1,-1,-1,1,1,-1,1,-1,1,-1,0,-1,1,-1,0,1,1,1,1,-1,-1,1,1,1,-1,1,0,-1,0,-1,-1,-1,0,0,0,1,1,0,1,1,-1,-1,0,0,0,-1,-1,-1
Marcus Vicente,PP,ES,1,1,-1,0,0,1,0,0,-1,1,1,1,1,0,-1,-1,0,-1,1,0,0,1,-1,-1,0,-1,-1,1,-1,0,1,0,1,1,0,1,0,1,1,1,1,-1,1,-1,0,-1,1,1,0,-1,1,-1,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,1,1,1,1,0,-1,-1,1,-1,1,0,-1,-1
Ronaldo Carletto,PP,BA,1,1,-1,1,1,1,1,1,0,1,1,1,0,1,-1,-1,-1,-1,1,0,1,1,1,1,-1,-1,-1,1,-1,0,0,-1,1,1,-1,1,0,1,1,1,1,-1,1,-1,0,-1,1,1,1,-1,1,-1,-1,0,0,-1,-1,1,1,-1,1,0,1,0,1,-1,1,-1,-1,1,1,1,1,-1,-1,1,1,1,-1,1,-1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,-1,-1,-1
Fábio Mitidieri,PSD,SE,0,1,-1,0,0,1,0,0,0,-1,0,1,1,0,0,0,1,0,-1,1,1,-1,1,1,1,0,-1,-1,-1,0,0,1,1,-1,0,-1,0,0,-1,-1,-1,1,-1,0,1,0,-1,0,-1,1,-1,-1,0,0,0,-1,1,0,1,-1,-1,-1,1,1,0,-1,0,0,0,0,1,1,1,1,-1,1,1,1,-1,1,-1,-1,0,-1,-1,0,0,-1,1,1,1,0,1,-1,0,-1,1,-1,1,-1,-1,-1
Cabuçu Borges,PMDB,AP,1,1,0,0,1,1,1,0,-1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,1,-1,0,1,-1,1,1,-1,1,0,1,1,1,1,-1,1,0,-1,0,1,1,0,-1,1,-1,-1,0,-1,-1,0,1,1,-1,1,-1,1,0,1,-1,1,-1,-1,1,1,1,1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,0,0,0,0,0,-1,-1,0
Ronaldo Lessa,PDT,AL,0,1,-1,1,-1,0,1,1,1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,1,0,1,1,-1,-1,1,1,1,-1,1,-1,1,1,0,0,-1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
João Fernando Coutinho,PSB,PE,0,1,-1,-1,1,1,1,0,1,0,1,1,0,1,0,0,0,-1,0,0,1,1,-1,-1,-1,-1,-1,1,-1,0,1,-1,1,-1,-1,0,0,-1,-1,1,1,1,-1,-1,0,-1,1,1,0,-1,-1,-1,-1,0,0,0,0,0,1,-1,1,-1,1,-1,1,0,0,0,-1,1,1,1,1,-1,-1,0,1,1,-1,1,-1,-1,-1,0,0,-1,0,-1,0,0,0,1,1,1,0,-1,0,0,0,0,-1,0
Rodrigo Pacheco,PMDB,MG,0,1,0,0,0,1,0,0,-1,1,1,0,0,-1,0,-1,-1,0,1,1,1,1,1,1,-1,-1,-1,0,-1,0,0,0,1,1,-1,1,0,1,1,1,0,-1,1,0,0,-1,1,1,0,-1,1,-1,-1,0,0,-1,-1,1,1,-1,1,0,1,-1,0,0,1,-1,0,1,1,1,0,0,0,0,0,0,0,1,0,-1,-1,0,-1,-1,0,-1,0,1,1,1,1,1,-1,-1,1,-1,1,-1,0,-1
