nome,partido,uf,PDC 141/1991,PDC 256/1993,PDC 44/1984,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PL 1258/1988,PL 149/1991,PL 1491/1991,PL 1491/1991,PL 1491/1991,PL 1909/1991,PL 2801/1992,PL 3387/1992,PL 3497/1993,PL 3519/1993,PL 3610/1993,PL 3610/1993,PL 3716/1993,PL 3716/1993,PL 3831/1993,PL 3831/1993,PL 3831/1993,PL 3831/1993,PL 3984/1993,PL 4176/1993,PL 4176/1993,PL 4233/1993,PL 4233/1993,PL 4562/1989,PL 4621/1990,PL 73/1991,PL 8/1991,PL 824/1991,PL 824/1991,PL 965/1991
Genebaldo Correia,PMDB,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-1,1,0,0,0,0,1,1,1,1,-1,-1,-1,1,0,0,0,0,-1,0,0,0,0,1,-1,0
Jabes Ribeiro,PSDB,BA,-1,0,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,1,-1,-1,0,-1,-1,-1,1,1,1,0,1,1,1,-1,-1,-1,0,0,1,1,-1,-1,1,-1,1,1,-1,1
João Almeida,PMDB,BA,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,0,-1,-1,1,1,1,0,0,1,-1,1,0,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,1,1,0,-1,1,-1,-1,1,-1,1
José Falcão,PFL,BA,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,0,1,1,1,1,1,1,1,-1,0,0,-1,-1,1,0,-1,0,-1,0,0,0,0,-1,0,0,1,1,0,-1,-1,-1,1,-1,1
Ribeiro Tavares,PL,BA,0,1,0,1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,-1,-1,0,1,0,0,1,-1,-1,0,-1,1,-1,1
Luís Eduardo,PFL,BA,0,1,0,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,0,1,1,1,-1,1,1,-1,-1,1,1,0,1,1,-1,-1,-1,-1,-1,1,1,-1,1,0,-1,-1,-1,1,-1,1
Nestor Duarte,PMDB,BA,0,0,-1,1,0,0,0,0,0,0,0,0,1,-1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,-1,-1,0,1,-1,0,0,0,0,0,0,0,0,1,-1,0
Uldurico Pinto,PSB,BA,-1,0,0,1,1,-1,-1,-1,-1,0,-1,1,-1,-1,1,1,1,-1,1,1,0,1,-1,-1,-1,0,-1,0,0,1,0,1,-1,0,1,1,0,0,0,0,0,0,1,-1,0,0,0,1,0,1,0
Agostinho Valente,PT,MG,-1,1,0,1,1,-1,-1,-1,-1,-1,-1,1,0,0,1,1,1,1,1,-1,0,1,0,-1,0,0,-1,-1,-1,1,1,1,-1,1,1,1,-1,-1,1,1,-1,-1,1,-1,0,0,-1,1,0,1,-1
Armando Costa,PMDB,MG,0,1,0,1,1,-1,-1,0,0,-1,0,1,1,-1,1,1,1,0,1,1,0,0,1,1,-1,0,1,0,-1,1,0,1,1,1,1,0,0,0,-1,-1,0,0,1,0,0,1,1,-1,0,-1,0
Edmar Moreira,PP,MG,-1,0,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,-1,0,1,0,0,0,0,-1,-1,-1,-1,0,1,1,0,0,0,0,-1,-1,0,0,0
Felipe Neri,PMDB,MG,-1,1,0,1,1,-1,-1,-1,0,-1,-1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,0,-1,1,0,0,0,0,1,-1,-1,-1,-1,0,1,1,0,0,0,0,-1,-1,1,-1,1
Getúlio Neiva,PL,MG,-1,0,0,1,1,-1,-1,-1,0,0,0,1,0,1,1,1,1,-1,1,0,1,1,0,-1,-1,-1,1,0,0,1,0,1,-1,1,1,-1,-1,-1,-1,0,1,1,0,-1,0,0,0,-1,1,1,1
João Paulo,PT,MG,0,1,0,1,1,1,-1,-1,-1,0,-1,1,-1,0,1,1,1,-1,0,-1,-1,0,0,-1,-1,0,1,0,-1,1,0,1,-1,1,1,1,-1,0,1,1,0,0,1,-1,0,1,-1,1,0,-1,-1
José Belato,PMDB,MG,1,1,0,1,1,-1,-1,-1,0,0,-1,1,-1,-1,1,1,1,0,-1,1,1,0,1,0,0,0,1,0,-1,1,0,1,0,0,1,0,0,-1,-1,0,1,0,0,0,0,1,0,-1,1,1,0
Maurício Campos,PL,MG,-1,1,0,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,0,1,-1,-1,0,1,-1,1,-1,1,1,0,0,-1,0,-1,0,-1,0,1,0,0,-1,0,0,-1,1,0,1
Jorio de Barros,PMDB,ES,0,0,-1,1,1,-1,-1,-1,-1,-1,-1,0,1,0,-1,-1,1,-1,1,0,1,0,1,1,1,-1,1,0,0,1,-1,1,0,1,1,-1,-1,-1,1,-1,0,1,0,-1,0,1,0,1,1,0,1
Alvaro Valle,PL,RJ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,1,-1,0,0,1,0,0,0,-1,-1,0,0,1,1,1,0,-1,-1,-1,-1,0,1,0,0
Carlos Alberto Campista,PDT,RJ,1,0,1,1,1,-1,-1,-1,-1,0,-1,1,-1,-1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,-1,1,0,1,0,0,1,0,0,1,-1,1,1,1,0,0,0,0,0,1,0,1,1
Jamil Haddad,PSB,RJ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,0,-1,-1,1,-1,-1,0,0,0,0,0,0
Junot Abi-ramia,PDT,RJ,1,0,1,1,1,-1,-1,-1,0,0,-1,1,1,0,1,1,1,-1,0,0,1,0,0,-1,-1,0,0,1,-1,1,1,1,-1,0,0,1,0,1,-1,1,1,1,0,0,0,-1,-1,-1,0,1,1
Artur da Tavola,PSDB,RJ,0,1,0,1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,1,1,0,1,0,1,1,1,-1,-1,0,0,1,-1,1,0,1,0,0,0,-1,-1,-1,-1,0,0,0,1,-1,0,-1,-1,1,0,0,1
Sandra Cavalcanti,PPR,RJ,0,1,0,1,1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,0,0,0,-1,-1,-1,0,-1,-1,-1,0,1,0,0,-1,-1,-1,-1,0,1,1,0,1,0,0,-1,-1,0,0,0
Sérgio Cury,PDT,RJ,1,0,0,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,0,0,-1,0,0,0,0,0,0,-1,-1,-1,1,1,1,-1,0,1,0,0,0,0,0,-1,1,0,0,0,-1,0,-1,0,1,1
Sidney de Miguel,PV,RJ,0,1,0,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,0,0,-1,-1,1,1,0,-1,0,0,1,-1,-1,1,1,1,-1,1,-1,-1,1,-1,1,-1,0,-1
Simão Sessim,PPR,RJ,-1,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,-1,0,0,1,1,-1,1,1,1,-1,0,1,-1,-1,-1,-1,-1,1,1,0,0,-1,1,-1,1,1,1,1
Vladimir Palmeira,PT,RJ,-1,0,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,1,-1,-1,1,-1,-1,-1,0,0,-1,-1,1,1,1,-1,1,0,1,-1,-1,1,1,-1,-1,0,0,0,1,-1,1,0,1,-1
Diogo Nomura,PL,SP,-1,1,1,1,0,0,0,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,1,0,-1,1,0,1,1,1,1,-1,-1,1,-1,0,1,1,0,-1,0,0,0,-1,1,0,0
Ernesto Gradella,S.Part.,SP,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1
Gastone Righi,PTB,SP,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,0,0,0,0,-1,0,1,-1,0,1,0,1,0,0,1,-1,1,1,1,1
Geraldo Alckmin Filho,PSDB,SP,-1,1,1,1,1,-1,-1,-1,0,-1,-1,1,1,1,1,1,1,0,1,-1,1,1,1,1,-1,0,1,0,-1,1,0,1,1,1,1,-1,-1,-1,-1,0,0,1,-1,1,-1,1,-1,1,1,-1,1
Irma Passoni,PT,SP,0,0,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,1,-1,-1,0,-1,-1,-1,0,0,-1,-1,1,0,1,-1,0,0,1,-1,-1,1,0,-1,-1,0,-1,0,0,-1,1,0,1,-1
José Serra,PSDB,SP,-1,1,0,1,1,-1,0,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,0,1,1,-1,1,0,0,1,1,1,1,1,1,0,-1,1,-1,-1,0,0,1,-1,1,-1,0,-1,-1,1,-1,0
Oswaldo Stecca,PMDB,SP,1,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,1,-1,-1,1,1,0,0,1,1,0,1,1,-1,1,0,1,1,1,0,-1,-1,-1,1,-1,1,1,0,0,-1,1,-1,-1,0,1,1
Walter Nory,PMDB,SP,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,-1,1,0,-1,1,0,1,0,1,1,-1,-1,-1,-1,0,1,1,-1,1,0,1,-1,-1,1,-1,1
João Teixeira,PL,MT,1,0,1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,0,0,1,-1,1,1,1,1,-1,0,0,0,0,-1,-1,1,0,0,1,0,0,0,0,0,1,1,1,-1,0,0,0,1,1,1,0
Jonas Pinheiro,PFL,MT,0,1,1,1,1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,-1,-1,0,-1,0,1,1,0,-1,1,1,-1,-1,1,1,1
João Natal,PMDB,GO,-1,1,0,1,1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,-1,1,1,-1,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,1,1,1,0
Valter Pereira,PMDB,MS,0,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,1,1,1,-1,-1,-1,1,0,1,1,0,-1,1,0,0,1,0,1,-1,1,1,-1,-1,-1,-1,0,0,1,0,0,0,1,-1,-1,1,-1,0
Elio Dalla-Vecchia,PDT,PR,1,0,1,1,1,-1,-1,-1,0,0,-1,1,-1,0,0,1,0,0,-1,-1,0,1,0,-1,-1,0,0,0,-1,0,1,1,-1,0,0,0,0,0,0,0,1,1,1,0,0,-1,-1,1,0,1,1
Munhoz da Rocha,PSDB,PR,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,1,0,-1,0,1,1,-1,1,1,1,0,1,0,-1,-1,-1,-1,0,-1,1,1,-1,0,1,-1,1,1,1,1
Pedro Tonelli,PT,PR,0,1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,1,-1,-1,0,0,-1,0,0,-1,-1,-1,1,1,1,-1,1,1,0,0,0,0,0,-1,-1,1,-1,0,1,-1,1,0,1,-1
Wilson Moreira,PSDB,PR,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,1,1,1,1,1,-1,-1,0,1,1,-1,1,-1,1,1,1,0,-1,-1,-1,-1,0,0,0,0,1,-1,1,-1,-1,1,0,1
Dejandir Dalpasquale,PMDB,SC,0,0,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,0,0,1,0,0,0,1,-1,1,1,1,-1,0,1,-1,-1,-1,-1,0,0,0,0,0,0,1,-1,1,1,-1,1
Luiz Henrique,PMDB,SC,-1,0,-1,1,1,-1,-1,-1,0,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,0,0,0,0,1,1,-1,1,0,1,-1,0,1,-1,-1,0,0,1,0,0,0,0,0,1,1,1,1,-1,1
Ivo Mainardi,PMDB,RS,0,1,0,1,1,-1,-1,-1,0,-1,-1,1,1,0,1,1,1,-1,1,1,1,0,0,1,-1,0,1,0,-1,1,1,1,-1,1,1,0,0,0,0,0,1,1,0,-1,1,1,0,0,1,-1,0
Mendes Ribeiro,PMDB,RS,-1,0,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,1,0,0,1,1,0,1,-1,-1,0,1,0,-1,1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1
José Fortunati,PT,RS,-1,0,1,1,1,-1,-1,-1,-1,0,0,1,-1,1,1,1,1,-1,1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,0,1,1,-1,-1,1,1,-1,-1,1,-1,-1,1,-1,1,-1,0,-1
Valdomiro Lima,PDT,RS,1,0,0,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,-1,-1,1,0,-1,-1,-1,0,1,0,-1,1,1,0,-1,0,0,1,0,1,-1,1,0,1,0,-1,0,-1,-1,1,0,1,1
Wilson Muller,PDT,RS,1,0,1,1,1,-1,-1,-1,-1,0,0,1,-1,-1,1,1,1,-1,0,-1,1,0,0,-1,-1,0,1,0,-1,1,0,1,-1,0,0,1,0,0,-1,1,1,1,0,-1,0,0,-1,1,0,0,0
Antônio de Jesus,PMDB,GO,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Eliel Rodrigues,PMDB,PA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,0,1,1,0,0,0,1,-1,0,1,-1,-1,0,0,0,0,1,0,-1,0,-1,0,0,1,-1,0
Marino Clinger,PDT,RJ,1,0,1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,1,1,1,-1,0,1,1,0,1,-1,0,1,1,0,-1,0,0,-1,1,0,0,1
Orlando Pacheco,PTN,SC,0,0,0,1,1,-1,-1,-1,-1,-1,-1,0,1,0,0,0,-1,-1,0,1,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1
Pedro Tassis,PMDB,MG,0,1,0,1,1,0,-1,-1,0,-1,-1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,-1,1,1,1,0,0,1,-1,-1,-1,1,-1,1,0,0,0,-1,-1,0,-1,0,-1,1
Paulo Ramos,PDT,RJ,1,-1,0,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,0,1,-1,-1,0,-1,-1,-1,0,-1,1,-1,1,0,1,-1,0,1,1,0,0,-1,1,1,1,1,-1,0,0,-1,1,-1,0,1
Paulo Romano,PSC,MG,0,1,1,1,1,-1,-1,-1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,-1,-1,0,0,-1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,-1,1
Eraldo Trindade,PPR,AP,0,1,0,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,1,1,1,1,1,1,0,-1,0,0,0,0,1,-1,0,0,0,0,-1,0,0,1,1,1,-1,0,0,0,-1,1,1,1
Lourival Freitas,PT,AP,-1,1,0,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,1,-1,0,1,-1,-1,-1,0,0,-1,0,0,1,1,-1,1,0,1,-1,-1,0,0,-1,-1,1,-1,0,1,-1,1,0,1,-1
Hilário Coimbra,PTB,PA,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,0,0,-1,1,1,1,1,1,1,1,0,1,1,-1,-1,-1,1,0,0,0,-1,1,-1,-1,0,1,0,0,-1,0,0,-1,-1,1,1,1
Pascoal Novaes,PSD,RO,-1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,-1,0,0,0,-1,1,1,1,0,0,0,0,-1,0,1,1
José Burnett,PPR,MA,0,1,0,-1,-1,-1,-1,-1,0,0,-1,-1,1,1,0,0,1,-1,1,0,0,0,1,0,0,0,0,1,-1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,-1,-1,0,-1,1
Flávio Rocha,PL,RN,0,0,0,-1,1,-1,0,-1,0,-1,-1,0,0,0,-1,1,1,0,0,1,1,0,1,0,-1,0,0,0,1,-1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,-1,1,-1,1
Augusto Farias,PSC,AL,0,1,1,1,1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,0,0,-1,1,1,0,1,-1,0,1,1,0,1,-1,0,0,0,-1,0,0,0,0,0,0,1,0,0,-1,1,0,-1,1,-1,1
José Thomaz Nonô,PMDB,AL,0,0,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,0,1,1,-1,0,-1,0,0,1,1,0,0,1,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,-1,1,0,0,1
Euclydes Mello,PRN,SP,1,1,1,1,1,-1,-1,-1,-1,0,0,0,1,1,1,1,1,-1,1,1,1,1,1,1,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,0,1,1
Florestan Fernandes,PT,SP,0,1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,0,0,-1,-1,0,-1,-1,-1,0,-1,0,-1,1,0,1,0,0,1,0,1,-1,1,0,1,1,0,-1,0,1,-1,1,0,1,-1
Heitor Franco,PPR,SP,0,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,1,0,1,1,0,1,-1,1,1,-1,-1,1,1,-1,0,0,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,-1,1
Cardoso Alves,PTB,SP,0,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,1,-1,1,0,-1,1,1,0,0,-1,1,1,1,-1,-1,1,0,0,0,-1,1,-1,-1,0,1,0,0,1,0,0,0,-1,1,1,1
Robson Tuma,PL,SP,0,0,1,1,1,-1,0,-1,-1,-1,-1,0,0,1,1,1,1,-1,1,1,1,0,1,-1,0,0,1,1,-1,1,0,1,1,1,1,0,0,0,0,-1,0,0,0,0,1,1,-1,-1,1,0,1
Lázaro Barbosa,PMDB,GO,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,-1,-1,-1,1,0,0,1,0,-1,0,0,0,0,0,-1,0
Waldir Guerra,PFL,MS,1,1,-1,1,1,-1,-1,-1,-1,0,-1,1,1,0,1,1,1,-1,1,1,1,0,1,1,1,0,1,0,0,-1,-1,1,0,0,1,-1,-1,-1,-1,0,1,1,0,0,0,1,-1,-1,1,-1,1
Edésio Passos,PT,PR,-1,0,0,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,0,1,-1,-1,1,0,0,0,0,-1,-1,-1,1,0,1,-1,0,1,1,-1,-1,1,1,-1,0,0,-1,0,1,-1,1,0,1,-1
Max Rosenmann,PDT,PR,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,-1,0,1,1,0,-1,-1,0,0,0,-1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,-1,-1,-1,-1,0,1,1
João Fagundes,PMDB,RR,-1,1,1,1,1,-1,-1,-1,-1,0,-1,0,0,0,0,0,1,0,-1,1,1,1,0,1,0,0,0,1,1,0,0,1,-1,1,0,-1,-1,-1,1,0,0,0,0,-1,0,0,-1,-1,0,-1,0
Marcelo Luz,PP,RR,-1,1,0,1,1,-1,-1,-1,-1,-1,-1,1,1,0,1,1,1,-1,1,1,1,1,1,1,1,-1,0,0,0,1,1,1,0,0,1,1,-1,-1,0,0,0,0,1,-1,0,1,0,-1,1,0,1
Ruben Bento,PFL,RR,1,1,-1,1,1,-1,-1,-1,0,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,0,1,1,1,-1,-1,1,-1,1,1,1,-1,1,1,-1,-1,-1,-1,-1,1,1,0,-1,-1,1,-1,-1,1,-1,1
Gilvan Borges,PMDB,AP,1,0,0,1,1,-1,-1,-1,0,0,-1,1,1,-1,0,1,1,0,-1,-1,1,1,0,0,0,-1,-1,1,-1,0,1,1,-1,-1,0,-1,0,0,0,0,1,0,0,0,0,1,-1,1,-1,1,1
Domingos Juvenil,PMDB,PA,-1,0,0,1,1,-1,0,0,0,0,0,0,1,-1,1,1,1,-1,1,1,1,1,1,1,1,-1,0,1,-1,1,1,1,0,1,0,-1,-1,-1,1,0,0,0,0,-1,0,1,-1,-1,0,-1,1
Gerson Peres,PPR,PA,1,0,1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,-1,-1,1,0,1,1,1,1,0,1,-1,0,1,1,0,-1,-1,1,0,1,-1,-1,-1,-1,1,-1,0,0,0,-1,-1,0,0,0,1,-1,0
Osvaldo Melo,PPR,PA,-1,0,1,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,1,1,0,0,0,1,0,0,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0
Ézio Ferreira,PFL,AM,-1,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,-1,1,0,0,1,0,1,-1,-1,-1,-1,0,0,1,1,0,0,0,-1,-1,1,0,1
Raquel Cândido,PTB,RO,-1,1,0,1,1,-1,1,-1,-1,-1,-1,1,0,1,1,1,0,-1,0,1,1,1,0,-1,1,0,1,1,-1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,-1,0,1,0,1,0,0,1
Reditário Cassol,PP,RO,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,1,1,0,0,1,0,0,0,0,0,-1,1,1,1,-1,0,0,0,0,0,1,0,1,1,0,-1,0,1,0,0,0,0,0
Adelaide Neri,PMDB,AC,-1,0,-1,1,1,-1,-1,-1,-1,-1,-1,0,1,0,0,1,1,-1,1,1,1,1,0,0,0,0,0,1,-1,0,1,1,1,0,0,-1,-1,0,0,0,0,0,1,0,0,1,0,1,0,-1,0
Mauri Sergio,PMDB,AC,-1,0,0,1,1,-1,-1,-1,0,0,0,0,1,0,1,1,1,-1,1,1,1,1,1,0,0,0,0,0,-1,1,1,1,1,1,0,-1,-1,0,0,0,0,0,0,0,0,1,-1,1,0,0,0
Daniel Silva,PPR,MA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,-1,0,0,0,0,0,0,-1,1,1,1,-1,0,-1,0,0,1,0,0
Eduardo Matias,PP,MA,1,0,1,1,0,1,-1,-1,-1,-1,-1,1,1,0,0,1,1,-1,1,1,1,0,0,1,1,0,0,0,-1,-1,1,1,0,0,0,1,-1,-1,0,0,1,1,1,0,0,1,0,1,0,0,0
Nan Souza,PP,MA,-1,0,0,1,1,-1,-1,-1,-1,-1,-1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,-1,0,0,-1,1,1,1,-1,1,0,0,0,-1,0,0,0,0,1,0,0,1,-1,-1,0,0,1
José Reinaldo,PFL,MA,-1,0,1,1,1,1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,0,1,0,0,1,0,1,0,-1,-1,-1,1,0,1,1,0,-1,-1,-1,0,1,1,0,-1,0,-1,0,1,0,-1,1
Carlos Benevides,PMDB,CE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,-1,-1,-1,0,-1,0,0,0,-1,-1,0,0,0,1,-1,0
Carlos Virgílio,PPR,CE,-1,0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,-1,-1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,-1,0,0,-1,-1,1,-1,0,0,0,0,-1,0,-1,0,-1,0,-1,1
Jesus Tajra,PFL,PI,0,0,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,0,1,0,1,0,0,0,0,-1,-1,0,1,-1,0,0,0,0,0,-1,0,0,1,0,-1,0,1,-1,-1,0,-1,1
José Luiz Maia,PPR,PI,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,0,1,1,1,1,1,1,-1,0,1,-1,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,1,1,0,-1,0,1,-1,-1,1,0,0
João Faustino,PSDB,RN,-1,0,0,1,1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,-1,-1,-1,-1,0,0,0,1,0,0,1,0,1,1,-1,1
Evaldo Gonçalves,PFL,PB,1,1,0,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,1,1,1,1,1,-1,0,0,1,-1,-1,0,0,1,0,0,-1,-1,-1,-1,-1,1,1,0,-1,0,0,-1,-1,1,0,0
Zuca Moreira,PMDB,PB,-1,1,-1,1,1,-1,-1,0,0,0,0,0,1,0,1,0,1,-1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,-1,-1,0,0,0,-1,0,0,-1,0,1,-1,0
José Carlos Vasconcellos,PRN,PE,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,-1,1,1,0,0,1,1,0,0,0,0,-1,-1,1,0,0
Salatiel Carvalho,PP,PE,-1,1,0,1,1,-1,-1,-1,-1,-1,-1,1,1,0,1,1,-1,-1,0,0,0,0,1,0,0,0,0,0,-1,1,1,0,0,0,1,0,0,-1,1,-1,1,1,0,-1,1,0,0,-1,1,0,1
Mendonça Neto,PDT,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Benedito de Figueiredo,PDT,SE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,0,-1,0,0,0,0,1,-1,0,1,0,0,0,0,1,1,0,0,-1,0,-1,0,0,-1,1,0
