nome,partido,uf,PDC 141/1991,PDC 82/1991,PEC 51/1990,PEC 51/1990,PEC 51/1990,PEC 51/1990,PEC 51/1990,PEC 51/1990,PEC 51/1990,PEC 51/1990,PEC 51/1990,PEC 61/1990,PEC 61/1990,PEC 82/1991,PEC 82/1991,PEC 82/1991,PL 1258/1988,PL 1258/1988,PL 1258/1988,PL 1991/1991,PL 202/1991,PL 202/1991,PL 202/1991,PL 2145/1991,PL 2592/1992,PL 2592/1992,PL 2747/1992,PL 2747/1992,PL 2747/1992,PL 2747/1992,PL 2920/1992,PL 2990/1992,PL 2990/1992,PL 3031/1992,PL 3387/1992,PL 3399/1992,PL 4573/1990,PL 4573/1990,PL 5051/1990,PL 8/1991,PRC 93/1992,PRC 93/1992
Oswaldo Stecca,PMDB,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Beto Mansur,PDT,SP,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,-1,-1,-1,0,0,0,1,0,0,1,1,0,0,0,1,1
Ricardo Izar,PL,SP,0,1,1,1,1,0,1,0,0,1,-1,1,1,1,1,1,0,0,0,1,1,0,1,-1,-1,1,1,1,1,-1,1,1,1,1,0,-1,-1,1,1,0,1,1
Solon Borges dos Reis,PTB,SP,-1,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,-1,1,-1,1,0,1,1,1,0,0,0,1,1,0,0,0
Ulysses Guimarães,PMDB,SP,0,1,1,1,1,1,1,0,0,1,-1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,-1,-1,-1,1,0,1,1,1,0,0,1,1,0,0,0,0
Walter Nory,PMDB,SP,0,0,1,1,-1,0,1,0,0,1,-1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,-1,-1,-1,1,1,1,1,1,0,1,1,1,1,0,1,1
João Teixeira,PL,MT,1,0,1,-1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,-1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Jonas Pinheiro,PFL,MT,0,1,1,1,1,0,1,0,0,0,0,-1,-1,0,1,1,0,0,0,0,1,0,1,-1,1,1,1,1,1,-1,1,1,1,0,1,-1,-1,1,1,0,1,1
Augusto Carvalho,PCB,DF,-1,-1,1,1,1,1,0,0,0,1,-1,1,1,0,1,1,0,0,0,-1,0,0,0,1,-1,-1,-1,-1,-1,1,1,-1,1,0,-1,1,1,-1,0,1,1,1
João Natal,PMDB,GO,0,1,1,0,0,0,1,0,0,1,-1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,-1,1,1,1,1,0,0,1,0,1,0,1,1
Mauro Borges,PDC,GO,-1,1,1,1,1,1,1,0,0,1,-1,1,1,0,1,1,0,0,1,-1,1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,0,-1,1,-1,1,0,0,0
Roberto Balestra,PDC,GO,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,-1,0,1,1,1,1,-1,1,0,0,1,0,-1,-1,1,0,0,0,1
Valter Pereira,PMDB,MS,0,1,1,1,-1,1,1,0,0,1,-1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,0,1,1,1,0,0,1,1
Delcino Tavares,PST,PR,-1,1,0,0,0,0,-1,0,0,1,-1,1,0,0,1,1,0,0,0,1,1,0,1,1,-1,1,1,1,-1,1,0,-1,1,-1,0,0,1,0,1,0,0,0
Edi Siliprandi,PDT,PR,0,0,-1,0,0,0,0,-1,0,-1,-1,0,1,0,1,0,0,0,0,0,-1,0,-1,1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,1,1
Elio Dalla-Vecchia,PDT,PR,0,-1,-1,-1,0,0,-1,0,-1,-1,-1,1,1,0,0,1,0,0,0,1,0,0,-1,1,-1,1,-1,-1,0,1,1,0,1,0,0,0,1,0,-1,0,1,1
Luiz Carlos Hauly,PST,PR,-1,0,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,0,0,0,1,1,0,0,1,-1,1,1,1,-1,1,0,1,1,0,0,0,1,0,0,0,1,1
Munhoz da Rocha,PSDB,PR,-1,1,1,1,1,0,1,0,0,1,-1,1,1,0,1,1,0,0,0,-1,0,0,1,1,-1,1,-1,-1,-1,1,1,1,1,0,0,1,1,-1,1,0,1,1
Pedro Tonelli,PT,PR,-1,-1,-1,1,-1,0,1,-1,0,0,0,0,1,0,1,1,0,0,0,-1,0,0,-1,1,1,-1,-1,-1,-1,1,1,-1,0,0,0,1,1,0,-1,1,-1,-1
Rubens Bueno,PSDB,PR,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,-1,0,0,1,1,-1,1,-1,-1,-1,1,1,-1,0,0,0,1,1,1,1,0,0,0
Wilson Moreira,PSDB,PR,0,1,1,1,1,1,1,0,0,1,-1,1,1,0,1,1,0,0,0,-1,0,0,1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,0,0,0,0,0
Angela Amin,PDS,SC,1,0,1,1,1,1,1,0,0,1,-1,1,1,0,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,0,1,-1,-1,1,1,0,1,1
Dejandir Dalpasquale,PMDB,SC,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1
Eduardo Moreira,PMDB,SC,0,1,1,1,0,0,1,0,0,1,-1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,-1,-1,-1,1,1,1,0,1,0,0,1,1,0,0,0,0
Luiz Henrique,PMDB,SC,0,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,-1,-1,-1,1,1,1,1,1,0,1,1,1,0,0,0,0
Fetter Junior,PDS,RS,0,1,1,1,1,1,1,0,0,1,-1,1,0,0,1,0,1,0,1,1,0,0,1,-1,0,1,0,-1,1,0,1,1,1,1,0,-1,-1,0,1,0,1,1
Adylson Motta,PDS,RS,0,1,1,1,1,1,1,0,0,1,-1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,-1,-1,-1,1,1,1,0,-1,0,-1,-1,1,1,0,1,1
Carlos Azambuja,PDS,RS,0,1,0,0,0,1,0,0,0,0,-1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,-1,1,1,0,1,1,0,-1,0,0,0,1,1
Celso Bernardi,PDS,RS,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,-1,0,0,1,1,0,0,1,1,0,0,0,0,-1,1,1,0,1,1
Eden Pedroso,PDT,RS,0,0,1,-1,0,0,-1,-1,-1,-1,-1,1,1,0,1,1,0,0,0,1,-1,0,0,1,1,1,-1,-1,-1,1,1,0,1,0,0,0,1,-1,0,0,1,1
Ivo Mainardi,PMDB,RS,-1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,0,1,0,1,-1,1,0,0,1,1
João de Deus Antunes,PDS,RS,0,0,0,-1,1,0,1,0,0,1,-1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,-1,-1,-1,-1,1,0,0,0,0,0,-1,0,1,0,1,1
Mendes Ribeiro,PMDB,RS,-1,1,1,1,1,1,1,0,1,1,-1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,-1,-1,-1,0,0,0,1,1,0,-1,1,0,-1,0,1,0
José Fortunati,PT,RS,0,-1,-1,1,-1,-1,1,-1,-1,1,-1,1,1,0,0,1,1,0,0,-1,0,0,-1,1,0,-1,-1,-1,-1,1,1,0,-1,0,0,1,1,0,-1,1,-1,0
Valdomiro Lima,PDT,RS,0,0,-1,-1,0,0,1,-1,-1,-1,-1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,-1,-1,-1,1,1,-1,0,0,0,1,1,0,0,0,1,0
Victor Faccioni,PDS,RS,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,-1,1,1,0,0,1,0,0,0,1,0,1,1
Wilson Muller,PDT,RS,0,-1,-1,-1,0,0,-1,-1,0,-1,-1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,-1,-1,-1,1,1,-1,1,0,0,1,1,0,-1,0,1,1
Felipe Mendes,PDS,PI,1,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Antônio de Jesus,PMDB,GO,0,1,0,1,1,1,0,0,0,1,-1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,-1,-1,0,-1,1,1,0,1,0,0,1,0,1,0,1,1
Eliel Rodrigues,PMDB,PA,0,1,1,-1,1,1,1,0,0,1,-1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,-1,1,1,1,1,0,0,1,0,1,0,1,1
Laerte Bastos,PDT,RJ,0,0,0,0,0,0,-1,-1,-1,0,0,0,1,0,0,1,0,0,0,-1,0,0,0,1,-1,1,-1,-1,-1,1,1,0,0,0,0,1,1,0,-1,0,1,1
Marino Clinger,PDT,RJ,0,-1,-1,-1,0,0,-1,-1,0,-1,-1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,-1,-1,-1,1,1,-1,1,0,0,0,1,0,0,0,0,1
Orlando Pacheco,PTN,SC,-1,0,1,1,1,1,1,0,0,1,-1,1,1,0,1,0,0,0,0,0,1,0,1,-1,1,1,1,1,1,-1,1,0,0,1,0,-1,-1,1,1,0,1,1
Pedro Tassis,PMDB,MG,0,1,0,1,1,1,1,0,0,1,-1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
José Ulisses de Oliveira,PRS,MG,-1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,-1,0,1,0,0,0
Paulo Ramos,PDT,RJ,0,-1,-1,-1,0,0,-1,-1,0,-1,-1,1,1,0,1,1,0,0,0,1,0,0,-1,1,1,1,-1,-1,-1,1,1,-1,1,0,0,1,1,0,-1,0,1,1
Raul Pont,PT,RS,0,-1,0,1,-1,0,1,-1,1,0,-1,1,1,0,1,1,1,-1,0,-1,0,0,-1,1,-1,-1,-1,-1,-1,1,1,-1,0,0,0,1,0,0,-1,0,0,-1
Eraldo Trindade,PPR,AP,-1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,-1,0,1,0,1,0,0,-1,-1,1,0,0,0
Lourival Freitas,PT,AP,-1,0,-1,1,-1,0,1,-1,-1,1,0,1,1,0,1,0,0,0,0,-1,0,0,0,1,-1,0,-1,-1,-1,0,1,-1,-1,0,0,1,1,0,0,0,-1,-1
Hilário Coimbra,PTB,PA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
José Diogo,PDS,PA,-1,0,-1,1,1,1,1,0,0,1,-1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,-1,0,0,0,1,0,0,-1,-1,0,0,1,1
Pauderney Avelino,PDC,AM,-1,0,1,1,0,1,1,0,0,1,-1,1,0,0,0,1,0,1,0,1,0,0,1,-1,0,1,1,1,1,-1,1,1,1,1,0,0,-1,0,0,0,1,0
Pascoal Novaes,PSD,RO,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,1,1,0,0,0,0,-1,1,0,0,1,1
Osvaldo Reis,PTR,TO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,0,0,1,1,1,-1,0,1,0,0,0,0,-1,0,1,0,1,0
Eduardo Matias,PDC,MA,-1,1,1,1,0,0,0,0,0,1,-1,0,1,0,-1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,-1,1,1,0,0,0,0,0,-1,0,0,0,0
Nan Souza,PST,MA,-1,0,0,0,0,0,1,0,0,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,0,1,0,0,0,0,0,0,1,0,1,1
José Burnett,PPR,MA,-1,0,0,0,0,0,1,0,0,1,-1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,-1,0,1,1,1,0,0,-1,1,0,0,1,0
José Linhares,PSDB,CE,-1,0,1,1,1,1,1,0,0,1,-1,0,1,0,1,0,0,0,0,-1,0,0,1,1,-1,1,1,1,1,-1,0,1,1,-1,0,0,1,-1,0,0,1,1
B. Sá,PTR,PI,1,0,-1,1,0,1,1,0,0,1,-1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,-1,0,1,1,0,0,0,-1,0,1,0,1,0
José Luiz Maia,PDS,PI,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,-1,1,1,1,1,1,-1,1,1,0,1,0,0,0,1,1,0,1,1
Flávio Rocha,PL,RN,0,1,1,1,1,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0
Salatiel Carvalho,PTR,PE,-1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,-1,0,1,1,0,0,0,-1,1,0,0,0,0
Augusto Farias,PSC,AL,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1,0,0,1,0,0,-1,0,0,1,1,1,-1,0,1,1,1,0,0,0,1,1,0,1,0
José Thomaz Nonô,PMDB,AL,-1,0,1,1,0,1,1,0,0,1,-1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,-1,-1,-1,1,1,1,1,1,0,0,1,0,1,0,1,0
Sérgio Gaudenzi,PDT,BA,1,-1,-1,-1,0,0,-1,-1,0,-1,-1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,-1,-1,-1,1,1,0,1,0,0,1,1,0,-1,0,1,1
Sergio Naya,PMDB,MG,-1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,-1,-1,0,-1,1,1,0,1,0,0,0,0,1,0,1,0
Aldir Cabral,PTB,RJ,1,1,-1,-1,1,0,1,0,0,1,-1,0,1,0,1,1,0,0,0,1,0,0,0,-1,0,0,1,1,1,-1,0,1,1,1,0,0,0,0,1,0,1,1
Sergio Arouca,PCB,RJ,-1,-1,1,1,1,0,1,0,0,1,-1,1,1,0,1,1,0,0,0,-1,0,0,0,1,-1,-1,-1,-1,-1,1,0,-1,0,0,0,0,1,0,0,0,0,0
Laprovita Vieira,PMDB,RJ,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,-1,1,1,-1,1,0,0,0,0,0,1,0,1,0,0,0
Wanda Reis,PMDB,RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,0,0,0,1,0,0,-1,0,0,0,0,0
Euclydes Mello,PRN,SP,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,-1,0,1,1,1,1,-1,0,1,0,0,0,0,-1,1,0,0,0,0
Florestan Fernandes,PT,SP,-1,-1,-1,1,-1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,-1,1,1,-1,-1,-1,-1,1,1,-1,0,0,0,1,1,0,-1,1,0,0
Heitor Franco,PPR,SP,1,1,1,1,1,1,1,0,0,1,-1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,-1,1,1,1,1,0,0,-1,1,1,0,1,1
Cardoso Alves,PTB,SP,-1,0,-1,1,0,0,1,0,1,1,-1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,-1,0,0,1,1,1,0,1,1
Robson Tuma,PL,SP,-1,1,0,1,1,1,0,0,0,1,-1,1,1,0,0,0,0,0,0,1,0,0,1,-1,-1,1,1,1,1,-1,1,0,1,0,0,0,0,1,1,0,1,1
Lázaro Barbosa,PMDB,GO,-1,1,1,1,1,1,1,1,0,0,-1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,-1,-1,0,1,0,1,1,1,0,0,1,1,0,1,0,0
Paulo Mandarino,PDC,GO,-1,1,1,0,0,0,1,0,0,1,-1,1,0,0,1,1,0,0,0,1,0,0,1,1,-1,1,1,1,1,-1,0,1,1,0,0,0,-1,0,1,0,1,0
Waldir Guerra,PFL,MS,1,1,0,1,1,0,1,0,0,1,-1,1,1,0,1,1,0,0,0,0,1,0,1,-1,1,1,1,1,1,-1,1,1,1,0,0,0,-1,0,0,0,0,0
Basílio Villani,PDS,PR,-1,0,1,1,1,1,1,0,0,0,-1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,0,1,1
Carlos Scarpelini,PST,PR,-1,1,1,1,1,1,1,1,0,1,-1,1,1,0,0,1,0,0,0,1,1,0,0,-1,1,1,1,1,1,0,0,1,1,0,0,0,-1,1,1,0,1,1
Edésio Passos,PT,PR,-1,0,-1,1,-1,0,1,-1,0,1,-1,1,1,0,1,1,0,0,0,-1,0,0,-1,1,-1,-1,-1,-1,-1,1,1,-1,0,0,0,1,1,0,-1,1,0,0
Max Rosenmann,PDT,PR,-1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,-1,0,1,0,1,1,1
Hugo Biehl,PDS,SC,1,1,1,1,0,1,1,0,0,1,-1,1,1,0,1,1,1,0,0,-1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,-1,0,1,0,0,0
Vasco Furlan,PDS,SC,1,1,0,0,1,0,1,0,0,-1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,-1,0,1,0,0,0,0,0,1,1,0,1,1
Telmo Kirst,PDS,RS,1,1,1,1,1,0,1,0,0,1,-1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,-1,1,1,1,0,1,1,0,0,-1,1,0,0,1,0
João Fagundes,PMDB,RR,0,1,1,1,1,1,1,0,0,1,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,1,1,0,1,1,0,0,1,-1,0,0,0,1
Marcelo Luz,PP,RR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ruben Bento,PFL,RR,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,-1,0,1,1,1,1,-1,1,0,1,1,0,-1,-1,1,1,0,1,1
Gilvan Borges,PMDB,AP,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,1,-1,0,0,1,0,-1,0,-1,1,0
Domingos Juvenil,PMDB,PA,0,0,0,0,0,1,1,0,0,1,-1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,-1,1,-1,-1,1,0,1,1,0,0,1,0,-1,0,1,1
Ézio Ferreira,PFL,AM,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,-1,1,1,1,0,1,0,-1,1,0,0,1,1
Raquel Cândido,PTB,RO,0,0,1,1,1,0,1,0,0,1,-1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,-1,1,1,1,0,0,0,1,1,1,0,0,0
Adelaide Neri,PMDB,AC,0,0,1,1,0,1,1,0,0,1,-1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,-1,-1,-1,0,0,0,1,1,0,0,1,1,-1,0,1,0
Mauri Sergio,PMDB,AC,0,0,1,1,0,1,0,0,-1,1,-1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,1,1,0,1,0,0,0,1,0,0,0,0,0
Nan Souza,PP,MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
José Reinaldo,PFL,MA,0,1,1,1,0,1,0,0,0,1,-1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,-1,0,1,0,0,0,0,-1,0,1,0,1,1
Carlos Benevides,PMDB,CE,0,0,1,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jesus Tajra,PFL,PI,0,1,1,1,0,1,1,0,0,1,-1,1,0,0,0,1,0,0,0,1,0,0,1,-1,0,1,1,1,1,-1,1,1,0,1,0,0,-1,1,1,1,1,1
João Faustino,PSDB,RN,0,1,1,1,1,0,1,0,0,1,-1,1,1,0,1,1,0,0,0,-1,0,0,1,1,-1,1,-1,-1,-1,1,1,1,1,0,0,0,1,0,1,0,0,0
Evaldo Gonçalves,PFL,PB,0,0,1,-1,0,0,1,0,0,1,-1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,0,0,1,1,0,0,-1,0,1,0,0,0
Zuca Moreira,PMDB,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
José Carlos Vasconcellos,PRN,PE,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,-1,0,1,1,1,0,0,-1,1,0,0,0,0
Salatiel Carvalho,PP,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mendonça Neto,PDT,AL,0,0,-1,-1,0,0,-1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,-1,-1,-1,0,1,0,0,0,0,0,1,0,0,0,0,0
Benedito de Figueiredo,PDT,SE,0,1,1,1,1,1,1,0,0,1,-1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,-1,1,0,0,0,0
Jerônimo Reis,PMN,SE,0,1,1,1,1,1,1,0,0,1,-1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,-1,1,0,0,0,0,0,-1,0,1,0,0,0
Cleonâncio Fonseca,PPR,SE,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,-1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,-1,1,1,1,0,0,-1,0,1,0,0,0,0
Evaraldo de Oliveira,PFL,SE,0,0,1,1,1,0,1,0,0,1,-1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,-1,1,0,1,0,0,0,-1,0,0,0,0,0
Messias Gois,PFL,SE,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,-1,0,1,1,1,1,-1,1,1,1,0,1,-1,-1,1,1,0,0,0
Aloisio Vasconcelos,PMDB,MG,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,-1,-1,-1,1,0,1,0,0,0,0,1,1,0,0,0,0
Humberto Souto,PFL,MG,0,1,1,1,0,1,1,0,0,1,-1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,-1,1,1,1,1,0,0,0,0,1,0,0,0
Irani Barbosa,PSD,MG,0,0,0,0,0,0,1,0,0,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,0,0,0,0,0,0
José Geraldo,PMDB,MG,0,1,1,0,1,0,1,0,0,1,-1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
Tarcísio Delgado,PMDB,MG,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,1,1,0,0,0,0,0,0
Wilson Cunha,PTB,MG,0,1,1,1,0,1,1,0,1,-1,0,0,0,0,1,1,0,0,0,-1,1,0,1,-1,0,0,1,1,1,-1,1,0,0,0,0,0,-1,0,0,0,1,1
Jones Santos Neves,PL,ES,0,1,0,0,0,0,0,0,0,1,-1,0,0,0,1,1,0,0,0,1,0,0,0,-1,0,0,1,1,1,-1,1,1,1,1,1,0,-1,1,1,0,1,1
Nilton Baiano,PMDB,ES,0,1,1,1,1,1,1,0,0,1,-1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,-1,-1,-1,0,1,-1,1,1,0,1,1,1,0,0,1,1
Carlos Lupi,PDT,RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,1
Fábio Raunheitti,PTB,RJ,0,1,1,1,1,0,0,0,0,1,-1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,-1,0,0,0,1,0,0,-1,0,1,0,0,0
José Vicente Brizola,PDT,RJ,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,-1,-1,1,1,0,0,0,0,1,1,0,0,0,1,1
Nelson Bornier,PL,RJ,0,1,-1,1,0,0,1,0,0,1,-1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,-1,-1,-1,-1,1,-1,1,0,0,0,0,0,0,0,0,0
Francisco Silva,PP,RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Paulo de Almeida,PSD,RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Regina Gordilho,PRONA,RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Alberto Haddad,PP,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fausto Rocha,PL,SP,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,-1,0,1,0,0,0,-1,-1,0,0,0,0,0
Liberato Caboclo,PDT,SP,0,0,-1,0,0,0,-1,-1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,-1,-1,-1,1,1,0,1,0,0,1,0,0,0,0,0,1
Luiz Carlos Santos,PMDB,SP,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,-1,-1,-1,1,1,1,0,1,0,0,1,0,-1,0,1,1
Maurici Mariano,PMDB,SP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,-1,-1,-1,1,1,1,0,0,0,0,1,0,1,0,1,1
