nome,partido,uf,MSC 910/1997,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 472/1997,PEC 472/1997,PEC 526/1997,PL 1164/1991,PL 200/1995,PL 3066/1997,PL 3283/1997,PL 3901/1997,PL 4011/1997,PL 4046/1997,PL 4053/1998,PL 4071/1998,PL 4071/1998,PL 4071/1998,PL 4300/1998,PL 4598/1998,PL 4598/1998,PL 4605/1998,PL 4606/1998,PL 4606/1998,PL 4606/1998,PL 4606/1998,PL 4606/1998,PL 4769/1998,PL 518/1995,PLP 216/1998,PLP 216/1998,PLP 216/1998,PLP 216/1998
Arnon Bezerra,PSDB,CE,1,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,0,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,0,0,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,0,1,1,1,0,1,1,1,1,0,-1,1,-1,0,0,0,0,-1,1,1,1,-1,0,0,-1,0,1,1
Ariosto Holanda,PSDB,CE,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,-1,1,-1,1,0,1,-1,-1,1,0,0,-1,0,1,0,0,0,0
Feu Rosa,PSDB,ES,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,1,0,1,1,-1,-1,1,1,1,-1,1,-1,1,-1,-1,1,-1,-1,-1,0,1,1,-1,-1,1,-1,1,1,-1,1,-1,1,0,0,1,-1,0,0,-1,-1,1,-1,1,-1,1,0,1,-1,1,-1,1,1,1,0,0,1,1,0,0,-1,1,0,1,0,0,-1,-1,1,1,0,-1,1,1,-1,1,1,1
Roberto Balestra,PPB,GO,0,1,-1,1,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,-1,1,1,-1,1,0,0,1,0,1,0,1,-1,1,0,-1,1,1,1,0,0,1,0,0,0,0,-1,1,-1,0,0,0,0,0,-1,1,-1,1,-1,1,0,1,1,0,1,0,0,0,-1,1,0,0,0,-1,1,1,1,-1,1,0,-1,1,1,1
Costa Ferreira,PFL,MA,1,1,-1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,-1,1,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,1,1,0,-1,1,1,-1,1,1,1
Romel Anizio,PPB,MG,1,1,-1,1,1,-1,0,-1,0,-1,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,0,1,-1,1,0,1,0,1,1,0,0,0,-1,1,0,1,-1,-1,1,1,1,-1,1,0,-1,1,1,1
Mauro Lopes,PMDB,MG,1,1,-1,1,1,-1,-1,0,-1,-1,-1,0,1,1,-1,-1,-1,1,-1,1,0,-1,-1,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,0,0,1,1,1,1,0,-1,1,1,0,1,1,1,0,0,0,0,0,0,-1,-1,1,-1,-1,0,1,0,-1,-1,1,-1,0,-1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,-1,1,0,1,0,0,1,-1,1,1,1
Bonifácio de Andrada,PSDB,MG,0,1,-1,1,1,-1,-1,0,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,0,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,0,1,1,1,1,0,0,1,-1,1,0,0,0,-1,1,0,0,-1,0,0,-1,1,1,1
Nicias Ribeiro,PSDB,PA,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,-1,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,0,0,-1,1,-1,1,1,1
Fernando Ferro,PT,PE,0,-1,-1,-1,-1,-1,1,0,1,1,1,1,-1,1,1,1,1,0,1,-1,1,1,1,-1,1,1,1,1,0,1,1,-1,-1,-1,1,-1,-1,-1,0,-1,-1,1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,0,1,0,-1,0,0,1,-1,-1,-1,0,-1,0,-1,1,1,0,1,-1,0,-1,0,0,1,1,-1,-1,-1
José Chaves,PMDB,PE,0,1,-1,1,0,0,0,0,-1,-1,-1,-1,1,1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,1,0,0,1,1,1,1,1,-1,1,1,0,1,1,1,0,0,1,1,0,0,0,-1,1,-1,0,0,-1,-1,-1,-1,1,0,0,-1,1,0,1,0,0,1,0,0,0,-1,1,0,0,0,-1,1,0,0,0,1,0,-1,1,1,1
Gonzaga Patriota,PSB,PE,0,-1,0,0,-1,-1,1,0,1,1,1,1,-1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,-1,-1,-1,0,0,0,0,0,0,-1,1,-1,-1,1,-1,-1,-1,0,0,-1,-1,0,-1,0,1,1,-1,1,1,0,0,1,1,-1,1,0,0,-1,0,0,1,1,-1,0,0,-1,0,-1,1,1,0,1,-1,0,-1,1,1,1,1,0,0,0
Nelson Meurer,PPB,PR,1,1,-1,1,1,-1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,0,0,0,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,0,-1,-1,0,1,-1,1,-1,1,0,1,1,1,1,0,0,0,-1,1,0,0,0,-1,1,1,0,0,1,0,-1,1,1,1
Ricardo Barros,PPB,PR,1,1,-1,1,1,-1,0,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,0,-1,1,-1,1,-1,0,1,1,1,1,1,0,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,-1,1,1,0,0,1,1,-1,1,1,1
Hermes Parcianello,PMDB,PR,0,-1,-1,-1,-1,0,0,0,1,1,1,1,-1,1,1,1,0,1,1,-1,1,1,0,-1,1,1,1,0,0,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,0,0,0,-1,-1,0,0,1,1,-1,-1,1,0,0,1,1,1,-1,1,1,1,-1,0,1,-1,1,-1,0,0,0,1,-1,0,0,0,0,1,0,0,0,1,0,1,1,1,1
Francisco Dornelles,PPB,RJ,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,-1,1,-1,0,1,1,1,1,1,1,0,1,-1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,1,0,0,0,0,0
Roberto Jefferson,PTB,RJ,0,1,-1,1,0,-1,-1,-1,0,0,-1,-1,1,-1,-1,0,0,-1,0,-1,1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,0,0,1,-1,0,1,1,-1,1,0,-1,0,0,0,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,0,-1,1,0,-1,-1,0,0,0,0,1,0,0,1,0,0,0,-1,1,-1,1,0,0,0,-1,0,1,0,0,0,0,-1,1,1,1
Alexandre Santos,PSDB,RJ,0,1,-1,1,0,0,0,-1,-1,-1,0,-1,1,1,-1,-1,-1,0,0,0,0,-1,0,1,0,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,0,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,0,1,1,1,0,0,-1,1,-1,1,0,0,0,-1,1,1,0,0,1,0,-1,1,1,1
Adão Pretto,PT,RS,-1,-1,-1,-1,-1,-1,1,0,1,1,1,1,0,1,1,1,1,0,1,-1,1,1,1,-1,1,1,1,1,0,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,0,0,0,1,-1,-1,0,0,-1,0,-1,1,1,0,1,-1,0,-1,0,1,1,1,-1,-1,-1
João Matos,PMDB,SC,1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,-1,-1,1,-1,0,1,1,1,1,1,-1,0,0,-1,1,1,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,-1,1,0,0,0,-1,1,1,-1,-1,1,1,0,0,0,0
Telma de Souza,PT,SP,0,-1,-1,-1,0,-1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,0,0,-1,0,1,-1,-1,1,0,-1,0,-1,-1,-1,-1,0,-1,-1,0,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,0,0,1,0,0,0,1,0,-1,0,1,-1,0,0,1,1,0,1,0,-1,-1,0,0,0,1,-1,0,0
Luciano Zica,PT,SP,-1,-1,-1,-1,-1,-1,1,0,1,1,1,1,-1,1,1,1,1,0,1,-1,1,1,1,-1,0,1,1,1,0,1,1,-1,-1,-1,1,0,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,0,0,1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,0,0,1,-1,-1,0,1,-1,0,-1,1,0,0,1,-1,-1,-1,0,1,0,1,-1,-1,-1
Vicente Cascione,PTB,SP,0,0,0,0,0,-1,1,-1,1,1,1,1,-1,0,1,0,-1,0,1,0,1,1,1,-1,1,1,1,1,0,0,0,-1,-1,-1,1,0,-1,-1,-1,-1,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,0,-1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,0,0,-1,1,0,1
Zulaiê Cobra,PSDB,SP,1,1,-1,1,1,-1,-1,0,-1,-1,-1,-1,1,1,-1,-1,0,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,0,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,0,1,1,1,1,0,-1,1,0,1,0,0,0,-1,1,1,0,0,1,0,-1,1,0,1
Barbosa Neto,PMDB,GO,0,1,-1,1,0,-1,0,0,0,-1,-1,-1,1,0,-1,-1,0,0,-1,0,-1,0,0,0,0,-1,-1,0,1,0,0,1,-1,0,0,0,1,1,1,1,0,-1,0,0,-1,-1,1,1,0,0,1,1,0,0,-1,0,1,-1,0,0,0,0,0,0,1,0,1,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,0,0,-1,1,1,0
Pedro Novais,PMDB,MA,0,1,-1,1,1,-1,-1,-1,-1,-1,-1,0,1,-1,0,-1,-1,-1,0,1,-1,-1,-1,1,0,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,0,1,0,-1,1,1,-1,1,1,1,0,0,1,1,0,0,0,-1,1,0,-1,-1,1,0,-1,-1,1,0,1,1,1,0,0,1,1,-1,1,-1,0,-1,0,0,0,0,-1,1,1,1,-1,1,1,-1,1,1,1
César Bandeira,PFL,MA,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,0,0,-1,1,-1,-1,-1,1,-1,0,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,0,1,1,0,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,0,-1,-1,1,-1,-1,-1,0,0,1,0,1,0,0,1,0,0,0,-1,1,-1,0,0,0,0,-1,1,1,0,-1,0,0,-1,1,1,1
Eliseu Resende,PFL,MG,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,0,0,1,1,1,1,1,-1,1,1,0,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,-1,1,0,1,0,0,1,0,0,0,-1,1,0,0,0,0,0,1,0,-1,1,0,-1,1,1,1
Nelson Trad,PTB,MS,0,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,-1,1,0,0,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,0,1,-1,1,-1,1,-1,1,-1,1,0,0,1,1,1,0,0,1,-1,0,0,0,0,-1,1,1,1,0,1,1,-1,1,1,1
Asdrubal Bentes,PMDB,PA,0,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,0,1,1,-1,-1,1,-1,-1,0,-1,0,-1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,-1,1,-1,-1,-1,1,1,1,-1,1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,-1,1,0,1
Adauto Pereira,PFL,PB,0,1,-1,1,0,0,0,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,-1,1,-1,0,0,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,0,0,1,1,1,1,1,-1,1,1,-1,1,0,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,0,0,1,0,1,1,0,-1,1,0,1,0,0,0,-1,1,1,0,-1,1,1,-1,1,0,1
Dilceu Sperafico,PPB,PR,1,1,-1,1,1,-1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,1,0,1,1,1,1,0,0,0,-1,1,0,0,0,-1,1,1,0,0,1,1,-1,1,1,1
Laura Carneiro,PFL,RJ,0,0,0,0,1,-1,-1,-1,1,-1,1,-1,1,0,-1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,-1,1,1,-1,1,-1,0,1,1,-1,1,1,-1,0,0,-1,1,1,1,1,0,1,1,0,0,-1,-1,1,-1,0,0,1,1,1,-1,0,-1,1,1,1,0,1,1,1,0,0,-1,1,-1,1,1,0,-1,0,0,1,1,-1,1,1,-1,1,0,-1
Delfim Netto,PPB,SP,0,1,-1,1,1,0,0,0,-1,-1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0,1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,-1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,-1,-1,1,0,0,1,1,-1,1,0,0
Nelson Marquezelli,PTB,SP,1,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,1,-1,-1,-1,-1,0,0,0,1,-1,1,-1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,0,1,1,1,1,0,-1,1,-1,1,1,0,0,-1,1,1,1,0,1,0,-1,1,1,0
Remi Trinta,PL,MA,0,1,-1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,0,1,-1,1,-1,-1,1,-1,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,-1,-1,1,-1,1,-1,1,-1,1,1,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,-1,1,0,1,0,0,0,-1,1,0,0
Carlos Melles,PFL,MG,1,1,-1,1,1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,1,-1,0,1,1,1,1,0,0,0,0,-1,1,1,1,0,0,1,1,0,0,0,-1,1,-1,0,0,1,-1,-1,-1,1,-1,0,-1,1,0,0,1,1,0,0,-1,1,0,0,0,0,0,-1,1,0,1,-1,0,1,-1,1,1,1
Ney Lopes,PFL,RN,0,1,-1,1,1,-1,-1,0,-1,-1,0,-1,1,-1,-1,0,0,0,0,0,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,-1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,0,1,-1,0,-1,1,-1,1,-1,1,0,0,1,1,1,0,-1,0,0,0,1,0,0,-1,1,1,0,0,1,0,-1,1,1,1
Osvaldo Coelho,PFL,PE,0,1,-1,1,1,-1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,0,1,1,1,0,0,1,1,0,0,-1,0,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,0,0,1,1,1,1,0,-1,1,0,1,0,0,0,-1,1,0,0,0,0,1,-1,1,0,1
Robson Tuma,PFL,SP,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,0,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,0,1,1,1,0,0,-1,0,0,1,0,0,0,0,1,1,0,0,1,0,-1,1,1,1
José Mendonça Bezerra,PFL,PE,1,1,-1,1,0,0,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,0,0,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,1,1,1,-1,0,1,-1,1,1,1
Enio Bacci,PDT,RS,-1,-1,-1,-1,-1,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,-1,1,1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,1,-1,0,1,-1,-1,-1,0,-1,-1,-1,0,-1,0,0,0,0,1,1,-1,1,1,1,-1,1,1,0,0,0,0,1,0,-1,-1,1,-1,0,-1,0,0,0,1,-1,-1,-1,0,1,1,1,0,0,0
João Tota,PPB,AC,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,1,0,0,1,1,-1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,0,0,0,0,0,0,1,-1,0,-1,1,0,1,1,0,1,1,-1,1,-1,0,0,0,0,-1,1,0,1,0,0,0,-1,1,1,1
Antonio Feijão,PSDB,AP,1,1,-1,1,0,0,-1,-1,-1,-1,-1,-1,1,1,-1,-1,0,-1,-1,1,-1,-1,-1,1,-1,1,1,1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,0,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,1,0,1,1,0,1,0,-1,1,-1,1,0,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1
Sérgio Barcellos,PFL,AP,1,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,-1,1,1,-1,1,0,-1,1,1,0,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,0,1,1,1,1,0,-1,1,0,0,0,0,-1,-1,1,1,0,-1,1,1,-1,1,1,1
Gerson Peres,PPB,PA,0,1,-1,1,1,0,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,0,0,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,0,0,1,1,1,1,-1,1,-1,0,0,1,0,-1,1,1,0,-1,0,1,-1,1,1,1
Giovanni Queiroz,PDT,PA,-1,-1,-1,-1,-1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,-1,1,1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,0,-1,-1,0,1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,-1,-1,0,0,1,1,0,0,1,-1,0,-1,0,0,0,1,-1,-1,0,0,1,1,-1,1,1,1
Átila Lins,PFL,AM,1,1,-1,1,1,-1,0,-1,-1,-1,0,-1,1,-1,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,1,-1,-1,1,0,1,-1,0,1,1,1,1,1,-1,1,0,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,0,-1,1,0,-1,0,1,0,1,-1,1,0,1,1,1,1,0,-1,0,-1,1,0,0,0,-1,0,1,0,-1,1,0,-1,1,1,1
Dr. Luiz Fernando,PPB,AM,0,1,-1,1,1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,0,1,-1,0,1,1,-1,1,0,-1,1,1,-1,1,1,1,0,0,0,1,0,0,0,-1,1,-1,0,0,0,0,0,0,1,-1,1,0,1,0,1,1,1,1,0,-1,1,-1,1,0,0,0,-1,1,1,0,-1,1,1,-1,1,1,1
Eurípedes Miranda,PDT,RO,-1,-1,-1,-1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,0,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,-1,0,1,0,1,-1,0,-1,1,-1,0,0,0,0,0,1,-1,0,0,0,1,0,-1,1,1,1
Freire Júnior,PMDB,TO,0,1,-1,1,1,0,0,-1,-1,1,1,-1,1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,0,1,0,1,1,1,-1,1,1,0,1,1,1,1,0,1,1,1,0,-1,1,1,-1,-1,0,1,-1,-1,-1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,-1,0,0,0,0,1,0,0,1,0,0
Mauro Fecury,PFL,MA,0,1,-1,1,0,0,0,-1,-1,-1,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,1,1,1,1,0,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,0,-1,-1,1,-1,-1,0,1,-1,1,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,1,1,0,-1,1,1,-1,0,0,0
Roberto Rocha,PSDB,MA,1,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,0,-1,-1,1,-1,-1,0,1,-1,-1,-1,-1,0,-1,-1,1,-1,1,0,0,1,1,1,1,1,-1,0,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,0,1,-1,-1,-1,0,-1,1,1,1,0,1,0,1,0,0,0,0,-1,0,0,0,0,-1,1,1,1,0,0,0,-1,1,0,1
Pinheiro Landim,PMDB,CE,0,1,-1,1,1,-1,-1,0,-1,-1,-1,-1,1,1,-1,-1,0,0,-1,1,1,0,-1,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,0,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,0,0,1,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,-1,0,1,0,-1,1,1,0,0,0,0
B. Sá,PSDB,PI,0,1,-1,1,1,-1,0,0,-1,0,0,-1,1,1,-1,-1,-1,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-1,1,-1,1,-1,0,1,1,1,0,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,1,1,0,1,1,1,1,0,-1,1,-1,0,0,0,0,-1,1,0,0,-1,0,1,-1,1,1,1
Heráclito Fortes,PFL,PI,1,1,-1,1,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,0,1,-1,0,-1,0,1,-1,-1,1,-1,1,-1,0,1,1,1,1,0,0,0,0,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,0,0,1,-1,-1,-1,1,-1,1,0,0,0,0,1,1,1,0,-1,0,-1,0,0,0,0,-1,1,0,1,-1,0,1,-1,1,1,-1
