nome,partido,uf,MSC 910/1997,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 472/1997,PEC 472/1997,PEC 526/1997,PL 1164/1991,PL 200/1995,PL 3066/1997,PL 3283/1997,PL 3901/1997,PL 4011/1997,PL 4046/1997,PL 4053/1998,PL 4071/1998,PL 4071/1998,PL 4071/1998,PL 4300/1998,PL 4598/1998,PL 4598/1998,PL 4605/1998,PL 4606/1998,PL 4606/1998,PL 4606/1998,PL 4606/1998,PL 4606/1998,PL 4769/1998,PL 518/1995,PLP 216/1998,PLP 216/1998,PLP 216/1998,PLP 216/1998
Nilson Gibson,PSB,PE,1,-1,-1,-1,0,-1,1,0,1,1,1,1,-1,1,1,1,1,0,1,-1,1,1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,0,0,0,1,-1,-1,-1,1,-1,0,0,1,1,0,-1,1,1,-1,0,1,1,1,-1,-1,-1
Adelson Ribeiro,PSDB,SE,0,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,0,0,0,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,0,-1,-1,1,1,-1,1,1,1,0,1,1,1,1,0,-1,1,-1,1,0,0,0,-1,1,1,0,-1,1,1,-1,1,1,1
Carlos Magno,PFL,SE,1,1,-1,1,1,-1,-1,0,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,0,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,0,0,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,-1,1,0,1,1,0,1,0,-1,1,-1,1,0,0,0,-1,1,1,1,0,1,1,-1,1,1,1
José Teles,PPB,SE,1,-1,-1,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,1,1,1,1,1,1,1,-1,-1,0,0,0,1,0,1,1,1,1,0,-1,0,1,1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,1,1,-1,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,1,0,-1,0,1,1,-1,-1,-1
José Rezende,PPB,MG,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,-1,1,1,1,0,1,1,-1,1,1,1
João Leão,PSDB,BA,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,0,1,1,1,1,1,-1,1,-1,1,0,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1
Luiz Braga,PFL,BA,1,1,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,0,0,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,0,0,1,1,1,1,-1,1,-1,0,0,0,0,-1,1,1,1,-1,1,1,-1,1,1,1
Prisco Viana,PPB,BA,-1,-1,-1,-1,0,0,0,1,1,-1,-1,1,1,1,0,1,0,1,1,1,1,1,0,1,-1,1,1,1,-1,0,1,0,-1,0,1,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,0,-1,0,1,-1,-1,0,0,1,1,0,0,1,1,1,-1,0,0,1,1,1,1,0,-1,1,0,-1,1,1,0,-1,1,1,1,-1,1,1,-1,1,1,1
Roberto Santos,PSDB,BA,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,0,0,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,1,1,0,0,1,1,1,0,-1,1,-1,0,0,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1
Ronaldo Perim,PMDB,MG,1,1,-1,1,1,-1,-1,0,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,0,0,0,1,-1,1,-1,0,1,1,1,1,0,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,0,-1,0,-1,1,0,1,1,1,1,0,-1,1,0,1,0,1,0,0,0,1,1,-1,1,0,-1,1,1,1
Sandra Starling,PT,MG,-1,-1,-1,-1,-1,-1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,0,0,-1,-1,-1,-1,1,1,-1,0,1,1,-1,1,1,1,-1,1,1,1,-1,0,0,1,-1,-1,-1,1,-1,0,0,1,1,0,1,-1,-1,-1,0,1,1,1,-1,0,0
Hugo Rodrigues da Cunha,PFL,MG,1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,0,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,1,0,1,1,1,0,1,-1,0,-1,1,0,0,0,1,0,1,1,-1,1,1,-1,1,1,1
Israel Pinheiro,PTB,MG,1,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,0,0,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,-1,1,0,1,0,1,1,1,0,0,-1,0,0,0,0,-1,1,1,1,-1,1,0,-1,1,1,1
Cidinha Campos,PDT,RJ,-1,-1,-1,-1,-1,1,1,0,1,1,1,1,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,1,-1,-1,-1,-1,0,-1,-1,-1,0,1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,0,0,1,0,-1,0,1,-1,0,-1,1,1,0,1,-1,-1,-1,0,1,0,1,-1,-1,-1
Sílvio Abreu,PDT,MG,0,0,0,0,0,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,-1,1,1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,0,0,-1,1,-1,-1,-1,0,0,-1,-1,0,0,1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,0,0,0,-1,-1,0,0,0,0,-1,1,0,0,0,0,0,-1,0,0,1,1,-1,-1,-1
Maria da Conceição Tavares,PT,RJ,0,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,-1,1,0,1,-1,0,-1,1,0,0,0,1,1,0,1,0,0,-1,0,0,1,1,-1,-1,-1
Leopoldo Bessone,PTB,MG,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,0,-1,1,-1,1,-1,0,1,1,1,1,0,0,0,0,-1,1,1,1,0,0,1,1,0,0,0,0,0,0,-1,1,1,1,-1,-1,0,-1,0,-1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,-1,0,1,1,0,1,1,-1,1,1,1
Mário de Oliveira,PPB,MG,0,1,-1,1,1,-1,0,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,0,0,0,1,-1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,1,1,0,-1,1,0,-1,1,0,1
Paulo Heslander,PTB,MG,1,1,-1,1,0,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,0,1,-1,1,-1,1,0,0,1,0,1,0,-1,1,-1,0,0,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1
Philemon Rodrigues,PTB,MG,1,1,-1,-1,1,-1,1,0,-1,1,1,-1,0,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,-1,-1,0,0,0,1,-1,1,1,0,-1,-1,-1,1,0,0,0,-1,-1,-1,-1,1,0,0,1,-1,0,0,-1,-1,1,-1,1,-1,1,1,-1,1,1,-1,1,-1,1,0,0,1,1,1,0,-1,1,-1,1,0,0,0,-1,1,1,1,-1,1,1,0,0,0,0
Raul Belém,PFL,MG,0,1,-1,1,0,0,0,0,0,0,0,0,1,-1,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,-1,0,0,0,1,-1,1,0,0,1,1,1,1,0,0,0,0,-1,1,1,0,0,0,1,1,0,0,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,-1,0,0,0,0,0,0,0,0,1,0,-1,1,0,-1,1,1,1
Zaire Rezende,PMDB,MG,-1,-1,-1,-1,-1,-1,1,0,1,1,1,1,-1,1,-1,1,0,0,1,-1,1,1,1,-1,1,1,1,1,0,1,1,-1,-1,-1,1,0,-1,-1,1,-1,0,1,-1,-1,1,-1,-1,-1,0,0,-1,-1,0,0,1,1,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,0,1,1,1,-1,0,0,-1,1,1,0,0,0,-1,0,1,-1,0,1,1,-1,-1,-1,-1
Adelson Salvador,PMDB,ES,1,-1,-1,-1,-1,0,1,-1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,-1,1,0,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,0,0,0,1,-1,0,1,1,-1,1,1,1,1,0,1,1,1,0,1,0,1,-1,0,1,-1,-1,1,0,0,0,-1,1,0,0,-1,1,1,-1,1,1,0
Luiz Buaiz,PL,ES,1,1,-1,1,-1,-1,1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,0,1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,0,0,-1,-1,0,-1,-1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,0,0,1,1,1,1,0,1,0,-1,-1,1,0,0,-1,1,1,1,-1,1,1,-1,1,1,1
Roberto Valadão,PMDB,ES,1,1,-1,1,1,-1,-1,0,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,0,0,1,1,1,0,-1,0,-1,0,0,0,-1,-1,1,1,1,-1,0,1,-1,1,0,1
Lima Netto,PFL,RJ,1,1,-1,1,1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,0,0,0,1,-1,1,-1,0,1,1,1,1,0,0,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,1,0,0,-1,1,1,-1,1,1,1
Lindberg Farias,PSTU,RJ,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,1,1,1,1,0,1,-1,1,1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,0,-1,0,1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,0,1,1,1,-1,1,0,1,-1,0,0,1,-1,0,0,1,1,0,1,-1,-1,-1,0,1,1,1,-1,-1,-1
Sergio Arouca,PPS,RJ,0,-1,-1,-1,0,-1,1,0,0,1,1,1,1,1,1,-1,-1,0,1,-1,1,1,1,-1,1,1,1,1,0,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,0,0,-1,-1,0,-1,0,1,-1,-1,1,1,0,0,0,0,-1,1,1,1,-1,0,0,1,1,-1,0,1,-1,0,-1,1,1,0,1,-1,0,-1,1,0,0,1,1,1,1
Vanessa Felippe,PFL,RJ,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,0,-1,0,-1,-1,-1,0,0,0,-1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-1,1,0,1
Almino Affonso,PSB,SP,-1,-1,-1,-1,-1,-1,1,0,0,0,0,1,-1,1,0,0,0,0,1,-1,1,0,0,-1,1,1,1,1,0,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,-1,1,1,-1,-1,0,0,-1,1,1,0,-1,1,1,1,-1,0,0,1,-1,-1,0,1,-1,0,0,1,1,0,1,0,0,-1,0,0,1,0,0,0,0
Ayres da Cunha,PFL,SP,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,0,-1,0,1,1,1,1,1,-1,0,0,-1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,1,0,0,-1,0,1,0,0,0,0
Francisco Silva,PPB,RJ,0,-1,-1,-1,-1,1,1,0,-1,-1,1,1,-1,1,1,1,0,1,-1,-1,1,1,1,-1,1,1,1,-1,-1,-1,1,-1,1,-1,0,0,1,1,1,1,1,-1,1,1,0,1,1,0,0,0,-1,-1,0,0,1,-1,0,-1,1,1,-1,1,1,1,1,0,1,-1,0,0,1,1,1,1,0,1,-1,1,1,0,0,0,1,-1,0,1,0,1,1,-1,1,1,1
Cunha Lima,PPB,SP,1,1,-1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,0,0,-1,-1,-1,0,-1,-1,1,-1,1,1,-1,1,1,1,-1,-1,1,-1,-1,0,1,0,1,1,0,-1,1,1,1,1,1,0,-1,1,1,1,-1,1,1,-1,1,1,1
Fábio Feldmann,PSDB,SP,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,0,1,1,-1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-1,1,0,0,0,0,0,-1,1,0,1,-1,0,1,0,0,0,0
Hélio Bicudo,PT,SP,0,-1,-1,-1,-1,0,0,0,1,1,1,1,-1,1,1,1,1,0,1,-1,1,1,1,-1,1,1,1,1,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,0,0,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,0,1,1,0,0,0,1,-1,-1,-1,1,-1,0,-1,1,1,0,1,-1,0,-1,0,0,0,1,-1,-1,-1
João Mellão Neto,PFL,SP,0,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,0,0,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,0,1,0,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,1,0,1,-1,0,1,-1,1,1,1
Jorge Tadeu Mudalen,PPB,SP,1,-1,-1,-1,0,-1,1,0,-1,-1,-1,0,0,0,0,0,0,0,-1,1,-1,-1,-1,1,1,-1,-1,-1,1,0,0,1,-1,1,1,0,-1,-1,-1,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1,1,1,-1,1,0,0,1,1,1,0,-1,-1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0
Carlos Apolinário,PMDB,SP,0,1,-1,1,0,-1,-1,0,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,1,0,0,0,1,1,-1,0,0,0
José Coimbra,PTB,SP,1,1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,0,0,1,-1,-1,-1,-1,0,0,-1,1,-1,0,0,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,1,1,0,-1,1,-1,1,0,0,0,-1,1,1,1,-1,1,1,-1,1,1,1
Nilton Cerqueira,PSDB,RJ,1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,-1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-1,1,0,0,0,-1,1,1,0,0,1,1,0,0,0,0
Noel de Oliveira,PMDB,RJ,-1,-1,-1,-1,-1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,0,0,-1,-1,-1,-1,-1,1,0,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,1,-1,1,1,-1,0,1,-1,1,-1,1,1,0,1,-1,1,-1,1,1,1,-1,-1,-1,-1
Roberto Campos,PPB,RJ,0,1,-1,1,1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,0,1,0,1,1,0,1,1,-1,1,-1,1,0,0,0,-1,1,1,1,0,1,0,-1,1,1,0
Koyu Iha,PSDB,SP,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,0,1,1,1,1,1,-1,0,1,-1,1,1,1,0,0,1,1,0,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,0,1,1,1,1,1,-1,1,0,1,0,1,0,-1,1,1,0,-1,1,0,-1,1,0,0
Luiz Gushiken,PT,SP,0,-1,-1,-1,-1,-1,1,0,1,1,1,1,-1,1,1,1,0,0,1,-1,1,1,1,-1,1,1,1,1,-1,0,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,1,-1,-1,0,-1,-1,0,0,0,-1,-1,0,0,1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,1,0,0,-1,-1,-1,0,-1,0,0,1,0,0,1,-1,0,-1,0,1,1,1,-1,-1,-1
Maluly Netto,PFL,SP,1,1,-1,1,1,-1,-1,0,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,1,0,0,0,-1,-1,0,0,0,1,-1,1,-1,0,1,1,1,1,1,0,1,0,-1,1,1,1,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,0,1,1,0,1,0,0,1,-1,1,0,0,0,-1,0,1,1,-1,1,1,-1,1,1,1
Maurício Najar,PFL,SP,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,-1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,-1,1,0,0,0,0,1,1,1,-1,1,1,0,0,0,0
De Velasco,PRONA,SP,0,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,0,0,0,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,-1,0,0,-1,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,-1,1,0,1,1,1,1,-1,-1,1,-1,1,1,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1
Tuga Angerami,PSDB,SP,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,0,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,0,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,1,0,1,1,1,-1,0,-1,-1,0,1,0,1,0,1,0,-1,-1,-1,1,1,-1,1,1,1
José de Abreu,PSDB,SP,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,0,0,1,1,0,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,0,-1,1,-1,-1,-1,1,-1,-1,-1,1,0,1,-1,1,0,0,1,1,1,1,0,0,-1,0,0,0,0,0,0,1,0,-1,1,1,-1,1,1,1
Carlos Nelson,PMDB,SP,0,1,-1,1,1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,0,0,-1,-1,1,0,-1,-1,1,1,-1,-1,1,-1,1,0,-1,-1,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,0,0,1,1,1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,1,1
Rodrigues Palma,PTB,MT,1,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,0,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,0,1,1,1,1,0,-1,1,-1,1,0,0,0,-1,1,1,0,-1,1,0,-1,1,1,1
Rogério Silva,PFL,MT,0,1,-1,1,1,0,0,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,0,0,1,-1,-1,-1,0,1,-1,-1,1,-1,1,-1,0,1,1,1,1,0,0,1,1,-1,1,1,1,0,0,1,1,0,0,0,-1,1,-1,0,0,0,0,0,0,1,-1,1,-1,1,0,0,1,1,1,0,-1,1,-1,0,0,0,0,-1,1,0,0,0,1,0,-1,1,1,1
Chico Vigilante,PT,DF,0,-1,-1,-1,-1,-1,1,0,1,1,1,1,-1,1,1,1,1,0,1,-1,1,1,1,-1,1,1,1,1,0,0,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,0,1,1,-1,1,1,1,-1,0,0,1,-1,-1,-1,1,-1,0,0,1,1,0,1,-1,1,-1,1,1,1,1,0,1,-1
Maria Laura,PT,DF,-1,-1,-1,-1,-1,-1,1,0,1,1,1,1,0,1,1,1,1,0,1,-1,1,1,1,-1,1,0,0,0,0,1,1,-1,-1,-1,1,0,-1,-1,0,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,1,0,1,-1,-1,0,1,-1,0,-1,1,1,0,1,0,-1,-1,0,1,1,1,-1,-1,-1
Saulo Queiroz,PFL,MS,0,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,0,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,1,1,0,-1,1,1,1,0,0,-1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,1,0,1,-1,1,1,1,0,1,1,1,1,0,-1,1,-1,1,0,0,-1,-1,1,1,0,-1,1,1,-1,1,1,1
Gilney Viana,PT,MT,0,-1,-1,-1,-1,0,0,0,1,1,1,1,-1,1,1,1,1,0,1,-1,1,1,0,0,1,1,1,1,0,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,0,0,0,0,-1,1,1,-1,-1,1,1,-1,1,1,0,-1,1,1,1,-1,1,0,1,-1,-1,0,1,-1,0,-1,1,0,0,1,-1,-1,-1,0,1,1,1,-1,-1,-1
