nome,partido,uf,MPV 502/2010,MPV 502/2010,MPV 502/2010,MPV 503/2010,MPV 511/2010,MPV 511/2010,MPV 511/2010,MPV 511/2010,MPV 511/2010,MPV 511/2010,MPV 512/2010,MPV 512/2010,MPV 513/2010,MPV 514/2010,MPV 517/2010,MPV 517/2010,MPV 517/2010,MPV 517/2010,MPV 521/2010,MPV 527/2011,MPV 527/2011,MPV 527/2011,MPV 527/2011,MPV 527/2011,MPV 527/2011,MPV 527/2011,MPV 527/2011,MPV 528/2011,MPV 528/2011,MPV 530/2011,MPV 530/2011,MPV 530/2011,MPV 532/2011,MPV 532/2011,MPV 532/2011,MPV 532/2011,MPV 532/2011,MPV 532/2011,MPV 533/2011,MPV 533/2011,MPV 539/2011,MPV 540/2011,MPV 541/2011,PDC 1351/2008,PDC 220/2011,PDC 220/2011,PDC 220/2011,PDC 2600/2010,PDC 2600/2010,PDC 2600/2010,PDC 47/2011,PEC 270/2008,PEC 445/2009,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 98/2007,PEC 98/2007,PEC 98/2007,PEC 98/2007,PL 1209/2011,PL 1749/2011,PL 1876/1999,PL 1876/1999,PL 1876/1999,PL 382/2011,PL 382/2011,PL 382/2011,PL 3937/2004,PLP 306/2008,PLP 87/2011,REC 92/2011,REQ 1548/2011,REQ 2086/2011,REQ 2714/2011,REQ 343/2011,REQ 349/2011,REQ 7537/2010
Vicentinho,PT,SP,-1,-1,0,-1,0,0,0,1,0,1,0,-1,0,-1,-1,1,-1,1,-1,0,-1,1,0,1,1,0,1,0,-1,-1,0,0,0,0,1,1,1,1,0,0,-1,1,0,0,0,0,0,-1,-1,1,0,0,1,-1,-1,-1,-1,1,0,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,-1,-1,-1,1,0,1,0,-1,1,-1,-1,1,1,1
Arnaldo Faria de Sá,PTB,SP,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1,0,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,-1,-1,1,-1,1,0,0,0,0,-1,-1,1,0,1,1,-1,-1,-1,0,1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,-1,0,1,-1,-1,1,-1,-1,-1,1,0,1,-1,1,-1,-1,1
Luiza Erundina,PSB,SP,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,0,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,-1,-1,1,1,0,0,0,0,-1,-1,1,0,1,1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,1,1,-1
Jefferson Campos,PSB,SP,0,-1,0,-1,-1,-1,-1,1,0,1,1,-1,0,-1,0,0,-1,1,0,0,-1,1,1,1,1,0,0,-1,-1,0,-1,-1,-1,-1,1,1,0,0,0,-1,1,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,-1,1,-1,-1,0,0,1,-1,0,0,1,1
Carlos Sampaio,PSDB,SP,0,0,0,0,0,-1,-1,1,0,0,1,1,-1,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,0,-1,1,1,1,1,-1,0,-1,0,0,-1,1,1,-1,1,1
Antonio Carlos Mendes Thame,PSDB,SP,0,0,0,0,0,0,0,0,-1,-1,1,1,-1,1,0,-1,1,-1,0,0,0,-1,-1,-1,-1,-1,0,0,0,-1,0,-1,0,0,0,-1,-1,-1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,1,0,1,-1,-1,1,1,0,1,-1,-1,-1,0,-1,-1,0,0,0,1,0,-1,-1,1,1,1,1,-1,1,0,1,0,1,1,1,0,1,1
Aldo Rebelo,PCdoB,SP,-1,-1,-1,0,0,-1,-1,0,0,0,1,-1,1,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,1,0,1,0,-1,-1,-1,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,1,-1,-1,0,0,-1,1,0,1,0,-1,1,1,1
Eduardo Gomes,PSDB,TO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0
Givaldo Carimbão,PSB,AL,0,-1,-1,-1,0,0,0,1,0,1,0,0,0,0,-1,0,-1,1,-1,0,0,0,0,1,0,0,1,0,-1,0,0,-1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,1,0,0,0,0,1,-1,1,1,-1,0,-1,0,1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,-1,-1,-1,1,0,-1,0,0,1,-1,-1,1,1,0
Josias Gomes,PT,BA,-1,-1,-1,0,0,0,0,0,0,1,1,-1,0,-1,-1,1,-1,1,0,-1,-1,1,1,1,1,1,1,-1,-1,0,-1,-1,-1,-1,1,1,1,1,-1,0,0,0,1,0,0,0,0,-1,-1,1,0,1,1,-1,-1,0,0,1,-1,1,1,-1,0,0,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,-1,-1,-1,1,-1,1,1,0,1,0,0,1,1,1
Rubens Otoni,PT,GO,0,0,0,0,-1,-1,-1,1,1,1,0,-1,0,-1,-1,1,-1,1,0,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,0,1,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,1,-1,1,1,-1,0,-1,1,1,0,-1,0,-1,1,1,1,1,1,1,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,-1,1,0,0,1,0,0
Pedro Chaves,PMDB,GO,-1,-1,-1,0,-1,0,-1,1,0,1,-1,1,1,-1,0,1,0,1,0,-1,-1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,0,0,0,0,-1,0,0,0,1,1,-1,-1,-1,0,1,-1,1,1,-1,-1,-1,1,1,-1,-1,0,-1,1,1,1,1,1,1,0,1,1,1,-1,0,0,1,1,-1,-1,1,-1,-1,1,-1,1,-1,-1,1,1,1
Mauro Lopes,PMDB,MG,0,-1,-1,-1,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,-1,-1,1,1,1,1,1,1,-1,0,0,0,0,0,0,1,0,1,1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,1,-1,1,1,-1,0,0,1,0,-1,-1,0,0,0,1,0,0,0,0,-1,0,0,1,0,0,0,0,0,-1,-1,1,0,-1,0,-1,1,-1,0,1,1,0
Bonifácio de Andrada,PSDB,MG,0,0,0,0,0,0,0,0,-1,-1,1,1,-1,0,0,-1,1,-1,0,0,0,0,-1,-1,0,0,1,1,1,-1,-1,-1,0,0,0,-1,-1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,-1,0,1,1,1,1,-1,0,-1,0,-1,0,0,0,-1,1,0
Wladimir Costa,PMDB,PA,0,0,0,-1,0,0,-1,1,0,0,0,0,0,0,0,0,-1,1,0,-1,-1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,-1,0,0,0,0,0,0,-1,-1,1,0,1,0,0,-1,-1,-1,1,-1,1,1,-1,0,-1,1,1,-1,-1,0,0,0,1,1,0,1,1,0,1,0,0,-1,0,0,1,1,-1,-1,1,-1,0,1,-1,0,-1,-1,1,0,1
Fernando Ferro,PT,PE,-1,-1,-1,-1,0,-1,-1,1,1,1,1,-1,1,-1,-1,1,-1,1,-1,-1,0,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,0,0,1,0,-1,-1,1,0,0,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,0,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,0,-1,1,0,-1,-1,0,0,0,-1,1,1,0,1,-1,-1,1,0,1
Gonzaga Patriota,PSB,PE,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,-1,-1,-1,1,-1,1,0,0,0,0,0,1,0,0,0,-1,1,0,0,1,1,1,0,0,0,0,-1,0,0,1,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0
Hermes Parcianello,PMDB,PR,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,0,-1,1,-1,1,1,0,0,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,-1,-1,1,0,-1,0,0,0,-1,0,1,0,0
Leonardo Picciani,PMDB,RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,0,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,0,0,0,1,1,1,1,1,-1,1,1,0,0,0,0,0,0,-1,-1,1,0,0,0,-1,0,0,0,0,0,0
Jorge Boeira,PT,SC,0,-1,-1,0,-1,-1,-1,-1,0,1,0,0,1,0,-1,1,-1,-1,0,-1,-1,0,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,1,1,0,1,0,-1,0,1,1,0,0,0,0,-1,-1,1,0,0,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,-1,-1,1,0,-1,1,0,0,-1,-1,1,1,0
Dimas Ramalho,PPS,SP,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,-1,1,-1,0,0,0,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,0,-1,0,0,0,-1,1,0,-1,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,-1,-1,-1,-1,-1,0,1,1,0,1,1,-1,1,1,1,1,-1,1,-1,0,0,1,1,0,1,-1,1
João Lyra,PTB,AL,0,0,0,-1,0,0,0,0,0,0,1,-1,1,-1,0,1,-1,1,-1,0,0,0,1,1,1,1,1,0,0,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,-1,1,0,-1,0,0,1,0,-1,0,0,0
Janete Capiberibe,PSB,AP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,1,-1,1,0,0,-1,-1,1,1,-1,-1,-1,0,1,1,1,1,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,-1,0,-1,1,0,0,0,0,0
Daniel Almeida,PCdoB,BA,0,-1,-1,-1,-1,-1,-1,0,0,1,0,-1,1,-1,-1,0,0,0,-1,0,-1,1,1,1,1,1,1,-1,-1,0,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,0,0,0,0,-1,0,0,0,1,1,-1,0,-1,-1,1,-1,1,1,-1,0,-1,1,0,-1,-1,-1,-1,1,1,0,1,1,1,-1,1,1,1,-1,1,0,1,0,-1,-1,1,-1,0,1,0,1,0,0,1,1,1
Pedro Novais,PMDB,MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,0,0,-1,1,1,-1,-1,0,1,1,-1,-1,0,-1,1,1,1,1,1,1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
Asdrubal Bentes,PMDB,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,0,1,1,1,0,0,1,-1,1,1,1,1,1,0,0,0,0,0,0,-1,-1,1,-1,1,0,0,0,0,0
Nilton Capixaba,PTB,RO,0,-1,-1,0,0,-1,-1,1,0,1,1,-1,0,-1,-1,1,-1,1,0,-1,0,1,1,1,1,1,1,0,0,0,-1,-1,-1,-1,1,1,1,1,-1,-1,0,0,1,0,0,0,0,-1,-1,1,0,0,1,-1,0,-1,0,1,-1,0,0,0,0,-1,1,1,-1,-1,0,0,1,1,1,0,0,1,-1,0,0,1,-1,1,-1,1,1,-1,-1,1,0,-1,1,-1,1,-1,-1,1,1,1
Nelson Marquezelli,PTB,SP,-1,-1,-1,-1,-1,0,-1,1,0,0,1,1,0,-1,-1,1,0,0,-1,0,0,0,0,0,1,0,0,0,-1,-1,-1,0,-1,0,0,1,0,0,0,-1,-1,1,1,0,0,0,0,-1,-1,1,0,1,1,0,-1,0,0,1,-1,1,1,-1,-1,-1,0,0,-1,-1,-1,-1,0,1,1,1,1,1,0,0,0,1,-1,0,0,1,1,-1,-1,1,-1,0,1,-1,0,0,0,1,1,1
Enio Bacci,PDT,RS,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,1,-1,1,0,0,-1,0,0,0,0,-1,0,1,1
José Chaves,PTB,PE,-1,-1,-1,0,0,-1,0,0,1,1,0,0,0,-1,0,0,0,0,0,0,-1,1,0,1,1,1,1,-1,-1,0,-1,0,-1,0,1,1,1,1,0,-1,0,0,1,0,0,0,0,0,-1,1,0,1,1,-1,-1,0,-1,1,-1,1,1,-1,0,0,1,1,0,-1,0,0,1,1,0,0,1,0,-1,1,0,0,0,0,0,1,1,-1,-1,1,0,0,1,0,1,0,-1,0,0,0
Giovanni Queiroz,PDT,PA,-1,0,0,-1,-1,-1,0,1,1,1,1,0,1,-1,-1,1,-1,0,-1,-1,-1,1,1,1,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,1,-1,1,1,0,-1,-1,1,1,0,0,-1,-1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,-1,1,1,0,-1,1,0,0,-1,-1,0,1,1
Pedro Eugênio,PT,PE,0,-1,-1,0,0,-1,0,1,1,0,1,0,1,-1,-1,1,0,0,-1,-1,-1,1,0,0,0,0,0,0,-1,-1,0,0,0,0,1,1,0,0,0,0,-1,1,1,0,0,0,0,-1,-1,1,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,0,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,-1,-1,-1,1,-1,0,1,-1,1,-1,0,1,1,1
Ricardo Berzoini,PT,SP,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,0,-1,1,-1,1,-1,-1,-1,1,1,1,0,0,0,-1,-1,0,-1,-1,0,-1,1,1,1,1,-1,-1,-1,1,1,0,0,0,0,-1,-1,0,0,1,0,-1,-1,0,-1,1,-1,1,1,-1,-1,-1,1,1,-1,0,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,-1,-1,-1,1,0,1,0,-1,1,0,-1,1,1,1
Magela,PT,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
Rubens Bueno,PPS,PR,0,0,0,-1,0,0,0,0,0,-1,0,0,-1,-1,0,-1,1,-1,0,0,0,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,1,-1,-1,0,0,0,0,-1,0,1,0,1,1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,-1,1
Miro Teixeira,PDT,RJ,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,0,-1,0,0,0,0,-1,-1,1,0,1,1,-1,-1,-1,0,1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,1,1,-1,0,-1,-1,0,1,1,1,-1,1,0,1,-1,-1,1,1,1
Edinho Bez,PMDB,SC,-1,0,-1,0,-1,-1,0,1,1,0,1,0,0,-1,1,1,0,1,-1,-1,0,0,1,1,1,0,0,-1,-1,-1,0,-1,0,-1,1,1,1,1,-1,0,-1,1,0,0,0,-1,0,0,0,0,0,0,1,-1,-1,-1,0,1,-1,1,1,-1,-1,-1,1,1,-1,0,-1,0,1,1,0,1,1,1,0,0,0,1,-1,1,-1,1,1,-1,-1,1,0,0,1,-1,1,-1,-1,1,1,1
João Magalhães,PMDB,MG,-1,-1,0,0,0,-1,0,0,1,1,1,1,1,-1,-1,1,0,1,-1,0,-1,1,0,1,1,0,1,0,-1,0,-1,0,-1,0,1,0,1,1,-1,0,-1,0,0,0,0,0,0,0,-1,1,0,0,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,0,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,0,0,1,1,-1,-1,1,0,-1,1,0,0,0,0,1,1,1
Marçal Filho,PMDB,MS,-1,0,-1,-1,-1,0,-1,1,1,1,1,-1,1,-1,-1,0,0,0,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,0,-1,0,-1,1,-1,1,1,-1,-1,-1,0,1,0,0,0,0,-1,-1,1,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,0,0,-1,-1,1,-1,-1,1,-1,1,-1,1,1,1,1
Raimundo Gomes de Matos,PSDB,CE,0,0,0,0,0,0,0,0,-1,0,0,1,-1,1,0,-1,1,-1,0,0,0,-1,0,-1,-1,-1,1,1,1,0,0,0,0,0,0,-1,-1,-1,0,0,1,-1,-1,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,0,0,0,-1,1,0,1,0,-1,0,1,0,0,-1,-1,0,-1,-1,-1,0,1,1,1,1,-1,-1,1,1,1,1,-1,1,-1,1,-1,1,1,1,0,1,1
Mauro Benevides,PMDB,CE,-1,-1,0,0,0,0,0,0,1,1,1,1,1,0,-1,1,-1,1,0,-1,0,0,1,1,0,0,0,-1,0,-1,0,0,-1,-1,0,0,1,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,0,1,-1,1,1,0,-1,0,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,0,0,1,1,-1,-1,1,0,-1,0,0,0,-1,0,1,1,0
João Dado,PDT,SP,-1,-1,-1,-1,-1,-1,0,1,0,0,0,0,0,-1,-1,1,0,1,-1,-1,-1,-1,1,1,0,0,1,-1,1,0,0,0,-1,0,0,0,1,1,0,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,0,1,1,-1,-1,0,-1,1,1,1,1,1,1,-1,1,-1,0,1,1,0,1,-1,-1,1,1,1,1,1,0,1,-1,-1,0,1,1
Wolney Queiroz,PDT,PE,0,-1,0,0,0,-1,-1,1,0,1,1,-1,0,-1,-1,0,0,-1,-1,-1,0,-1,1,1,0,1,1,0,0,0,-1,-1,-1,0,1,-1,0,0,-1,0,-1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,-1,0,1,-1,1,1,-1,0,-1,-1,1,-1,-1,0,-1,1,0,1,1,1,0,-1,1,-1,1,1,1,0,1,-1,-1,-1,1,1,0,1,0,1,-1,0,1,1,1
Osmar Terra,PMDB,RS,-1,-1,-1,-1,0,0,0,0,0,0,1,1,1,-1,1,1,-1,1,-1,-1,0,1,-1,0,0,0,0,-1,0,0,0,0,-1,-1,1,1,1,1,0,-1,0,0,0,0,0,0,0,0,-1,0,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,0,0,-1,-1,-1,0,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1,1,0,0,-1,-1,1,1,1
Sandes Júnior,PP,GO,0,-1,-1,0,0,-1,-1,1,0,1,1,1,0,0,0,1,0,1,-1,0,-1,0,0,1,0,0,0,0,0,-1,0,-1,-1,0,1,1,1,1,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,1,0,-1,-1,0,0,1,-1,1,1,-1,0,-1,1,1,-1,-1,-1,-1,1,1,1,1,0,1,-1,1,0,1,-1,0,0,1,-1,-1,-1,1,-1,-1,0,0,1,-1,-1,0,1,0
Márcio Reinaldo Moreira,PP,MG,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,-1,-1,1,-1,1,-1,-1,0,0,0,1,1,0,0,-1,-1,-1,-1,0,-1,-1,1,1,1,1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,0,0,0,0,0,-1,0,1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,1,-1,1,-1,0,0,1,-1,-1,-1,0,0,-1,1,0,1,-1,-1,1,0,0
Nelson Meurer,PP,PR,-1,-1,0,-1,0,-1,-1,1,0,0,0,1,1,-1,0,0,0,0,-1,-1,-1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,-1,0,1,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,1,-1,-1,1,0,-1,1,-1,-1,-1,-1,0,0,1
Julio Lopes,PP,RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0
Simão Sessim,PP,RJ,-1,0,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,1,1,1,1,1,1,-1,-1,0,-1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,1,1,-1,-1,0,0,1,-1,1,1,0,-1,-1,1,1,-1,-1,-1,-1,1,1,0,1,1,1,0,0,0,1,-1,0,0,1,-1,-1,-1,1,0,-1,1,-1,1,-1,0,0,1,0
João Pizzolatti,PP,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,-1,1,1,1,1,1,1,-1,1,1,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
Zonta,PP,SC,-1,-1,-1,0,-1,0,-1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,0,0,1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,-1,1,0,0,0,0,0,-1,0,1,1,1
José Linhares,PP,CE,-1,-1,-1,-1,0,0,0,0,1,0,-1,-1,1,-1,0,0,-1,-1,-1,0,0,0,0,1,0,0,0,-1,0,0,0,0,-1,-1,1,0,1,1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,1,1,1,1,1,-1,0,1,1,0,0,1,0,0,0,0,0,-1,0,0,1,0,0,0,0,1
Roberto Balestra,PP,GO,-1,0,0,-1,-1,-1,-1,-1,0,0,1,1,1,0,0,1,-1,0,0,-1,-1,1,1,1,0,0,1,-1,-1,0,0,0,0,-1,0,0,1,1,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,1,-1,1,1,0,0,0,1,1,-1,-1,0,0,0,0,0,0,0,0,1,-1,-1,1,1,0,0,1,1,-1,-1,-1,1,-1,1,0,-1,-1,0,1,0,0
Dilceu Sperafico,PP,PR,-1,-1,-1,-1,-1,-1,0,0,1,0,1,1,1,-1,-1,1,-1,1,-1,-1,-1,1,0,1,1,1,1,-1,-1,-1,0,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,0,0,0,0,-1,-1,1,0,0,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,-1,0,-1,0,-1,1,1,-1,-1,1,-1,-1,1,0,1,-1,-1,1,1,1
