nome,partido,uf,MPV 502/2010,MPV 502/2010,MPV 502/2010,MPV 503/2010,MPV 511/2010,MPV 511/2010,MPV 511/2010,MPV 511/2010,MPV 511/2010,MPV 511/2010,MPV 512/2010,MPV 512/2010,MPV 513/2010,MPV 514/2010,MPV 517/2010,MPV 517/2010,MPV 517/2010,MPV 517/2010,MPV 521/2010,MPV 527/2011,MPV 527/2011,MPV 527/2011,MPV 527/2011,MPV 527/2011,MPV 527/2011,MPV 527/2011,MPV 527/2011,MPV 528/2011,MPV 528/2011,MPV 530/2011,MPV 530/2011,MPV 530/2011,MPV 532/2011,MPV 532/2011,MPV 532/2011,MPV 532/2011,MPV 532/2011,MPV 532/2011,MPV 533/2011,MPV 533/2011,MPV 539/2011,MPV 540/2011,MPV 541/2011,PDC 1351/2008,PDC 220/2011,PDC 220/2011,PDC 220/2011,PDC 2600/2010,PDC 2600/2010,PDC 2600/2010,PDC 47/2011,PEC 270/2008,PEC 445/2009,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 98/2007,PEC 98/2007,PEC 98/2007,PEC 98/2007,PL 1209/2011,PL 1749/2011,PL 1876/1999,PL 1876/1999,PL 1876/1999,PL 382/2011,PL 382/2011,PL 382/2011,PL 3937/2004,PLP 306/2008,PLP 87/2011,REC 92/2011,REQ 1548/2011,REQ 2086/2011,REQ 2714/2011,REQ 343/2011,REQ 349/2011,REQ 7537/2010
Abelardo Lupion,DEM,PR,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,1,-1,0,0,0,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,1,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,-1,0,0,0,0,0,-1,1,1,1,1,-1,-1,1,1,1,1,-1,0,0,0,0,-1,1,1,0,1,1
Eduardo Sciarra,DEM,PR,0,0,0,0,0,0,0,0,-1,-1,1,1,0,0,0,-1,1,-1,0,0,0,-1,-1,-1,-1,0,1,1,1,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,1,1,-1,0,-1,1,0,1,0,1,0,1,1
Onyx Lorenzoni,DEM,RS,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,1,0,1,0,0,0,0,0,0,-1,-1,-1,0,0,0,1,-1,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,-1,-1,1,1,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,1,1,1,1,-1,-1,0,0,1,1,0,0,-1,1,1,1,1,1,-1,-1,1
Mendonça Prado,DEM,SE,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,1,1,1,1,-1,0,-1,0,0,0,0,0,0,1,0
Jairo Ataíde,DEM,MG,0,0,0,0,0,0,0,1,-1,0,1,1,1,0,0,1,-1,1,0,0,-1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-1,0,1,1,1,1,0,1,0,1,1,1,0,0,-1,1,1,0,-1,-1,1,-1,0,0,1,-1,1,0,0,1
João Bittar,DEM,MG,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,1,1,0,0,-1,0,0,0,0,-1,-1,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,0,0,1,1,0,1,1,0,-1,1,1,1,0,-1,0,0,0,1,1,-1,1,-1,0,0,1,0,1,0,1,1
Marcos Montes,DEM,MG,0,0,0,0,0,0,0,0,-1,0,1,1,-1,0,0,-1,1,-1,0,0,0,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,-1,1,-1,0,-1,0,0,1,0,1,0,1,1
Vitor Penido,DEM,MG,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,-1,0,-1,-1,0,0,0,0,0,0,0,1,0,-1,-1,0,0,1,-1,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,-1,0,0,0,0,-1,1,1,0,0,-1,0,0,1,1,0,0,0,0,-1,1,0,1,1,0,-1,1,1,0,-1,-1,0,-1,1,-1,0,0,1,0,1,1
Luiz Carlos Setim,DEM,PR,0,0,0,0,0,0,0,0,0,-1,1,1,-1,0,0,-1,1,-1,0,-1,0,-1,0,-1,-1,-1,1,1,1,0,0,0,0,0,0,-1,-1,-1,0,0,1,1,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,1,0,0,-1,-1,0,1,0,0,-1,-1,0,0,0,0,-1,1,1,1,1,-1,-1,1,1,1,1,-1,1,-1,1,0,0,-1,1,0,1,1
Felipe Maia,DEM,RN,0,0,0,0,0,0,0,0,-1,0,1,1,-1,0,0,-1,1,-1,0,0,0,-1,-1,-1,-1,-1,1,1,0,0,0,0,0,0,0,-1,-1,-1,0,0,1,1,-1,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,-1,0,1,0,0,-1,0,0,1,0,0,-1,0,0,0,0,0,-1,1,1,0,0,0,-1,1,1,1,1,-1,1,0,1,0,1,1,1,0,1,1
Paulo Bornhausen,DEM,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Guilherme Campos,DEM,SP,0,0,0,0,0,0,0,0,0,-1,1,1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,0,-1,-1,-1,0,0,1,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,1,1,-1,-1,-1,1,0,-1,1,1,0,1,1
Jorge Tadeu Mudalen,DEM,SP,0,0,0,0,0,0,0,0,0,-1,0,1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,0,0,-1,-1,1,0,1,-1,-1,0,1,0,0,0,0,0,0,0,0,-1,1,0,1,1,-1,-1,1,1,1,1,0,1,-1,1,0,1,1,1,0,1,1
Walter Ihoshi,DEM,SP,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,-1,1,-1,0,0,0,-1,-1,-1,0,0,1,1,1,0,0,0,0,0,0,-1,-1,-1,0,0,1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,1,1,1,-1,1,-1,1,0,-1,1,1,0,1,1
Davi Alcolumbre,DEM,AP,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,-1,0,0,1,1,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,0,0,0,-1,1,0,0,-1,0,0,1,0,0,-1,0,0,0,0,0,0,1,1,1,1,-1,-1,1,1,1,1,-1,1,-1,0,0,1,1,1,0,0,1
Efraim Filho,DEM,PB,0,0,0,0,0,0,0,0,-1,-1,0,1,-1,0,0,-1,1,-1,0,0,0,-1,-1,-1,-1,-1,1,0,1,0,0,0,0,0,0,-1,0,-1,0,0,0,1,-1,0,0,0,0,0,0,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,1,1,-1,1,-1,1,0,1,1,1,0,1,1
Paulo Magalhães,DEM,BA,-1,-1,-1,0,0,-1,-1,1,0,1,1,-1,1,-1,-1,1,-1,1,0,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,0,-1,0,1,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,1,-1,0,1,-1,-1,1,0,0,-1,-1,1,0,1
Lira Maia,DEM,PA,0,0,0,0,0,0,0,0,-1,-1,1,1,-1,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,1,1,1,1,-1,0,-1,1,0,0,1,0,0,1,1
Rodrigo Maia,DEM,RJ,0,0,0,-1,0,0,0,0,-1,-1,1,1,1,0,0,0,0,-1,0,0,0,0,-1,-1,-1,-1,1,1,1,-1,0,0,0,0,0,0,-1,-1,0,0,1,0,-1,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,1,1,1,1,-1,-1,1,1,0,0,0,1,-1,1,1,-1,0,1,0,1,1
Silas Câmara,PSC,AM,0,-1,-1,0,0,-1,-1,1,0,1,1,-1,0,-1,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,1,-1,-1,1,0,-1,0,0,0,0,0,1,1,1
Cleber Verde,PRB,MA,-1,-1,-1,0,0,-1,-1,1,0,1,1,-1,0,-1,0,0,0,0,-1,0,-1,1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,0,1,0,0,0,0,1,-1,1,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,0,0,0,1,1,1,1,1,-1,1,1,0,1,1,0,0,0,-1,-1,1,-1,-1,0,0,1,-1,-1,1,1,1
Damião Feliciano,PDT,PB,-1,-1,-1,-1,1,-1,0,0,0,1,0,0,1,0,0,1,0,1,-1,-1,-1,1,1,1,1,1,1,-1,-1,0,0,-1,-1,-1,1,1,1,1,-1,-1,-1,0,1,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,-1,0,0,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,1,0,1
Betinho Rosado,DEM,RN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
Geraldo Resende,PMDB,MS,0,-1,-1,0,-1,0,-1,1,1,1,0,1,1,-1,0,0,-1,1,0,-1,-1,1,-1,1,0,1,1,0,-1,0,-1,-1,0,-1,1,1,1,1,-1,-1,0,1,1,0,0,0,0,-1,-1,1,0,1,1,-1,-1,-1,0,1,-1,1,1,-1,-1,0,1,1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,1,1,0,1,-1,1,1,-1,-1,1,0,-1,1,-1,1,-1,0,1,1,1
Takayama,PSC,PR,0,0,-1,-1,0,-1,-1,1,0,1,1,-1,1,-1,-1,1,-1,-1,0,-1,-1,0,0,0,0,1,1,0,-1,0,-1,-1,-1,-1,1,1,1,1,0,-1,-1,0,1,0,0,0,0,-1,-1,1,0,1,0,-1,0,-1,-1,1,-1,1,1,-1,-1,-1,1,0,-1,-1,-1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,-1,-1,1,-1,-1,1,-1,1,-1,-1,1,1,0
Dr. Paulo César,PR,RJ,-1,-1,-1,-1,-1,0,-1,1,1,1,1,-1,1,0,-1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,0,0,-1,-1,1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,-1,-1,1,0,-1,1,0,1,-1,-1,1,0,1
Carlos Eduardo Cadoca,PSC,PE,-1,0,-1,-1,0,-1,-1,1,1,1,1,-1,1,-1,-1,0,0,0,-1,-1,0,1,1,1,1,1,1,0,-1,-1,0,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,0,1,1,-1,-1,1,-1,-1,0,-1,1,0,-1,1,1,1
Paulo Rubem Santiago,PDT,PE,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,-1,0,0,0,0,1,1,1,1,0,0,-1,-1,-1,-1,-1,1,-1,1,0,0,-1,-1,0,-1,1,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,1,-1,1,1,0,-1,-1,0,0,-1,-1,0,-1,0,0,1,1,1,1,-1,1,-1,1,-1,-1,0,-1,-1,-1,-1,1,1,-1,1,0,1,-1,-1,0,1,0
Arolde de Oliveira,DEM,RJ,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,0,-1,0,0,0,0,0,-1,0,-1,-1,-1,1,1,1,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,1,1,0,0,-1,1,0,-1,1,0,0,1,1
Geraldo Simões,PT,BA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,-1,0,1,0,0,0,-1,-1,-1,1,1,1,1,0,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,0,1,-1,1,0,1,-1,-1,-1,1,-1,1,1,0,1,-1,-1,1,1,1
Glauber Braga,PSB,RJ,-1,0,-1,0,-1,-1,-1,1,0,0,0,0,0,-1,-1,0,0,-1,0,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,-1,0,-1,-1,1,1,0,0,0,0,-1,1,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,0,1,1,1,1,1,1,0,1,1,1,-1,1,0,-1,-1,-1,-1,1,-1,-1,0,1,1,0,-1,1,1,-1
Fernando Marroni,PT,RS,-1,0,-1,-1,-1,-1,0,0,1,0,-1,-1,0,-1,0,1,-1,0,-1,0,-1,1,1,0,1,1,1,0,-1,0,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,0,1,0,0,0,0,-1,0,1,0,0,0,-1,-1,0,-1,1,-1,1,1,-1,0,-1,1,1,0,-1,-1,0,1,1,1,1,1,1,-1,1,0,0,-1,0,1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,1,1,1
Emiliano José,PT,BA,0,0,-1,0,0,0,0,0,0,0,0,-1,1,-1,-1,1,-1,1,-1,0,0,0,1,0,0,0,1,-1,-1,0,-1,0,-1,0,0,0,1,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,1,0,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,0,1,-1,0,0,1,-1,-1,-1,1,0,1,0,0,1,0,-1,0,1,1
Eleuses Paiva,DEM,SP,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,-1,1,0,0,0,0,0,-1,-1,0,-1,1,1,1,0,1,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,1,1,-1,0,-1,0,0,1,1,1,0,1,1
Rogério Marinho,PSDB,RN,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1,1,-1,0,0,0,0,-1,-1,-1,-1,0,1,1,0,-1,-1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,-1,1,1,1,1,-1,1,0,0,0,0,0,1,0,0,1
Zé Vieira,PR,MA,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,-1,0,1,1,0,0,-1,-1,-1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,1,0
Henrique Afonso,PV,AC,-1,-1,0,-1,0,-1,0,0,-1,-1,1,-1,0,-1,-1,0,0,0,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,0,0,-1,0,0,0,1,1,-1,0,-1,0,1,1,-1,1,1,-1,-1
Márcio Marinho,PRB,BA,0,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,0,1,-1,1,-1,0,-1,1,0,1,1,0,0,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,-1,1,0,1,1,-1,-1,-1,-1,1,0,1,1,-1,-1,-1,1,1,-1,-1,0,-1,1,1,1,1,1,1,-1,1,1,1,1,1,0,1,1,-1,-1,1,-1,-1,1,-1,0,-1,-1,0,1,1
Davi Alves Silva Júnior,PR,MA,-1,-1,-1,0,-1,-1,-1,1,0,1,0,0,1,-1,0,1,-1,1,-1,0,0,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,0,0,0,0,0,-1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,-1,0,1,1,1,1,1,-1,1,-1,1,1,1,0,0,0,-1,-1,1,0,-1,0,0,1,-1,-1,1,1,0
George Hilton,PRB,MG,0,0,-1,-1,-1,-1,-1,0,1,0,1,-1,0,-1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,0,0,0,0,-1,-1,0,-1,-1,1,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,0,-1,-1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,-1,-1,1,0,-1,0,-1,0,-1,0,1,1,1
José Carlos Araújo,PDT,BA,-1,0,-1,-1,0,-1,-1,1,0,1,1,0,1,-1,-1,1,-1,-1,0,0,-1,1,1,1,0,1,1,0,0,0,0,-1,0,0,0,0,0,1,-1,-1,-1,0,1,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,1,-1,-1,1,1,0,1,0,1,-1,-1,1,1,1
Silvio Costa,PTB,PE,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,0,0,0,1,0,-1,-1,1,1,1,0,1,1,-1,-1,-1,0,0,0,-1,1,1,1,1,-1,-1,-1,-1,1,0,0,0,0,-1,-1,1,0,1,1,-1,-1,-1,0,1,-1,1,1,1,0,-1,1,1,-1,-1,-1,-1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,-1,-1,-1,-1,-1,0,1,-1,1,-1,-1,1,1,1
Antonio Bulhões,PRB,SP,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,-1,1,-1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,0,0,0,0,0,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,0,0,0,0,-1,0,0,0,1,1,-1,-1,0,-1,1,-1,1,1,0,0,0,1,1,-1,0,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,-1,-1,1,0,-1,0,-1,0,-1,-1,1,1,1
Manoel Junior,PMDB,PB,0,-1,-1,0,-1,0,0,1,0,1,1,-1,0,0,0,1,-1,0,-1,0,-1,1,1,1,1,0,1,-1,0,0,0,-1,-1,0,1,1,1,0,-1,0,0,0,0,0,0,0,0,-1,0,1,0,1,1,0,0,-1,0,0,-1,1,1,-1,0,-1,1,1,-1,-1,0,-1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,-1,-1,1,-1,-1,0,-1,0,-1,-1,1,1,1
Sérgio Brito,PSC,BA,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,1,-1,-1,0,0,-1,0,1,0,0,0,0,-1,-1,-1,-1,0,0,0,1,1,1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,1,0,-1,0,0,1,-1,0,0,1,0
Oziel Oliveira,PDT,BA,-1,-1,-1,-1,-1,0,-1,1,1,1,1,-1,1,-1,-1,1,-1,1,0,-1,-1,1,1,1,0,0,1,0,0,-1,0,0,-1,-1,1,1,1,1,-1,-1,-1,1,1,0,0,0,0,-1,-1,1,0,1,1,0,-1,-1,0,1,-1,1,1,-1,0,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,-1,1,-1,-1,1,0,1,-1,-1,1,1,1
Félix Mendonça Júnior,PDT,BA,-1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,1,-1,1,1,0,-1,-1,0,-1,0,0,0,0,1,-1,-1,0,1,1,-1,0,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,0,1,1,1,1,0,1,-1,1,1,1,-1,1,1,-1,-1,1,1,-1,1,0,1,-1,-1,-1,1,1
Valmir Assunção,PT,BA,-1,-1,-1,-1,0,-1,-1,1,0,1,1,-1,0,-1,-1,1,0,1,-1,-1,0,1,1,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,0,1,0,0,0,0,-1,-1,1,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,0,-1,1,1,1,1,1,1,0,0,0,1,-1,1,0,-1,-1,-1,-1,1,0,1,0,-1,1,-1,-1,1,1,0
Amauri Teixeira,PT,BA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,1,-1,1,-1,-1,0,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,0,0,0,0,-1,-1,1,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,0,1,1,1,0,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,1,1,1
Waldenor Pereira,PT,BA,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,-1,1,-1,-1,0,-1,1,-1,-1,-1,1,0,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,0,0,0,0,-1,-1,1,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,0,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,1,1,1
Rui Costa,PT,BA,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,-1,1,-1,-1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,0,0,0,0,-1,-1,1,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,1,0,-1,1,0,1,-1,-1,-1,1,-1,1,1,0,1,-1,-1,1,1,1
Antonio Brito,PTB,BA,-1,-1,0,0,-1,-1,-1,1,1,1,1,-1,0,-1,-1,1,0,1,-1,0,0,0,1,1,1,1,1,-1,-1,0,0,0,-1,-1,1,1,1,1,-1,-1,-1,1,1,0,0,0,0,-1,-1,1,0,1,1,-1,0,-1,0,1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,1,-1,-1,1,-1,-1,1,0,1,-1,-1,1,1,1
Lucio Vieira Lima,PMDB,BA,-1,-1,0,0,-1,-1,-1,1,0,1,1,-1,0,-1,-1,1,-1,1,0,-1,0,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,0,1,1,1,1,-1,-1,-1,0,1,0,0,0,0,-1,-1,1,0,1,1,-1,-1,-1,0,0,-1,1,1,-1,-1,-1,1,1,-1,-1,0,0,1,1,1,1,1,1,-1,1,1,1,1,1,0,1,1,-1,-1,1,-1,-1,0,-1,1,0,0,0,1,1
Erivelton Santana,PSC,BA,-1,-1,-1,-1,1,-1,0,0,1,0,1,0,0,0,0,1,0,-1,-1,0,-1,1,0,0,0,1,1,-1,-1,0,-1,-1,0,-1,1,1,1,1,0,-1,1,0,1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,-1,0,1,0,0,-1,0,0,1,1,1,0,1,1,-1,1,1,0,1,1,-1,1,1,-1,-1,1,-1,-1,0,0,-1,-1,-1,1,1,1
