nome,partido,uf,PDC 124/1991,PDC 369/1990,PDC 370/1990,PDC 374/1990,PDC 63/1991,PDC 66/1991,PDC 66/1991,PDC 87/1991,PEC 45/1991,PEC 45/1991,PEC 45/1991,PL 1050/1991,PL 1050/1991,PL 1232/1991,PL 1263/1991,PL 1793/1991,PL 1911/1991,PL 2155/1991,PL 2155/1991,PL 2158/1991,PL 2158/1991,PL 2159/1991,PL 2366/1991,PL 2452/1991,PL 2452/1991,PL 2452/1991,PL 2452/1991,PL 2452/1991,PL 4570/1989,PL 4580/1990,PL 4790/1990,PL 4790/1990,PL 5996/1990,PL 5996/1990,PL 638/1991,PL 822/1991,PL 822/1991,PL 91/1991,PL 912/1991,PLP 181/1989
Flávio Palmier da Veiga,PSDB,RJ,0,0,0,0,0,-1,-1,-1,1,0,0,0,0,0,1,0,0,-1,1,1,0,1,1,0,1,-1,-1,-1,0,0,0,1,1,1,-1,1,1,1,0,0
José Moura,PSC,PE,0,0,0,0,1,-1,0,-1,1,1,1,-1,1,1,1,1,1,-1,-1,0,1,0,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,0,1,1,-1
Robson Paulino,PMDB,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,-1,-1,-1,0,-1,0,0,0,0,0,0,0,1,0,0
Lúcia Braga,PDT,PB,0,0,0,0,0,0,0,0,1,0,1,0,0,-1,0,1,0,1,0,0,0,0,0,1,1,-1,1,-1,0,0,0,0,0,-1,1,1,1,0,-1,-1
Júlio Cabral,PTR,RR,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,-1,1,1,0,-1,-1,-1,0,0,0,1,0,0,0,0,1,0,0,0
Célia Mendes,PDS,AC,0,0,0,0,1,-1,-1,0,1,0,0,-1,1,0,0,0,1,0,0,-1,0,0,0,-1,-1,1,0,0,-1,0,1,1,0,0,-1,0,1,0,0,0
Daniel Silva,PDS,MA,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,-1,0,0,-1,1,1,1,-1,-1,-1,0,-1,1,0,0,1,0,1,0,1,0,0
João Rodolfo,PDS,MA,0,0,0,0,1,-1,-1,-1,1,1,1,0,-1,1,1,1,1,-1,0,0,0,-1,1,0,-1,-1,-1,-1,-1,-1,1,1,0,1,-1,1,1,0,1,-1
Sérgio Machado,PSDB,CE,0,0,0,0,1,0,-1,-1,1,0,0,1,-1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,0,1,1,0,0,1,1,1,0,-1,1,-1,-1
Fernando Freire,PDS,RN,0,0,0,0,-1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
Francisco Evangelista,S.Part.,PB,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
Benedito de Figueiredo,S.Part.,SE,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,-1,0,-1,1,0,-1,1,-1,-1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0
João Carlos Bacelar,S.Part.,BA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,1,0,1,0,0
Alberto Haddad,PTR,SP,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,-1,0,1,-1,1,1,1,-1,-1,-1,0,-1,0,0,0,0,0,1,1,0,0,0
José Maria Eymael,PDC,SP,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1
Wilmar Peres,PL,MT,0,0,0,0,1,0,-1,0,1,0,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,-1,-1,0,-1,1,0,0,0,-1,0,0,0,0,0
Pedro Abrão,PTR,GO,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Caldas Rodrigues,PTB,PI,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,-1,-1,1,-1,1,0,1,1,-1,-1,-1,0,0,1,1,0,0,0,1,0,1,0,0
Carlos Virgílio,PDS,CE,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0
Olavo Calheiros,S.Part.,AL,0,0,0,0,0,1,1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-1,-1
Regina Gordilho,PDT,RJ,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
Sidney de Miguel,PDT,RJ,0,0,0,0,0,1,0,0,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-1
Ernesto Gradella,PT,SP,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1
Heitor Franco,PDS,SP,0,0,0,0,0,-1,-1,-1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,1,-1
Fernando Carrion,PDS,RS,0,0,0,0,0,-1,-1,0,1,1,0,-1,1,1,1,1,1,0,-1,-1,0,-1,0,-1,-1,1,1,1,0,0,1,1,1,1,-1,1,0,1,1,-1
Edison Fidelis,PTB,RO,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0
Osvaldo Reis,S.Part.,TO,0,0,0,0,0,0,-1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
Paulo Mourão,S.Part.,TO,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
Sérgio Brito,PDC,BA,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,1,1,0,-1,0,0,0,0,0,0,1,-1,-1,0,0,1,0,0,0,1,-1,1,1,0,0,-1
Pedro Pavão,PDS,SP,0,0,0,0,0,0,-1,0,1,0,1,0,1,1,1,0,1,-1,0,0,0,0,1,0,0,0,0,0,-1,-1,1,1,0,1,-1,0,1,0,1,-1
Paulo Mourão,PDS,TO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,-1,0,0,0,0,1,0,1,0,1,0,0,-1,1,0,0,1,0,0,0,0,0,0
Mário de Oliveira,PTR,MG,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
Amaral Netto,PDS,RJ,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,1,0,1,-1
Cunha Bueno,PDS,SP,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,-1,0,0,0,0,1,0,-1,1,1,1,0,-1,1,0,1,0,0,1,0,1,0,0
Paulo Octávio,PRN,DF,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1,1,1,0,1,1,1,1,-1,0,0,0,0,1,0,0,1,-1,0,1,1,0,0
Onaireves Moura,PTB,PR,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0
Antônio Morimoto,PTB,RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,0,1,-1,-1,0,0,-1,0,0,0,0,0,0,1,1,0,0
Lysaneas Maciel,PDT,RJ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,-1,0,1,1,1,0,0
Leomar Quintanilha,PDC,TO,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-1,0,0,0,1,1,-1,0,1,0,0,0
Irani Barbosa,PL,MG,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
Francisco Silva,PDC,RJ,0,0,0,0,0,0,0,-1,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,1,-1
Nobel Moura,PTR,RO,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-1,0,0
Vitório Malta,PDS,AL,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,-1,-1,-1,0,0,1,1,0,0,0,0,1,1,0,0
João Alves,PDS,BA,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Luiz Viana Neto,S.Part.,BA,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,-1,0,0,-1,1,1,1,-1,-1,-1,0,1,0,0,0,1,0,1,0,1,0,0
Leopoldo Bessone,PST,MG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,-1,-1,1,0,1,0,-1,1,0,0,0,0,0,0,0
Aloízio Santos,PDT,ES,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,-1,1,-1,-1,0,1,1,-1,-1,-1,0,0,1,0,0,0,0,1,-1,1,0,0
Edevaldo Alves da Silva,PDS,SP,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
Renato Johnsson,S.Part.,PR,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,-1,1,0,0,-1,-1,-1,0,0,0,0,1,1,0,1,0,1,0,0
José Felinto,PST,PR,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,1,-1,0,0,0,0,-1,0,0,0
Romero Filho,PST,PR,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,-1,-1,0,0,-1,1,-1,-1,1,1,1,0,0,-1,0,1,0,0,0,0,1,0,0
Ramalho Leite,PDS,PB,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1,1,0,-1,1,1,1,-1,-1,-1,0,-1,0,0,1,1,0,0,0,1,0,0
João Colaço,PTR,PE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,0,0,-1,0,1,1,-1,-1,-1,0,0,0,0,1,1,0,0,0,0,0,0
Francisco Evangelista,PDT,PB,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,-1,0
Paulo Mourão,PDC,TO,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
