nome,partido,uf,PDC 124/1991,PDC 369/1990,PDC 370/1990,PDC 374/1990,PDC 63/1991,PDC 66/1991,PDC 66/1991,PDC 87/1991,PEC 45/1991,PEC 45/1991,PEC 45/1991,PL 1050/1991,PL 1050/1991,PL 1232/1991,PL 1263/1991,PL 1793/1991,PL 1911/1991,PL 2155/1991,PL 2155/1991,PL 2158/1991,PL 2158/1991,PL 2159/1991,PL 2366/1991,PL 2452/1991,PL 2452/1991,PL 2452/1991,PL 2452/1991,PL 2452/1991,PL 4570/1989,PL 4580/1990,PL 4790/1990,PL 4790/1990,PL 5996/1990,PL 5996/1990,PL 638/1991,PL 822/1991,PL 822/1991,PL 91/1991,PL 912/1991,PLP 181/1989
Eduardo Moreira,PMDB,SC,1,-1,-1,0,1,1,1,0,1,0,1,-1,-1,-1,1,1,1,0,0,0,0,0,1,1,1,-1,-1,0,1,1,1,1,0,1,1,1,-1,0,1,-1
Luiz Henrique,PMDB,SC,1,1,1,0,0,1,0,-1,1,0,1,-1,-1,1,1,0,1,0,0,-1,0,0,1,1,0,0,0,0,-1,0,0,1,1,1,1,0,-1,0,1,-1
Fetter Junior,PDS,RS,1,1,0,1,1,-1,0,0,1,1,1,1,1,1,1,0,1,0,-1,0,0,-1,1,-1,0,1,1,1,-1,-1,1,1,1,1,1,1,0,1,1,-1
Adylson Motta,PDS,RS,1,-1,-1,1,1,-1,0,-1,1,1,1,-1,1,1,0,1,1,-1,-1,0,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1
Carlos Azambuja,PDS,RS,0,0,1,0,1,-1,-1,0,1,0,0,-1,1,1,1,0,0,0,-1,0,1,-1,1,-1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,-1
Celso Bernardi,PDS,RS,0,1,0,0,1,-1,-1,-1,0,0,1,-1,1,1,1,1,0,-1,-1,1,1,-1,1,-1,0,1,1,1,0,-1,0,1,1,1,0,1,1,1,1,-1
Eden Pedroso,PDT,RS,1,-1,-1,0,0,1,1,1,1,0,1,1,-1,-1,-1,1,0,1,1,0,0,1,1,1,1,0,1,-1,1,1,0,-1,0,-1,1,1,1,1,-1,-1
Ivo Mainardi,PMDB,RS,1,-1,0,-1,0,-1,-1,-1,1,1,1,-1,-1,-1,0,1,-1,-1,0,-1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,-1
João de Deus Antunes,PDS,RS,1,1,1,1,1,0,-1,0,1,0,1,0,1,-1,-1,1,1,-1,-1,0,0,-1,1,-1,-1,1,1,0,1,-1,1,1,1,1,1,1,-1,0,-1,-1
Mendes Ribeiro,PMDB,RS,1,1,1,1,1,0,-1,0,1,1,1,0,0,-1,1,-1,-1,1,1,-1,0,0,1,0,1,-1,-1,-1,-1,1,1,1,0,1,1,0,1,0,0,-1
José Fortunati,PT,RS,1,0,0,0,0,1,0,1,1,0,1,-1,-1,-1,-1,-1,-1,1,1,-1,0,1,-1,0,-1,1,1,0,1,1,0,-1,0,-1,1,0,-1,1,-1,-1
Valdomiro Lima,PDT,RS,1,0,0,0,1,1,0,0,1,0,1,1,-1,1,0,1,0,1,0,0,0,-1,0,1,1,0,1,-1,0,1,0,1,0,1,0,1,1,0,0,-1
Victor Faccioni,PDS,RS,1,1,1,1,0,-1,-1,0,0,0,1,-1,1,1,1,1,0,-1,-1,0,0,-1,1,-1,1,1,1,1,0,-1,0,1,1,1,-1,1,1,1,1,0
Wilson Muller,PDT,RS,1,0,0,0,0,1,0,1,1,0,0,1,0,-1,0,1,0,1,1,1,0,1,1,1,1,0,1,-1,1,1,0,1,0,-1,1,0,1,1,-1,-1
Felipe Mendes,PDS,PI,1,1,1,1,0,-1,0,0,1,1,0,0,1,1,0,1,1,-1,1,1,0,1,0,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,0
Antônio de Jesus,PMDB,GO,1,1,0,1,0,-1,0,-1,1,1,1,0,1,0,0,1,1,1,0,0,0,-1,0,1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,0,0,1,-1
Eliel Rodrigues,PMDB,PA,1,0,0,0,1,0,-1,-1,1,0,1,0,0,1,1,1,0,1,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,0,1,1,1,1,1,0,1,0,1,-1
Laerte Bastos,PDT,RJ,1,-1,-1,-1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,-1,0,0,1,1,1,0,1,-1,1,1,0,0,0,-1,1,0,1,0,0,-1
Marino Clinger,PDT,RJ,1,0,-1,-1,0,1,1,1,1,0,1,1,-1,-1,-1,0,0,1,1,1,0,1,0,1,1,-1,0,-1,1,1,0,0,0,-1,1,0,1,1,-1,0
Orlando Pacheco,PTN,SC,1,1,-1,0,1,0,-1,0,-1,0,1,1,0,-1,1,0,1,0,1,0,0,-1,1,0,0,0,1,-1,-1,-1,1,1,0,1,-1,1,1,0,1,-1
Pedro Tassis,PMDB,MG,1,1,0,1,0,0,-1,-1,1,0,0,0,0,1,1,0,1,0,-1,0,0,-1,0,1,1,-1,-1,-1,-1,-1,1,0,0,1,1,1,0,1,1,0
José Ulisses de Oliveira,PRS,MG,1,0,1,1,1,0,1,-1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,-1,-1,-1,-1,-1,1,1,0,-1,-1,0,-1,0,1,-1
Paulo Ramos,PDT,RJ,1,-1,0,0,0,1,1,0,1,0,1,1,-1,-1,-1,1,-1,1,1,1,0,-1,1,1,1,0,1,-1,1,1,0,-1,0,-1,1,0,1,1,-1,-1
Paulo Romano,PSC,MG,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,-1,0,0,0,1,0,1,-1,-1,-1,0,1,0,0,1,1,0,1,1,0,0,0
Raul Pont,PT,RS,1,-1,-1,-1,0,0,0,0,1,0,1,0,0,-1,-1,-1,-1,1,1,0,0,1,0,0,-1,1,1,-1,1,1,0,-1,0,0,1,0,-1,1,-1,-1
Eraldo Trindade,PPR,AP,0,1,1,1,0,0,-1,-1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,-1,0,1,1,1,1,-1,0,1,0,0,-1
Lourival Freitas,PT,AP,0,-1,-1,-1,0,1,1,1,1,0,1,-1,-1,-1,-1,1,-1,1,1,-1,0,1,-1,0,-1,0,1,-1,1,1,0,-1,0,-1,1,0,-1,0,-1,-1
Hilário Coimbra,PTB,PA,0,1,0,1,1,-1,-1,0,0,1,1,-1,1,1,1,1,0,-1,0,1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,1,0,1,-1
José Diogo,PDS,PA,0,0,0,0,0,0,-1,0,1,0,1,0,0,0,1,1,1,-1,-1,0,0,0,0,0,0,1,0,1,0,-1,1,0,1,1,-1,1,1,1,0,0
Pauderney Avelino,PDC,AM,0,1,1,1,0,0,-1,0,0,0,1,0,0,1,1,1,1,-1,-1,0,0,0,1,1,1,1,1,-1,0,-1,0,0,0,1,-1,0,1,1,1,-1
Pascoal Novaes,PSD,RO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1,0,0,-1,0,0,1,0,-1,-1,0,-1,1,1,0,1,0,0,0,0,0,0
Osvaldo Reis,PTR,TO,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,-1,0,0,-1,1,1,1,-1,-1,-1,0,-1,0,1,1,1,0,0,1,1,0,0
Eduardo Matias,PDC,MA,0,1,1,1,1,-1,-1,0,1,0,1,1,-1,1,1,1,1,-1,0,0,0,0,1,0,1,0,-1,-1,0,0,1,0,0,1,-1,1,1,0,1,-1
Nan Souza,PST,MA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,-1,-1,1,0,0,1,0,0,-1,-1,0,0,0,0,0,0,1,0,1,0,1,0,0
José Burnett,PPR,MA,0,1,1,1,1,-1,-1,-1,1,-1,0,1,-1,0,1,1,1,1,1,0,0,-1,1,1,1,-1,-1,-1,-1,-1,1,1,0,1,-1,1,1,1,1,-1
José Linhares,PSDB,CE,0,-1,-1,1,1,1,1,0,1,0,1,1,-1,-1,-1,1,0,1,1,1,-1,-1,1,-1,-1,1,1,1,0,1,0,1,0,1,1,0,0,0,-1,0
B. Sá,PTR,PI,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,-1,1,1,1,-1,-1,-1,0,-1,0,1,1,1,0,0,1,1,0,0
José Luiz Maia,PDS,PI,0,1,1,1,1,-1,-1,-1,1,0,1,-1,1,1,1,1,1,-1,-1,0,0,-1,1,1,1,0,0,1,-1,-1,1,0,1,1,-1,1,1,1,1,0
Flávio Rocha,PL,RN,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salatiel Carvalho,PTR,PE,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,-1,1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,1,1,0,0,1,1,1,0,0
Augusto Farias,PSC,AL,0,1,0,0,1,-1,0,-1,0,0,1,0,0,1,0,1,0,0,-1,0,0,1,1,1,1,-1,-1,-1,1,0,0,1,1,1,-1,1,0,1,0,-1
José Thomaz Nonô,PMDB,AL,0,1,1,1,1,-1,1,-1,1,0,1,0,-1,1,1,1,1,1,0,0,0,0,1,1,1,-1,0,0,-1,0,0,1,0,0,1,0,-1,0,1,-1
Sérgio Gaudenzi,PDT,BA,0,-1,-1,-1,1,1,1,1,1,0,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,1,-1,0,0,1,-1,1,1,0,-1,0,-1,1,0,0,1,-1,-1
Sergio Naya,PMDB,MG,0,1,0,1,0,0,-1,0,1,0,0,0,0,0,0,1,1,-1,-1,1,-1,-1,0,1,1,-1,-1,0,-1,0,1,0,1,-1,0,1,1,1,1,0
Aldir Cabral,PTB,RJ,0,1,1,1,1,-1,-1,-1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,-1,0,1,0,1,1
Sergio Arouca,PCB,RJ,0,-1,0,-1,0,0,1,1,1,0,1,0,-1,-1,-1,1,-1,0,1,1,0,1,1,0,0,1,1,-1,1,0,0,-1,0,-1,1,-1,-1,1,-1,-1
Laprovita Vieira,PMDB,RJ,0,0,0,0,0,0,-1,0,1,0,1,-1,0,1,0,1,1,1,0,0,0,-1,1,1,1,-1,-1,-1,0,0,1,0,0,1,1,0,0,0,1,-1
Wanda Reis,PMDB,RJ,0,0,0,0,1,0,0,-1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Euclydes Mello,PRN,SP,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,1,1,0,0,1,-1,0,1,1,0,0,-1,0,-1,-1,0,1,0,0,1,-1,0,1,0,1,-1
Florestan Fernandes,PT,SP,0,-1,-1,-1,0,1,1,0,1,0,1,-1,-1,-1,-1,-1,-1,1,1,-1,0,1,-1,0,-1,1,1,-1,0,1,0,-1,0,-1,1,0,1,1,-1,-1
Heitor Franco,PPR,SP,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,-1,0,0,-1,1,0,0,0,-1,-1,0,0,1,1,1,0,0,0,1,1,0,0
Cardoso Alves,PTB,SP,0,1,1,1,0,0,-1,-1,1,0,1,0,0,1,1,1,1,-1,-1,0,-1,-1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,-1,0,1,0,1,-1
Robson Tuma,PL,SP,0,1,1,1,1,-1,0,-1,1,0,1,1,1,1,0,1,0,0,-1,0,0,-1,1,1,1,-1,-1,0,0,0,0,0,0,1,-1,0,0,1,1,-1
Lázaro Barbosa,PMDB,GO,0,1,0,0,0,-1,-1,0,0,1,0,-1,1,1,1,0,1,-1,-1,0,0,-1,0,1,1,-1,-1,-1,1,-1,1,1,1,1,1,0,1,1,1,0
Paulo Mandarino,PDC,GO,0,1,0,0,1,-1,-1,-1,1,0,1,-1,1,1,1,0,1,-1,-1,0,0,-1,1,0,0,-1,-1,-1,-1,-1,1,1,1,1,-1,0,0,1,1,-1
Waldir Guerra,PFL,MS,0,1,1,-1,0,0,-1,-1,1,0,1,0,0,1,1,1,0,-1,-1,0,0,-1,1,1,1,0,-1,0,-1,0,0,0,0,1,-1,0,0,1,1,0
Basílio Villani,PDS,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,0,1,-1,1,-1,-1,1,0,0,0,-1,1,1,1,1,0,0,0,0,0,0
Carlos Scarpelini,PST,PR,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
Edésio Passos,PT,PR,0,-1,-1,-1,0,1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,1,1,0,0,1,0,0,-1,1,1,0,0,1,0,-1,0,-1,1,0,-1,1,-1,-1
Max Rosenmann,PDT,PR,0,1,0,1,0,-1,-1,-1,0,0,0,-1,0,0,0,0,1,-1,-1,0,0,1,0,0,0,-1,-1,1,-1,-1,0,0,1,1,-1,0,1,1,1,0
Hugo Biehl,PDS,SC,0,1,0,0,1,0,-1,-1,0,0,1,0,1,1,1,1,0,-1,-1,0,0,-1,1,-1,-1,-1,1,0,-1,-1,1,1,1,1,-1,1,1,0,1,-1
Vasco Furlan,PDS,SC,0,1,0,0,1,-1,-1,0,1,0,0,0,1,1,1,0,0,1,-1,0,0,0,0,0,-1,0,0,1,-1,-1,0,1,0,0,0,0,1,1,1,0
Telmo Kirst,PDS,RS,0,0,0,1,0,-1,-1,-1,1,1,1,-1,0,0,1,1,1,0,-1,1,0,-1,1,0,0,1,1,0,-1,-1,1,1,1,1,1,1,1,1,1,1
João Fagundes,PMDB,RR,0,1,0,0,1,0,-1,0,1,0,1,0,1,1,1,0,0,-1,-1,1,-1,-1,0,1,1,1,1,-1,0,1,1,1,0,1,1,1,0,1,1,-1
Ruben Bento,PFL,RR,0,1,1,1,0,0,0,-1,1,0,1,0,1,1,1,1,0,1,1,0,0,-1,1,1,1,-1,-1,0,0,1,1,1,0,1,-1,1,0,1,1,0
Gilvan Borges,PMDB,AP,0,0,0,0,-1,0,0,0,1,0,1,1,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,1,-1,0,1,1,1,1,0,-1,-1,-1,0,-1,-1
Domingos Juvenil,PMDB,PA,0,1,0,0,0,-1,-1,-1,1,-1,1,0,-1,1,1,1,1,0,-1,0,0,-1,0,1,1,-1,-1,-1,-1,0,1,1,1,0,1,0,0,0,0,0
Ézio Ferreira,PFL,AM,0,1,0,1,0,0,-1,0,1,0,1,0,1,0,1,1,0,-1,0,1,1,-1,0,1,1,-1,-1,-1,0,-1,1,1,0,0,-1,0,1,0,1,0
Raquel Cândido,PTB,RO,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Adelaide Neri,PMDB,AC,0,1,1,1,0,-1,-1,0,0,0,1,-1,-1,1,1,1,0,1,-1,1,0,-1,1,1,1,-1,-1,-1,-1,1,0,1,1,1,0,0,1,1,1,-1
Mauri Sergio,PMDB,AC,0,1,1,1,0,0,-1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,-1
Nan Souza,PP,MA,0,1,0,-1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,-1,0
José Reinaldo,PFL,MA,0,1,1,1,0,-1,-1,-1,1,0,1,0,-1,1,0,0,0,-1,0,0,0,0,1,1,1,-1,-1,1,-1,-1,0,0,0,0,1,0,0,0,0,-1
Carlos Benevides,PMDB,CE,0,1,1,0,0,-1,0,-1,1,0,0,-1,1,0,0,0,1,1,-1,0,0,1,0,1,0,-1,-1,-1,0,1,1,1,1,0,1,0,0,1,1,-1
Jesus Tajra,PFL,PI,0,1,1,1,0,-1,0,-1,1,0,1,-1,1,1,0,1,1,0,0,1,0,-1,1,1,1,-1,-1,-1,-1,-1,1,0,1,1,-1,0,0,1,1,0
João Faustino,PSDB,RN,0,-1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,-1,0,0,-1,1,-1,-1,1,-1,-1,0,1,0,0,1,1,1,-1,-1,1,-1,-1
Evaldo Gonçalves,PFL,PB,0,1,0,1,0,-1,0,-1,1,0,1,-1,1,1,1,0,1,-1,-1,1,0,0,1,1,1,-1,-1,-1,0,-1,0,0,0,1,-1,0,0,1,1,-1
José Carlos Vasconcellos,PRN,PE,0,1,1,1,0,-1,-1,0,1,0,0,-1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,1,0,0,-1,1,0,1,1,0
Salatiel Carvalho,PP,PE,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
Mendonça Neto,PDT,AL,0,0,-1,-1,0,0,0,0,1,0,0,1,-1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,0,0,1
Benedito de Figueiredo,PDT,SE,0,-1,-1,-1,0,1,1,-1,0,0,0,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Jerônimo Reis,PMN,SE,0,1,1,1,1,-1,0,0,1,0,1,-1,1,0,1,1,1,0,1,1,0,-1,0,-1,0,1,1,-1,0,0,1,0,1,1,0,0,-1,0,1,0
Cleonâncio Fonseca,PPR,SE,0,0,0,0,1,0,-1,-1,1,0,1,0,1,1,-1,0,1,-1,-1,0,0,-1,1,1,1,-1,-1,-1,-1,1,0,0,1,1,-1,1,1,1,1,-1
Evaraldo de Oliveira,PFL,SE,0,1,0,1,1,-1,0,-1,1,1,1,-1,0,1,0,0,1,-1,0,0,0,-1,1,-1,1,-1,-1,0,-1,-1,0,1,0,1,-1,0,1,1,0,1
Messias Gois,PFL,SE,0,1,1,1,1,0,-1,-1,1,0,0,0,0,1,1,0,1,0,-1,1,0,-1,1,0,1,-1,-1,-1,-1,-1,0,1,1,1,-1,0,1,1,1,0
Aloisio Vasconcelos,PMDB,MG,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0
Humberto Souto,PFL,MG,0,1,0,1,1,-1,-1,-1,1,0,0,-1,0,1,1,0,1,1,1,0,0,1,0,1,1,-1,-1,-1,-1,0,1,1,0,1,-1,1,1,-1,0,0
Irani Barbosa,PSD,MG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
José Geraldo,PMDB,MG,0,0,0,1,1,0,1,-1,0,0,1,-1,0,0,1,1,1,0,-1,0,1,0,1,1,1,-1,-1,1,0,0,1,1,0,0,1,0,1,1,1,-1
Wilson Cunha,PTB,MG,0,-1,-1,0,0,0,1,-1,-1,0,1,0,0,1,0,0,1,0,-1,1,0,0,1,1,1,-1,-1,-1,0,0,0,1,1,0,-1,0,1,0,0,-1
Jones Santos Neves,PL,ES,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0,1,1,0,0,-1,0,0,0,1,1,1,-1,-1,1,-1,0,1,0,0,0,-1,0,1,1,0,0
Nilton Baiano,PMDB,ES,0,1,-1,-1,1,1,-1,-1,1,0,0,-1,-1,1,-1,1,1,0,-1,1,-1,1,0,1,0,-1,-1,-1,-1,0,0,0,1,0,0,1,1,0,1,-1
Carlos Lupi,PDT,RJ,0,-1,-1,-1,0,1,1,1,1,0,0,1,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,1,0,0,0,-1,-1
Fábio Raunheitti,PTB,RJ,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,0,1,-1,0,0,0,1,-1
José Vicente Brizola,PDT,RJ,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1
Nelson Bornier,PL,RJ,0,0,0,1,0,0,-1,-1,1,0,-1,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,-1,-1,0,1,0,1,1
Regina Gordilho,PRONA,RJ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1,0,0,1,1,1,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0
Fausto Rocha,PL,SP,0,0,0,0,1,-1,-1,-1,1,1,0,0,0,1,0,0,1,-1,0,0,0,-1,0,1,1,-1,-1,-1,-1,-1,1,0,0,1,-1,1,0,0,1,-1
Liberato Caboclo,PDT,SP,0,0,-1,1,0,1,0,1,1,0,1,1,-1,-1,-1,1,0,1,1,-1,0,1,-1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,-1,-1
Luiz Carlos Santos,PMDB,SP,0,1,-1,0,1,0,-1,-1,1,0,1,0,0,1,1,1,1,1,1,0,0,-1,1,1,1,-1,-1,-1,0,1,1,1,-1,-1,1,0,1,0,0,-1
Maurici Mariano,PMDB,SP,0,0,0,0,0,0,-1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,1,1,0,0,-1,1,0,0,0,0
Tadashi Kuriki,PPR,SP,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,-1,1,1,0,1,1,1,1,-1,-1,0,0,-1,0,1,1,0,0,0,1,1,0,0
Sigmaringa Seixas,PSDB,DF,0,-1,0,0,-1,1,1,-1,1,0,1,1,-1,-1,1,-1,1,1,1,1,-1,1,0,-1,-1,1,1,-1,1,1,0,0,0,-1,1,0,-1,1,-1,-1
Délio Braz,PFL,GO,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,-1,0,0,-1,0,0,1,0,-1,1,0,0,-1,0,0,1,0,0,0
Elisio Curvo,PTB,MS,0,0,0,0,1,0,-1,-1,1,0,1,0,1,0,1,0,0,-1,0,0,0,1,1,1,1,-1,0,0,-1,-1,0,1,0,0,-1,1,0,0,0,-1
George Takimoto,PFL,MS,0,0,0,0,1,0,-1,-1,1,0,1,0,1,1,1,1,0,-1,-1,0,0,-1,1,1,1,-1,-1,-1,-1,-1,0,0,1,0,-1,0,1,1,1,0
José Elias,PTB,MS,0,1,0,1,0,0,-1,0,1,0,1,0,1,0,1,1,1,-1,-1,0,0,-1,1,1,1,-1,-1,-1,0,-1,0,0,0,1,-1,0,1,0,1,1
Marilu Guimarães,PFL,MS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,-1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Antônio Barbara,PMDB,PR,0,1,1,1,0,0,-1,-1,1,0,1,0,1,1,1,1,1,0,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,1,1,1,1,0,0,1,0,1,-1
Basílio Villani,PPR,PR,0,1,1,1,0,-1,-1,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0
Pinga Fogo de Oliveira,PDT,PR,0,0,0,-1,0,0,-1,-1,1,0,1,0,0,1,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
Carlos Roberto Massa,PTB,PR,0,0,0,1,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,1,-1,0,0,0,0,0
Joni Varisco,PMDB,PR,0,-1,-1,-1,0,-1,-1,-1,1,0,0,-1,-1,1,1,0,1,-1,-1,0,0,-1,1,-1,-1,-1,1,0,-1,0,1,1,0,0,-1,1,0,1,1,0
Otto Cunha,PPR,PR,0,1,-1,-1,1,0,-1,0,1,0,0,-1,0,1,1,1,1,0,-1,0,1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,1,0,0,-1,0,0,1,1,-1
Reinhold Stephanes,PFL,PR,0,1,1,0,0,0,-1,-1,1,0,-1,-1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,-1,1,1,0,0,-1
Renato Johnsson,PP,PR,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0
Paulo Duarte,PPR,SC,0,-1,-1,0,0,0,-1,0,1,1,1,0,0,1,1,0,1,1,-1,-1,0,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,1,0,-1
Amaury Muller,PDT,RS,0,0,0,0,0,1,1,1,1,0,1,1,-1,-1,0,0,0,1,1,-1,0,1,-1,1,1,0,1,-1,1,1,0,-1,0,-1,1,1,1,0,-1,-1
Arno Magarinos,PPR,RS,0,1,1,1,0,0,-1,-1,1,1,0,-1,0,1,1,0,1,-1,0,0,1,0,0,0,1,1,1,1,-1,-1,-1,1,1,1,-1,0,1,0,1,-1
Luis Roberto Ponte,PMDB,RS,0,1,1,1,0,-1,-1,0,1,0,1,-1,1,1,1,1,1,1,-1,0,0,0,1,1,1,-1,-1,-1,0,1,0,1,1,1,1,0,0,1,1,-1
Nelson Jobim,PMDB,RS,0,1,-1,0,0,0,-1,0,1,0,1,0,-1,0,0,-1,1,1,0,-1,0,-1,0,0,0,-1,-1,-1,0,1,0,1,1,0,1,1,0,0,1,0
Jorge Uequed,PSDB,RS,0,0,-1,0,-1,0,0,0,1,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,1,-1,0,0,-1,0
Hagahus Araújo,PMDB,TO,0,1,0,1,0,-1,-1,0,1,0,1,1,0,0,1,0,1,-1,-1,1,-1,-1,1,1,0,-1,0,-1,-1,-1,0,1,1,1,-1,1,1,1,1,-1
Iberê Ferreira,PFL,RN,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,-1,-1,1,0,1,1,1,1,-1,-1,0,-1,-1,0,0,0,0,-1,0,1,0,0,0
Pedro Corrêa,PFL,PE,0,1,1,1,0,0,1,-1,1,0,1,0,0,0,1,0,0,-1,-1,1,0,-1,0,1,1,-1,-1,0,-1,-1,0,1,1,1,-1,0,0,1,0,0
Marcia Cibilis Viana,PDT,RJ,0,-1,-1,-1,0,1,0,1,1,0,1,1,-1,-1,-1,1,0,1,1,1,0,1,1,1,1,0,0,-1,1,1,0,-1,0,0,1,1,1,1,1,-1
Alberto Goldman,PMDB,SP,0,0,-1,0,1,-1,-1,-1,1,0,1,-1,-1,1,1,0,1,0,0,1,0,-1,1,1,1,-1,-1,-1,-1,0,0,0,1,1,1,0,1,1,1,-1
Arnaldo Faria de Sá,PPR,SP,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,-1,0,0,1,0,0,0,-1,1,-1,0,0,0,0,1,1,1,0,1,1,0,-1
Ary Kara,PMDB,SP,0,1,-1,1,0,0,-1,0,1,0,0,-1,1,-1,1,-1,0,-1,0,0,0,0,1,1,1,-1,-1,-1,0,1,1,0,1,1,1,0,0,0,1,-1
Francisco Dornelles,PPR,RJ,0,0,0,0,0,0,-1,-1,1,0,1,0,0,1,1,0,0,0,0,0,0,-1,1,1,1,-1,0,1,0,0,0,0,0,1,-1,0,0,-1,1,0
