nome,partido,uf,MPV 11/2001,MPV 14/2001,MPV 14/2001,MPV 14/2001,MPV 15/2001,MPV 15/2001,MPV 16/2001,MPV 22/2002,MPV 26/2002,MPV 44/2002,MPV 66/2002,MPV 70/2002,PEC 203/1995,PEC 289/2000,PEC 407/2001,PEC 407/2001,PEC 407/2001,PEC 407/2001,PEC 407/2001,PEC 407/2001,PEC 407/2001,PEC 407/2001,PEC 407/2001,PEC 407/2001,PEC 407/2001,PEC 407/2001,PEC 559/2002,PEC 559/2002,PEC 559/2002,PL 1037/1999,PL 4203/2001,PL 4203/2001,PL 6770/2002,PL 6770/2002,PLP 1/1991,PLP 275/2001,PLP 347/2002,PLP 347/2002,PLP 349/2002,PLP 349/2002,REC 211/2002,REC 238/2002
Ricardo Izar,PTB,SP,-1,-1,1,1,-1,-1,1,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,-1,-1
Zulaiê Cobra,PSDB,SP,-1,-1,1,0,0,0,0,-1,1,-1,0,0,0,1,1,0,-1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
Osvaldo Biolchi,PMDB,RS,1,-1,1,0,-1,-1,1,-1,1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,-1,-1
Barbosa Neto,PMDB,GO,-1,0,1,0,-1,-1,0,0,1,0,1,1,1,1,1,0,-1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0
Antonio Joaquim,PPB,MA,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pedro Novais,PMDB,MA,-1,-1,1,1,0,-1,1,0,1,-1,1,0,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,-1,0
César Bandeira,PFL,MA,-1,-1,1,0,0,0,1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,-1,0
Eliseu Resende,PFL,MG,-1,-1,1,1,-1,-1,0,0,1,1,-1,0,0,0,1,1,-1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,-1,0,1,0,1,0,0,-1,-1
Nelson Trad,PTB,MS,1,-1,1,1,-1,-1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,-1
Asdrubal Bentes,PMDB,PA,-1,-1,1,1,-1,-1,1,0,1,0,0,1,1,1,1,1,-1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,-1
Adauto Pereira,PFL,PB,-1,-1,1,1,-1,0,1,-1,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,-1,-1
Ricardo Rique,PSDB,PB,-1,-1,1,0,0,0,0,-1,1,-1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,-1,-1
Dilceu Sperafico,PPB,PR,-1,-1,1,1,0,0,1,0,0,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,-1,-1
Laura Carneiro,PFL,RJ,1,0,1,1,-1,-1,0,0,0,1,-1,0,1,0,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,0,0,0,1,-1,1,1,1,1,1,1,-1,-1
Nilton Capixaba,PTB,RO,-1,-1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,-1,1,1,1,1,-1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,-1,1
Francisco Rodrigues,PFL,RR,0,-1,0,1,-1,-1,0,-1,1,1,-1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,-1,0
Delfim Netto,PPB,SP,-1,-1,1,1,0,0,0,-1,1,-1,0,0,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1
Nelson Marquezelli,PTB,SP,1,-1,1,1,-1,-1,1,1,1,1,1,-1,0,1,0,0,-1,1,0,1,0,1,1,1,-1,-1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
Remi Trinta,PL,MA,1,-1,1,0,0,0,0,0,0,-1,1,-1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
Carlos Melles,PFL,MG,0,-1,1,1,-1,0,1,-1,1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
Ney Lopes,PFL,RN,-1,0,-1,0,0,0,1,-1,1,1,-1,0,1,0,0,0,-1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
João Herrmann Neto,PPS,SP,1,-1,-1,-1,0,-1,0,0,-1,0,0,0,1,1,1,1,1,1,1,1,-1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Osvaldo Reis,PMDB,TO,0,-1,1,0,0,0,0,-1,1,-1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,-1,-1
Osvaldo Coelho,PFL,PE,1,-1,1,1,1,-1,1,-1,0,-1,0,0,0,1,0,0,-1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
Robson Tuma,PFL,SP,1,-1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,-1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,-1,0
José Mendonça Bezerra,PFL,PE,-1,0,0,0,0,0,1,-1,1,0,-1,1,1,0,0,0,-1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1
Enio Bacci,PDT,RS,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Paulo Cesar de Oliveira Lima,PMDB,SP,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1,-1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0
João Tota,PPB,AC,-1,-1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,-1,-1
Alceste Almeida,PL,RR,-1,-1,0,1,-1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,-1,-1
Luis Barbosa,PFL,RR,-1,-1,1,1,-1,-1,0,-1,1,1,0,1,1,1,0,0,-1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,-1,0
Robério Araújo,PL,RR,-1,0,1,1,-1,-1,1,-1,1,-1,1,0,1,1,0,0,-1,1,1,1,1,0,0,0,1,1,0,-1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
Salomão Cruz,PFL,RR,-1,-1,1,1,-1,-1,1,0,1,0,-1,1,1,1,0,0,-1,1,1,1,1,1,-1,0,1,1,1,1,0,0,0,0,1,-1,1,0,1,1,1,1,-1,0
Antonio Feijão,PSDB,AP,-1,-1,1,1,-1,-1,0,-1,1,-1,1,1,0,1,1,1,-1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
Sérgio Barcellos,PFL,AP,-1,-1,1,1,0,0,1,-1,1,1,-1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,-1,-1
Gerson Peres,PPB,PA,-1,-1,1,1,0,0,1,-1,1,0,-1,1,1,1,1,1,-1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,-1,0,1,1,1,1,1,-1,-1
Giovanni Queiroz,PDT,PA,1,-1,-1,-1,1,0,0,0,-1,-1,1,0,-1,1,-1,1,1,0,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,-1,1
Átila Lins,PFL,AM,-1,-1,1,1,0,0,1,-1,1,1,-1,1,1,1,1,1,-1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,-1,0
Dr. Luiz Fernando,PPB,AM,-1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,-1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,-1,0
Eurípedes Miranda,PDT,RO,1,-1,-1,-1,0,0,1,1,-1,-1,1,-1,-1,0,-1,-1,1,-1,-1,-1,0,-1,-1,-1,0,0,-1,-1,-1,0,-1,1,1,1,1,1,1,1,1,1,0,1
Expedito Júnior,PSDB,RO,-1,-1,1,0,-1,-1,1,-1,1,0,-1,1,1,0,0,0,-1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1
Antônio Jorge,PTB,TO,-1,-1,1,1,-1,-1,1,0,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,-1
Freire Júnior,PMDB,TO,1,-1,1,1,-1,0,0,-1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Airton Cascavel,PPS,RR,-1,0,0,0,0,0,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,-1,0
Eliseu Moura,PPB,MA,-1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0
Sá,PPB,RR,-1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,-1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,-1
Badu Picanço,PL,AP,-1,-1,1,1,0,0,1,-1,1,-1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,-1,-1
Evandro Milhomen,PSB,AP,1,1,-1,-1,0,0,0,0,-1,-1,-1,0,1,1,-1,-1,1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,1
Jurandil Juarez,PMDB,AP,1,-1,1,1,0,0,1,-1,1,0,-1,0,1,1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1
Deusdeth Pantoja,PFL,PA,-1,-1,1,1,0,0,1,0,1,1,-1,1,1,0,1,1,-1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,-1,0,0,1,1,1,1,-1,-1
Renildo Leal,PTB,PA,1,1,1,0,0,0,0,-1,1,0,1,-1,1,0,-1,1,-1,1,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0
Francisco Garcia,PFL,AM,-1,-1,1,1,0,0,0,-1,1,0,-1,0,1,1,1,1,-1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0
Ildefonço Cordeiro,PSDB,AC,-1,-1,1,1,0,0,1,-1,1,0,0,0,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
Marcio Bittar,PPS,AC,1,-1,-1,-1,-1,0,1,1,-1,-1,1,1,1,0,-1,-1,1,1,-1,-1,0,1,-1,-1,0,0,1,1,1,0,-1,0,1,1,0,1,1,1,1,1,-1,0
Sérgio Barros,PSDB,AC,-1,-1,1,1,-1,0,1,-1,1,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,-1,-1
José Antonio Almeida,PSB,MA,1,-1,-1,-1,0,0,-1,0,-1,-1,-1,0,1,1,-1,-1,1,-1,0,0,0,-1,-1,-1,1,-1,1,0,0,0,-1,1,0,1,0,0,1,1,1,1,1,1
Mauro Fecury,PFL,MA,-1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,-1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pedro Fernandes,PFL,MA,1,-1,-1,-1,0,-1,1,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,0,0,0,1,-1,1,1,1,1,1,1,-1,-1
Roberto Rocha,PSDB,MA,-1,-1,0,1,-1,-1,0,0,0,0,1,0,1,1,1,1,-1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,-1,-1
Adolfo Marinho,PSDB,CE,-1,-1,1,1,-1,-1,0,-1,1,-1,1,1,1,0,1,1,-1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,-1,-1
Chiquinho Feitosa,PSDB,CE,-1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
Sérgio Novais,PSB,CE,1,0,-1,-1,1,0,-1,0,-1,-1,0,0,1,1,-1,-1,0,-1,0,0,0,-1,-1,-1,1,-1,-1,0,0,0,0,0,1,-1,0,0,1,1,1,1,1,1
Themístocles Sampaio,PMDB,PI,1,1,1,1,-1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,-1,0
Wellington Dias,PT,PI,1,1,-1,-1,0,0,1,-1,-1,-1,0,1,1,1,1,1,1,-1,1,0,1,-1,-1,-1,1,-1,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,1,1
Lavoisier Maia,PFL,RN,-1,0,-1,0,-1,-1,1,0,1,1,1,0,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,-1,-1
Avenzoar Arruda,PT,PB,1,1,-1,-1,0,0,1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,1
Damião Feliciano,PMDB,PB,-1,-1,1,1,0,0,0,-1,1,-1,1,0,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Domiciano Cabral,PSDB,PB,-1,-1,0,1,0,0,0,-1,1,0,1,0,1,0,1,1,-1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,-1
Carlos Batata,PSDB,PE,-1,0,1,1,0,-1,0,-1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
Clementino Coelho,PPS,PE,1,-1,1,1,-1,-1,0,-1,0,-1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
Djalma Paes,PSB,PE,1,1,-1,-1,0,0,-1,-1,-1,-1,-1,0,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,1,1,0,1,1,1,1,1,1,1
Luciano Bivar,PSL,PE,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pedro Eugênio,PT,PE,1,1,-1,-1,1,0,1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,0,1,-1,1,1,1,0,-1,1,1,1,1,1,0,1,0,1,1,1
Regis Cavalcante,PPS,AL,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,1,1,1,-1,-1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,0,-1,1,1,1,1,1,1,1,1,0,1,1
Augusto Franco,PSDB,SE,-1,0,0,0,0,-1,1,-1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0
Ivan Paixão,PPS,SE,1,-1,-1,-1,-1,0,1,1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,0
Sérgio Reis,PTB,SE,-1,0,0,0,0,0,1,-1,1,1,0,0,1,1,0,0,-1,1,0,1,0,-1,1,1,-1,-1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Francistônio Pinto,PFL,BA,-1,-1,1,1,-1,-1,1,-1,1,1,0,0,1,1,1,1,-1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,-1,-1
Nilo Coelho,PSDB,BA,-1,0,1,1,0,0,0,-1,1,-1,0,1,1,1,0,0,-1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,-1,-1
Paulo Braga,PFL,BA,1,0,0,0,0,0,1,-1,1,1,-1,0,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,-1,1,1,1,1,1,1,1,-1
Saulo Pedrosa,PSDB,BA,-1,-1,1,1,-1,-1,1,-1,1,-1,1,0,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,-1,-1
Waldir Pires,PT,BA,1,1,-1,-1,1,0,0,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
Cabo Júlio,PST,MG,-1,-1,1,1,-1,-1,0,0,1,-1,0,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
Hélio Costa,PMDB,MG,1,0,0,0,0,0,0,-1,1,0,0,1,1,1,0,0,1,-1,1,1,1,-1,-1,-1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Lincoln Portela,PSL,MG,1,0,-1,-1,-1,-1,0,-1,-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
Olimpio Pires,PDT,MG,1,1,-1,0,1,0,1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,-1,1
Ronaldo Vasconcellos,PL,MG,-1,0,-1,-1,-1,-1,0,1,-1,0,1,0,1,0,-1,-1,1,1,-1,-1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1
Walfrido Mares Guia,PTB,MG,-1,-1,1,0,0,0,0,-1,1,1,1,0,1,1,1,1,-1,1,1,1,-1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,-1,0
José Carlos Fonseca Jr.,PFL,ES,-1,-1,1,1,-1,-1,1,0,1,0,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,-1,0,0,1,1,1,1,-1,-1
Magno Malta,PL,ES,1,1,-1,-1,0,-1,0,0,-1,0,1,0,1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0
Max Mauro,PTB,ES,1,0,0,0,0,0,1,-1,-1,-1,0,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0
Ricardo Ferraço,PPS,ES,1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,-1,1,0,0,0,0,0,0,0,0,1,0
Dino Fernandes,PPB,RJ,-1,0,0,0,-1,-1,1,-1,1,0,0,1,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1
Luiz Ribeiro,PSDB,RJ,-1,-1,0,0,-1,-1,0,-1,1,0,0,1,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,0,-1,-1,0,0,1,0,0,1,0,0,0,0,0,-1,-1
Eber Silva,PST,RJ,-1,1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Iédio Rosa,PFL,RJ,1,0,1,1,0,0,-1,0,1,1,0,0,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
João Sampaio,PDT,RJ,1,1,-1,-1,1,0,1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,-1,1
Luisinho,PPB,RJ,-1,0,0,0,0,0,1,-1,1,0,0,0,1,1,0,0,-1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,-1,0
Valdeci Paiva,PSL,RJ,1,-1,-1,-1,-1,-1,1,-1,0,-1,1,-1,1,0,-1,-1,-1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,-1
Vivaldo Barbosa,PDT,RJ,1,1,-1,-1,1,1,0,1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,-1,1
Wanderley Martins,PSB,RJ,1,1,-1,-1,1,0,0,1,-1,-1,-1,0,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,0,0,1,1,1,1,0,1,1,1,1,1,1
André Benassi,PSDB,SP,-1,-1,1,1,-1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,-1,-1
Emerson Kapaz,PPS,SP,1,-1,-1,-1,-1,0,1,1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,-1,1,0,0,1,1,0,0,0,0,1,1
José Dirceu,PT,SP,1,1,-1,-1,1,1,0,-1,0,-1,1,1,1,0,0,0,1,-1,1,1,1,-1,-1,0,0,0,1,1,1,0,-1,0,1,1,1,0,1,1,1,1,1,1
Marcos Cintra,PFL,SP,1,-1,1,1,-1,-1,1,-1,1,1,0,0,1,1,0,0,-1,1,1,1,1,1,1,1,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1
Milton Monti,PMDB,SP,-1,-1,1,1,-1,-1,0,-1,1,0,1,1,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,-1,0
Moreira Ferreira,PFL,SP,-1,-1,1,1,-1,-1,0,0,1,-1,-1,1,1,1,1,1,-1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,-1,1,1,1,1,1,1,-1,0
Nelo Rodolfo,PMDB,SP,-1,1,-1,-1,-1,-1,1,-1,1,0,0,0,1,0,1,1,-1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Ricardo Berzoini,PT,SP,1,1,-1,-1,1,0,1,-1,-1,0,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,0,-1,1,1,1,0,0,1,1,1,1,1,0
José Roberto Batochio,PDT,SP,1,0,-1,-1,0,0,0,1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,-1
Rubens Furlan,PPS,SP,1,-1,-1,-1,-1,0,-1,-1,1,-1,0,0,1,1,-1,-1,1,-1,1,-1,0,1,-1,-1,-1,1,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,1,1
Sampaio Dória,PSDB,SP,-1,-1,1,1,-1,-1,1,-1,1,-1,1,0,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,-1,-1
Xico Graziano,PSDB,SP,-1,-1,1,1,-1,0,1,-1,1,-1,1,0,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,-1,-1
Zé Índio,PMDB,SP,-1,-1,1,1,-1,0,1,-1,1,-1,1,0,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,-1,0
Magela,PT,DF,1,1,-1,-1,0,0,1,0,0,-1,1,0,1,1,0,0,1,-1,1,1,0,-1,-1,-1,1,-1,1,1,1,0,-1,1,1,1,0,0,1,1,1,1,1,1
Pedro Celso,PT,DF,1,0,-1,0,1,0,1,0,0,-1,1,0,1,1,1,1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,0,-1,1,1,1,1,1,1,1,0,1,1,1
Euler Morais,PMDB,GO,1,-1,0,0,-1,-1,1,-1,1,-1,1,1,1,1,-1,-1,1,-1,1,1,1,-1,-1,0,1,-1,1,1,1,0,-1,0,1,1,0,1,1,1,1,1,-1,-1
Geovan Freitas,PMDB,GO,1,-1,0,0,1,0,1,0,-1,-1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0
Juquinha,PL,GO,1,-1,1,1,-1,-1,1,-1,0,-1,1,0,1,0,1,1,-1,1,1,1,1,1,1,0,1,-1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,-1,-1
Lúcia Vânia,PSDB,GO,-1,-1,1,1,-1,-1,0,0,0,0,1,0,1,0,0,0,-1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,-1
Norberto Teixeira,PMDB,GO,-1,-1,1,1,-1,-1,0,0,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0,-1,1,1,1,1,0,0,1,1,-1,1,1,1,1,1,1,-1,-1
Pedro Pedrossian,PPB,MS,-1,-1,-1,-1,-1,-1,0,0,0,1,0,1,0,1,1,1,-1,1,1,1,1,1,1,0,1,1,0,0,-1,0,0,0,1,1,0,1,1,1,1,1,-1,0
Airton Roveda,PTB,PR,-1,-1,-1,1,-1,-1,1,0,1,0,0,-1,1,1,1,1,-1,1,1,1,1,0,0,0,-1,-1,0,-1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
Alex Canziani,PSDB,PR,1,-1,1,1,-1,-1,1,0,1,-1,1,0,1,0,1,1,-1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,-1,1,1,0,0,0,1,-1,0
Márcio Matos,PTB,PR,-1,-1,-1,1,-1,-1,1,-1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,0,0,0,-1,-1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,-1,1
