nome,partido,uf,MSC 1125/1998,MSC 1502/1998,MSC 627/1998,MSC 910/1997,MSC 99/1996,PDC 186/1999,PDC 233/1999,PDC 658/1998,PEC 169/1993,PEC 169/1993,PEC 169/1993,PEC 33/1999,PEC 33/1999,PEC 33/1999,PEC 407/1996,PEC 407/1996,PEC 407/1996,PEC 407/1996,PEC 407/1996,PEC 472/1997,PEC 472/1997,PEC 472/1997,PEC 498/1997,PEC 526/1997,PEC 626/1998,PEC 626/1998,PEC 626/1998,PEC 626/1998,PEC 626/1998,PEC 626/1998,PEC 627/1998,PEC 627/1998,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 82/1995,PEC 85/1999,PEC 85/1999,PL 1/1995,PL 1527/1999,PL 1527/1999,PL 1699/1999,PL 2514/1996,PL 2737/1997,PL 2942/1992,PL 2960/1997,PL 2961/1997,PL 2961/1997,PL 3599/1997,PL 3651/1997,PL 3769/1997,PL 4071/1998,PL 4071/1998,PL 4224/1998,PL 4690/1998,PL 4693/1998,PL 4693/1998,PL 4694/1998,PL 4695/1998,PL 4736/1998,PL 4767/1998,PL 4811/1998,PL 4811/1998,PL 4811/1998,PL 4812/1998,PL 4812/1998,PL 4812/1998,PL 4895/1999,PL 4895/1999,PL 4898/1999,PL 4898/1999,PL 643/1988,PL 752/1999,PL 755/1999,PL 787/1999,PL 88/1999,PL 88/1999,PL 934/1999,PLP 10/1999,PLP 10/1999,PLP 10/1999,PLP 10/1999,PLP 10/1999,PLP 10/1999,PLP 10/1999,PLP 149/1997,PLP 23/1999,PLP 24/1999,PLP 24/1999,PLP 24/1999,PLP 24/1999,PLP 24/1999,PLP 248/1998,PLP 248/1998,PLP 248/1998,PLP 248/1998,PLP 250/1998,PLP 250/1998,PLP 250/1998,PLP 8/1999,PLP 8/1999,PLP 8/1999,PLP 8/1999,PLP 8/1999,PLP 8/1999,PLP 83/1999,RCP 10/1995,REC 20/1999
Márcio Fortes,PSDB,RJ,0,1,0,1,-1,1,0,-1,-1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,-1,1,1,-1,1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,0,-1,1,1,-1,1,1,1,1,1,0,1,-1,-1,1,0,1,0,-1,1,0,0,0,0,0,0,0,0,1,0,-1,1,1,-1,0,-1,1,0,0,0,0,0,1,-1,1,0,0,0,0,1,1,1,0,0,-1,0,-1,-1,0,0,0,1,1,1,-1,0,0,0,1,0
José de Abreu,PTN,SP,0,0,0,0,0,0,1,0,-1,1,1,-1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,-1,1,1,1,1,1,-1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0
Wagner Salustiano,PPB,SP,1,0,0,0,-1,0,1,0,-1,1,1,0,0,1,1,1,0,-1,1,1,1,1,0,0,1,1,1,-1,0,1,0,1,0,0,0,0,1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,1,1,1,0,0,0,1,1,-1,0,-1,1,0,1,0,0,-1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,-1,0,1,0,-1,1,1,0,0,0,0,-1,0,0,0,1,1,-1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,-1
Jofran Frejat,PPB,DF,0,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedro Canedo,PSDB,GO,0,0,0,1,-1,1,1,0,-1,1,1,0,0,-1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,-1,-1,-1,1,1,-1,-1,-1,-1,0,0,0,0,-1,1,1,1,1,0,1,0,0,-1,0,0,-1,1,1,0,1,1,-1,0,-1,0,0,0,0,1,-1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,-1,0,0,0,0,0,0,1,1,1,-1,1,0,1,1,0,0,1,1,0,0,0,-1,0,-1,-1,-1,1,0,0,0,0,0,0,1,0,0
Padre Roque,PT,PR,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,1,1,0,1,1,1,1,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,0,1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,0,-1,1,-1,-1,-1,1,0,-1,-1,-1,1,1,1,1,-1,0,1,-1,1,-1,1,1,1,-1,0,0,0,-1,0,1,0,-1,-1,1,0,1,1,0,-1,-1,0,0,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,0,0,0,0,1,1,-1,1,1,1,-1,1,0,0,-1,1
Telmo Kirst,PPB,RS,0,1,1,1,-1,1,0,0,-1,1,1,-1,1,1,1,1,1,0,1,-1,1,1,1,1,-1,1,1,-1,1,1,0,1,0,-1,-1,0,1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,-1,1,0,-1,1,1,1,1,1,-1,1,-1,-1,1,0,0,1,0,1,1,1,1,0,0,1,-1,1,1,1,1,1,1,-1,0,-1,0,-1,1,0,0,0,1,-1,0,1,0,1,0,1,1,0,0,0,-1,-1,-1,0,-1,-1,1,1,1,1,0,0,0,1,0,-1
Nair Xavier Lobo,PMDB,GO,0,0,0,1,0,0,1,0,-1,0,0,0,0,-1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,-1,0,-1,1,1,-1,0,-1,0,0,0,-1,-1,-1,0,1,1,1,0,0,0,0,-1,1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,-1,0,0,0,-1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,-1,0,-1,0,0,0,0,0,0,0,0,1,0,1,-1
Gessivaldo Isaias,PMDB,PI,0,0,0,0,0,0,1,0,-1,1,1,-1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,-1,1,1,1,1,1,-1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0
Genésio Bernardino,PMDB,MG,0,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maria Lúcia Cardoso,PMDB,MG,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,-1
Paulo Octávio,PFL,DF,1,0,0,0,0,1,1,0,-1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,-1,1,0,1,0,0,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,-1,0,-1,0,0,0,1,0,-1,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,-1,0,0,1,1,1,-1,1,1,1,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,1,1,0,1,-1,1,0,0,0,-1
Wigberto Tartuce,PPB,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fátima Pelaes,PSDB,AP,1,0,0,1,0,1,1,-1,-1,1,1,-1,1,0,0,0,0,0,1,-1,1,1,0,1,-1,1,1,-1,1,1,1,0,-1,-1,-1,1,0,-1,0,-1,0,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,-1,1,0,1,1,0,0,0,0,-1,1,-1,-1,0,0,0,0,-1,1,1,1,1,1,0,1,0,1,1,0,-1,1,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,-1,0,-1,-1,-1,1,1,1,1,0,1,1,0,0,-1
Gervásio Oliveira,PDT,AP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
José Melo,PFL,AM,1,1,1,0,0,0,1,-1,-1,1,1,-1,-1,1,0,0,0,0,1,-1,1,1,1,1,-1,1,1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,-1,-1,1,0,1,1,-1,0,1,1,0,1,0,1,-1,1,1,1,-1,1,1,0,0,-1,1,-1,1,1,0,0,1,-1,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1
Igor Avelino,PMDB,TO,1,0,0,1,-1,0,1,0,0,1,1,-1,1,1,1,1,1,0,1,0,0,1,0,0,-1,0,1,-1,0,0,1,0,-1,-1,-1,1,1,-1,0,-1,0,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,-1,0,-1,0,-1,1,1,0,0,-1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,-1,-1,-1,1,-1,0,0,1,1,0,0,0,0,1,1,-1
Chicão Brígido,PMDB,AC,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fernando Gabeira,PV,RJ,1,1,1,-1,0,0,1,1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,0,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,0,-1,-1,-1,1,-1,1,-1,1,0,1,-1,-1,1,1,1,1,-1,0,1,1,1,0,1,1,1,1,0,0,0,-1,-1,1,0,-1,-1,1,0,1,0,0,0,0,1,1,1,0,0,0,-1,1,1,-1,-1,1,1,1,0,0,0,0,1,1,-1,1,0,1,-1,1,-1,0,-1,-1
Valdir Colatto,PMDB,SC,0,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedro Irujo,PMDB,BA,1,1,1,1,-1,0,0,-1,-1,1,0,-1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,-1,0,0,0,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,1,1,0,1,-1,1,1,0,1,1,1,1,1,0,1,-1,-1,1,0,1,0,-1,0,0,1,0,1,0,1,-1,1,1,-1,0,1,1,-1,0,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,0,1,-1
Lamartine Posella,PMDB,SP,1,0,0,0,0,1,1,0,-1,1,1,0,0,1,1,1,1,-1,1,-1,1,1,0,0,-1,1,1,-1,1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,1,0,0,0,1,1,-1,1,1,0,0,-1,0,0,-1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,-1,0,-1,0,0,0,-1,1,0,1,-1,1,1,-1,1,1,-1,0,1,1,-1,0,0,0,0,-1,-1,1,1,1,1,-1,1,-1,0,1,-1
Marcos de Jesus,S.Part.,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Augusto Carvalho,PPS,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedro Wilson,PT,GO,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,0,0,0,0,1,1,1,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,0,-1,1,-1,-1,-1,1,0,-1,-1,-1,1,1,1,1,-1,0,1,-1,1,-1,1,1,1,1,0,-1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,0,0,1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,1,-1,1
Paulo Bornhausen,PFL,SC,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonio Palocci,PT,SP,1,0,0,-1,1,-1,0,0,-1,1,1,-1,1,1,0,0,0,0,0,0,1,1,-1,0,1,1,-1,1,1,-1,1,1,1,1,1,-1,0,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,1,0,0,-1,1,-1,-1,-1,1,0,0,-1,-1,1,0,0,0,0,0,1,-1,1,-1,1,0,1,0,0,-1,0,0,0,1,1,0,0,1,1,1,1,1,-1,-1,0,0,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,0,1,1,1,1,0,1,-1,1,0,1,-1,0,0,0,0,1
Alberto Silva,PMDB,PI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maria Elvira,PMDB,MG,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,1,0,0,1,1,0,0,-1,0,-1,1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,0,0,-1,-1,0,-1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,-1,-1,0,1,0,1,-1,0,-1,1,0,-1
Geraldo Simões,PT,BA,1,0,0,-1,1,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,-1,1,1,-1,0,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,1,0,0,-1,1,-1,-1,-1,1,0,0,-1,-1,1,0,1,0,0,0,1,-1,1,-1,1,1,1,0,0,-1,0,0,0,1,1,0,0,1,1,1,1,1,-1,-1,1,1,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,0,0,1
Fernando Marroni,PT,RS,1,0,0,-1,1,0,1,0,-1,1,1,-1,1,1,0,0,0,0,0,1,1,1,-1,0,1,1,-1,1,1,-1,1,1,1,0,1,-1,0,-1,-1,1,1,1,1,1,1,1,0,0,0,0,1,-1,0,0,1,-1,-1,0,1,0,0,-1,-1,1,0,0,0,0,0,1,-1,1,-1,1,1,1,-1,0,-1,0,0,0,1,0,0,0,0,1,1,1,0,-1,-1,0,0,1,0,-1,-1,-1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,-1,1,-1,1
Edinho Araújo,PMDB,SP,1,1,1,1,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-1,1,1,0,1,1,0,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,-1,1,-1,0,1,0,1,1,1,0,1,1,1,1,0,0,-1,1,1,1,1,1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,-1,-1,-1,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,-1
Sandro Mabel,PMDB,GO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eduardo Jorge,PT,SP,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,0,-1,1,-1,-1,-1,1,0,-1,-1,-1,1,1,1,1,-1,0,1,-1,1,-1,1,1,1,1,0,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,1,-1,1
Jorge Wilson,PMDB,RJ,1,1,1,1,-1,0,0,-1,-1,0,0,0,-1,-1,1,1,0,1,0,-1,1,1,1,1,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,0,1,-1,0,0,0,1,1,0,0,0,-1,1,-1,0,1,0,0,1,0,0,1,1,1,1,0,0,-1,1,1,0,0,1,1,0,0,-1,1,-1,0,1,1,1,0,-1,0,1,0,1,1,0,1,1,1,1,0,-1,-1,0,-1,-1,1,0,1,0,0,0,0,1,1,-1
Nelson Marchezan,PSDB,RS,1,1,0,1,-1,1,1,-1,-1,1,1,0,0,1,1,1,1,1,1,-1,1,1,1,0,0,1,1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,0,1,1,-1,1,1,1,1,1,-1,1,-1,-1,1,0,1,1,-1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,-1,0,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1
Ivanio Guerra,PFL,PR,1,0,0,1,-1,1,1,0,-1,1,1,-1,1,1,1,1,1,-1,1,-1,1,1,1,0,-1,1,1,-1,1,1,1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,-1,1,1,-1,1,1,0,1,1,-1,0,-1,0,0,0,0,1,-1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,-1,1,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,0,0,1,1,-1,1,1,1,1,-1
Gonzaga Mota,PMDB,CE,0,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luciano Castro,PSDB,RR,1,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,-1,1,1,0,0,0,0,0,0,1,-1,-1,-1,0,0,-1,-1,-1,-1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,-1,1,0,0,0,0,1,0,-1,0,0,1,0,1,0,0,-1,1,1,0,-1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,-1
Raimundo Santos,PFL,PA,1,0,0,1,0,0,0,0,-1,0,1,-1,1,0,0,0,0,0,1,-1,1,1,1,0,0,0,1,-1,0,1,0,0,-1,-1,-1,1,0,-1,0,-1,-1,0,0,-1,-1,-1,1,1,1,1,0,-1,0,1,0,1,1,-1,1,0,1,0,0,-1,0,-1,-1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,-1,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,-1
Expedito Júnior,PFL,RO,1,1,0,0,0,1,1,0,-1,1,0,0,0,1,1,1,1,-1,1,0,1,1,1,0,-1,1,1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,-1,-1,0,0,0,1,-1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,-1,0,-1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,0,1,1,0,-1
Marinha Raupp,PSDB,RO,1,0,0,1,-1,0,1,0,-1,1,0,-1,-1,-1,1,1,1,1,0,-1,1,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,0,-1,1,1,-1,1,0,1,0,1,-1,1,-1,0,0,0,1,0,0,1,0,0,0,1,0,1,-1,1,1,1,-1,1,1,0,0,0,0,0,1,1,0,0,1,-1,1,1,1,1,1,0,1,0,0,0,-1,0,-1,-1,-1,-1,1,0,0,0,0,0,0,0,1,-1
Zila Bezerra,PFL,AC,1,1,1,1,-1,1,0,-1,-1,1,0,-1,1,1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1,-1,1,1,0,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,1,1,1,0,0,-1,1,1,1,0,1,1,1,0,-1,1,0,-1,1,0,1,1,-1,1,1,1,1,1,0,0,-1,1,1,1,-1,1,1,-1,0,-1,1,-1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1
Airton Cascavel,PPB,RR,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Badu Picanço,PSDB,AP,1,0,0,1,-1,1,0,0,-1,1,1,-1,1,1,0,0,0,0,1,0,0,1,1,0,-1,1,1,-1,1,1,1,0,-1,-1,-1,1,0,-1,0,-1,0,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,-1,1,1,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,1,1,1,0,0,1,0,0,0,0,-1,0,0,-1,0,-1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0
