nome,partido,uf,MSC 1125/1998,MSC 1502/1998,MSC 627/1998,MSC 910/1997,MSC 99/1996,PDC 186/1999,PDC 233/1999,PDC 658/1998,PEC 169/1993,PEC 169/1993,PEC 169/1993,PEC 33/1999,PEC 33/1999,PEC 33/1999,PEC 407/1996,PEC 407/1996,PEC 407/1996,PEC 407/1996,PEC 407/1996,PEC 472/1997,PEC 472/1997,PEC 472/1997,PEC 498/1997,PEC 526/1997,PEC 626/1998,PEC 626/1998,PEC 626/1998,PEC 626/1998,PEC 626/1998,PEC 626/1998,PEC 627/1998,PEC 627/1998,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 82/1995,PEC 85/1999,PEC 85/1999,PL 1/1995,PL 1527/1999,PL 1527/1999,PL 1699/1999,PL 2514/1996,PL 2737/1997,PL 2942/1992,PL 2960/1997,PL 2961/1997,PL 2961/1997,PL 3599/1997,PL 3651/1997,PL 3769/1997,PL 4071/1998,PL 4071/1998,PL 4224/1998,PL 4690/1998,PL 4693/1998,PL 4693/1998,PL 4694/1998,PL 4695/1998,PL 4736/1998,PL 4767/1998,PL 4811/1998,PL 4811/1998,PL 4811/1998,PL 4812/1998,PL 4812/1998,PL 4812/1998,PL 4895/1999,PL 4895/1999,PL 4898/1999,PL 4898/1999,PL 643/1988,PL 752/1999,PL 755/1999,PL 787/1999,PL 88/1999,PL 88/1999,PL 934/1999,PLP 10/1999,PLP 10/1999,PLP 10/1999,PLP 10/1999,PLP 10/1999,PLP 10/1999,PLP 10/1999,PLP 149/1997,PLP 23/1999,PLP 24/1999,PLP 24/1999,PLP 24/1999,PLP 24/1999,PLP 24/1999,PLP 248/1998,PLP 248/1998,PLP 248/1998,PLP 248/1998,PLP 250/1998,PLP 250/1998,PLP 250/1998,PLP 8/1999,PLP 8/1999,PLP 8/1999,PLP 8/1999,PLP 8/1999,PLP 8/1999,PLP 83/1999,RCP 10/1995,REC 20/1999
Dr. Benedito Dias,PFL,AP,1,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,0,-1,1,0,0,1,1,0,0,0,-1,0,0,0,0,0,1,1,-1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,-1,1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,-1
Jorge Costa,PMDB,PA,1,0,0,1,-1,1,1,0,-1,1,1,-1,1,-1,1,1,1,1,1,-1,1,1,1,0,-1,0,1,-1,1,1,1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,-1,1,1,-1,1,1,0,1,0,-1,0,-1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,-1,0,0,-1,0,-1,1,-1,1,1,0,0,0,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,0,-1,1,0,1,0,0,1,1,1,1,-1
Silas Câmara,PFL,AM,1,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,1,0,0,-1,-1,-1,0,0,0,0,1,1,1,1,0,0,0,-1,0,0,0,0,1,1,0,0,0,-1,0,-1,0,0,0,1,1,-1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,1,1,0,-1,1,0,0,0,0,0,0,0,0,-1
Agnaldo Muniz,PDT,RO,1,0,0,-1,1,1,1,0,-1,1,0,-1,-1,-1,1,1,1,-1,-1,1,1,1,0,0,0,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,0,0,0,-1,1,-1,1,-1,1,1,0,-1,-1,1,0,1,0,0,0,1,1,1,-1,-1,1,0,-1,0,-1,0,0,0,1,1,0,0,1,1,1,1,0,-1,0,-1,-1,1,0,-1,-1,-1,1,1,-1,-1,0,1,0,0,1,0,1,0,1,0,-1,1,1,-1,1,-1,0,0,1
Hildebrando Pascoal,PFL,AC,1,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,-1,1,1,-1,1,1,0,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,-1,0,1,0,0,0,1,1,-1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,-1
Ildefonço Cordeiro,PFL,AC,1,0,0,0,-1,1,1,0,-1,1,1,-1,1,1,1,1,1,-1,1,-1,1,1,1,0,-1,1,1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,-1,1,1,-1,1,0,0,1,1,-1,0,-1,0,0,0,1,1,-1,1,1,1,1,1,0,1,0,0,0,1,-1,0,0,-1,0,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1
Marcio Bittar,PMDB,AC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,0,-1,-1,-1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sérgio Barros,PDT,AC,1,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,1,1,-1,1,1,1,0,0,1,0,1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,0,0,0,-1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,0,0,0,0,0,-1
Antonio Cambraia,PMDB,CE,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,-1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,-1,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,-1
Moroni Torgan,PSDB,CE,1,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,-1,0,-1,0,0,0,1,1,-1,0,1,0,0,1,0,0,0,0,0,1,-1,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,-1
Átila Lira,PFL,PI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Múcio Sá,PMDB,RN,1,0,0,1,-1,1,1,0,-1,1,1,-1,1,1,1,1,1,1,1,-1,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,-1,1,1,-1,0,1,0,0,0,-1,0,-1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,-1,0,-1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,0,1,0,-1
Carlos Dunga,PMDB,PB,1,0,0,1,0,0,1,0,-1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,0,-1,1,1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,-1,1,1,-1,1,1,0,0,1,-1,0,-1,0,0,0,1,0,-1,0,1,1,1,1,0,1,0,0,0,1,-1,0,0,0,0,-1,1,-1,0,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1
Domiciano Cabral,PMDB,PB,1,0,0,1,0,1,1,0,0,0,0,-1,1,1,1,1,1,0,1,-1,1,1,0,0,0,1,1,-1,1,1,0,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,-1,1,0,-1,1,1,0,1,1,-1,0,-1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,-1,0,0,-1,0,-1,1,-1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,0,-1,1,1,1,1,-1
Inaldo Leitão,PMDB,PB,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,-1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,-1,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,-1
Clementino Coelho,PSB,PE,1,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,1,1,1,1,1,0,0,0,0,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,0,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,-1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
Marcos de Jesus,PST,PE,1,0,0,1,1,1,1,0,0,1,1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,0,0,0,-1,0,0,1,1,0,1,0,1,0,1,0,0,0,-1,1,1,0,1,0,1,1,0,-1,0,0,0,1,1,0,0,1,-1,0,1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,0,-1,1,1,-1,1,1,0,1,-1,-1,1,0,0,0,0,0,1,1,-1,-1
Pedro Eugênio,PSB,PE,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,0,1,1,1,1,1,1,0,0,1,1,1,-1,-1,-1,-1,1,1,1,1,0,1,1,-1,-1,-1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
João Caldas,PMN,AL,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,-1,0,1,-1,0,1,0,0,-1,-1,-1,1,0,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,1,0,0,0,-1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,-1,0,0,1,1,1,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,1,1,0,0,1,-1,-1,1,0,0,0,0,0,0,0,0,0
Francistônio Pinto,PMDB,BA,1,0,0,1,-1,0,1,0,-1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,0,0,1,1,-1,1,1,1,0,-1,-1,-1,1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,-1,1,1,-1,0,1,0,1,1,0,0,-1,0,0,0,1,0,-1,1,0,1,1,1,0,1,0,0,0,1,-1,0,0,-1,0,-1,1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,0,0,1,1,1,-1,1,1,1,1,-1
Jonival Lucas Junior,PPB,BA,1,0,0,1,-1,0,1,0,-1,1,1,0,1,1,1,1,1,-1,1,-1,1,1,1,0,-1,1,1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,-1,1,1,-1,1,1,0,1,1,-1,0,-1,0,0,0,1,1,-1,1,1,0,0,1,0,1,0,0,0,1,-1,0,0,0,1,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1
José Ronaldo,PFL,BA,1,0,0,1,-1,0,1,0,-1,1,1,-1,1,1,1,1,1,-1,1,-1,1,1,1,0,-1,1,1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,1,-1,1,1,-1,1,1,0,1,1,0,0,-1,0,0,0,1,1,-1,1,1,1,1,1,0,1,0,0,0,1,-1,0,0,0,1,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,1,1,1,0,0,1,1,1,1,-1
Cabo Júlio,PL,MG,1,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,1,0,0,-1,1,-1,-1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,-1,0,0,0,1,0,0,0,0,0,1,1,0,0,-1,0,0,1,1,-1,-1,-1,0,1,-1,-1,0,0,0,1,1,1,1,-1,-1,1,0,1,1,-1,1,-1,0,0,-1
Lincoln Portela,PST,MG,1,0,0,-1,1,0,0,0,0,0,0,-1,1,0,1,1,1,-1,0,1,1,1,1,0,-1,1,1,1,1,1,0,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,1,0,0,-1,1,-1,-1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,1,1,-1,-1,1,0,0,0,0,0,0,1,-1,-1,0,0,0,1,1,1,1,-1,-1,1,0,0,0,0,0,0,0,0,0
Magno Malta,PTB,ES,1,0,0,1,-1,1,0,0,0,0,0,0,0,0,1,0,0,-1,0,-1,1,1,0,0,-1,1,1,-1,1,1,0,0,-1,-1,1,-1,1,-1,-1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,-1,-1,1,-1,1,1,0,1,0,0,0,-1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,0,0,1,0,1,-1,0,1,1,0,1,0,0,0,0,0,-1
Ricardo Ferraço,PSDB,ES,1,0,0,1,-1,1,1,0,0,1,1,-1,1,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,1,1,0,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,0,-1,1,1,0,1,0,0,1,-1,-1,0,-1,0,0,0,1,1,-1,1,1,1,0,0,0,1,0,0,0,0,-1,0,0,-1,1,-1,1,0,0,-1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,-1,-1,-1,-1,-1,0,0,0,1,0,0,0,1,0,-1,-1
Almerinda de Carvalho,PFL,RJ,1,0,0,1,-1,1,1,0,-1,1,1,-1,1,1,1,1,1,-1,1,-1,1,0,1,0,-1,0,0,0,1,1,1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,-1,1,1,1,1,0,0,1,1,-1,0,-1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,-1,0,0,-1,0,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,1,0,1,-1
Coronel Garcia,PSDB,RJ,1,0,0,1,-1,1,1,0,-1,1,1,-1,1,1,0,1,0,1,1,1,1,1,1,0,-1,1,1,-1,0,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,-1,-1,1,1,-1,1,1,0,1,1,-1,0,-1,0,0,0,1,1,-1,1,1,1,1,1,0,1,0,0,0,1,-1,0,0,-1,0,0,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,0,1,1,1,-1
Eber Silva,PDT,RJ,1,0,0,-1,1,1,0,0,0,0,0,0,0,1,1,1,1,-1,0,1,1,1,-1,0,1,1,-1,1,0,0,0,0,1,1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,-1,-1,-1,1,1,-1,0,-1,1,-1,-1,-1,1,1,0,-1,-1,1,0,0,0,0,0,1,0,1,-1,0,1,1,-1,0,-1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,-1,-1,-1,0,0,0,-1,1,1,1,0,1,1,1,1,0,-1,-1,0,0,0,0,0,0,0,1
Iédio Rosa,PMDB,RJ,1,0,0,0,-1,1,1,0,-1,1,1,-1,1,1,1,1,1,1,1,-1,1,0,0,0,0,0,0,0,1,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,1,-1,1,-1,1,0,0,0,0,-1,0,-1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,-1,-1,0,0,-1,0,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,0,0,0,-1
Luisinho,PSDB,RJ,1,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,1,1,1,1,1,-1,-1,1,0,0,0,0,0,0,0,0,-1
Valdeci Paiva,PST,RJ,1,0,0,1,1,1,1,0,-1,1,1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,0,-1,-1,1,-1,1,1,1,1,1,1,0,-1,1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,0,-1,0,-1,1,-1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,-1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,-1,0,1,1,1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,0,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1,0,-1,-1
Wanderley Martins,PDT,RJ,1,0,0,-1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,-1,0,1,1,-1,1,1,-1,0,0,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,0,1,0,0,-1,1,-1,0,-1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,-1,-1,1,1,0,0,-1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,-1,-1,-1,0,0,-1,-1,0,0,0,1,1,1,1,1,0,-1,0,0,1,-1,1,-1,0,0,1
Celso Giglio,PTB,SP,1,0,0,1,-1,1,0,0,0,0,0,-1,1,1,1,0,0,-1,1,-1,1,1,1,0,-1,1,1,0,1,1,0,1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,0,0,1,-1,1,0,0,1,1,1,0,-1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,-1,-1,1,1,1,1,-1,1,1,0,-1,-1
Emerson Kapaz,PSDB,SP,1,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,-1,0,-1,0,0,0,1,1,-1,0,1,1,1,1,0,0,0,0,0,1,-1,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,-1
Marcos Cintra,PL,SP,1,0,0,0,0,1,1,0,-1,1,-1,1,-1,-1,0,0,0,0,1,0,1,1,0,0,0,1,1,-1,0,1,1,1,1,1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,0,1,0,0,-1,1,-1,-1,-1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,-1,-1,0,1,0,-1,-1,1,1,-1,0,0,0,0,0,-1,1,0,1,0,-1,-1,1,0,0,-1
Nelo Rodolfo,PPB,SP,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neuton Lima,PDT,SP,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,0,1,1,0,1,1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilson Santos,PMDB,MT,1,0,0,1,0,1,1,0,-1,1,1,-1,1,1,1,1,0,0,1,-1,1,0,0,0,0,0,0,0,0,1,1,0,-1,-1,-1,1,0,-1,-1,-1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,-1,-1,1,1,0,0,0,1,-1,-1,0,-1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,-1,0,-1,0,-1,1,-1,1,1,0,-1,1,1,1,1,1,1,0,1,1,1,0,-1,-1,1,-1,-1,0,1,0,1,-1,0,1,0,0,-1
Juquinha,PSDB,GO,1,0,0,1,-1,1,1,0,-1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,0,0,0,1,1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,1,1,1,0,1,0,1,-1,1,0,-1,1,1,0,1,1,-1,0,-1,0,0,0,1,1,-1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,-1,1,-1,0,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,0,-1,-1,-1,-1,-1,1,1,1,0,-1,1,1,1,1,-1
Pedro Pedrossian,PFL,MS,1,0,0,1,-1,1,1,0,-1,1,-1,-1,-1,1,1,1,1,-1,1,-1,1,1,1,0,-1,1,1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0,0,-1,-1,0,-1,1,1,0,0,-1,-1,0,-1,0,0,0,1,1,0,0,1,0,0,1,0,-1,0,0,0,1,1,0,0,-1,0,1,0,0,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,1,1,0,0,0,0,0,1,-1,-1
Airton Roveda,PFL,PR,1,0,0,0,-1,1,0,0,0,0,0,-1,1,1,1,0,1,-1,1,0,0,1,1,0,-1,1,1,-1,1,1,0,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,0,0,1,1,-1,1,0,0,1,1,0,0,-1,0,0,0,1,1,-1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,-1,0,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,1,0,-1,-1,-1,0,0,0,1,1,1,-1,0,0,0,1,0
Márcio Matos,PT,PR,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,-1,1,0,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,1,0,0,-1,1,-1,-1,-1,1,0,-1,-1,-1,1,1,1,-1,-1,0,1,-1,1,-1,1,1,1,1,0,-1,1,-1,-1,1,1,-1,-1,0,1,1,1,1,-1,-1,1,1,1,0,-1,-1,-1,1,0,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,1,-1,1
Oliveira Filho,PPB,PR,1,0,0,1,-1,1,1,0,0,1,1,-1,1,1,1,1,1,-1,1,-1,1,1,0,0,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,-1,-1,1,1,1,1,0,0,1,1,0,0,-1,0,0,0,1,1,-1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,-1,0,-1,1,0,0,1,1,1,1,-1,1,1,1,1,1,0,0,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,-1,1,0,1,1,-1
