nome,partido,uf,MPV 627/2013,MPV 627/2013,MPV 627/2013,MPV 627/2013,MPV 627/2013,MPV 628/2013,MPV 628/2013,MPV 628/2013,MPV 630/2013,MPV 630/2013,MPV 632/2013,MPV 633/2013,MPV 633/2013,MPV 635/2013,MPV 639/2014,MPV 640/2014,MPV 650/2014,MPV 652/2014,MPV 656/2014,MPV 657/2014,PDC 1491/2014,PDC 1491/2014,PDC 1491/2014,PEC 103/2011,PEC 103/2011,PEC 111/2011,PEC 197/2012,PEC 197/2012,PEC 197/2012,PEC 247/2013,PEC 247/2013,PEC 290/2013,PEC 290/2013,PEC 293/2013,PEC 293/2013,PEC 358/2013,PEC 358/2013,PEC 358/2013,PEC 426/2014,PEC 426/2014,PEC 434/2014,PEC 434/2014,PEC 471/2005,PL 3232/1992,PL 4246/2012,PL 6025/2005,PL 6025/2005,PL 6738/2013,PL 6809/2013,PL 7735/2014,PL 8035/2010,PLN 31/2014,PLN 31/2014,PLN 36/2013,PLN 36/2014,PLN 36/2014,PLN 36/2014,PLN 36/2014,PLN 36/2014,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 275/2001,PLP 276/2002,PLP 362/2006,PLP 362/2006,PLP 362/2006,PLP 397/2014,PLP 397/2014,PRC 132/2012,REP 17/2012,REP 22/2013,REP 25/2014,REQ 10361/2014,REQ 10929/2014,REQ 8130/2013,REQ 8339/2013,REQ 8880/2013,REQ 9459/2014,REQ 9534/2014,REQ 9534/2014,REQ 9534/2014,REQ 9556/2014,PEC 471/2005
Vicente Candido,PT,SP,0,1,1,0,-1,0,0,0,0,1,0,0,0,1,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,0,0,-1,1,1,0,0,1,0,-1,0,-1,1,0,0,1,1,0,0,0,-1,0,0,0,0,1,1,0,0,-1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,-1
Carlos Roberto,PSDB,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gabriel Chalita,PMDB,SP,0,0,0,0,0,-1,-1,-1,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,-1,-1,0,0,0,1,1,0,0,0,-1,0,0,0,0,-1,0,0,0
Nilson Leitão,PSDB,MT,0,1,0,0,-1,0,0,0,1,-1,-1,1,0,1,-1,-1,-1,0,0,-1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,-1,1,0,0,0,0,0,-1,0,1,1,1,1,1,1,1,1,1,0,-1,1,1,1,-1,1,0,0,0,1,1,1,1,0,0,1,0,1,-1,-1,1,1,1
Paulo Feijó,PR,RJ,-1,1,0,1,1,0,-1,-1,-1,1,1,1,1,1,-1,1,1,-1,0,-1,-1,-1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,0,0,1,1,0,-1,0,-1,1,0,-1,1,1,0,-1,1,-1,1,1,1,-1,1,1,0,-1,-1,1,1,0,1,1,1,1,1,-1,1,1,1,-1,0,1,1,1
Vinicius Gurgel,PR,AP,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-1,0,-1,1,0,-1,0,0,0,-1,0,0,0,0,0,0,1,1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
Fernando Torres,PSD,BA,-1,0,0,-1,0,0,-1,0,1,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,1,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Paulo Magalhães,PSD,BA,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,1,1,-1,1,0,0,0,0,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,-1,1,0,1,0,1,1,0,-1,0,-1,1,0,-1,1,1,-1,0,1,0,1,1,0,1,1,0,1,-1,-1,0,-1,0,1,1,0,1,0,0,1,1,1,1,1,-1,1,1
José Nunes,PSD,BA,-1,1,0,-1,1,-1,-1,-1,1,-1,-1,0,0,1,0,0,-1,-1,0,0,-1,-1,-1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,-1,1,1,1,0,1,1,0,-1,0,-1,1,0,-1,1,1,0,1,1,-1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,-1,0,-1,0,0,1,-1,0,0,1,1
Edson Pimenta,PSD,BA,0,1,0,0,1,-1,0,-1,-1,-1,1,-1,1,1,0,0,-1,0,0,0,0,-1,-1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,-1,1,0,0,0,1,1,0,-1,0,-1,1,0,-1,1,1,1,1,0,-1,1,1,1,-1,1,1,1,0,-1,1,1,0,0,1,1,1,0,0,1,1,1,-1,1,0,1,1
Manoel Salviano,PSD,CE,-1,0,1,-1,0,-1,-1,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,-1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,-1,1,0,0,0,0,1,0,-1,0,-1,1,0,-1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,-1,1,1,0,1
Heuler Cruvinel,PSD,GO,-1,1,1,-1,1,-1,-1,-1,1,0,0,-1,-1,1,0,0,0,-1,0,-1,-1,-1,-1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,-1,-1,0,0,0,1,1,1,0,-1,0,1,1,0,0,-1,1,1,0
Diego Andrade,PSD,MG,-1,0,1,0,1,0,0,-1,0,-1,0,0,0,0,0,1,0,-1,1,-1,0,-1,-1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,-1,1,0,0,1,0,0,0,0,1,0,-1,0,1,1,1,0,0,0,0,0,0,1,0,1,-1,-1,0,0,0,1,1,1,1,1,-1,1,0,1,0,0,0,0,0
Marcos Montes,PSD,MG,-1,1,1,-1,1,0,-1,0,1,-1,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,0,0,-1,0,0,0,0,0,-1,0,0,0,1,1,1,1,-1,0,1,1,1,1,0,1,-1,-1,1,1,0,0,1,1,1,0,-1,1,1,0,-1,1,0,0,1
Walter Tosta,PSD,MG,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0
Eliene Lima,PSD,MT,-1,1,1,-1,1,0,-1,-1,1,-1,-1,0,0,1,-1,1,0,-1,0,-1,-1,0,-1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,-1,0,-1,1,0,-1,0,1,1,1,1,-1,1,1,1,0,0,1,0,0,0,1,-1,0,1,1,1,0,0,-1,1,0,1,-1,1,0,0,1
Fábio Faria,PSD,RN,0,1,0,0,0,0,0,-1,0,-1,0,0,0,1,0,0,0,0,0,-1,0,-1,-1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,-1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,-1,-1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0
Roberto Dorner,PSD,MT,-1,1,1,-1,1,-1,-1,-1,0,0,-1,0,0,1,-1,1,0,-1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,-1,0,1,0,0,1,1,0,-1,0,-1,1,0,-1,1,1,1,1,1,-1,0,1,1,1,1,0,1,-1,0,1,1,0,1,1,0,1,0,-1,1,1,0,-1,1,1,-1,1
Eleuses Paiva,PSD,SP,0,0,0,0,0,0,0,0,1,0,-1,-1,0,0,-1,1,0,-1,0,-1,-1,-1,-1,0,1,1,1,1,1,1,0,1,1,1,1,1,-1,-1,1,1,1,1,1,0,0,0,1,1,0,0,-1,1,0,0,0,0,-1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,-1,1,-1,0,1,1,1,1,0,-1,1,1,1,-1,0,1,1,1
Danrlei De Deus Hinterholz,PSD,RS,-1,1,1,0,1,-1,-1,-1,1,0,0,-1,-1,1,0,0,-1,0,1,0,-1,-1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,-1,1,0,0,0,0,0,0,0,1,1,1,1,1,-1,1,1,1,1,1,0,0,0,-1,1,1,0,1,1,0,1,1,-1,1,1,1,0,0,1,1,1
Onofre Santo Agostini,PSD,SC,-1,1,1,1,1,-1,-1,-1,1,0,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,0,-1,1,0,-1,0,-1,1,0,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,1,-1,0,1,1,1,1,-1,-1,1,1,1,-1,-1,1,0,1
Junji Abe,PSD,SP,-1,1,1,-1,1,0,-1,0,1,0,0,-1,-1,1,0,0,0,-1,0,-1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,0,0,0,0,0,0,1,0,1,-1,-1,1,1,0,1,1,1,0,1,-1,1,0,1,1,0,0,1,1
Roberto Santiago,PSD,SP,-1,1,1,-1,0,0,-1,-1,-1,1,-1,-1,-1,1,-1,1,0,-1,0,-1,-1,-1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,-1,-1,1,0,0,-1,1,0,-1,0,-1,1,0,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,1,-1,0,1,1,1,0,0,-1,1,1,1,-1,1,1,1,1
Walter Ihoshi,PSD,SP,-1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Severino Ninho,PSB,PE,-1,1,1,-1,1,-1,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1,1,1,0
Hugo Napoleão,PSD,PI,-1,1,1,-1,1,0,0,0,0,-1,-1,-1,0,1,-1,1,0,-1,0,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,-1,1,0,-1,0,1,1,1,1,0,1,1,1,1,1,1,0,-1,-1,1,-1,0,1,1,1,1,0,0,1,1,1,-1,0,0,1,0
Júlio Cesar,PSD,PI,-1,1,0,-1,1,0,-1,-1,0,0,0,0,0,1,-1,1,0,-1,0,-1,-1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,-1,0,-1,1,0,0,1,1,0,1,1,-1,1,1,0,1,1,1,1,0,-1,1,0,0,1,1,1,1,1,-1,1,1,1,-1,0,1,1,1
Átila Lins,PSD,AM,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,0,-1,-1,-1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,-1,1,0,0,1,1,1,1,1,-1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,-1,-1,1,1,1
Sergio Zveiter,PSD,RJ,-1,1,1,0,0,0,-1,-1,1,1,-1,0,0,1,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,-1,0,0,0,0,-1,1,0,1
Arolde de Oliveira,PSD,RJ,0,0,0,0,0,0,-1,-1,1,-1,-1,0,0,1,-1,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,-1,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,1,1,1,-1,0,0,1,1
Felipe Bornier,PSD,RJ,-1,1,1,0,1,0,0,-1,0,0,1,0,-1,1,-1,-1,-1,-1,0,-1,0,-1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,0,0,1,1,0,-1,0,-1,1,0,0,1,1,0,1,1,-1,1,1,1,1,1,1,1,-1,-1,1,1,0,1,1,1,0,1,0,1,1,1,-1,-1,1,1,1
Weverton Rocha,PDT,MA,-1,0,0,0,1,0,0,-1,1,-1,0,0,0,1,0,0,-1,-1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,0,0,-1,1,0,-1,0,-1,1,0,-1,1,0,1,1,1,0,0,0,0,-1,1,0,0,0,0,1,1,0,0,1,1,1,1,-1,1,1,1,-1,0,0,0,1
José Carlos Araújo,PSD,BA,-1,1,1,-1,1,-1,-1,-1,1,-1,-1,0,0,1,-1,0,-1,0,1,0,0,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,-1,1,0,0,0,1,0,0,-1,0,-1,1,0,-1,1,1,-1,-1,0,-1,1,1,1,1,1,1,1,-1,-1,1,-1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1
Afonso Florence,PT,BA,-1,1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,1,-1,-1,0,-1,-1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,-1,-1,1,-1,-1,1,0,0,1,1,0,-1,0,-1,1,0,-1,1,1,-1,-1,1,-1,-1,0,1,-1,1,0,1,0,-1,1,-1,0,-1,1,1,0,0,0,1,0,1,0,0,0,0,-1
Sandro Mabel,PMDB,GO,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,-1,0,-1,-1,0,-1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,0,1,1,-1,0,0,0,0,0,1,0,0,1,1,0,0,0,-1,0,1,0,0,0,1,1,0
Geraldo Thadeu,PSD,MG,0,1,0,-1,1,0,0,0,1,0,1,-1,-1,1,-1,1,0,-1,0,-1,-1,-1,-1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,-1,0,1,1,1,1,0,0,0,0,0,-1,0,1,-1,-1,1,-1,0,1,1,0,1,0,-1,1,1,0,-1,0,0,0,1
Guilherme Campos,PSD,SP,-1,1,1,-1,1,-1,0,-1,1,0,0,-1,1,1,-1,1,-1,-1,0,-1,-1,-1,0,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,0,1,0,1,1,0,-1,0,-1,1,0,-1,1,1,1,1,1,-1,1,1,1,1,1,1,0,0,-1,1,-1,0,1,1,1,1,-1,-1,1,1,1,-1,0,-1,1,1
Jefferson Campos,PSD,SP,0,1,1,0,1,0,0,-1,1,-1,-1,-1,-1,1,-1,-1,0,-1,0,-1,0,-1,-1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,-1,0,-1,1,0,0,1,0,0,0,1,-1,1,1,1,1,1,0,1,-1,-1,0,0,0,1,1,1,1,-1,-1,1,1,0,-1,1,1,1,1
Vanderlei Siraque,PT,SP,-1,1,-1,-1,-1,-1,-1,0,-1,1,1,0,1,-1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,-1,-1,0,0,-1,1,0,0,0,0,0,-1,0,-1,1,0,-1,1,0,0,0,1,-1,1,1,1,-1,1,0,1,-1,-1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,-1
Marcos Rogério,PDT,RO,-1,1,1,1,-1,0,0,0,1,-1,1,-1,-1,1,-1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,-1,0,0,-1,1,0,-1,0,-1,1,0,0,1,1,-1,-1,1,-1,1,0,0,0,1,1,1,-1,-1,1,-1,0,0,1,1,1,1,-1,1,1,1,-1,-1,1,1,1
Mário Feitoza,PMDB,CE,-1,1,0,1,0,-1,-1,-1,-1,1,1,-1,1,1,0,1,0,-1,0,-1,0,-1,-1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,-1,1,1,0,0,1,1,0,-1,0,-1,1,0,-1,1,0,0,-1,1,-1,0,0,0,0,1,1,1,-1,-1,1,1,0,0,1,0,1,1,0,1,1,1,-1,-1,1,1,0
Reinhold Stephanes,PSD,PR,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,-1,-1,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,0,0,1,0,0,0,-1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,-1,0,0,0,0,-1,0,1,1,1,1,1,1,1,1,1,-1,1,1,0,1,-1,-1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1
Eduardo Sciarra,PSD,PR,-1,1,0,-1,1,-1,-1,0,1,0,-1,0,0,1,0,0,-1,0,0,0,-1,-1,-1,1,1,1,0,0,-1,1,1,1,1,1,0,1,1,1,1,0,1,1,-1,0,1,-1,1,-1,0,0,1,1,0,-1,0,-1,1,0,0,1,0,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,1,-1,0,1,1,1,1,0,-1,1,1,1,-1,1,0,1,-1
Carlos Souza,PSD,AM,0,1,1,0,1,0,0,-1,1,-1,0,-1,-1,1,0,1,0,0,0,0,0,-1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,-1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,-1,-1,0,0,0,1,1,0,1,0,-1,0,0,0,-1,0,0,1,1
Sérgio Brito,PSD,BA,-1,0,0,0,1,-1,0,-1,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,-1,-1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,-1,0,-1,1,0,0,0,1,1,0,-1,0,-1,1,0,-1,0,0,0,0,1,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,-1,1,0
Moreira Mendes,PSD,RO,0,1,-1,0,1,0,-1,0,1,0,0,0,0,0,-1,0,-1,0,0,-1,0,-1,-1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,-1,1,-1,0,0,1,1,0,-1,0,-1,1,0,-1,0,0,1,0,1,-1,0,0,0,0,1,1,1,-1,-1,1,-1,0,1,1,1,1,0,-1,1,0,0,-1,1,-1,1,0
Ricardo Izar,PSD,SP,-1,1,1,0,1,-1,0,-1,1,-1,0,-1,-1,1,-1,0,0,0,1,-1,-1,0,0,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,-1,0,1,-1,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,-1,-1,1,-1,0,1,1,1,0,-1,-1,1,0,1,-1,1,1,1,1
Leonardo Gadelha,PSC,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1,1,0,0
Nice Lobão,PSD,MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,1,-1,0,0
Paulo Ferreira,PT,RS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
João Lyra,PSD,AL,0,0,0,0,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0
Silas Câmara,PSD,AM,0,0,0,0,0,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,-1,0,-1,1,0,-1,1,1,1,1,0,-1,0,1,0,1,1,1,1,0,-1,1,0,0,0,1,1,1,-1,0,1,1,0,-1,0,1,0,1
Irajá Abreu,PSD,TO,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,-1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,1,0,1
Professor Sérgio de Oliveira,PSC,PR,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1,1,1,0
Jorginho Mello,PR,SC,-1,1,0,0,0,-1,-1,-1,-1,1,0,-1,0,1,-1,1,0,0,0,-1,0,-1,-1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,-1,0,-1,1,0,-1,1,0,0,0,1,-1,1,0,1,1,1,1,1,-1,-1,1,1,0,1,1,1,0,1,-1,1,1,0,-1,0,0,1,1
Dr. Luiz Fernando,PSD,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Renato Andrade,PP,MG,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0
Eurico Júnior,PV,RJ,0,0,0,0,0,0,-1,0,0,-1,1,-1,1,0,0,1,-1,0,1,0,-1,-1,-1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,-1,-1,1,1,1,0,0,-1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-1,1,0,1,0,-1,1,1,0,0,1,1,1,1,0,1,1,0,0,-1,1,1,0
Manuel Rosa Neca,PR,RJ,-1,1,1,1,1,-1,-1,-1,-1,1,1,-1,0,1,-1,1,0,-1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,-1,1,1,1,1,0,0,1,0,0,-1,0,-1,1,0,0,1,1,1,1,1,-1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,-1,0,0,1,-1,-1,1,1,1
Margarida Salomão,PT,MG,-1,1,-1,-1,-1,0,-1,-1,-1,1,1,-1,1,-1,0,1,-1,-1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,-1,-1,-1,-1,-1,1,0,0,1,1,0,-1,0,-1,1,0,0,1,1,0,-1,1,-1,-1,1,1,-1,1,0,1,-1,1,1,-1,0,-1,1,0,-1,0,0,1,1,1,0,0,-1,1,-1
Paulão,PT,AL,-1,1,0,-1,-1,-1,-1,-1,-1,1,0,-1,1,-1,-1,0,0,-1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,0,-1,-1,-1,1,1,0,1,1,0,-1,0,-1,1,0,-1,1,0,-1,-1,1,-1,1,1,0,0,1,1,1,0,-1,-1,-1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,-1
