nome,partido,uf,MPV 136/2003,MPV 139/2003,MPV 139/2003,MPV 139/2003,MPV 140/2003,MPV 140/2003,MPV 141/2003,MPV 143/2003,MPV 144/2003,MPV 144/2003,MPV 144/2003,MPV 144/2003,MPV 147/2003,MPV 148/2003,MPV 153/2003,MPV 153/2003,MPV 153/2003,MPV 153/2003,MPV 153/2003,MPV 154/2003,MPV 154/2003,MPV 155/2003,MPV 155/2003,MPV 160/2003,MPV 160/2003,MPV 161/2004,MPV 165/2004,MPV 165/2004,MPV 165/2004,MPV 166/2004,MPV 167/2004,MPV 167/2004,MPV 167/2004,MPV 167/2004,MPV 167/2004,MPV 167/2004,MPV 168/2004,MPV 168/2004,MPV 169/2004,MPV 177/2004,MPV 177/2004,MPV 179/2004,MPV 182/2004,MPV 182/2004,MPV 182/2004,MPV 182/2004,MPV 183/2004,MPV 183/2004,MPV 183/2004,MPV 183/2004,MPV 183/2004,MPV 183/2004,MPV 183/2004,MPV 191/2004,MPV 191/2004,MPV 191/2004,MPV 192/2004,MPV 192/2004,MPV 192/2004,MPV 192/2004,MPV 194/2004,MPV 195/2004,MPV 196/2004,MPV 196/2004,MPV 196/2004,MPV 196/2004,MPV 198/2004,MPV 198/2004,MPV 198/2004,MPV 198/2004,MPV 198/2004,MPV 200/2004,MPV 200/2004,MPV 201/2004,MPV 206/2004,MPV 206/2004,MPV 207/2004,MPV 207/2004,MPV 207/2004,MPV 207/2004,MPV 208/2004,MPV 219/2004,MPV 219/2004,MSC 205/2004,MSC 205/2004,MSC 210/2004,MSC 411/2003,MSC 62/2004,PDC 13/2003,PEC 101/2003,PEC 101/2003,PEC 227/2004,PEC 227/2004,PEC 228/2004,PEC 228/2004,PEC 254/2000,PEC 285/2004,PEC 438/2001,PEC 574/2002,PEC 574/2002,PEC 574/2002,PEC 575/1998,PL 2399/2003,PL 2399/2003,PL 2399/2003,PL 2401/2003,PL 2401/2003,PL 2401/2003,PL 2546/2003,PL 3476/2004,PLP 188/2004,PLP 22/2003,PLP 72/2003,PLP 72/2003,PLP 72/2003,PLP 72/2003,PLP 76/2003,PLP 76/2003
Arnaldo Faria de Sá,PTB,SP,1,0,-1,0,1,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,0,1,0,-1,1,1,-1,1,0,1,-1,1,-1,1,1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,0,1,1,-1,0,-1,1,0,-1,1,1,-1,-1,1,1,-1,0,-1,-1,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,0,1,1,1,-1,1,1,1,1,-1,0,-1,-1,1,0,1,1,1,1,1,1,0,1,-1,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,1
Milton Monti,PL,SP,-1,-1,0,-1,0,0,-1,-1,0,1,-1,1,-1,0,0,1,-1,1,-1,0,1,0,-1,1,-1,0,0,1,-1,0,0,-1,1,1,0,1,-1,1,-1,0,-1,-1,0,-1,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,1,-1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,-1,0,-1,1,0,-1,1,1,1,0,0,1,1,1,1,1
Michel Temer,PMDB,SP,-1,0,0,-1,-1,0,-1,-1,0,0,0,1,0,0,0,1,0,0,-1,1,0,0,-1,0,0,1,0,0,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,1,0,0,0,0,0,1,0,0,0,-1,0,0,-1,1,0,0,0,0,0,1,0,1,0
Wanderval Santos,PL,SP,0,-1,1,0,0,0,-1,0,0,0,0,1,-1,1,-1,1,-1,1,-1,0,1,0,-1,1,-1,0,0,1,0,-1,-1,-1,0,0,-1,1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,1,-1,1,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,-1,-1,0,-1,0,-1,1,-1,-1,1,-1,-1,0,0,1,1,0,1,0,0,1,-1,1,0,1,1,1,0,1,0,0,1,1,-1,0,-1,1,0,0,0,1,1,-1,1,1,1,1,1,1
Medeiros,PL,SP,-1,-1,1,0,0,0,0,-1,0,0,-1,1,0,0,-1,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,-1,0,-1,-1,1,1,0,0,0,-1,0,0,-1,-1,0,0,0,1,-1,0,0,-1,1,0,0,0,0,-1,0,0,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1,1,-1,-1,0,0,1,0,0,1,0,0,1,1,1,-1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
Valdemar Costa Neto,PL,SP,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,-1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,1,0,0,0,1,0,1,1,0
Cláudio Magrão,PPS,SP,-1,-1,1,-1,-1,0,-1,-1,0,1,-1,1,-1,-1,-1,1,-1,1,-1,0,0,-1,-1,1,-1,0,0,1,-1,-1,0,0,1,1,-1,1,-1,-1,0,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,0,-1,0,-1,0,0,0,0,0,0,-1,1,-1,-1,1,-1,-1,-1,0,1,1,1,1,1,0,1,1,1,-1,1,1,1,0,1,1,1,1,1,-1,0,0,1,-1,1,1,1,1,1,1,1,-1,1,1,1
Gilberto Kassab,PFL,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
Corauci Sobrinho,PFL,SP,0,-1,1,1,1,-1,1,-1,1,-1,1,1,1,-1,1,-1,1,-1,1,0,1,1,-1,-1,1,1,1,-1,1,-1,1,1,-1,-1,1,-1,1,-1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,-1,1,-1,-1,0,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,0,-1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,0,0,0,0,-1,1
Marcos Abramo,PFL,SP,0,0,0,0,0,0,1,0,1,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,-1,0,1,1,0,1,0,0,-1,0,1
Luiz Carlos Santos,PFL,SP,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,-1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,-1,1,1
João Batista,PFL,SP,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,-1,-1,0,0,0,1,-1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,-1,0,1
Luiza Erundina,PSB,SP,0,-1,0,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,1,0,0,0,-1,-1,-1,1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,1,0,0,0,0,0,-1,-1,-1,0,0,1,1,1,0,0,1,-1,1,0,1,0,0,0,1,1,-1,-1,1,0,0,0,0,-1,-1,0,1,1,1,0,0,0,0,1,1
Dr. Evilásio,PSB,SP,-1,0,0,-1,0,0,0,0,-1,1,0,1,-1,1,0,1,-1,1,-1,0,1,-1,-1,0,-1,1,-1,1,-1,-1,-1,-1,1,1,0,0,-1,1,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,1,0,-1,0,-1,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,0,-1,1,0,0,-1,-1,1,0,-1,-1,0,1,1,1,1,0,0,1,1,1,-1,1,1,1,0,0,1,-1,-1,1,0,0,-1,1,-1,-1,1,1,0,1,1,1,-1,1,1,0
Jovino Cândido,PV,SP,0,0,0,1,1,0,1,0,1,-1,1,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,1,-1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,-1,1,1,0,0,0,1,1,0,0,0,-1,-1,1,-1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,-1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,-1,1,1,1,1,1,1,0,0,0,0,0,1
Marcelo Ortiz,PV,SP,0,-1,1,-1,0,-1,-1,-1,-1,0,0,1,-1,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,1,-1,-1,-1,-1,1,0,-1,-1,-1,1,-1,-1,0,-1,0,-1,1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,0,-1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,-1,0,0,-1,-1,-1,1,0,1,1,1,1,1,1,1,1
Carlos Sampaio,PSDB,SP,1,0,0,0,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1,1,0,0,1,1,1,-1,1,0,0,-1,1,1,1,1,0,0,0,0,0,0,1,-1,1,1,-1,1,0,0,0,0,0
Lobbe Neto,PSDB,SP,1,0,0,0,1,-1,1,0,0,0,0,0,0,1,1,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,-1,0,0,0,0,0,0,-1,1,0,1,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,-1,1,1,0,0,1,-1,0,0,1,1,1,-1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,-1,1,-1,1,-1,0,1
Alberto Goldman,PSDB,SP,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,1,-1,1,-1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,-1,1,-1,0,0
Aloysio Nunes Ferreira,PSDB,SP,1,0,0,0,0,-1,1,0,0,0,0,0,1,1,1,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,-1,1,0,0,0,0,0,1
Antonio Carlos Pannunzio,PSDB,SP,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,-1,1,1,0,0,1,-1,1,-1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,-1,0,1,-1,1,-1,0,1
Paulo Kobayashi,PSDB,SP,1,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,-1,1,1,1,0,1,1,1,-1,1,1,1,-1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,-1,1,0,0,0
Julio Semeghini,PSDB,SP,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,-1,-1,-1,1,0,0,1,1,1,-1,0,1,0,-1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,-1,1,1,0,1
Walter Feldman,PSDB,SP,1,0,0,0,0,-1,1,0,0,0,0,0,0,1,1,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,1,0,0,0,0,0,0,-1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,-1,1,-1,0,0
Antonio Carlos Mendes Thame,PSDB,SP,1,0,0,0,1,-1,1,0,0,0,0,0,0,1,1,0,0,0,0,-1,-1,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,1,0,0,1,-1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,-1,0,0,0,0,0,0
Enéas,PRONA,SP,1,0,0,0,0,1,1,0,0,-1,1,-1,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,-1,1,0,0,1,1,-1,1,0,1,0,0,0,-1,1,1,0,0,0,0,-1,1,1,0,1,-1,0,0,0,0,0,0,-1
Jamil Murad,PCdoB,SP,-1,-1,0,0,-1,0,0,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,0,-1,1,0,1,-1,0,1,0,-1,-1,0,1,1,1,1,1,0,1,-1,1,-1,1,1,1,0,1,1,1,0,1,-1,0,0,0,-1,-1,1,1,1,0,0,0,-1,1,1,1
Aldo Rebelo,PCdoB,SP,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Darci Coelho,PFL,TO,-1,0,1,-1,-1,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Homero Barreto,PTB,TO,-1,-1,1,-1,0,-1,1,-1,-1,1,0,1,0,0,0,0,-1,0,-1,0,0,-1,0,1,-1,1,-1,0,0,-1,0,-1,0,1,-1,1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,-1,0,-1,-1,1,-1,1,-1,-1,1,-1,0,-1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,-1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0
Kátia Abreu,PFL,TO,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,-1,1,0,0,1,-1,0,1,0,1,0,0,-1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1
Maurício Rabelo,PL,TO,0,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1,0,1,-1,1,0,0,0,0,0,1,-1,1,-1,1,-1,0,0,-1,0,1,0,1,-1,1,-1,-1,-1,-1,0,0,0,-1,-1,-1,0,-1,1,-1,0,0,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,0,-1,-1,1,-1,1,-1,-1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,-1,0,-1,1,0,-1,1,1,1,1,0,0,0,0,1,1
Eduardo Gomes,PSDB,TO,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,0,0,0,0,1,-1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,-1,1,-1,0,0
Ronaldo Dimas,PSDB,TO,1,0,0,0,0,0,1,0,0,0,0,0,-1,-1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,1,1,1,0,1,1,0,-1,1,1,1,-1,0,1,1,1,1,0,0,0,0,0,0,0,1,-1,1,0,-1,1,-1,0,1
Olavo Calheiros,PMDB,AL,-1,0,1,0,0,0,-1,0,-1,1,-1,1,0,1,0,0,-1,1,0,0,0,-1,-1,1,-1,1,0,1,-1,-1,0,0,1,0,-1,1,-1,1,0,0,0,-1,0,-1,-1,-1,0,0,0,0,1,0,1,-1,0,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,0,0,1,-1,1,-1,0,0,-1,0,0,0,1,1,1,1,0,0,1,-1,0,0,0,1,1,0,1,1,1,1,1,0,0,-1,0,-1,-1,0,1,1,1,0,0,0,0,0,1
João Caldas,PL,AL,0,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,1,1,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,-1,0,-1,1,0,0,0,1,0,0,0,0,0,0
Givaldo Carimbão,PSB,AL,0,-1,0,0,-1,0,0,0,0,1,0,1,-1,0,-1,0,0,1,0,1,1,0,-1,1,0,1,0,0,0,-1,0,0,1,1,0,0,-1,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,1,0,0,-1,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,-1,1,0,0,0,0,0,1,1,1,1,0,1,-1,0,0,1,0,1,-1,1,1,1,0,1,0,0,0,0,0,-1,0,0,0,1,0,0,-1,0,0,0
Helenildo Ribeiro,PSDB,AL,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,-1,1,1,0,0,1,-1,1,-1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,-1,1,-1,0,1
Lupércio Ramos,PPS,AM,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,1,-1,-1,-1,1,-1,1,-1,0,0,-1,-1,1,-1,1,-1,1,-1,-1,-1,0,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,0,0,0,-1,0,-1,-1,-1,-1,0,0,1,-1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,0,1,1,1,-1,1,1,1,0,1,1,1,1,1,-1,0,-1,1,-1,1,1,1,1,1,0,0,0,0,1,1
Eduardo Seabra,PTB,AP,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,1,0,1,-1,0,-1,1,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,-1,-1,-1,0,0,0,-1,-1,-1,0,-1,1,-1,1,-1,-1,1,-1,-1,-1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,-1,0,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1
Coronel Alves,PL,AP,-1,-1,1,-1,0,-1,-1,-1,-1,0,0,0,0,1,-1,1,0,1,-1,1,1,-1,-1,1,-1,1,0,1,-1,0,-1,-1,0,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,1,-1,1,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,0,-1,1,-1,1,-1,-1,1,-1,0,-1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,-1,1,-1,-1,1,1,1,1,1,1,1,1,0,1
Josias Gomes,PT,BA,-1,0,0,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,0,1,-1,1,-1,0,0,-1,-1,1,0,0,0,0,0,0,0,-1,1,1,-1,1,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,0,0,-1,0,0,-1,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,1,-1,1,-1,0,1,-1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,-1,0,-1,1,-1,-1,1,0,1,1,1,0,1,1,0,1
Guilherme Menezes,PT,BA,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,1,1,-1,1,1,1,0,1,1,1,1,1,-1,0,-1,1,-1,-1,1,1,1,1,1,1,-1,1,1,1
Reginaldo Germano,PFL,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paulo Magalhães,PFL,BA,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,-1,1,1,0,1,1,0,1,1,1,0,-1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1
Edson Duarte,PV,BA,0,-1,0,-1,0,0,-1,0,-1,1,0,1,-1,-1,0,1,0,0,0,0,1,-1,-1,1,-1,0,-1,1,0,-1,-1,-1,1,-1,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,0,0,-1,-1,-1,0,0,0,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,-1,0,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,0,-1,-1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,-1,0,-1,-1,0,0,1,0,1,1,0,0,0,0,1,1
