nome,partido,uf,MPV 225/2004,MPV 227/2004,MPV 228/2004,MPV 231/2004,MPV 232/2004,MPV 233/2004,MPV 241/2005,MPV 241/2005,MPV 241/2005,MPV 241/2005,MPV 241/2005,MPV 242/2005,MPV 242/2005,MPV 242/2005,MPV 245/2005,MPV 248/2005,MPV 248/2005,MPV 248/2005,MPV 248/2005,MPV 248/2005,MPV 248/2005,MPV 248/2005,MPV 248/2005,MPV 249/2005,MPV 249/2005,MPV 249/2005,MPV 250/2005,MPV 250/2005,MPV 250/2005,MPV 251/2005,MPV 252/2005,MPV 252/2005,MPV 252/2005,MPV 255/2005,MPV 256/2005,MPV 257/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 259/2005,MPV 259/2005,MPV 260/2005,MPV 264/2005,PDC 1274/2004,PDC 1274/2004,PDC 1353/2004,PEC 227/2004,PEC 227/2004,PEC 227/2004,PEC 227/2004,PEC 227/2004,PEC 227/2004,PEC 227/2004,PEC 7/2003,PEC 7/2003,PL 1144/2003,PL 2401/2003,PL 2401/2003,PL 2401/2003,PL 2401/2003,PL 2401/2003,PL 3627/2004,PL 4559/2004,PL 4955/2005,PL 5524/2005,PL 5524/2005,PL 5524/2005,PLP 187/1997,PLP 244/2005,PRC 248/2005,PRC 248/2005,REQ 1452/2003
Telma de Souza,PT,SP,1,0,-1,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,-1,0,0,0,0,1,0,-1,-1,0,0,0,-1,0,-1,-1,1,-1,0,-1,0,-1,0,0,1,1,0,-1,1,0,0,0,1,1,1,1,0,1,1,1,1,-1,1,0,-1,0,0,-1,1,1,1,1,0
Mariângela Duarte,PT,SP,1,-1,-1,-1,0,0,1,1,-1,-1,-1,1,0,1,0,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,1,-1,-1,0,1,1,1,1,0,1,1,1,1,-1,0,0,-1,0,0,0,1,1,1,1,0
Angela Guadagnin,PT,SP,1,-1,-1,0,0,0,1,1,-1,-1,-1,0,0,0,0,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,0,1,1,-1,0,-1,-1,-1,-1,0,-1,-1,1,-1,0,0,-1,-1,1,-1,1,1,0,-1,0,-1,-1,-1,1,1,1,1,0,1,-1,-1,1,1,1,0,-1,1,1,-1,1,1,1,0,0
Luciano Zica,PT,SP,1,-1,-1,-1,0,0,0,1,-1,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,1,1,-1,1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,0,1,-1,0,0,0,-1,1,-1,0,1,1,1,1,0,0,1,1,1,-1,-1,0,1,0,1,-1,0,1,0,1,1,0
Ricardo Izar,PTB,SP,1,-1,-1,-1,0,0,1,1,-1,0,0,1,0,1,0,-1,-1,0,-1,0,0,0,-1,0,0,0,-1,-1,-1,1,1,1,0,1,0,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,0,-1,-1,1,-1,-1,0,0,0,1,1,-1,1,1,1,0,0,-1,1,1,1,1,1,0,1,-1,1,1,0,1,0,1,1,0
Dimas Ramalho,PPS,SP,1,-1,-1,-1,-1,0,0,1,0,0,0,-1,-1,0,0,-1,1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,1,1,-1,-1,1,1,0,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,0,1,-1,1,1,1,0,1,0,0,0
Vicente Cascione,PTB,SP,0,-1,0,0,0,0,1,0,0,-1,0,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,-1,0,0,1,1,0
Zulaiê Cobra,PSDB,SP,-1,1,1,0,-1,0,-1,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,1,-1,0,1,1,1,0,0,-1,1,1,1,1,1,0,0,0,0,0,0,0,0,-1,0,0
Elimar Máximo Damasceno,PRONA,SP,-1,1,0,0,-1,0,-1,0,0,0,0,-1,-1,-1,0,-1,0,-1,1,1,0,0,-1,0,0,0,0,0,0,-1,0,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,-1,0,0,0,0,0
Osvaldo Biolchi,PMDB,RS,0,-1,-1,0,-1,0,1,0,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,1,1,-1,0,-1,-1,-1,-1,0,0,-1,0,-1,-1,1,0,0,1,-1,0,0,0,1,1,0,0,-1,1,0,1,1,0,1,1,1,1,1,0,1,-1,0,1,-1,0,0,1,1,0
João Lyra,PTB,AL,1,-1,0,-1,0,0,1,1,0,0,-1,1,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,0,0,1,-1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,-1,1,1,1,1,0
Humberto Michiles,PL,AM,0,0,-1,0,0,0,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,-1,0,-1,-1,-1,0,1,0,1,1,1,-1,-1,1,0,-1,0,0,-1,-1,0,-1,0,-1,-1,-1,1,-1,0,1,0,0,1,1,-1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0
Janete Capiberibe,PSB,AP,1,0,-1,-1,0,0,1,1,0,0,0,1,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,1,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Almeida,PCdoB,BA,1,-1,-1,-1,0,0,1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,0,-1,1,1,0,-1,1,1,1,1,0,0,0,1,0,-1,1,1,-1,1,-1,-1,1,1,1,1,0
Gonzaga Mota,PSDB,CE,-1,1,0,1,-1,0,-1,-1,0,0,0,-1,-1,0,0,0,1,-1,-1,0,0,0,-1,0,0,0,0,0,0,-1,1,1,0,-1,-1,1,0,0,0,0,0,-1,0,0,0,0,1,1,1,1,-1,1,1,1,-1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0
Marcus Vicente,PTB,ES,1,0,-1,0,0,0,0,0,-1,0,-1,1,0,-1,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,-1,0,0,1,0,1,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,-1,0,-1,-1,-1,0,1,1,0,-1,-1,1,1,1,1,0,1,1,-1,0,0,0,1,0,0,1,-1,1,0,1,1,0
Sandro Mabel,PL,GO,0,1,0,0,0,0,1,0,-1,-1,-1,1,0,0,0,-1,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0,-1,-1,1,0,-1,1,-1,-1,0,0,-1,0,0,1,1,-1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0
Pedro Novais,PMDB,MA,1,0,0,-1,0,0,1,1,0,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,0,0,0,0,1,1,0,0,0,-1,0,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,1,1,-1,1,1,0,1,1,1,1,-1,1,1,1,0,0,1,0,0
César Bandeira,PFL,MA,1,-1,-1,-1,-1,0,1,1,0,0,0,-1,-1,1,0,0,-1,-1,0,-1,-1,-1,-1,0,0,-1,0,0,0,0,1,1,1,1,1,0,0,-1,-1,-1,0,0,-1,-1,1,-1,-1,0,-1,0,1,-1,0,0,1,-1,1,0,0,-1,1,1,1,1,-1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0
Eliseu Resende,PFL,MG,-1,1,1,1,-1,0,-1,0,0,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,-1,-1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Antonio Cruz,PTB,MS,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Asdrubal Bentes,PMDB,PA,1,-1,-1,-1,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,-1,0,-1,-1,-1,0,-1,-1,-1,0,0,0,1,1,1,0,0,1,-1,-1,0,0,-1,-1,0,-1,-1,1,0,-1,-1,-1,-1,1,0,1,-1,0,1,1,-1,-1,1,1,0,0,0,-1,1,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,0
Miguel Arraes,PSB,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chico da Princesa,PL,PR,1,1,-1,0,0,0,1,1,-1,-1,-1,1,0,0,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,1,0,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,0,0,1,1,0,-1,-1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,-1,1,0,1,1,0
Laura Carneiro,PFL,RJ,-1,1,0,0,-1,0,-1,-1,0,0,0,-1,-1,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,-1,1,0,1,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,1,1,-1,1,1,1,-1,1,1,1,0,0,-1,1,1,1,1,1,0,1,1,0,1,1,0,0,-1,0,0
Álvaro Dias,PDT,RN,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,-1,0,0,0,0,0
Nilton Capixaba,PTB,RO,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Francisco Rodrigues,PFL,RR,-1,1,0,1,-1,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,-1,0,0,-1,0,0
Nelson Marquezelli,PTB,SP,0,-1,-1,-1,0,0,1,1,-1,0,-1,1,0,1,0,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,1,1,1,1,1,0,0,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,0,0,0,1,1,0,1,1,1,1,1,-1,0,1,-1,1,1,0,1,-1,1,1,1,0,1,1,1,0
Remi Trinta,PL,MA,1,-1,-1,0,0,0,0,0,-1,-1,-1,1,1,0,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,-1,0,0,0,-1,1,1,0,0,0,0,-1,0,-1,-1,0,0,-1,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,-1,0,0,1,1,0
Carlos Melles,PFL,MG,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,1,0,0,1,0,0,0,0,0,0,0,1,1,-1,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0
Ney Lopes,PFL,RN,0,1,1,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,1,0,0,1,1,1,1,0,-1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0
Jackson Barreto,PTB,SE,1,-1,-1,0,0,0,1,1,-1,-1,-1,-1,0,1,0,-1,-1,0,0,0,0,0,-1,0,0,0,-1,-1,-1,-1,0,0,0,0,1,-1,0,0,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,0,0,-1,1,1,0,-1,1,1,-1,1,0,0,1,1,-1,1,1,1,1,1,1,0,-1,1,1,1,1,1,1,1,0
Neuton Lima,PTB,SP,0,-1,-1,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,1,-1,0,0,-1,-1,-1,-1,0,-1,-1,0,-1,-1,1,1,1,0,1,-1,0,1,-1,-1,0,0,-1,-1,1,0,-1,1,0,0,1,-1,-1,0,0,1,1,1,-1,1,1,1,0,0,-1,0,0,-1,1,1,0,1,0,-1,1,0,0,1,1,1,0
Osvaldo Reis,PMDB,TO,0,-1,-1,0,-1,0,1,1,0,0,0,1,0,1,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,1,-1,-1,-1,-1,-1,-1,0,-1,0,1,-1,-1,1,-1,-1,0,-1,0,0,0,1,1,0,0,1,1,0,1,0,-1,1,1,1,1,1,1,1,-1,0,1,0,0,0,0,0,0
Osvaldo Coelho,PFL,PE,-1,0,1,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1
Robson Tuma,PFL,SP,-1,0,1,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,1,0,0,0,0,0,0,0,0,1,-1,0,0,-1,0,1,1,-1,0,1,1,-1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
José Mendonça Bezerra,PFL,PE,-1,1,1,0,-1,0,-1,-1,0,0,0,-1,0,-1,0,0,1,0,0,0,1,0,-1,-1,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0
Josias Quintal,PSB,RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,-1,0,0,1,1,0,0,0
Enio Bacci,PDT,RS,1,1,-1,0,-1,0,0,0,0,0,0,-1,-1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,-1,-1,0,1,1,1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,-1,1,0,0,1,1,0,0,0
Paulo Cesar de Oliveira Lima,PMDB,SP,0,0,0,0,-1,0,0,1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,-1,0,0,0,0,0,1,1,0
José Chaves,PTB,PE,1,0,-1,0,0,0,1,0,0,0,-1,1,0,0,0,0,-1,0,0,0,-1,0,-1,0,0,0,0,-1,0,1,1,0,0,1,0,-1,0,-1,0,-1,0,0,-1,0,0,0,0,1,-1,-1,0,0,1,0,0,0,0,1,-1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,-1,1,1,0,0,1,0
José Múcio Monteiro,PTB,PE,0,0,0,0,0,0,1,1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,-1,0,0,-1,-1,0,0,-1,-1,1,0,-1,-1,0,-1,0,-1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0
Hamilton Casara,PSDB,RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,0,0,0,0,0,1,1,0,-1,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Luciano Castro,PL,RR,1,1,-1,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,1,-1,0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,1,1,-1,1,1,0,1,1,0,-1,-1,0,1,1,1,0,0,1,0,1,0,0,1,-1,1,1,0,1,1,1,1,0
Júlio Redecker,PSDB,RS,0,1,1,0,-1,0,-1,-1,0,0,0,-1,-1,-1,-1,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,1,0,0,-1,-1,1,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,-1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,-1,0,0
Badu Picanço,PL,AP,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,-1,0,0,1,1,1,0,0,0,0,0,-1,-1,0,0,-1,-1,1,-1,0,0,0,0,0,-1,-1,-1,0,0,1,-1,-1,-1,1,1,1,1,0,1,1,1,1,1,0,1,-1,0,1,-1,1,1,1,0,0
Jurandil Juarez,PMDB,AP,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Domiciano Cabral,PSDB,PB,0,1,1,0,-1,0,0,0,0,0,0,-1,-1,-1,0,0,1,-1,0,1,0,0,-1,0,0,0,0,0,0,-1,0,1,1,-1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,-1,1,1,1,0,0,1,1,-1,0,0,1,1,0,-1,0,1,1,-1,1,0,0,0,1,1,1,0,1,-1,0,0
Carlos Batata,PSDB,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Ivan Paixão,PPS,SE,1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,1,0,-1,-1,-1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,1,-1,-1,1,0,-1,1,1,-1,-1,1,1,-1,-1,1,1,1,1,0,1,1,1,1,1,1,1,-1,0,1,1,1,0,-1,0,0
José Dirceu,PT,SP,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,1,1,0
Ricardo Berzoini,PT,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,1,0,1,0,0,0,0,-1,0,-1,0,-1,-1,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,-1,1,0,0,0,0
Xico Graziano,PSDB,SP,0,1,1,0,-1,0,-1,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,-1,0,0
Airton Roveda,PTB,PR,1,-1,-1,0,0,0,0,0,0,0,0,1,0,1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,1,0,-1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Iberê Ferreira,PTB,RN,0,-1,0,-1,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,-1,1,1,1,1,1,0,0,-1,0,0,0,0,0,0,0,0
Aldir Cabral,PFL,RJ,-1,1,1,0,-1,0,-1,-1,0,0,0,-1,0,-1,0,0,1,-1,-1,0,0,0,-1,0,0,0,0,0,0,1,1,1,0,-1,-1,1,0,1,0,0,0,0,0,0,0,0,1,-1,1,0,0,1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,-1,1,1,0,0,0
Miro Teixeira,PDT,RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,0,1,0,0,0,0,0,0,0,0,1,-1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,-1,1,1,0,0,0
Ary Kara,PTB,SP,0,1,-1,0,1,0,1,0,-1,-1,-1,-1,0,1,0,-1,0,0,0,0,-1,-1,-1,0,0,-1,0,-1,-1,-1,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,1,-1,0,-1,0,-1,1,0,0,1,1,1,-1,1,1,1,1,1,0,0,-1,-1,1,1,0,1,0,1,1,0,1,1,1,1,0
Marcelo Barbieri,PMDB,SP,1,-1,-1,-1,0,0,0,1,-1,-1,-1,-1,0,1,0,-1,0,0,0,0,0,-1,1,-1,-1,-1,0,0,-1,0,1,1,1,1,1,0,0,0,0,0,-1,0,-1,-1,1,-1,0,-1,-1,-1,0,-1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0
Teté Bezerra,PMDB,MT,1,-1,-1,0,-1,0,1,1,-1,-1,-1,1,0,1,0,0,0,0,0,0,0,-1,1,-1,-1,-1,0,-1,-1,-1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,0,-1,1,1,0,-1,1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,0,1,-1,0,0,0,1,1,1,1,0
Edinho Bez,PMDB,SC,0,0,0,0,0,0,0,1,0,0,-1,0,0,1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,-1,0,0,-1,0,0,0,1,1,0,-1,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,1,-1,0,0,0,1,1,1,1,0
Albérico Filho,PMDB,MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,-1,-1,0,-1,-1,1,-1,0,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
João Magalhães,PMDB,MG,-1,0,-1,0,0,0,0,1,-1,0,-1,1,0,1,0,-1,-1,0,0,0,-1,-1,0,1,-1,-1,-1,-1,-1,0,1,0,0,1,1,-1,0,-1,0,0,-1,0,-1,-1,1,0,0,1,-1,-1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,-1,0,0,1,0,1,0,1,0,-1,1,-1,1,0,1,1,0
Silvio Torres,PSDB,SP,-1,1,1,1,-1,1,-1,-1,0,0,0,-1,-1,-1,0,1,1,-1,-1,0,0,0,-1,0,0,0,0,0,0,1,-1,1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,1,1,-1,0,1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,0,1,-1,-1,1,1,1,1,-1,0,0
Mauro Benevides,PMDB,CE,1,-1,-1,1,0,0,1,1,-1,0,-1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,0,-1,0,-1,-1,-1,1,1,1,1,1,-1,0,-1,0,-1,-1,0,0,-1,0,-1,-1,1,-1,-1,1,-1,1,1,0,0,1,1,0,1,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,0
Chico Sardelli,PFL,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
