nome,partido,uf,MPV 225/2004,MPV 227/2004,MPV 228/2004,MPV 231/2004,MPV 232/2004,MPV 233/2004,MPV 241/2005,MPV 241/2005,MPV 241/2005,MPV 241/2005,MPV 241/2005,MPV 242/2005,MPV 242/2005,MPV 242/2005,MPV 245/2005,MPV 248/2005,MPV 248/2005,MPV 248/2005,MPV 248/2005,MPV 248/2005,MPV 248/2005,MPV 248/2005,MPV 248/2005,MPV 249/2005,MPV 249/2005,MPV 249/2005,MPV 250/2005,MPV 250/2005,MPV 250/2005,MPV 251/2005,MPV 252/2005,MPV 252/2005,MPV 252/2005,MPV 255/2005,MPV 256/2005,MPV 257/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 259/2005,MPV 259/2005,MPV 260/2005,MPV 264/2005,PDC 1274/2004,PDC 1274/2004,PDC 1353/2004,PEC 227/2004,PEC 227/2004,PEC 227/2004,PEC 227/2004,PEC 227/2004,PEC 227/2004,PEC 227/2004,PEC 7/2003,PEC 7/2003,PL 1144/2003,PL 2401/2003,PL 2401/2003,PL 2401/2003,PL 2401/2003,PL 2401/2003,PL 3627/2004,PL 4559/2004,PL 4955/2005,PL 5524/2005,PL 5524/2005,PL 5524/2005,PLP 187/1997,PLP 244/2005,PRC 248/2005,PRC 248/2005,REQ 1452/2003
Murilo Zauith,PFL,MS,0,1,1,1,-1,0,-1,-1,0,0,0,-1,-1,-1,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,-1,-1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,-1,0,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
Carlos Abicalil,PT,MT,1,0,-1,-1,0,0,1,1,-1,-1,-1,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,1,0,1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,0,-1,-1,-1,0,-1,1,1,0,0,1,-1,-1,-1,1,1,1,1,0,1,0,1,-1,-1,1,1,0,1,0,-1,1,1,1,1,0
Wellington Fagundes,PL,MT,1,0,0,0,0,0,1,0,-1,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
Celcita Pinheiro,PFL,MT,0,0,1,1,-1,0,-1,-1,0,0,0,-1,-1,-1,0,0,1,-1,-1,0,0,0,-1,0,0,0,0,0,0,-1,1,1,1,-1,-1,-1,0,1,0,0,0,0,0,0,1,0,0,-1,0,0,-1,1,0,0,-1,0,1,1,-1,1,1,1,1,1,-1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0
Ricarte de Freitas,PTB,MT,1,0,-1,0,0,0,1,1,0,0,0,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,0,1,1,0,-1,0,0,0,0,-1,0,-1,0,1,-1,0,1,-1,-1,1,0,0,0,0,0,1,-1,-1,1,1,1,1,0,-1,0,1,1,0,0,0,0,0,1,-1,0,1,0,0,0,0
Thelma de Oliveira,PSDB,MT,-1,1,1,0,-1,0,-1,-1,0,0,0,-1,-1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,-1,-1,1,0,1,0,0,0,0,0,1,0,0,-1,1,-1,1,0,0,0,0,0,0,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,0,1,0,-1,1,1,0,1,0,0,0
Paulo Rocha,PT,PA,0,-1,-1,-1,0,0,1,1,-1,-1,-1,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,0,-1,-1,-1,1,1,0,0,0,1,1,1,1,1,0,0,-1,0,0,0,0,0,1,1,0
Zé Geraldo,PT,PA,1,-1,-1,-1,0,0,1,1,-1,-1,-1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1,1,-1,-1,1,-1,1,1,0,-1,1,-1,0,-1,0,1,1,0,0,1,1,1,1,1,0,0,-1,0,1,0,0,1,1,1,0
Josué Bengtson,PTB,PA,1,1,-1,0,0,0,1,1,0,0,0,1,0,1,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,1,1,1,1,1,-1,0,0,-1,-1,-1,0,-1,-1,1,-1,-1,1,0,0,0,-1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,-1,1,1,0,1,0,0,1,1,1,1,0,0,0
Ann Pontes,PMDB,PA,0,-1,-1,0,0,0,1,1,-1,-1,-1,1,0,1,0,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,0,1,1,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,1,0,-1,1,-1,-1,1,1,1,0,0,-1,1,1,1,-1,-1,0,0,-1,0,0,0,0,0,1,1,0
José Priante,PMDB,PA,1,0,-1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-1,0,1,1,1,0,0,-1,0,1,1,1,0,0,1,-1,1,0,-1,0,0,1,0,0
Raimundo Santos,PL,PA,1,-1,-1,0,0,0,1,0,-1,-1,-1,1,0,0,0,-1,1,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,1,0,0,0,1,0,-1,1,-1,-1,0,-1,-1,-1,1,-1,-1,1,-1,0,0,-1,1,1,0,0,1,-1,-1,1,0,1,1,1,0,0,0,0,0,0,0,1,-1,0,1,0,1,0,1,1,0
Vic Pires Franco,PFL,PA,-1,1,0,0,-1,0,-1,-1,0,0,0,-1,-1,-1,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,1,1,1,0,-1,-1,1,0,0,0,0,0,0,0,0,-1,0,1,-1,0,0,-1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0
Anivaldo Vale,PSDB,PA,-1,0,1,0,-1,0,-1,-1,0,0,0,-1,-1,-1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,-1,-1,0,0,1,0,0,0,0,0,0,-1,0,-1,1,0,1,-1,1,1,1,0,0,1,1,-1,1,1,1,1,1,-1,1,0,1,0,0,0,1,1,-1,1,1,1,0,0,0,0
Zenaldo Coutinho,PSDB,PA,-1,1,1,0,-1,0,0,0,0,0,0,-1,-1,-1,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,-1,1,0,0,-1,1,0,1,1,0,0,0,1,1,-1,1,1,1,1,1,0,-1,-1,-1,1,1,0,0,0,1,0,0,0,1,-1,0,0
Nilson Pinto,PSDB,PA,-1,1,1,1,-1,0,-1,-1,0,0,0,-1,-1,-1,0,0,1,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,-1,1,0,0,0,-1,1,1,-1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0
Luiz Couto,PT,PB,1,-1,-1,-1,0,0,0,0,-1,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,0,-1,1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,1,1,0
Carlos Dunga,PTB,PB,1,-1,-1,0,0,0,1,1,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,-1,1,1,1,-1,0,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,1,-1,-1,0,0,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,0,0,1,1,1,1,0,0,0,0
Wellington Roberto,PL,PB,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,-1,1,1,1,-1,1,0,0,1,0,-1,-1,0,-1,-1,1,0,0,-1,0,-1,1,0,1,1,0,0,1,-1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,-1,1,1,0,0,0
Benjamin Maranhão,PMDB,PB,1,-1,-1,-1,0,0,0,0,0,0,-1,1,-1,1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,-1,-1,0,0,0,0,1,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,1,-1,1,-1,1,0,0,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0
Maurício Rands,PT,PE,1,0,-1,0,0,0,0,0,-1,-1,-1,1,0,0,0,-1,-1,-1,0,-1,-1,-1,0,0,-1,-1,0,0,-1,-1,1,0,-1,1,0,0,-1,0,-1,-1,0,0,0,-1,1,0,-1,1,0,-1,1,0,1,1,0,-1,0,1,-1,-1,1,1,1,1,0,1,1,1,1,1,0,0,-1,1,1,-1,1,1,1,1,0
Paulo Rubem Santiago,PT,PE,1,-1,-1,0,0,0,1,1,-1,-1,-1,1,0,1,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,0,-1,1,1,-1,1,1,1,1,1,0,1,-1,1,-1,-1,1,1,-1,1,0,0,1,0,1,1,0
Carlos Eduardo Cadoca,PMDB,PE,1,0,-1,1,-1,0,1,1,0,0,0,-1,-1,0,-1,0,1,0,0,0,-1,0,-1,-1,-1,0,0,0,1,-1,1,1,0,1,1,-1,0,1,0,0,0,0,-1,0,1,0,1,-1,-1,-1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,-1,0,0,0,0,0,-1,0,0
Marcos de Jesus,PL,PE,1,0,0,0,0,0,1,1,-1,-1,-1,0,0,1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0
Roberto Freire,PPS,PE,1,-1,0,0,-1,0,-1,1,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,1,1,-1,0,0,0,0,0,-1,1,1,1,1,1,0,0,-1,-1,0,0,1,1,-1,0,0
André de Paula,PFL,PE,-1,1,1,0,-1,0,-1,-1,0,0,0,-1,-1,-1,-1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,1,-1,1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,1,1,1,-1,0,1,1,-1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
Joaquim Francisco,PFL,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Eduardo Campos,PSB,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,-1,0,-1,-1,0,-1,-1,1,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pastor Francisco Olímpio,PSB,PE,1,-1,0,0,0,0,1,1,-1,-1,-1,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,-1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,-1,-1,1,-1,-1,1,0,1,0,-1,-1,1,1,1,1,1,0,0,-1,-1,1,1,0,0,-1,0,1,0,1,1,0,-1,0
Renildo Calheiros,PCdoB,PE,1,-1,-1,0,0,0,0,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,1,-1,1,1,0,-1,1,1,-1,-1,1,1,1,1,0,-1,-1,1,-1,-1,0,1,-1,1,-1,-1,1,1,1,1,0
Moraes Souza,PMDB,PI,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,-1,-1,0,0,1,1,1,1,-1,-1,0,0,-1,-1,0,-1,-1,1,-1,0,0,-1,-1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0
Marcelo Castro,PMDB,PI,1,-1,-1,-1,0,0,1,1,-1,-1,-1,1,1,1,1,0,-1,-1,0,-1,-1,-1,1,-1,-1,-1,0,0,0,0,0,1,1,1,1,0,0,-1,-1,0,-1,-1,-1,-1,1,0,-1,1,-1,0,0,-1,1,0,0,-1,1,1,-1,-1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,-1,1,1,1,0,0
Mussa Demes,PFL,PI,-1,1,0,0,-1,0,-1,-1,0,0,0,-1,-1,-1,-1,0,1,-1,-1,0,0,0,-1,0,0,0,0,0,0,1,1,1,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,1,-1,1,-1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0
Júlio Cesar,PFL,PI,-1,0,0,1,-1,0,0,-1,0,0,0,-1,-1,-1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,1,0,0,1,1,1,1,-1,1,0,1,1,1,-1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0
Átila Lira,PSDB,PI,0,1,1,0,-1,0,-1,-1,0,0,0,-1,-1,-1,-1,0,1,-1,-1,0,0,0,-1,0,0,0,0,0,0,-1,1,1,1,-1,-1,1,0,1,0,0,0,0,0,-1,1,-1,0,-1,1,1,0,1,1,1,-1,1,1,1,0,1,1,1,1,1,-1,1,1,1,1,1,0,1,-1,1,1,1,1,1,-1,0,0
B. Sá,PPS,PI,1,-1,-1,0,0,0,1,1,-1,0,0,1,0,1,0,-1,-1,-1,-1,0,-1,-1,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0
Colombo,PT,PR,1,-1,-1,-1,0,0,1,1,-1,-1,-1,1,0,0,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,0,-1,0,1,-1,-1,0,0,-1,0,-1,-1,-1,0,-1,-1,0,1,-1,-1,-1,-1,0,0,0,1,1,0,-1,-1,0,0,-1,1,1,1,0,0,0,1,1,-1,1,0,0,0,0,1,0,1,1,1,1,0
Dr. Rosinha,PT,PR,1,-1,-1,-1,0,0,0,0,0,0,0,1,0,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,1,0,0,1,-1,1,1,0,-1,1,1,-1,1,1,1,0,0,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,1,0,0
Assis do Couto,PT,PR,1,-1,0,0,0,0,1,1,-1,-1,-1,1,0,1,0,0,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,1,0,1,1,-1,0,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,0,1,0,-1,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,-1,0,1,-1,0,-1,-1,1,1,1,1,0
Selma Schons,PT,PR,1,0,-1,-1,0,0,0,0,-1,-1,-1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,1,1,-1,0,0,-1,-1,0,0,-1,-1,1,-1,0,-1,-1,-1,0,0,1,1,0,0,1,0,-1,0,0,0,1,1,0,1,-1,0,-1,-1,1,0,-1,0,-1,-1,1,1,1,1,0
Paulo Bernardo,PT,PR,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Dra. Clair,PT,PR,1,-1,-1,-1,0,0,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,-1,0,1,1,-1,1,0,-1,-1,1,-1,1,-1,-1,-1,0,-1,1,1,0,0,1,1,-1,1,1,1,1,1,0,-1,-1,1,-1,-1,0,1,-1,0,1,-1,1,1,1,1,0
Max Rosenmann,PMDB,PR,1,1,1,0,0,0,1,1,0,0,-1,1,1,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,1,1,0,0,-1,0,0,0,0,-1,-1,-1,-1,0,1,0,0,0,-1,-1,0,0,0,-1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0
José Borba,PMDB,PR,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Moacir Micheletto,PMDB,PR,1,-1,-1,0,0,0,1,1,-1,0,-1,1,0,1,0,0,0,0,0,0,-1,0,-1,-1,-1,-1,0,0,-1,-1,1,1,1,0,1,-1,0,1,-1,0,0,0,0,-1,1,-1,0,0,-1,-1,1,-1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,-1,1,1,-1,0,0,1,1,0
Osmar Serraglio,PMDB,PR,1,0,-1,-1,0,0,1,1,-1,-1,-1,1,0,0,0,0,-1,-1,-1,0,0,-1,1,-1,-1,-1,0,-1,-1,0,1,1,0,1,1,0,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,0,-1,1,-1,0,0,1,-1,-1,1,1,1,0,1,0,1,1,1,1,1,0,1,-1,0,1,-1,0,1,1,1,0
Abelardo Lupion,PFL,PR,0,1,0,0,-1,0,-1,0,0,0,0,-1,-1,-1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,1,0,0,0,1,1,1,1,1,-1,1,1,1,1,1,0,1,1,0,0,1,0,1,-1,0,0
Eduardo Sciarra,PFL,PR,-1,1,1,1,-1,0,-1,-1,0,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1,0,1,0,0,0,0,0,0,0,0,1,-1,0,0,-1,1,1,1,-1,0,1,1,-1,1,1,1,1,0,-1,1,1,1,1,1,0,0,1,1,1,0,1,1,-1,0,0
Luiz Carlos Hauly,PSDB,PR,-1,1,1,1,-1,0,-1,-1,0,0,0,-1,-1,-1,-1,0,1,1,0,0,0,0,-1,0,0,0,0,0,0,-1,1,1,1,-1,-1,0,0,1,0,0,0,0,0,0,1,0,0,1,-1,1,0,1,1,1,-1,1,1,1,-1,1,1,1,0,1,-1,1,-1,-1,-1,-1,0,1,0,-1,1,1,1,1,0,0,0
Affonso Camargo,PSDB,PR,-1,0,1,1,-1,0,-1,-1,0,0,0,-1,-1,-1,-1,0,1,-1,-1,0,0,0,-1,0,0,0,0,0,0,-1,1,1,1,-1,-1,-1,0,1,0,0,0,0,1,1,0,1,-1,-1,-1,1,0,1,0,0,-1,0,1,1,-1,1,1,1,1,1,-1,1,1,-1,1,1,0,1,0,0,1,1,1,1,-1,0,0
Alex Canziani,PTB,PR,0,1,0,0,0,0,0,0,-1,-1,-1,-1,0,1,0,0,0,-1,-1,0,-1,0,0,-1,-1,0,0,0,-1,-1,0,0,1,0,1,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,0,0,-1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,-1,0,1,1,1,1,0,1,-1,0,1,0,0,0,1,1,0
Carlos Santana,PT,RJ,1,-1,0,0,0,0,1,1,-1,-1,-1,1,0,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,1,0,0,-1,-1,0,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,1,1,0,-1,0,0,0,-1,1,1,1,0,0,0,0,0,0,0,1,1,-1,1,1,-1,1,0,1,1,0
Chico Alencar,PT,RJ,1,-1,-1,-1,0,0,1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,1,0,-1,1,1,-1,1,1,1,0,0,-1,-1,-1,1,-1,-1,0,0,-1,0,0,0,0,0,1,1,0
Luiz Sérgio,PT,RJ,1,-1,-1,-1,0,0,1,1,-1,-1,-1,1,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,0,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,-1,1,1,1,1,0
Jorge Bittar,PT,RJ,1,-1,0,-1,0,0,1,1,-1,-1,-1,1,0,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,1,1,-1,0,-1,-1,-1,0,0,-1,-1,1,-1,-1,1,0,-1,1,-1,1,1,0,-1,0,0,0,-1,1,1,1,1,0,1,1,1,1,1,1,1,-1,1,0,-1,1,1,1,1,0
Antonio Carlos Biscaia,PT,RJ,1,-1,-1,-1,0,0,1,0,0,0,0,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,0,-1,1,-1,-1,-1,1,1,1,1,0,1,0,-1,1,1,1,1,-1,1,1,-1,1,1,1,1,0
Fernando Gonçalves,PTB,RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,0,1,-1,-1,-1,0,-1,-1,1,0,-1,-1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0
Moreira Franco,PMDB,RJ,1,0,1,0,-1,0,-1,-1,0,0,0,-1,0,-1,0,-1,1,-1,0,0,1,0,-1,0,0,0,0,0,0,-1,1,1,0,-1,-1,-1,0,0,0,1,0,0,1,0,0,0,0,1,-1,1,1,1,1,0,0,1,1,1,-1,1,1,1,1,1,-1,0,1,1,0,0,1,0,0,1,-1,1,0,1,0,-1,0
José Divino,PMDB,RJ,0,-1,-1,-1,-1,0,1,1,-1,-1,-1,1,0,1,0,-1,1,-1,-1,-1,0,-1,-1,1,1,1,0,-1,0,0,1,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,-1,-1,0,0,0,0,0,-1,1,1,1,0,1,0,0,-1,0,0,0,0,0,1,1,0
Bispo Rodrigues,PL,RJ,1,1,-1,0,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,-1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,-1,0,0,0,0,0,1,1,0
Rodrigo Maia,PFL,RJ,-1,1,1,1,-1,0,-1,-1,0,0,0,-1,-1,-1,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,1,-1,0,1,-1,1,1,-1,-1,0,1,1,-1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,-1,0,0
Reinaldo Betão,PL,RJ,0,0,0,0,0,0,1,1,-1,-1,-1,-1,0,0,0,-1,0,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,0,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0
Alexandre Cardoso,PSB,RJ,1,-1,0,0,0,0,1,1,-1,0,-1,1,0,0,0,-1,-1,-1,0,0,-1,-1,-1,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,1,0,-1,1,0,1,0,0,-1,1,-1,-1,-1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0
Paulo Baltazar,PSB,RJ,1,-1,0,0,0,0,1,1,-1,-1,-1,1,0,1,0,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,0,0,-1,-1,-1,0,0,0,0,0,-1,-1,-1,0,0,1,-1,1,1,0,0,1,-1,-1,1,1,1,1,1,0,1,1,1,1,1,0,1,-1,-1,1,1,1,1,1,1,0
Paulo Feijó,PSDB,RJ,-1,1,1,0,-1,0,-1,1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,-1,1,1,-1,1,1,1,1,1,0,1,-1,-1,-1,-1,0,1,0,0,1,1,0,1,0,0,0
Itamar Serpa,PSDB,RJ,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,1,0,1,-1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0
