nome,partido,uf,MPV 7/2001,MPV 7/2001,MSC 527/2001,PDC 381/1999,PEC 203/1995,PEC 222/2000,PEC 222/2000,PEC 222/2000,PEC 222/2000,PEC 222/2000,PEC 222/2000,PEC 222/2000,PEC 277/2000,PEC 277/2000,PEC 289/2000,PEC 308/1996,PEC 308/1996,PEC 308/1996,PEC 472/1997,PEC 472/1997,PEC 472/1997,PEC 472/1997,PEC 610/1998,PEC 610/1998,PEC 610/1998,PEC 610/1998,PL 1733/1996,PL 2155/1999,PL 3115/1997,PL 3242/2000,PL 3267/2000,PL 3524/2000,PL 3639/2000,PL 3657/1989,PL 3755/2000,PL 3998/2001,PL 4143/2001,PL 4177/2001,PL 4177/2001,PL 4210/2001,PL 5470/2001,PL 5470/2001,PL 5483/2001,PL 5483/2001,PL 5483/2001,PL 5483/2001,PL 5483/2001,PLP 10/1999,PLP 10/1999,PLP 10/1999,PLP 116/2000,PLP 116/2000,PLP 155/2000,PLP 177/2001,PLP 177/2001,PLP 177/2001,PLP 177/2001,PLP 177/2001,PLP 177/2001,PLP 177/2001,PLP 177/2001,PLP 177/2001,PLP 183/2001,PLP 195/2001,PLP 195/2001,PLP 195/2001,PLP 195/2001,PLP 195/2001,PLP 195/2001,PLP 195/2001,PLP 195/2001,PLP 195/2001,PLP 195/2001,PLP 23/1999,PLP 242/1998,PLP 8/1999,PLP 8/1999,PLP 8/1999,PLP 8/1999,PLP 8/1999,PLP 8/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PRC 106/1992,PRC 106/1992,PRC 106/1992,PRC 176/2001,REC 113/2000,REC 144/2001,REC 52/1999
Ricardo Berzoini,PT,SP,0,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1,1,-1,0,1,-1,1,0,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,-1,0,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,0,1,1,0,0,0
José Roberto Batochio,PDT,SP,0,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,1,1,-1,0,-1,-1,1,1,1,1,-1,1,1,-1,0,1,-1,1,0,-1,1,1,-1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,1,1,0,0,0,-1,0,-1,-1,0,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,-1,0,0
Rubens Furlan,PPS,SP,0,1,1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,-1,1,1,-1,1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,0,0,-1,1,1,-1,1,-1,0,0
Sampaio Dória,PSDB,SP,0,-1,1,1,0,1,-1,-1,0,0,1,0,1,1,0,1,-1,0,1,-1,1,1,1,1,0,0,1,1,1,1,1,1,1,-1,-1,-1,1,-1,0,-1,1,1,0,0,-1,1,1,0,0,0,-1,1,1,1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,-1,0,0,0,1,-1,0,-1,1,0,0,0,0,0
Xico Graziano,PSDB,SP,0,-1,0,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,0,1,0,1,0,1,1,-1,1,0,1,1,1,1,1,1,-1,-1,-1,1,-1,1,-1,1,1,1,0,-1,1,1,1,1,1,0,1,1,1,0,-1,-1,0,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,0,1,0,-1,1,-1,0,0,1,1,-1,0,-1,0,-1,1,-1,0,0
Zé Índio,PMDB,SP,0,-1,1,1,1,1,-1,-1,-1,0,1,-1,1,0,1,1,-1,1,0,-1,1,1,1,1,-1,1,1,0,1,1,-1,0,1,-1,-1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,0,-1,-1,-1,-1,0,0,-1,1,-1,-1,1,-1,-1,0,0,1,1,1,1,1,-1,1,0,1,0,1,1,0,1,-1,0,0,1,0,-1,0,-1,0,-1,1,0,0,0
Magela,PT,DF,0,1,1,-1,0,0,-1,-1,-1,1,0,0,0,-1,1,1,-1,1,-1,-1,1,1,1,1,-1,1,1,-1,0,1,-1,1,-1,1,1,1,1,1,0,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,-1,1,1,1,0,0,0,0,0,-1,0,0,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,1,-1,0,0
Pedro Celso,PT,DF,0,1,0,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,0,-1,-1,1,1,1,1,0,1,1,-1,1,1,0,1,-1,1,0,1,0,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,-1,1,-1,0,-1,-1,-1,1,-1,-1,-1,1,0,-1,-1,1,-1,1,1,-1,0,0
Euler Morais,PMDB,GO,0,-1,0,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,0,-1,1,1,1,1,-1,1,0,1,1,0,-1,0,1,-1,-1,-1,0,-1,1,-1,0,0,1,-1,-1,-1,-1,0,1,-1,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,0,-1,1,1,1,0,1,0,0,1,-1,-1,0,1,1,-1,0,-1,1,-1,1,0,0,0
Geovan Freitas,PMDB,GO,1,0,1,1,1,-1,-1,-1,-1,-1,0,0,1,1,0,1,0,1,-1,-1,1,1,1,1,-1,1,0,-1,1,1,-1,1,-1,0,1,1,0,0,0,1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,-1,0,-1,0,-1,1,-1,1,-1,0,0,0,0,0,-1,1,-1,1,1,-1,0,1
Juquinha,PL,GO,0,0,0,1,0,1,-1,-1,-1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,-1,0,0,0,0
Lúcia Vânia,PSDB,GO,0,0,0,1,1,0,-1,-1,-1,0,0,0,0,0,0,1,-1,1,1,0,0,1,1,1,-1,1,0,1,1,1,1,0,1,0,-1,0,0,-1,0,0,1,1,1,0,-1,1,1,1,1,1,-1,0,0,1,-1,-1,0,0,0,0,-1,0,1,0,0,0,0,-1,0,1,0,0,0,1,1,-1,1,0,1,0,1,1,-1,1,-1,0,0,1,1,-1,0,0,0,0,1,-1,0,0
Norberto Teixeira,PMDB,GO,0,-1,1,1,1,1,0,-1,-1,1,0,0,0,0,1,1,-1,1,0,-1,1,1,1,0,0,0,0,1,1,1,-1,1,1,-1,-1,-1,0,-1,1,0,0,0,1,-1,-1,0,0,1,1,1,-1,1,0,1,0,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,0,0,0,1,1,1,0,-1,1,1,1,0,1,1,-1,0,-1,0,0,1,1,-1,0,0,1,0,0,1,0,0
Pedro Pedrossian,PPB,MS,0,0,0,1,0,1,-1,-1,-1,1,1,1,0,0,1,0,0,1,0,-1,1,0,1,1,-1,1,0,0,0,0,1,0,0,0,0,-1,0,-1,0,-1,1,1,1,0,-1,-1,1,1,1,1,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,1,0,-1,1,-1,-1,0,0,1,1,1,0,1,-1,1,0,1,0,1,0,0,0,-1,0,0,1,0,0,0,0,1,-1,1,0,0,0
Airton Roveda,PTB,PR,0,0,0,1,0,1,-1,0,-1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Alex Canziani,PSDB,PR,0,-1,1,1,1,1,0,-1,-1,1,0,1,0,1,1,1,-1,1,1,-1,1,1,1,1,-1,1,0,-1,1,0,0,1,1,-1,-1,0,1,1,1,-1,1,0,1,0,-1,1,0,0,1,-1,-1,1,0,1,-1,0,0,0,-1,-1,0,-1,1,-1,-1,0,-1,-1,1,0,1,1,1,1,0,-1,1,0,0,0,1,1,-1,1,-1,0,0,1,1,-1,0,-1,1,-1,1,-1,0,0
Márcio Matos,PTB,PR,0,-1,1,1,-1,1,0,0,-1,1,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,1,1,1,-1,1,0,0,1,1,-1,-1,0,1,1,0,-1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,-1,1,-1,0,0,1,1,-1,0,-1,1,1,1,0,0,0
Rubens Bueno,PPS,PR,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,-1,1,1,-1,1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,0,1,-1,1,-1,0,-1,-1,-1,1,-1,-1,-1,1,0,-1,-1,1,-1,1,1,-1,0,0
Santos Filho,PFL,PR,0,-1,0,1,1,1,-1,-1,-1,1,1,1,1,0,1,1,0,1,1,-1,1,0,1,1,-1,1,1,1,1,1,1,0,0,-1,-1,-1,1,0,0,-1,0,1,1,0,0,1,1,1,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,0,1,-1,0,0,1,0,0,0,-1,0,-1,1,1,0,0
Antônio Carlos Konder Reis,PFL,SC,0,-1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,0,1,-1,-1,-1,1,-1,1,-1,1,1,1,0,-1,1,1,1,1,1,-1,1,1,1,0,1,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,0,0,1,0,1,1,1,1,-1,-1,1,1,0,1,1,-1,1,-1,0,0,1,1,-1,0,1,-1,1,0,1,0,0
Eni Voltolini,PPB,SC,0,0,0,1,0,1,-1,-1,-1,1,1,1,1,0,1,0,0,1,1,-1,1,0,1,1,-1,1,0,1,1,1,1,1,1,-1,0,0,1,0,0,-1,1,1,0,0,1,1,1,1,1,1,-1,0,0,1,0,-1,-1,0,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,1,1,1,0,1,0,-1,1,1,1,0,0,1,0,1,-1,0,0,1,0,-1,0,-1,0,-1,1,0,0,0
Fernando Coruja,PDT,SC,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,-1,1,1,-1,-1,1,-1,1,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,-1,0,-1,-1,-1,1,-1,-1,-1,1,0,-1,-1,1,-1,1,1,-1,0,0
Renato Vianna,PMDB,SC,0,0,1,1,0,1,1,-1,-1,1,0,0,0,1,1,1,-1,1,1,-1,1,1,1,0,0,0,0,1,0,1,-1,1,0,-1,-1,-1,1,-1,0,0,1,1,1,-1,-1,-1,-1,1,1,-1,-1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,0,1,0,0,0,0,0,0,1,1,-1,0,-1,1,0,1,1,0,0
Vicente Caropreso,PSDB,SC,0,-1,1,1,1,1,-1,-1,-1,1,0,0,1,0,1,1,-1,1,0,-1,1,1,1,0,0,0,1,1,1,1,1,0,1,-1,0,-1,1,-1,1,-1,1,1,-1,0,-1,0,0,1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,0,1,1,1,1,1,-1,1,1,1,0,1,1,-1,0,-1,0,0,1,1,-1,0,-1,1,-1,1,-1,0,0
Roberto Argenta,PHS,RS,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,-1,-1,-1,1,0,1,-1,0,0,0,0,0,0,0,1,1,0,-1,1,0,1,-1,1,1,-1,-1,-1,0,-1,1,1,1,0,0,0,0,0,0,0,0,1,0,-1,1,1,1,0,1,1,-1,1,1,0,0,0,1,-1,0,0,0,-1,1,0,0,0
Pinheiro Landim,PMDB,CE,0,-1,0,1,1,1,-1,-1,-1,1,0,1,1,1,1,1,-1,1,1,-1,1,1,0,1,0,0,1,0,1,1,-1,1,1,0,-1,-1,1,-1,1,-1,1,0,0,-1,-1,-1,0,1,1,1,0,1,1,1,0,1,-1,-1,-1,-1,0,-1,0,0,0,1,-1,-1,0,0,0,1,0,1,1,-1,1,0,1,0,0,1,0,1,0,0,0,1,1,-1,0,0,1,0,0,1,0,0
B. Sá,PSDB,PI,0,-1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,-1,1,0,0,1,0,0,1,1,-1,-1,-1,1,-1,1,0,1,1,1,0,-1,1,1,1,1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,0,1,1,-1,1,-1,0,0,1,1,-1,0,-1,1,0,1,-1,0,0
Heráclito Fortes,PFL,PI,0,-1,1,1,1,1,-1,-1,-1,1,1,0,1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1,0,1,1,1,1,1,1,-1,-1,0,1,0,0,-1,1,0,1,0,-1,1,0,1,1,1,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,0,0,0,0,1,1,1,1,1,0,1,-1,1,1,1,0,1,1,-1,0,0,0,0,1,1,-1,0,-1,1,0,0,-1,0,0
João Henrique,PMDB,PI,0,-1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,-1,1,1,-1,0,-1,1,-1,0,-1,0,0,1,-1,0,1,0,1,1,1,-1,1,1,1,0,0,-1,-1,-1,0,-1,-1,0,-1,-1,1,-1,-1,0,0,1,1,1,0,1,-1,1,0,1,0,0,1,0,1,-1,0,0,0,1,-1,0,0,0,0,0,1,0,0
Iberê Ferreira,PTB,RN,0,-1,0,1,1,1,-1,-1,-1,1,0,0,-1,-1,1,1,-1,0,1,-1,1,0,1,1,-1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,-1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1,0,-1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,1,0,0,0
Laíre Rosado,PMDB,RN,0,0,0,1,0,-1,-1,-1,-1,1,-1,1,1,1,1,0,0,1,1,-1,1,0,1,1,-1,1,1,0,0,0,-1,0,1,-1,-1,-1,1,-1,0,-1,1,0,1,-1,-1,-1,-1,1,1,1,-1,0,1,1,0,1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,0,0,0,1,1,1,1,1,1,-1,1,0,1,0,1,1,-1,1,-1,0,0,1,1,-1,0,-1,1,0,1,0,0,0
Armando Abílio,PSDB,PB,0,-1,0,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,-1,1,1,0,1,1,1,1,1,-1,-1,-1,0,-1,1,0,1,0,1,0,-1,1,1,1,1,1,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,-1,1,0,0,0,1,1,-1,0,-1,1,0,1,-1,0,0
Efraim Morais,PFL,PB,0,0,1,1,1,1,-1,-1,-1,1,0,1,0,0,1,0,-1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,-1,-1,0,1,0,1,0,0,1,1,0,-1,-1,0,1,1,1,-1,1,0,1,0,0,0,-1,-1,0,-1,-1,0,0,-1,1,0,-1,0,0,0,1,1,0,0,-1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-1,1,0,1,1,0,0
Wilson Braga,PFL,PB,0,-1,0,1,1,1,1,1,-1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,1,1,0,1,1,-1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,-1,-1,1,0,0,0,0
João Colaço,PSDB,PE,0,-1,0,1,1,0,-1,-1,-1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Salatiel Carvalho,PMDB,PE,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,-1,1,0,-1,1,1,1,0,0,0,1,1,1,0,0,0,1,-1,-1,-1,1,-1,0,-1,0,0,0,0,0,1,0,1,1,1,-1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,1,1,0,0,1,1,-1,1,0,1,0,1,1,0,0,0,0,0,1,1,-1,-1,-1,0,-1,1,1,0,0
Augusto Farias,PPB,AL,0,-1,1,1,1,1,-1,-1,-1,1,1,1,0,1,1,1,-1,1,0,-1,0,1,1,1,-1,1,0,0,1,0,1,1,1,-1,-1,0,1,1,1,-1,1,1,1,0,-1,1,1,1,-1,-1,0,0,1,1,0,1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,1,1,1,-1,1,1,1,-1,-1,0,1,0,-1,1,-1,1,-1,0,0,1,1,-1,-1,0,0,-1,1,0,0,0
José Teles,PSDB,SE,0,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,-1,0,-1,-1,1,1,0,1,-1,1,1,0,0,1,1,0,0,0,0,-1,1,1,1,0,0,0,-1,-1,1,-1,-1,1,1,-1,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,-1,0,0,0,1,-1,0,-1,1,-1,1,0,0,0
Benito Gama,PMDB,BA,0,-1,0,1,1,1,-1,0,-1,1,1,1,0,1,1,1,0,1,1,-1,1,1,1,1,0,0,1,1,1,1,-1,1,1,0,-1,-1,1,-1,0,-1,1,-1,1,-1,-1,-1,-1,1,1,1,0,1,1,1,0,1,0,-1,0,0,-1,-1,1,0,-1,1,-1,-1,1,1,1,1,1,1,0,-1,1,1,1,0,1,1,-1,0,0,0,0,1,1,-1,0,0,1,-1,1,1,0,0
Coriolano Sales,PMDB,BA,0,-1,1,1,1,-1,-1,-1,0,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,1,-1,0,-1,1,-1,1,-1,-1,-1,-1,1,1,1,0,0,1,1,0,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,0,1,1,1,1,1,-1,1,1,1,0,0,1,-1,1,-1,0,1,1,1,-1,0,-1,-1,1,1,0,0,0
Eujácio Simões,PL,BA,0,-1,1,0,1,1,-1,-1,-1,-1,0,0,1,0,1,0,0,1,-1,-1,1,1,1,0,0,0,1,0,1,1,1,1,-1,1,-1,1,0,1,1,0,1,-1,1,0,-1,1,1,1,1,1,-1,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,-1,1,-1,0,0,0,0,-1,-1,-1,-1,1,0,0,0,0
Haroldo Lima,PCdoB,BA,0,0,1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,1,-1,-1,1,1,1,1,-1,-1,1,-1,-1,0,-1,0,-1,1,1,1,1,1,0,0,1,0,-1,-1,1,-1,-1,-1,1,-1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,-1,1,0,0,1,-1,1,1,1,1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,-1,-1,1,-1,0,1,-1,0,0
Jaques Wagner,PT,BA,0,1,1,-1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,-1,-1,1,1,1,1,0,1,0,-1,0,0,-1,1,0,1,0,0,1,0,0,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,-1,1,0,0,0,-1,1,-1,0,-1,-1,-1,1,-1,0,-1,1,0,-1,-1,1,-1,0,0,-1,0,0
João Leão,PPB,BA,0,-1,1,1,1,1,-1,-1,-1,1,1,1,0,1,1,1,-1,0,0,0,0,1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,-1,1,0,-1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,1,-1,0,0,1,1,-1,0,-1,1,0,1,0,0,0
Jorge Khoury,PFL,BA,0,-1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,-1,1,1,-1,1,1,1,1,-1,0,1,0,1,1,1,1,1,-1,-1,0,1,-1,1,-1,0,1,1,0,-1,1,1,1,1,1,-1,1,1,1,0,-1,-1,0,-1,-1,0,-1,1,-1,-1,1,-1,-1,1,1,0,0,1,0,1,-1,0,1,1,0,1,1,0,1,-1,0,0,1,1,-1,0,0,1,-1,1,1,0,0
Leur Lomanto,PMDB,BA,0,-1,1,1,1,1,0,-1,-1,1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1,0,0,0,1,0,1,-1,1,0,-1,0,0,1,0,1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,0,1,0,-1,-1,-1,-1,-1,1,0,-1,1,-1,-1,0,1,1,1,1,0,0,-1,1,0,0,0,1,1,-1,1,-1,0,0,1,1,-1,0,-1,0,-1,1,1,0,0
Luiz Moreira,PFL,BA,0,-1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1,0,1,1,1,1,1,1,-1,-1,-1,1,-1,1,-1,1,1,1,0,-1,1,1,1,1,1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,-1,1,-1,0,0,1,1,-1,0,-1,1,-1,1,-1,0,0
Roland Lavigne,PMDB,BA,0,-1,1,1,1,-1,0,0,0,0,0,0,0,1,0,1,-1,0,1,0,1,1,1,0,0,0,1,1,0,1,-1,1,1,-1,-1,0,1,0,1,-1,1,-1,0,-1,1,1,1,1,1,1,0,1,1,1,0,1,-1,-1,-1,-1,0,-1,0,0,-1,1,-1,-1,1,1,1,1,1,0,1,-1,1,0,1,0,1,1,-1,1,-1,0,0,0,1,-1,0,-1,1,0,0,0,0,-1
Ursicino Queiroz,PFL,BA,0,-1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,1,1,1,0,-1,1,1,1,1,1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,0,1,1,1,1,0,-1,1,1,1,0,1,1,-1,1,-1,0,0,1,1,-1,0,-1,1,-1,1,1,0,0
Aécio Neves,PSDB,MG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Mosconi,PSDB,MG,0,-1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,-1,1,1,1,0,-1,1,1,0,0,0,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,0,0,1,-1,1,-1,0,0,1,1,-1,0,-1,1,-1,1,-1,0,0
Danilo de Castro,PSDB,MG,0,-1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,-1,-1,-1,1,-1,1,-1,1,1,1,0,-1,1,1,1,1,0,-1,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,1,1,0,1,1,-1,1,1,1,0,1,1,0,1,-1,0,0,1,1,-1,0,-1,1,0,0,0,0,0
Jaime Martins,PFL,MG,0,-1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,-1,1,1,1,1,-1,0,1,1,1,0,1,0,1,0,-1,-1,0,-1,1,-1,1,0,0,0,0,1,1,1,1,-1,-1,0,0,0,0,-1,-1,-1,0,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,-1,0,0,1,0,-1,0,-1,-1,-1,1,1,0,0
Mário de Oliveira,PST,MG,0,-1,0,1,1,1,-1,-1,-1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0
Nilmário Miranda,PT,MG,0,0,0,-1,0,1,-1,-1,-1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,-1,1,1,-1,1,1,0,1,-1,1,1,1,1,1,0,1,1,0,-1,-1,1,-1,-1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,-1,1,0,1,1,-1,1,-1,0,0,0,-1,1,-1,-1,-1,1,0,-1,-1,1,-1,0,1,0,0,0
